split_regime,pool,task,task_type,candidate_count,transformation,n_outer_units,n_matrix_columns,entropy_rank,participation_rank,median_correlation,ledoit_wolf_shrinkage_alpha,eigenvalue_probability_json,relative_entropy_rank
scaffold,Homogeneous Morgan,clintox,classification,8,registry_median_relative,15,8,4.949758345185069,3.715598950221593,0.2899556651187266,0.2760015835965368,"[0.04217975748946827, 0.05015127177369568, 0.057823684151513996, 0.1016608028519258, 0.13205494580731184, 0.15988156994330546, 0.456247967982779]",0.6187197931481336
scaffold,Homogeneous Morgan,clintox,classification,8,within_unit_rank,15,8,4.8044169802493775,3.613272575177569,-0.27840010814919414,0.27820976824845267,"[0.03974425260692181, 0.043939926620657294, 0.0507964991256128, 0.09844654338509942, 0.11660325350149275, 0.19140002817837615, 0.4590694965818398]",0.6005521225311722
scaffold,Homogeneous Morgan,clintox,classification,16,raw,15,16,9.220301427367577,5.730802877891059,0.3077110775043026,0.31770425232108634,"[0.019856515770067883, 0.019856515770067903, 0.02031782439224769, 0.02100077443775035, 0.021670336466469372, 0.023088975643303814, 0.024549688750244106, 0.02531809954765844, 0.028954663290838924, 0.0339305019477651, 0.04590286987477693, 0.05277158639022978, 0.06247555430378595, 0.07286476407600073, 0.17592658398691838, 0.35151474535187477]",0.5762688392104736
scaffold,Homogeneous Morgan,clintox,classification,16,row_centred,15,16,11.36254096312464,8.14565034182822,-0.07356181273217169,0.38917882470146836,"[0.024323676543841755, 0.02432367654384177, 0.02454334348436891, 0.025398520732888483, 0.026836049025300443, 0.028597611765716856, 0.029762702730593973, 0.03298491104703912, 0.03556019137781454, 0.0394339887633272, 0.05260271279943311, 0.07329920769639393, 0.0794950947896115, 0.11384978853705582, 0.12058324448406557, 0.26840527967870687]",0.71015881019529
scaffold,Homogeneous Morgan,clintox,classification,16,shared_morgan_linear_relative,15,16,4.758747528437598,2.5372360881223317,0.6133750594055956,0.15317397867552898,"[0.010211598578368578, 0.010363213545991852, 0.010575813794494689, 0.011025012980702424, 0.011996009087248254, 0.012514261299573962, 0.014370115230881574, 0.016044481127056556, 0.018304961709707916, 0.024278202080566944, 0.03533260575989718, 0.043788042668727815, 0.06241497878362621, 0.10778412632440383, 0.6109965770287523]",0.2974217205273499
scaffold,Homogeneous Morgan,clintox,classification,16,fixed_morgan_rf_relative,15,16,9.662474310680263,6.09458478678615,0.26943318789734894,0.3200613533144395,"[0.020003834582152453, 0.020003834582152474, 0.02045256377517829, 0.020896835445978836, 0.021614006749233756, 0.023443051407503322, 0.02421505706830393, 0.02746757051418819, 0.03092993121580446, 0.038735373824330226, 0.04323674250946619, 0.06097072619405111, 0.07102291065418995, 0.1045623450717305, 0.1256705794488686, 0.34677463695686783]",0.6039046444175165
scaffold,Homogeneous Morgan,clintox,classification,16,registry_median_relative,15,16,8.84735573793321,5.546714467776259,0.3078296805055672,0.3046498620115502,"[0.02030999080077003, 0.02044685447273828, 0.021027033740972288, 0.02193795623963551, 0.022375306337628298, 0.024727244119362436, 0.026010495656825543, 0.030817737926166548, 0.03678005382785897, 0.04309164965132417, 0.06071960336495696, 0.06838594295874581, 0.0964840151507693, 0.13845293661775723, 0.36843317913448864]",0.5529597336208256
scaffold,Homogeneous Morgan,clintox,classification,16,within_unit_rank,15,16,12.827156141536392,10.834390443476446,-0.06406483316383763,0.5491140247889107,"[0.036607601652594066, 0.03660766284632556, 0.03661953697617884, 0.03806911113771963, 0.038317052272496, 0.04135850087515868, 0.044259081453816046, 0.046131503908144765, 0.049696681432263065, 0.06918701460347525, 0.07308644910036653, 0.0775201096350079, 0.10665356313700367, 0.11554819972440485, 0.19033793124504528]",0.8016972588460245
scaffold,Homogeneous Morgan,clintox,classification,32,raw,15,32,10.883149163368556,4.784737349242321,0.40482532999983734,0.23698084077276527,"[0.007405651274148866, 0.007405651274148891, 0.0074056512741488955, 0.0074056512741489, 0.007405651274148902, 0.0074056512741489024, 0.007405651274148905, 0.007405651274148908, 0.007405651274148909, 0.007405651274148913, 0.007405651274148915, 0.007405651274148918, 0.00740565127414892, 0.0074056512741489215, 0.007405651274148923, 0.007405651274148926, 0.007405651274148933, 0.007405651274148951, 0.010677332871584132, 0.010993618847071436, 0.013377434799021263, 0.01570639265821669, 0.01770062583316978, 0.021590414967279932, 0.023363624410866708, 0.0271848887133724, 0.03357367371300527, 0.03952563667757385, 0.046013945362305526, 0.0671328196654435, 0.11142178996165042, 0.42843607858475863]",0.34009841135526736
scaffold,Homogeneous Morgan,clintox,classification,32,row_centred,15,32,26.8752582976591,21.77255038646874,-0.020762942443881223,0.6232294700381378,"[0.019475920938691767, 0.019475920938691778, 0.01947592093869178, 0.019475920938691785, 0.019475920938691788, 0.019475920938691788, 0.0194759209386918, 0.019475920938691802, 0.019475920938691802, 0.019475920938691802, 0.01947592093869181, 0.01947592093869181, 0.01947592093869181, 0.01947592093869181, 0.019475920938691816, 0.01947592093869182, 0.019475920938691823, 0.019475920938691823, 0.023322497494783538, 0.024390739168702394, 0.026251442123633614, 0.027357311215687827, 0.028936857564124445, 0.032583519660667234, 0.03525125817477986, 0.039833662310517604, 0.04151324729567464, 0.045834102954072954, 0.06111818635326829, 0.06601828102520306, 0.0831794882917156, 0.11384282947071647]",0.8398518218018469
scaffold,Homogeneous Morgan,clintox,classification,32,shared_morgan_linear_relative,15,32,5.106526314123869,2.2265808997647327,0.6861246979122025,0.14199982924656468,"[0.004580639653114909, 0.004580639653114957, 0.004580639653114962, 0.004580639653114968, 0.0045806396531149745, 0.004580639653114978, 0.0045806396531149806, 0.004580639653114984, 0.0045806396531149875, 0.004580639653114992, 0.004580639653114995, 0.004580639653114997, 0.0045806396531150005, 0.004580639653115009, 0.004580639653115012, 0.004580639653115018, 0.004580639653115021, 0.006072831168274125, 0.006637413413122474, 0.00763440012346588, 0.00870256901810791, 0.009837488432040119, 0.010962018544680893, 0.015588118657231491, 0.015996718114397932, 0.017247230857400816, 0.021091958466844894, 0.027966860305119762, 0.04323287412913843, 0.06797087888620491, 0.6631877657810156]",0.1595789473163709
scaffold,Homogeneous Morgan,clintox,classification,32,fixed_morgan_rf_relative,15,32,13.527510900942701,6.261065508065531,0.3353168817409866,0.2837882319327117,"[0.008868382247897197, 0.008868382247897206, 0.008868382247897212, 0.008868382247897223, 0.008868382247897225, 0.008868382247897226, 0.008868382247897228, 0.008868382247897232, 0.008868382247897235, 0.008868382247897239, 0.00886838224789724, 0.008868382247897242, 0.008868382247897245, 0.008868382247897249, 0.008868382247897252, 0.008868382247897254, 0.008868382247897256, 0.008868382247897282, 0.013771875387682467, 0.015600007799143249, 0.01593611948170844, 0.017518136412542427, 0.02091300611449622, 0.025148857372773045, 0.028903764599203942, 0.031763550672205376, 0.03793272265251802, 0.04355222897756575, 0.054246880489791635, 0.07669753177860453, 0.09285725156835845, 0.36552718623125624]",0.4227347156544594
scaffold,Homogeneous Morgan,clintox,classification,32,registry_median_relative,15,32,10.518781691742058,4.496841376387438,0.4296507010597274,0.24972959839862857,"[0.008055793496729894, 0.008055793496729934, 0.00805579349672994, 0.00805579349672994, 0.008055793496729946, 0.008055793496729947, 0.00805579349672995, 0.008055793496729954, 0.008055793496729954, 0.008055793496729958, 0.008055793496729961, 0.008055793496729961, 0.008055793496729968, 0.008055793496729968, 0.00805579349672997, 0.008055793496729977, 0.008055793496729984, 0.010908758812777052, 0.011405416400743636, 0.014030732426454357, 0.014265094156789178, 0.017300403527183057, 0.01932962880936617, 0.023417245360026716, 0.02767315180299859, 0.03242376344199027, 0.039993681642656424, 0.044239007550591625, 0.0635080944184293, 0.09659892030233756, 0.44795761190324684]",0.3287119278669393
scaffold,Homogeneous Morgan,clintox,classification,32,within_unit_rank,15,32,29.578333139198257,26.878021373770913,-0.004409320397198645,0.742461812202106,"[0.023201931631315786, 0.0232019316313158, 0.0232019316313158, 0.023201931631315804, 0.023201931631315804, 0.02320193163131581, 0.02320193163131581, 0.02320193163131581, 0.023201931631315814, 0.02320193163131582, 0.02320193163131582, 0.02320193163131582, 0.023201931631315825, 0.023201931631315825, 0.02320193163131583, 0.02320193163131583, 0.02320193163131583, 0.023201931631315845, 0.025743354031606207, 0.026976705296443294, 0.028541008676964214, 0.029166087233912313, 0.03166306786473292, 0.033212009909143386, 0.03441202192251669, 0.03582553697096746, 0.04004229156788129, 0.04337233575913016, 0.05085938453145937, 0.06135372404259318, 0.06418273967498993, 0.0770149631539748]",0.9243229105999455
scaffold,Homogeneous Morgan,esol,regression,4,raw,15,4,2.184650102717991,1.8282672461097118,0.36120226081288087,0.0924511036553651,"[0.023112775913841203, 0.023112775913841435, 0.26351578989254665, 0.6902586582797707]",0.5461625256794977
scaffold,Homogeneous Morgan,esol,regression,4,row_centred,15,4,1.2299561976129991,1.0822204356291172,-0.9445655312971175,0.04509442433670419,"[0.01127360608417605, 0.011273606084176097, 0.016463224971293596, 0.9609895628603543]",0.3074890494032498
scaffold,Homogeneous Morgan,esol,regression,4,shared_morgan_linear_relative,15,4,1.2013248011461544,1.077312906613118,0.9457501329204462,0.05051385524620717,"[0.016837951748735782, 0.020068511905848588, 0.9630935363454157]",0.3003312002865386
scaffold,Homogeneous Morgan,esol,regression,4,fixed_morgan_rf_relative,15,4,1.4013603168479791,1.169034795494353,0.9003885131303448,0.05116951199657296,"[0.012792377999143411, 0.012963789825610328, 0.05094574481008673, 0.9232980873651595]",0.3503400792119948
scaffold,Homogeneous Morgan,esol,regression,4,registry_median_relative,15,4,1.2197401121237468,1.086132209699993,-0.9302188493447491,0.05109901774784768,"[0.017033005915949247, 0.023885353224808475, 0.9590816408592423]",0.3049350280309367
scaffold,Homogeneous Morgan,esol,regression,4,within_unit_rank,15,4,1.0,1.0,1.0,,[1.0],0.25
scaffold,Homogeneous Morgan,esol,regression,8,raw,15,8,2.2656367043661905,1.7529255061469737,-0.15408908361343057,0.06556430687934713,"[0.008195538359918313, 0.00819553835991836, 0.00819553835991837, 0.008306899312392048, 0.008947174153165226, 0.009066762502531564, 0.22995089234632216, 0.719141656605834]",0.2832045880457738
scaffold,Homogeneous Morgan,esol,regression,8,row_centred,15,8,1.3790358175321806,1.127539632100983,-0.9049173495226766,0.040501565389926705,"[0.005062695673740764, 0.005062695673740846, 0.0050626956737409145, 0.0051335747621972655, 0.005733707896397537, 0.006096448400255072, 0.0265684056999663, 0.9412797762199612]",0.17237947719152258
scaffold,Homogeneous Morgan,esol,regression,8,shared_morgan_linear_relative,15,8,1.2511304074908878,1.0780789063512801,0.9578312829979261,0.039225047736485066,"[0.005603578248069253, 0.0056035782480693104, 0.005614468591793154, 0.005684277444999947, 0.005699003555624952, 0.008810592269130169, 0.9629845016423132]",0.15639130093636097
scaffold,Homogeneous Morgan,esol,regression,8,fixed_morgan_rf_relative,15,8,3.483061904442878,2.509694951941668,-0.08420889986586269,0.11885527023830196,"[0.014856908779787707, 0.01485690877978779, 0.014869899386721858, 0.015602671086706493, 0.04826718957634304, 0.06767495307268016, 0.25184659171890156, 0.5720248775990714]",0.43538273805535976
scaffold,Homogeneous Morgan,esol,regression,8,registry_median_relative,15,8,1.9065711256186324,1.4377591173690638,-0.4383392014964707,0.05546525601556569,"[0.007923608002223624, 0.007923608002223687, 0.007963702208340768, 0.009503153647115889, 0.015135659583216153, 0.12771302865416145, 0.8238372399027184]",0.23832139070232905
scaffold,Homogeneous Morgan,esol,regression,8,within_unit_rank,15,8,4.007374617530324,3.2600240320375096,0.06062579142676543,0.2072149053956659,"[0.03453581756594431, 0.03830346520913169, 0.06905430685899311, 0.09877919228235126, 0.3544486465999709, 0.4048785714836087]",0.5009218271912905
scaffold,Homogeneous Morgan,esol,regression,16,raw,15,16,2.0638019666664853,1.4993040454254858,0.8461904208340834,0.049896353077609985,"[0.0031185220673505655, 0.003118522067350597, 0.00311852206735062, 0.0031185220673506336, 0.0031185220673506887, 0.003119134819396228, 0.0031336642492548394, 0.003156755773234973, 0.0031777696868078385, 0.00321339560400045, 0.0032633905934475304, 0.003562988643175418, 0.0036537168157100503, 0.003829978601801692, 0.15196742399036156, 0.8023291708860565]",0.12898762291665533
scaffold,Homogeneous Morgan,esol,regression,16,row_centred,15,16,1.90300631049271,1.3756866896693525,0.6394422824721087,0.04599991520306202,"[0.0028749947001913507, 0.0028749947001913637, 0.002874994700191379, 0.002874994700191383, 0.0028749947001914847, 0.0028769654211114465, 0.0029256706555039888, 0.0030005771525532703, 0.0030557202226339448, 0.0031216779059447825, 0.0032735811792836784, 0.0037612984229226936, 0.004277980240477355, 0.004821921037627861, 0.10900713287858854, 0.8455025013823955]",0.11893789440579437
scaffold,Homogeneous Morgan,esol,regression,16,shared_morgan_linear_relative,15,16,1.2934611897501187,1.079392667614059,0.9617113727392922,0.03603622461443214,"[0.0024024149742954528, 0.0024024149742954714, 0.0024024149742954944, 0.002402414974295613, 0.0024024643293856585, 0.002404121184778068, 0.0024070008297296095, 0.0024084324448675246, 0.0024117026751750647, 0.002417070116363217, 0.002435037790115288, 0.0024527049486682824, 0.002477971899386919, 0.006111584867687915, 0.9624622490166604]",0.08084132435938242
scaffold,Homogeneous Morgan,esol,regression,16,fixed_morgan_rf_relative,15,16,6.310564112988922,4.185313834781583,-0.007357318482477332,0.18583135781616414,"[0.011614459863510174, 0.011614459863510262, 0.011614459863510283, 0.011614459863510292, 0.01161689496842582, 0.011690175544351051, 0.0120694839371525, 0.012138225871205048, 0.012724653452377077, 0.01402551672894318, 0.020611697755086075, 0.030226692368303994, 0.039779249984912675, 0.12846850346331387, 0.3224564813649571, 0.3377345851069306]",0.3944102570618076
scaffold,Homogeneous Morgan,esol,regression,16,registry_median_relative,15,16,5.5938518014383565,3.817071328897249,0.020140200664873927,0.16807205236857267,"[0.011204803491238171, 0.01120480349123818, 0.01120480349123819, 0.01120480349123823, 0.011207336673874387, 0.0114795990793926, 0.011717707648675545, 0.011955122808708469, 0.012530616669876584, 0.014626240273589044, 0.021855669803221362, 0.03186156353352664, 0.13489629255367083, 0.3275414289993234, 0.3655092079911883]",0.3496157375898973
scaffold,Homogeneous Morgan,esol,regression,16,within_unit_rank,15,16,5.915417099585332,3.9481428618050862,-0.11978788517303078,0.18243552437505187,"[0.013031108883932286, 0.013061615712694062, 0.013137718373631346, 0.013162027830181455, 0.013718779856015217, 0.014023639829287803, 0.014404367351904606, 0.017170079966431558, 0.01977500314319824, 0.027604445229997655, 0.07050601369197462, 0.08307597283614572, 0.30849561159983946, 0.378833615694766]",0.36971356872408323
scaffold,Homogeneous Morgan,esol,regression,32,raw,15,32,1.8658939717652447,1.3204511804772294,0.9153978456411367,0.042245953516763884,"[0.001320186047398839, 0.0013201860473988436, 0.0013201860473988495, 0.0013201860473988534, 0.0013201860473988566, 0.0013201860473988588, 0.0013201860473988638, 0.0013201860473988647, 0.0013201860473988716, 0.0013201860473988749, 0.0013201860473988775, 0.0013201860473988785, 0.0013201860473988829, 0.001320186047398885, 0.0013201860473988885, 0.0013201860473988922, 0.0013201860473988957, 0.0013201860473989367, 0.001332882799628292, 0.0013404589037809113, 0.0013508510010698657, 0.0013594279040389859, 0.001391928900823728, 0.001403888765260421, 0.001479533570778908, 0.0015503408762613043, 0.0016742094437432347, 0.0017918572159426984, 0.001963301263183602, 0.0022073676917936354, 0.09207102583286658, 0.865319576977648]",0.0583091866176639
scaffold,Homogeneous Morgan,esol,regression,32,row_centred,15,32,3.096344225758273,2.0663493526196195,0.4834334145791629,0.06677912766675916,"[0.0020868477395861633, 0.0020868477395862054, 0.0020868477395862093, 0.0020868477395862123, 0.0020868477395862123, 0.0020868477395862162, 0.0020868477395862184, 0.0020868477395862206, 0.002086847739586223, 0.0020868477395862284, 0.0020868477395862305, 0.0020868477395862336, 0.0020868477395862345, 0.0020868477395862392, 0.0020868477395862397, 0.0020868477395862414, 0.0020868477395863004, 0.0020868477395863064, 0.002198552296705009, 0.002240627673399546, 0.0023267062838980544, 0.0023500082664598696, 0.0026328670247798415, 0.0027198003250081234, 0.00317257984979964, 0.0037424812710922205, 0.005050140923270188, 0.005608822248133807, 0.007119295513581841, 0.007898807254413427, 0.27785338494157874, 0.6375226668153274]",0.09676075705494604
scaffold,Homogeneous Morgan,esol,regression,32,shared_morgan_linear_relative,15,32,1.328359089222081,1.079155848770772,0.9629584410632139,0.03473818440521275,"[0.0011205865937165104, 0.0011205865937165113, 0.001120586593716519, 0.0011205865937165258, 0.0011205865937165308, 0.0011205865937165354, 0.0011205865937165371, 0.0011205865937165393, 0.001120586593716542, 0.0011205865937165467, 0.001120586593716547, 0.001120586593716549, 0.001120586593716554, 0.0011205865937165549, 0.001120586593716564, 0.0011205865937165666, 0.0011205865937166275, 0.0011218202574716206, 0.0011225528570154189, 0.001123608475289274, 0.0011245655577744574, 0.0011275183839322884, 0.0011278267984380376, 0.001135186503869909, 0.0011411487239124838, 0.0011540019468722071, 0.0011615504770023668, 0.0011780405865229623, 0.0011937117822500873, 0.004642191270135111, 0.9625963042863325]",0.04151122153819003
scaffold,Homogeneous Morgan,esol,regression,32,fixed_morgan_rf_relative,15,32,6.917380807040134,3.7635061452166174,0.32175749348850025,0.156070275137593,"[0.004877196098049746, 0.004877196098049763, 0.00487719609804977, 0.004877196098049773, 0.004877196098049776, 0.0048771960980497795, 0.00487719609804978, 0.004877196098049783, 0.004877196098049786, 0.004877196098049788, 0.0048771960980497926, 0.0048771960980497926, 0.004877196098049794, 0.004877196098049797, 0.0048771960980497995, 0.004877196098049801, 0.0048771960980498056, 0.00487719609804982, 0.0051318771629907285, 0.005248602330474112, 0.005661622951292076, 0.00610511599272744, 0.006321628851264656, 0.006835730699351416, 0.009015600587464442, 0.011191287274477367, 0.01472234974553525, 0.020634797065376183, 0.029962265622211284, 0.10398737271262622, 0.25353681152257856, 0.4338554077167342]",0.21616815022000418
scaffold,Homogeneous Morgan,esol,regression,32,registry_median_relative,15,32,3.197495584358475,1.9453060468051604,0.7711135042376518,0.06821047963927125,"[0.0022003380528796924, 0.002200338052879699, 0.0022003380528797002, 0.0022003380528797024, 0.0022003380528797076, 0.002200338052879712, 0.0022003380528797137, 0.0022003380528797145, 0.0022003380528797184, 0.002200338052879724, 0.0022003380528797254, 0.0022003380528797293, 0.0022003380528797314, 0.0022003380528797327, 0.0022003380528797384, 0.0022003380528797497, 0.00220033805287987, 0.002288408880829202, 0.0023968234383755357, 0.002509089846651933, 0.002663338558969473, 0.002901496747388289, 0.003179737992647321, 0.003890425084157613, 0.0041967891890449934, 0.005923396238337488, 0.00917698681483257, 0.01251177550013486, 0.023024087211392687, 0.20016019380342837, 0.6877717037948543]",0.09992173701120234
scaffold,Homogeneous Morgan,esol,regression,32,within_unit_rank,15,32,6.951758202788904,3.6894245731249127,-0.03199387549114331,0.15501273502018278,"[0.005167091167339397, 0.005167091167339403, 0.005167091167339405, 0.00516709116733941, 0.005167091167339414, 0.005167091167339416, 0.0051670911673394205, 0.005167091167339421, 0.0051670911673394266, 0.005167091167339428, 0.0051670911673394335, 0.005167091167339442, 0.005167091167339442, 0.005167091167339442, 0.005167091167339461, 0.005167091167339498, 0.005255200991365604, 0.005508838925365177, 0.005794775261404337, 0.00610298143657454, 0.006678453542814068, 0.0075848926247286735, 0.00848677855349386, 0.016574300266670693, 0.02514925092064315, 0.04040422711523285, 0.043517989714416484, 0.04530923264822176, 0.25520069777283383, 0.44575892154880414]",0.21724244383715324
scaffold,Modern-augmented,bace,classification,4,raw,15,4,3.99669918760403,3.993360919046497,0.02127509829799784,0.9402385113647436,"[0.2387395574113, 0.2439396696090359, 0.25151536536120445, 0.26580540761845967]",0.9991747969010075
scaffold,Modern-augmented,bace,classification,4,row_centred,15,4,3.7929797566691246,3.5828480980425566,-0.050164632964925425,0.7293762912908827,"[0.18234407282272055, 0.2002489146237991, 0.22163208623508696, 0.39577492631839345]",0.9482449391672811
scaffold,Modern-augmented,bace,classification,4,shared_morgan_linear_relative,15,4,2.9999999999999996,3.0,0.0,1.0,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",0.7499999999999999
scaffold,Modern-augmented,bace,classification,4,fixed_morgan_rf_relative,15,4,4.0,4.0,0.0,1.0,"[0.25, 0.25, 0.25, 0.25]",1.0
scaffold,Modern-augmented,bace,classification,4,registry_median_relative,15,4,2.7537743503461836,2.5357426572570216,0.30178609058023687,0.6866792780259373,"[0.23116116337136794, 0.23380447391730605, 0.535034362711326]",0.6884435875865459
scaffold,Modern-augmented,bace,classification,4,within_unit_rank,15,4,2.9280493958771894,2.8602516043967756,-0.1482034533079288,0.7497225025227037,"[0.24990750084090127, 0.3209793708810716, 0.4291131282780271]",0.7320123489692973
scaffold,Modern-augmented,bace,classification,8,raw,15,8,5.659618399722729,4.099767155456569,0.39208550691030164,0.3308816916054968,"[0.044257064108814824, 0.05465858627041867, 0.05777477063817161, 0.06415788243838431, 0.07841404331398234, 0.11704252211468152, 0.14811488422421004, 0.43558024689133656]",0.7074522999653411
scaffold,Modern-augmented,bace,classification,8,row_centred,15,8,7.476241618099102,6.89621913736327,0.09871098196487263,0.7027164008654128,"[0.0878395501081766, 0.09193934375398678, 0.0980867846875581, 0.10162212446247999, 0.10422936792612021, 0.11966076995583408, 0.14804523561180985, 0.24857682349403448]",0.9345302022623877
scaffold,Modern-augmented,bace,classification,8,shared_morgan_linear_relative,15,8,5.5069480661543855,4.361132163488914,0.2695278792807187,0.38249624124383846,"[0.06091501826784738, 0.06811039710899094, 0.07538729299971171, 0.0954969741404745, 0.1417572469169764, 0.15631978398581364, 0.4020132865801853]",0.6883685082692982
scaffold,Modern-augmented,bace,classification,8,fixed_morgan_rf_relative,15,8,7.0310944514313505,6.129703862699681,0.188957576212186,0.50217281107758,"[0.06755804462440093, 0.07697857523398553, 0.08084820431841447, 0.08582224351789493, 0.1000945592721715, 0.13466246051709596, 0.1656944934260104, 0.28834141909002625]",0.8788868064289188
scaffold,Modern-augmented,bace,classification,8,registry_median_relative,15,8,5.488279339970234,4.316637824299435,0.29766626204585467,0.35961047038090355,"[0.05849966730589568, 0.07249158580102624, 0.08216378960843371, 0.0953538172840789, 0.11844111127988616, 0.1662756170468948, 0.4067744116737845]",0.6860349174962792
scaffold,Modern-augmented,bace,classification,8,within_unit_rank,15,8,6.999999999999998,7.0,0.0,1.0,"[0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285]",0.8749999999999998
scaffold,Modern-augmented,bace,classification,16,raw,15,16,6.6503172590499355,3.4838286753509653,0.5085700785933626,0.22768759795216006,"[0.014230474872009997, 0.014230474872010004, 0.014305776331965198, 0.014454909853245318, 0.014937292519374949, 0.016416399352994177, 0.017493757782678768, 0.021135319354029992, 0.022682359071774648, 0.02968665838061762, 0.03152613464712523, 0.040619091889926386, 0.059487593382802954, 0.07960966500627097, 0.09782181383064278, 0.5113622788525309]",0.41564482869062097
scaffold,Modern-augmented,bace,classification,16,row_centred,15,16,15.034948649097252,14.003878098165814,0.03451339910882301,0.7211770319374325,"[0.045073564496089534, 0.04507356449608954, 0.04508816934168102, 0.045231519037193586, 0.0458408807334767, 0.04707255123946844, 0.04779913819125458, 0.05062401570912553, 0.054508600294330495, 0.05718641239647887, 0.05921315297669684, 0.06442187182660668, 0.07481028603221335, 0.08255841316979859, 0.11218093781658448, 0.12331692224291176]",0.9396842905685783
scaffold,Modern-augmented,bace,classification,16,shared_morgan_linear_relative,15,16,6.585025045304855,3.4891036413090903,0.5154018127348052,0.25431701911710713,"[0.01695446794114046, 0.01697345033846699, 0.017114829601064453, 0.01745137781107452, 0.018435466535382694, 0.020510729572488274, 0.022366023058147437, 0.024298460401936343, 0.0302998020119587, 0.035712294186638266, 0.04169936966943653, 0.04958298451637896, 0.07519364654938485, 0.10249365979823609, 0.5109134380082654]",0.41156406533155343
scaffold,Modern-augmented,bace,classification,16,fixed_morgan_rf_relative,15,16,10.20686119357604,7.065294597125208,0.2526145564566872,0.36331851286337985,"[0.024221234190891987, 0.024250811651281318, 0.024578970499149734, 0.02519814578432874, 0.02670885579447991, 0.029092119344768103, 0.03396819204738175, 0.036742205010804496, 0.044099790311709276, 0.046109891568885314, 0.0633813070184455, 0.07978487781616692, 0.09699047829120434, 0.1441978219721202, 0.3006752986983824]",0.6379288245985025
scaffold,Modern-augmented,bace,classification,16,registry_median_relative,15,16,7.753798572858588,4.544498870088962,0.3751032603039937,0.2444172487402695,"[0.01629448324935131, 0.016353503155646286, 0.016614976572445223, 0.017736564724991372, 0.019231528284199127, 0.021032951118609495, 0.02454077126716816, 0.02778804180637527, 0.03218080758307824, 0.0441444728666821, 0.050300070188823855, 0.073609834879666, 0.0816938759221013, 0.1323030610079787, 0.4261750573728835]",0.48461241080366174
scaffold,Modern-augmented,bace,classification,16,within_unit_rank,15,16,14.746167161681019,14.473081230354103,-0.013597506947909774,0.8363651111552064,"[0.05575767407701374, 0.05579350024836252, 0.05588341297005891, 0.0561085049286197, 0.05734642320953221, 0.05826292283252887, 0.05880642011128106, 0.06229673652753184, 0.06410700363856088, 0.06573083042447819, 0.06981941085993407, 0.07500284071001945, 0.07752111115865698, 0.08884965783688996, 0.0987135504665316]",0.9216354476050637
scaffold,Modern-augmented,bace,classification,32,raw,15,32,7.923887910859488,3.2822846338012335,0.5286730954713901,0.19688981763910196,"[0.0061528068012219085, 0.006152806801221913, 0.006152806801221918, 0.006152806801221922, 0.006152806801221928, 0.006152806801221928, 0.00615280680122193, 0.006152806801221934, 0.006152806801221935, 0.006152806801221936, 0.006152806801221939, 0.00615280680122194, 0.006152806801221946, 0.006152806801221948, 0.00615280680122195, 0.006152806801221953, 0.006152806801221962, 0.006152806801221964, 0.007389919594898234, 0.008307302010722354, 0.009948638684664604, 0.010868531095580529, 0.01381987404504312, 0.015137182568244353, 0.01808722566596563, 0.0200257738540048, 0.025775233536147444, 0.03303619116817741, 0.05021409391423271, 0.0596949933577354, 0.08005989344366818, 0.5368846246389203]",0.247621497214359
scaffold,Modern-augmented,bace,classification,32,row_centred,15,32,26.224224632382217,20.679898107886128,-0.002397778473627931,0.6084576397434102,"[0.019014301241981536, 0.019014301241981543, 0.019014301241981543, 0.019014301241981554, 0.019014301241981557, 0.019014301241981557, 0.019014301241981557, 0.01901430124198156, 0.019014301241981564, 0.019014301241981568, 0.019014301241981568, 0.019014301241981568, 0.01901430124198157, 0.019014301241981578, 0.019014301241981585, 0.019014301241981585, 0.01901430124198159, 0.01901430124198159, 0.021057433215307755, 0.022352227795587157, 0.02375303736381558, 0.024737606254779484, 0.031068542955342785, 0.03421068154719563, 0.034415025099323815, 0.03648966323008177, 0.040526467432192764, 0.04924541430035795, 0.055904671919811966, 0.07850525030262125, 0.08525365333346767, 0.1202229028944463]",0.8195070197619443
scaffold,Modern-augmented,bace,classification,32,shared_morgan_linear_relative,15,32,7.726146852187653,3.1379130945873177,0.5608542442736414,0.2176928500142194,"[0.007022350000458666, 0.007022350000458669, 0.007022350000458673, 0.00702235000045868, 0.00702235000045868, 0.0070223500004586836, 0.007022350000458684, 0.007022350000458688, 0.0070223500004586905, 0.007022350000458692, 0.007022350000458696, 0.007022350000458701, 0.007022350000458702, 0.007022350000458704, 0.007022350000458709, 0.0070223500004587104, 0.007022350000458718, 0.007894433233532443, 0.008768401241946522, 0.009890430700610435, 0.010867619365427452, 0.013310889069754346, 0.01661831473350197, 0.01781902774392764, 0.020626001720944847, 0.02481661842296654, 0.0313050264975646, 0.03343661773198234, 0.052939833054853974, 0.08072949369238425, 0.5515973427828049]",0.24144208913086415
