split_regime,pool,task,task_type,candidate_count,transformation,n_outer_units,n_matrix_columns,entropy_rank,participation_rank,median_correlation,ledoit_wolf_shrinkage_alpha,eigenvalue_probability_json,relative_entropy_rank
similarity_cluster,Classical multiview,bace,classification,8,shared_morgan_linear_relative,15,8,3.2378546320518535,2.2302391802006287,0.5975497066387363,0.1285024536863019,"[0.019830528009799186, 0.021375877838624394, 0.03328118747775156, 0.038208882913159645, 0.0657287976641103, 0.18368399735694618, 0.6378907287396087]",0.4047318290064817
similarity_cluster,Classical multiview,bace,classification,8,fixed_morgan_rf_relative,15,8,5.6466580728756615,4.7512431393914225,0.23080111371274156,0.39761567005021253,"[0.05735688563312357, 0.06178906261259364, 0.07203064834692444, 0.0848347787510902, 0.1648560506642226, 0.21838604937984962, 0.34074652461219596]",0.7058322591094577
similarity_cluster,Classical multiview,bace,classification,8,registry_median_relative,15,8,4.359615124787062,3.1994936558865885,0.43425165492549134,0.2528921927113445,"[0.03759015003065412, 0.03958901613134331, 0.05176362040510363, 0.0569394552162832, 0.08907542133130082, 0.23432220952715027, 0.49072012735816456]",0.5449518905983828
similarity_cluster,Classical multiview,bace,classification,8,within_unit_rank,15,8,6.133374586619444,4.961232009825715,-0.07311448443297179,0.36839506761865937,"[0.046049383452332435, 0.05235529826856522, 0.05678614497708999, 0.06580238995751338, 0.07481373696128724, 0.1459154182097773, 0.22247650787251885, 0.3358011203009157]",0.7666718233274304
similarity_cluster,Classical multiview,bace,classification,16,raw,15,16,4.183925617459453,2.2736494509036604,0.6554389735109281,0.12249470558329383,"[0.007655919098955844, 0.007655919098955863, 0.007756033853082949, 0.008048783972952347, 0.008248355142051609, 0.00848414793185934, 0.00906654271768112, 0.010048183901215079, 0.013005485590348979, 0.015137268375011687, 0.021817763185374945, 0.030414479313932825, 0.03668674916540168, 0.045626135923580134, 0.1231521777386563, 0.6471960549909392]",0.2614953510912158
similarity_cluster,Classical multiview,bace,classification,16,row_centred,15,16,9.501952535401687,6.393721751851455,-0.06919150606754806,0.30585751385659904,"[0.019116094616037433, 0.019116094616037457, 0.019160878628702104, 0.019744882649511655, 0.019987805536781405, 0.021247193356432277, 0.02161971103437666, 0.02480092621241569, 0.032843544120212516, 0.03351861508067024, 0.0420623547261686, 0.05446544276895362, 0.06160969205873507, 0.09697436894319915, 0.23584319666440515, 0.2778891989873608]",0.5938720334626054
similarity_cluster,Classical multiview,bace,classification,16,shared_morgan_linear_relative,15,16,3.881137430909895,2.212089849171179,0.6470915970899297,0.10302019101421378,"[0.006868012734280917, 0.006921148477744629, 0.007080271136595682, 0.007179776974264391, 0.008011427734683243, 0.0085754305898239, 0.009348015643596759, 0.011653232363309556, 0.012808410628031987, 0.01702822882892356, 0.02170557264214886, 0.030346240555654165, 0.072292854580556, 0.12543075710887897, 0.6547506200015074]",0.24257108943186845
similarity_cluster,Classical multiview,bace,classification,16,fixed_morgan_rf_relative,15,16,9.927852518515456,7.000001052806224,0.1785873594403765,0.365223715587814,"[0.02434824770585428, 0.02437583001279947, 0.024700699513666213, 0.024943161791571865, 0.025706680211242387, 0.026001477494017197, 0.0282740226839431, 0.03322485429633669, 0.035136753691452915, 0.04262159637084162, 0.061905114497706644, 0.06935855475469155, 0.124239201764442, 0.1706559533370707, 0.2845078518743634]",0.620490782407216
similarity_cluster,Classical multiview,bace,classification,16,registry_median_relative,15,16,8.95853198865656,5.922852114399641,0.2574732983801637,0.33845292603587157,"[0.02256352840239143, 0.02259636346841699, 0.022948351900800277, 0.02300959612014981, 0.023786665527940374, 0.024089161723606086, 0.025802460684562996, 0.03003802774128433, 0.03399471169690479, 0.038775113924996135, 0.042651484949435735, 0.06387459615945995, 0.09855463608516955, 0.20558156324941407, 0.32173373836546754]",0.559908249291035
similarity_cluster,Classical multiview,bace,classification,16,within_unit_rank,15,16,8.991548902498037,5.844928855344914,-0.06714134370530232,0.2809320886094855,"[0.01755825553809284, 0.01755825553809284, 0.017641129547912787, 0.01815691076810924, 0.01880503287382088, 0.020141192183067425, 0.02187171061653134, 0.025093348738435262, 0.02894712441392328, 0.036305938753881155, 0.04074160784574457, 0.04840291764588769, 0.06445272139669336, 0.07915730984261053, 0.23528999493874786, 0.30987654935844877]",0.5619718064061273
similarity_cluster,Classical multiview,bace,classification,32,raw,15,32,5.233423860964577,2.4553914186132246,0.6348093194135328,0.12413400530039234,"[0.003879187665637195, 0.003879187665637238, 0.003879187665637246, 0.0038791876656372485, 0.00387918766563725, 0.0038791876656372533, 0.003879187665637255, 0.003879187665637257, 0.00387918766563726, 0.0038791876656372615, 0.0038791876656372637, 0.0038791876656372676, 0.00387918766563727, 0.003879187665637273, 0.003879187665637275, 0.0038791876656372798, 0.0038791876656372867, 0.0038791876656373058, 0.0046029057177793195, 0.004934434669403276, 0.005812511688260519, 0.006757443793342085, 0.0076523516982517055, 0.008531297218445198, 0.010774866216182427, 0.013285057342178616, 0.019461853369382685, 0.024597328451985728, 0.03060334947789732, 0.04193882966445153, 0.13005010810619244, 0.6211722846047765]",0.16354449565514304
similarity_cluster,Classical multiview,bace,classification,32,row_centred,15,32,13.933564186022384,7.60402485386074,-0.04138807045857708,0.2893022129239583,"[0.009040694153873633, 0.009040694153873676, 0.00904069415387368, 0.009040694153873683, 0.009040694153873688, 0.00904069415387369, 0.00904069415387369, 0.009040694153873693, 0.009040694153873693, 0.009040694153873697, 0.009040694153873699, 0.0090406941538737, 0.009040694153873704, 0.009040694153873707, 0.00904069415387371, 0.009040694153873713, 0.009040694153873726, 0.009040694153873747, 0.010730556246453731, 0.011346051049689844, 0.013459345085325961, 0.01627184501902215, 0.016558803785258484, 0.01795537517654608, 0.021480952515178224, 0.026742241223531898, 0.032017016682325934, 0.05195458783295168, 0.0658582682317513, 0.08087204767116857, 0.20797888398209524, 0.26404153072897424]",0.4354238808131995
similarity_cluster,Classical multiview,bace,classification,32,shared_morgan_linear_relative,15,32,4.624144756836788,2.285887232114779,0.6443074296074731,0.10026170291995078,"[0.003234248481288579, 0.0032342484812887106, 0.0032342484812887175, 0.0032342484812887193, 0.0032342484812887245, 0.0032342484812887267, 0.0032342484812887284, 0.0032342484812887293, 0.0032342484812887336, 0.0032342484812887366, 0.0032342484812887405, 0.003234248481288744, 0.003234248481288749, 0.0032342484812887514, 0.0032342484812887535, 0.0032342484812887557, 0.0032342484812887605, 0.004130464045703195, 0.00457800406108062, 0.004778467452907002, 0.0058947246969344, 0.0064191975687938165, 0.006923689396702273, 0.008514179512622155, 0.011099407510914315, 0.01505870720365352, 0.0214842626048137, 0.024237064751697696, 0.07461330242524171, 0.11094514213651407, 0.6463411624505132]",0.14450452365114963
similarity_cluster,Classical multiview,bace,classification,32,fixed_morgan_rf_relative,15,32,15.775953405671512,9.050811840177925,0.1848451694047389,0.3554213802881703,"[0.011465205815747408, 0.01146520581574741, 0.011465205815747411, 0.011465205815747413, 0.011465205815747415, 0.011465205815747418, 0.011465205815747418, 0.01146520581574742, 0.011465205815747422, 0.011465205815747427, 0.011465205815747427, 0.011465205815747432, 0.011465205815747436, 0.011465205815747437, 0.011465205815747444, 0.011465205815747444, 0.011465205815747488, 0.012578831434641755, 0.013009137732156513, 0.014711434793109341, 0.01619858221608859, 0.017089035880665182, 0.018566184556442673, 0.022848097691097125, 0.032331978312720576, 0.03348203684345102, 0.0452982267968766, 0.058517868182506906, 0.10468427985310833, 0.18287422642503437, 0.23290158041439465]",0.49299854392723474
similarity_cluster,Classical multiview,bace,classification,32,registry_median_relative,15,32,9.32729003627412,4.643857767315357,0.35727607547765106,0.19032656111287122,"[0.006139566487511901, 0.006139566487511958, 0.00613956648751196, 0.006139566487511963, 0.006139566487511965, 0.006139566487511968, 0.006139566487511968, 0.0061395664875119734, 0.006139566487511977, 0.006139566487511981, 0.006139566487511982, 0.006139566487511983, 0.00613956648751199, 0.00613956648751199, 0.006139566487511992, 0.006139566487511996, 0.006139566487512014, 0.007571342283691283, 0.00805502817324793, 0.009731731988054026, 0.010772973778003792, 0.012549313163527288, 0.014252927993683391, 0.018881991369053434, 0.021336794321352465, 0.026218804858481184, 0.03612792311342793, 0.04720485015950975, 0.10856937127919472, 0.16020804500063496, 0.4141462722304342]",0.29147781363356623
