anchor_scheme,pool,task,task_type,candidate_count,normalization,metric,normalized_mean,minimum_absolute_denominator,invalid_outer_units,normalized_low,normalized_high
shared_morgan_linear,Modern-augmented,bace,classification,8,homogeneous_audit_best,selected_model_gain,0.4688176810373226,0.0442274305555555,0,0.3638645295657271,0.5694373697736286
shared_morgan_linear,Modern-augmented,bace,classification,8,raw,cross_fitted_selection_gap,0.0104938085443978,1.0,0,0.0084945738656205,0.0128641168637408
shared_morgan_linear,Modern-augmented,bace,classification,8,raw,oracle_opportunity_gain,0.0500845228974648,1.0,0,0.0414209296951788,0.0593922044295393
shared_morgan_linear,Modern-augmented,bace,classification,8,raw,selected_model_gain,0.0358681093424706,1.0,0,0.0260062863555829,0.0472462395185897
fixed_morgan_rf,Classical multiview,bace,classification,16,endpoint_MAD,cross_fitted_selection_gap,0.249339586664338,0.0140449497876955,0,0.0703952332632375,0.4534681848278221
fixed_morgan_rf,Classical multiview,bace,classification,16,endpoint_MAD,oracle_opportunity_gain,0.8412344614856979,0.0140449497876955,0,0.7383437933713205,0.9284865444137944
fixed_morgan_rf,Classical multiview,bace,classification,16,endpoint_MAD,selected_model_gain,0.5130958820544761,0.0140449497876955,0,0.2402988107481321,0.7912479729681164
fixed_morgan_rf,Classical multiview,bace,classification,16,homogeneous_audit_best,cross_fitted_selection_gap,2.122058595069282,0.0002312005086411,0,0.4452222222222346,4.134733198243929
fixed_morgan_rf,Classical multiview,bace,classification,16,homogeneous_audit_best,oracle_opportunity_gain,2.7646372446702734,0.0002312005086411,0,2.0379715785893264,3.543486626076578
fixed_morgan_rf,Classical multiview,bace,classification,16,homogeneous_audit_best,selected_model_gain,-0.8222380176571,0.0002312005086411,0,-2.379311507844698,0.7348354725304974
fixed_morgan_rf,Classical multiview,bace,classification,16,raw,cross_fitted_selection_gap,0.0035019619747853,1.0,0,0.0009886975164752,0.0066951631013383
fixed_morgan_rf,Classical multiview,bace,classification,16,raw,oracle_opportunity_gain,0.0118150957712457,1.0,0,0.0103700015039568,0.0130405468948426
