pool,task,task_type,candidate_count,frequency_level,selected_value,selected_count,selected_proportion,n_outer_units
Modern-augmented,lipo,regression,4,representation,chemberta_mtr,11,0.7333333333333333,15
Modern-augmented,lipo,regression,4,representation,maccs,4,0.2666666666666666,15
Modern-augmented,lipo,regression,8,candidate,rdkit2d__linear,12,0.8,15
Modern-augmented,lipo,regression,8,candidate,chemberta_mtr__linear,2,0.1333333333333333,15
Modern-augmented,lipo,regression,8,candidate,chemberta_mlm__linear,1,0.0666666666666666,15
Modern-augmented,lipo,regression,8,learner_family,linear,15,1.0,15
Modern-augmented,lipo,regression,8,representation,rdkit2d,12,0.8,15
Modern-augmented,lipo,regression,8,representation,chemberta_mtr,2,0.1333333333333333,15
Modern-augmented,lipo,regression,8,representation,chemberta_mlm,1,0.0666666666666666,15
Modern-augmented,lipo,regression,16,candidate,rdkit2d__random_forest,10,0.6666666666666666,15
Modern-augmented,lipo,regression,16,candidate,rdkit2d__linear,5,0.3333333333333333,15
Modern-augmented,lipo,regression,16,learner_family,random_forest,10,0.6666666666666666,15
Modern-augmented,lipo,regression,16,learner_family,linear,5,0.3333333333333333,15
Modern-augmented,lipo,regression,16,representation,rdkit2d,15,1.0,15
Modern-augmented,lipo,regression,32,candidate,multiview__lightgbm,15,1.0,15
Modern-augmented,lipo,regression,32,learner_family,lightgbm,15,1.0,15
Modern-augmented,lipo,regression,32,representation,multiview,15,1.0,15
Classical multiview,tdc_caco2_wang,regression,4,candidate,rdkit2d__linear,15,1.0,15
Classical multiview,tdc_caco2_wang,regression,4,learner_family,linear,15,1.0,15
Classical multiview,tdc_caco2_wang,regression,4,representation,rdkit2d,15,1.0,15
Classical multiview,tdc_caco2_wang,regression,8,candidate,rdkit2d__random_forest,7,0.4666666666666667,15
Classical multiview,tdc_caco2_wang,regression,8,candidate,multiview__random_forest,4,0.2666666666666666,15
Classical multiview,tdc_caco2_wang,regression,8,candidate,rdkit2d__linear,4,0.2666666666666666,15
Classical multiview,tdc_caco2_wang,regression,8,learner_family,random_forest,11,0.7333333333333333,15
Classical multiview,tdc_caco2_wang,regression,8,learner_family,linear,4,0.2666666666666666,15
Classical multiview,tdc_caco2_wang,regression,8,representation,rdkit2d,11,0.7333333333333333,15
Classical multiview,tdc_caco2_wang,regression,8,representation,multiview,4,0.2666666666666666,15
Classical multiview,tdc_caco2_wang,regression,16,candidate,rdkit2d__lightgbm,10,0.6666666666666666,15
Classical multiview,tdc_caco2_wang,regression,16,candidate,multiview__lightgbm,3,0.2,15
Classical multiview,tdc_caco2_wang,regression,16,candidate,rdkit2d__extra_trees,1,0.0666666666666666,15
Classical multiview,tdc_caco2_wang,regression,16,candidate,multiview__extra_trees,1,0.0666666666666666,15
Classical multiview,tdc_caco2_wang,regression,16,learner_family,lightgbm,13,0.8666666666666667,15
Classical multiview,tdc_caco2_wang,regression,16,learner_family,extra_trees,2,0.1333333333333333,15
Classical multiview,tdc_caco2_wang,regression,16,representation,rdkit2d,11,0.7333333333333333,15
Classical multiview,tdc_caco2_wang,regression,16,representation,multiview,4,0.2666666666666666,15
Classical multiview,tdc_caco2_wang,regression,32,candidate,multiview__xgboost,6,0.4,15
Classical multiview,tdc_caco2_wang,regression,32,candidate,rdkit2d__lightgbm,5,0.3333333333333333,15
Classical multiview,tdc_caco2_wang,regression,32,candidate,multiview__lightgbm_alt,1,0.0666666666666666,15
Classical multiview,tdc_caco2_wang,regression,32,candidate,rdkit2d__linear_alt,1,0.0666666666666666,15
Classical multiview,tdc_caco2_wang,regression,32,candidate,multiview__lightgbm,1,0.0666666666666666,15
Classical multiview,tdc_caco2_wang,regression,32,candidate,multiview__extra_trees,1,0.0666666666666666,15
Classical multiview,tdc_caco2_wang,regression,32,learner_family,xgboost,6,0.4,15
Classical multiview,tdc_caco2_wang,regression,32,learner_family,lightgbm,6,0.4,15
Classical multiview,tdc_caco2_wang,regression,32,learner_family,lightgbm_alt,1,0.0666666666666666,15
Classical multiview,tdc_caco2_wang,regression,32,learner_family,linear_alt,1,0.0666666666666666,15
Classical multiview,tdc_caco2_wang,regression,32,learner_family,extra_trees,1,0.0666666666666666,15
Classical multiview,tdc_caco2_wang,regression,32,representation,multiview,9,0.6,15
Classical multiview,tdc_caco2_wang,regression,32,representation,rdkit2d,6,0.4,15
Homogeneous Morgan,tdc_caco2_wang,regression,4,candidate,hom::order03,15,1.0,15
Homogeneous Morgan,tdc_caco2_wang,regression,4,learner_family,linear,15,1.0,15
Homogeneous Morgan,tdc_caco2_wang,regression,4,representation,morgan512,15,1.0,15
Homogeneous Morgan,tdc_caco2_wang,regression,8,candidate,hom::order03,10,0.6666666666666666,15
Homogeneous Morgan,tdc_caco2_wang,regression,8,candidate,hom::order05,5,0.3333333333333333,15
Homogeneous Morgan,tdc_caco2_wang,regression,8,learner_family,linear,10,0.6666666666666666,15
Homogeneous Morgan,tdc_caco2_wang,regression,8,learner_family,bagging,5,0.3333333333333333,15
Homogeneous Morgan,tdc_caco2_wang,regression,8,representation,morgan512,15,1.0,15
Homogeneous Morgan,tdc_caco2_wang,regression,16,candidate,hom::order14,10,0.6666666666666666,15
Homogeneous Morgan,tdc_caco2_wang,regression,16,candidate,hom::order03,5,0.3333333333333333,15
Homogeneous Morgan,tdc_caco2_wang,regression,16,learner_family,boosting,10,0.6666666666666666,15
Homogeneous Morgan,tdc_caco2_wang,regression,16,learner_family,linear,5,0.3333333333333333,15
Homogeneous Morgan,tdc_caco2_wang,regression,16,representation,morgan512,15,1.0,15
Homogeneous Morgan,tdc_caco2_wang,regression,32,candidate,hom::order14,8,0.5333333333333333,15
Homogeneous Morgan,tdc_caco2_wang,regression,32,candidate,hom::order03,5,0.3333333333333333,15
Homogeneous Morgan,tdc_caco2_wang,regression,32,candidate,hom::order22,2,0.1333333333333333,15
Homogeneous Morgan,tdc_caco2_wang,regression,32,learner_family,boosting,10,0.6666666666666666,15
Homogeneous Morgan,tdc_caco2_wang,regression,32,learner_family,linear,5,0.3333333333333333,15
Homogeneous Morgan,tdc_caco2_wang,regression,32,representation,morgan512,15,1.0,15
Modern-augmented,tdc_caco2_wang,regression,4,candidate,maccs__linear,15,1.0,15
Modern-augmented,tdc_caco2_wang,regression,4,learner_family,linear,15,1.0,15
Modern-augmented,tdc_caco2_wang,regression,4,representation,maccs,15,1.0,15
Modern-augmented,tdc_caco2_wang,regression,8,candidate,rdkit2d__linear,15,1.0,15
Modern-augmented,tdc_caco2_wang,regression,8,learner_family,linear,15,1.0,15
Modern-augmented,tdc_caco2_wang,regression,8,representation,rdkit2d,15,1.0,15
Modern-augmented,tdc_caco2_wang,regression,16,candidate,rdkit2d__random_forest,7,0.4666666666666667,15
Modern-augmented,tdc_caco2_wang,regression,16,candidate,multiview__random_forest,4,0.2666666666666666,15
Modern-augmented,tdc_caco2_wang,regression,16,candidate,rdkit2d__linear,4,0.2666666666666666,15
Modern-augmented,tdc_caco2_wang,regression,16,learner_family,random_forest,11,0.7333333333333333,15
Modern-augmented,tdc_caco2_wang,regression,16,learner_family,linear,4,0.2666666666666666,15
Modern-augmented,tdc_caco2_wang,regression,16,representation,rdkit2d,11,0.7333333333333333,15
Modern-augmented,tdc_caco2_wang,regression,16,representation,multiview,4,0.2666666666666666,15
Modern-augmented,tdc_caco2_wang,regression,32,candidate,rdkit2d__lightgbm,10,0.6666666666666666,15
Modern-augmented,tdc_caco2_wang,regression,32,candidate,multiview__lightgbm,3,0.2,15
Modern-augmented,tdc_caco2_wang,regression,32,candidate,rdkit2d__extra_trees,1,0.0666666666666666,15
Modern-augmented,tdc_caco2_wang,regression,32,candidate,multiview__extra_trees,1,0.0666666666666666,15
Modern-augmented,tdc_caco2_wang,regression,32,learner_family,lightgbm,13,0.8666666666666667,15
Modern-augmented,tdc_caco2_wang,regression,32,learner_family,extra_trees,2,0.1333333333333333,15
Modern-augmented,tdc_caco2_wang,regression,32,representation,rdkit2d,11,0.7333333333333333,15
Modern-augmented,tdc_caco2_wang,regression,32,representation,multiview,4,0.2666666666666666,15
