dataset,task_type,outer_fold,inner_fold,outer_split_type,inner_split_type,candidate_order,candidate,family,inner_utility,inner_roc_auc,inner_pr_auc,inner_brier,minority_label,minority_threshold,minority_recall,majority_recall,balanced_recall,minority_constraint_feasible,minority_recall_target,fit_seconds
bace,classification,1,1,stratified_scaffold_group,stratified_scaffold_group,1,logreg_l2_c0.1,linear,0.8239063568010936,0.8239063568010936,0.8223315174576684,0.17499336969276502,1.0,0.3405033191865305,0.8120300751879699,0.7045454545454546,0.7582877648667122,1.0,0.8,0.0069697999861091375
bace,classification,1,2,stratified_scaffold_group,stratified_scaffold_group,1,logreg_l2_c0.1,linear,0.8711515266933282,0.8711515266933282,0.8682179927080418,0.146461637605562,1.0,0.544204015788841,0.8089887640449438,0.7740112994350282,0.7915000317399861,1.0,0.8,0.006088399968575686
bace,classification,1,3,stratified_scaffold_group,stratified_scaffold_group,1,logreg_l2_c0.1,linear,0.8514413535604964,0.8514413535604964,0.742148572332487,0.1558239652957701,0.0,0.4910331102423448,0.8018433179723502,0.708029197080292,0.7549362575263211,1.0,0.8,0.005254299961961806
bace,classification,1,1,stratified_scaffold_group,stratified_scaffold_group,2,logreg_l2_c1,linear,0.8249316473000683,0.8249316473000683,0.8233210571776312,0.19105744172594344,1.0,0.1996077699708365,0.8195488721804511,0.7196969696969697,0.7696229209387104,1.0,0.8,0.008361299987882376
bace,classification,1,2,stratified_scaffold_group,stratified_scaffold_group,2,logreg_l2_c1,linear,0.847060877293214,0.847060877293214,0.8518432006628234,0.17267355820709213,1.0,0.3991415616847241,0.8202247191011236,0.6779661016949152,0.7490954103980194,1.0,0.8,0.0062695000087842345
bace,classification,1,3,stratified_scaffold_group,stratified_scaffold_group,2,logreg_l2_c1,linear,0.8395337885566283,0.8395337885566283,0.7163743949341396,0.16772895842436947,0.0,0.5164591465804015,0.8064516129032258,0.7372262773722628,0.7718389451377443,1.0,0.8,0.008290200028568506
bace,classification,1,1,stratified_scaffold_group,stratified_scaffold_group,3,logreg_l2_c10,linear,0.8037992709045341,0.8037992709045341,0.8032003840340292,0.2347213556046796,1.0,0.0531330674011471,0.8120300751879699,0.6818181818181819,0.7469241285030759,1.0,0.8,0.012465599982533604
bace,classification,1,2,stratified_scaffold_group,stratified_scaffold_group,3,logreg_l2_c10,linear,0.8209706087729322,0.8209706087729322,0.8346485024548294,0.21961028779894293,1.0,0.25379697916205074,0.8033707865168539,0.6497175141242938,0.7265441503205738,1.0,0.8,0.012917399988509715
bace,classification,1,3,stratified_scaffold_group,stratified_scaffold_group,3,logreg_l2_c10,linear,0.8327390763227825,0.8327390763227825,0.7052918299001555,0.18285270727717218,0.0,0.5265744368624944,0.8018433179723502,0.7372262773722628,0.7695347976723065,1.0,0.8,0.01117259997408837
bace,classification,1,1,stratified_scaffold_group,stratified_scaffold_group,4,logreg_l1_c1,linear,0.8217418546365914,0.8217418546365914,0.8153884709340404,0.19828110330159804,1.0,0.20297068321486286,0.8045112781954887,0.7424242424242424,0.7734677603098656,1.0,0.8,0.03294059995096177
