task,task_type,seed,outer_fold,variant,candidate_count,oracle_validation_rank,top3_hit,chance_adjusted_hit,mrr,spearman
tdc_pgp_broccatelli,classification,53,1,full_multiview,12,3,1.0,1.0,0.3333333333333333,0.7132867132867133
tdc_pgp_broccatelli,classification,53,1,morgan_only,3,1,1.0,0.0,1.0,1.0
tdc_pgp_broccatelli,classification,53,1,fingerprints_only,6,1,1.0,1.0,1.0,0.3714285714285715
tdc_pgp_broccatelli,classification,53,1,no_multiview_concat,9,2,1.0,1.0,0.5,0.65
tdc_pgp_broccatelli,classification,53,2,full_multiview,12,4,0.0,-0.3333333333333333,0.25,0.8461538461538463
tdc_pgp_broccatelli,classification,53,2,morgan_only,3,1,1.0,0.0,1.0,1.0
tdc_pgp_broccatelli,classification,53,2,fingerprints_only,6,1,1.0,1.0,1.0,0.7714285714285715
tdc_pgp_broccatelli,classification,53,2,no_multiview_concat,9,2,1.0,1.0,0.5,0.7833333333333333
tdc_pgp_broccatelli,classification,53,3,full_multiview,12,3,1.0,1.0,0.3333333333333333,0.7272727272727274
tdc_pgp_broccatelli,classification,53,3,morgan_only,3,1,1.0,0.0,1.0,1.0
tdc_pgp_broccatelli,classification,53,3,fingerprints_only,6,4,0.0,-1.0,0.25,0.2
tdc_pgp_broccatelli,classification,53,3,no_multiview_concat,9,2,1.0,1.0,0.5,0.5833333333333334
