split_regime,design,pool,task,task_type,seed,outer_fold,candidate_count,eligible_candidate_count,anchor_scheme,selected_candidate,selected_representation,selected_family,oracle_candidate,anchor_utility,selected_utility,oracle_utility,oracle_opportunity_gain,selected_model_gain,same_unit_selection_gap,outer_utility_range,range_normalized_selection_loss,top3_hit,chance_adjusted_hit3,inner_rank_of_outer_oracle,reciprocal_rank,random_order_mrr_expectation,chance_adjusted_mrr,audit_fit_seconds,downstream_efficiency_per_second,selected_gain_per_audit_hour,opportunity_capture_fraction,cross_reference_candidate,cross_reference_utility,cross_fitted_selection_gap,paired_homogeneous_best_gain,homogeneous_normalized_selected_gain,homogeneous_normalized_oracle_opportunity,homogeneous_normalized_cross_fitted_gap,homogeneous_denominator_valid
scaffold,equal_K,Classical multiview,bace,classification,23,2,16,16,shared_morgan_linear,multiview__extra_trees,multiview,extra_trees,multiview__extra_trees,0.728133608815427,0.8510182998819362,0.8510182998819362,0.12288469106650923,0.12288469106650923,0.0,0.1423713597009051,0.0,1,1.0,1,1.0,0.21129556207681208,1.0,11.405702699732501,0.010773969329341826,38.78628958563057,1.0,multiview__extra_trees,0.8510182998819362,0.0,0.12049267020857923,1.019852003062006,1.019852003062006,0.0,True
scaffold,equal_K,Classical multiview,bace,classification,23,2,32,32,shared_morgan_linear,multiview__extra_trees,multiview,extra_trees,multiview__extra_trees,0.728133608815427,0.8510182998819362,0.8510182998819362,0.12288469106650923,0.12288469106650923,0.0,0.1423713597009051,0.0,1,1.0,1,1.0,0.12682797485739125,1.0,39.731739500013646,0.003092859578082833,11.1342944810982,1.0,multiview__extra_trees,0.8510182998819362,0.0,0.12049267020857923,1.019852003062006,1.019852003062006,0.0,True
scaffold,equal_K,Classical multiview,bace,classification,23,3,4,4,shared_morgan_linear,rdkit2d__linear,rdkit2d,linear,rdkit2d__linear,0.8399994940295488,0.869225612224246,0.869225612224246,0.029226118194697226,0.029226118194697226,0.0,0.05797156446063534,0.0,1,1.0,1,1.0,0.5208333333333334,1.0,1.4455512997228643,0.020217973724142718,72.78470540691379,1.0,rdkit2d__linear,0.869225612224246,0.0,0.03473487148350518,0.8414056809905303,0.8414056809905303,0.0,True
scaffold,equal_K,Classical multiview,bace,classification,23,3,8,8,shared_morgan_linear,multiview__random_forest,multiview,random_forest,morgan512__random_forest,0.8399994940295488,0.8777954867435743,0.8879781420765027,0.04797864804695395,0.03779599271402556,0.010182655332928392,0.07672409431289207,0.13271783035025891,0,-0.6,4,0.25,0.33973214285714287,-0.13590263691683574,4.138829999719745,0.009132047635825794,32.87537148897286,0.7877669390983421,multiview__random_forest,0.8777954867435743,0.0,0.0488640963367738,0.7734921045819345,0.981879368366555,0.0,True
scaffold,equal_K,Classical multiview,bace,classification,23,3,16,16,shared_morgan_linear,multiview__random_forest,multiview,random_forest,multiview__extra_trees,0.8399994940295488,0.8777954867435743,0.8939169702489375,0.053917476219388694,0.03779599271402556,0.016121483505363132,0.0826629224853268,0.19502677888057696,1,1.0,2,0.5,0.21129556207681208,0.3660489583187877,12.242586399719583,0.003087255542251373,11.114119952104941,0.7009970674486827,multiview__extra_trees,0.8939169702489375,0.016121483505363132,0.0488640963367738,0.7734921045819345,1.1034170333937365,0.329924928811802,True
scaffold,equal_K,Classical multiview,bace,classification,23,3,32,32,shared_morgan_linear,multiview__random_forest_alt,multiview,random_forest_alt,multiview__extra_trees,0.8399994940295488,0.8824251163732039,0.8939169702489375,0.053917476219388694,0.0424256223436551,0.011491853875733593,0.0826629224853268,0.13902065799372687,0,-0.10344827586206896,4,0.25,0.12682797485739125,0.1410627248651169,40.94709879969014,0.0010361081392163528,3.7299893011788696,0.7868621700879773,multiview__extra_trees,0.8939169702489375,0.011491853875733593,0.052013762396276086,0.8156614785992208,1.0366001945525267,0.22093871595330603,True
scaffold,equal_K,Classical multiview,bace,classification,37,1,4,4,shared_morgan_linear,multiview__linear,multiview,linear,rdkit2d__linear,0.7952365451388889,0.8089409722222222,0.8165581597222222,0.02132161458333337,0.013704427083333304,0.007617187500000067,0.02132161458333337,0.3572519083801937,1,1.0,2,0.5,0.5208333333333334,-0.0434782608695653,1.6142187996301793,0.008489820020974242,30.563352075507268,0.6427480916030509,rdkit2d__linear,0.8165581597222222,0.007617187500000067,0.039843749999999956,0.34395424836601274,0.5351307189542499,0.19117647058823717,True
scaffold,equal_K,Classical multiview,bace,classification,37,1,8,8,shared_morgan_linear,multiview__random_forest,multiview,random_forest,morgan512__random_forest,0.7952365451388889,0.8333333333333334,0.8430230034722221,0.04778645833333328,0.03809678819444451,0.009689670138888773,0.04778645833333328,0.20277020889675362,1,1.0,3,0.3333333333333333,0.33973214285714287,-0.009691232814965117,4.3223058996954915,0.008813996297006292,31.73038666922265,0.7972297910990032,multiview__random_forest,0.8333333333333334,0.0,0.04422743055555556,0.8613837095191378,1.0804710500490664,0.0,True
scaffold,equal_K,Classical multiview,bace,classification,37,1,16,16,shared_morgan_linear,multiview__random_forest,multiview,random_forest,multiview__extra_trees,0.7952365451388889,0.8333333333333334,0.849609375,0.05437282986111114,0.03809678819444451,0.01627604166666663,0.05437282986111114,0.29934144880710606,1,1.0,2,0.5,0.21129556207681208,0.3660489583187877,12.04527709976537,0.003162798819728821,11.386075751023755,0.7006585511873886,multiview__extra_trees,0.849609375,0.01627604166666663,0.05462239583333328,0.6974572904251111,0.9954310687326197,0.29797377830750854,True
scaffold,equal_K,Classical multiview,bace,classification,37,1,32,32,shared_morgan_linear,multiview__random_forest,multiview,random_forest,multiview__extra_trees,0.7952365451388889,0.8333333333333334,0.849609375,0.05437282986111114,0.03809678819444451,0.01627604166666663,0.05437282986111114,0.29934144880710606,1,1.0,3,0.3333333333333333,0.12682797485739125,0.2365001998801039,39.03486009966582,0.0009759683548800693,3.5134860775682495,0.7006585511873886,multiview__extra_trees,0.849609375,0.01627604166666663,0.05462239583333328,0.6974572904251111,0.9954310687326197,0.29797377830750854,True
scaffold,equal_K,Classical multiview,bace,classification,37,2,4,4,shared_morgan_linear,multiview__linear,multiview,linear,rdkit2d__linear,0.808972738176278,0.7854225420597103,0.8629291062919382,0.05395636811566018,-0.023550196116567723,0.0775065642322279,0.12201908219607349,0.635200354212194,1,1.0,2,0.5,0.5208333333333334,-0.0434782608695653,1.3714825003407887,-0.017171342770116223,-61.81683397241841,-0.43646740762991726,rdkit2d__linear,0.8629291062919382,0.0775065642322279,0.0588673863010144,-0.40005506607929536,0.9165748898678453,1.3166299559471406,True
scaffold,equal_K,Classical multiview,bace,classification,37,2,8,8,shared_morgan_linear,multiview__random_forest,multiview,random_forest,morgan512__random_forest,0.808972738176278,0.8976628091672338,0.9004829978281305,0.09151025965185244,0.08869007099095583,0.0028201886608966165,0.15957297373226575,0.017673347778870772,1,1.0,2,0.5,0.33973214285714287,0.2427315753887762,4.081801100517621,0.02172817067928882,78.22141444543976,0.9691817215727949,multiview__random_forest,0.8976628091672338,0.0,0.09034328503355049,0.9817007534983844,1.0129171151776093,0.0,True
scaffold,equal_K,Classical multiview,bace,classification,37,2,16,16,shared_morgan_linear,multiview__random_forest,multiview,random_forest,multiview__extra_trees,0.808972738176278,0.8976628091672338,0.9078576290965672,0.09888489092028918,0.08869007099095583,0.010194819929333354,0.1669476050007025,0.061065984919216956,0,-0.23076923076923078,4,0.25,0.21129556207681208,0.0490734374781816,11.659166700323112,0.0076068962105583365,27.384826358010013,0.896902147188984,multiview__extra_trees,0.9078576290965672,0.010194819929333354,0.09354165991334118,0.9481344576643181,1.057121404643643,0.10898694697932487,True
scaffold,equal_K,Classical multiview,bace,classification,37,2,32,32,shared_morgan_linear,multiview__random_forest,multiview,random_forest,multiview__extra_trees,0.808972738176278,0.8976628091672338,0.9078576290965672,0.09888489092028918,0.08869007099095583,0.010194819929333354,0.1669476050007025,0.061065984919216956,0,-0.10344827586206896,5,0.2,0.12682797485739125,0.0838002398561247,41.185081300209276,0.0021534514001434095,7.7524250405162745,0.896902147188984,multiview__extra_trees,0.9078576290965672,0.010194819929333354,0.09354165991334118,0.9481344576643181,1.057121404643643,0.10898694697932487,True
scaffold,equal_K,Classical multiview,bace,classification,37,3,4,4,shared_morgan_linear,rdkit2d__linear,rdkit2d,linear,rdkit2d__linear,0.8162806365854547,0.8422921446520266,0.8422921446520266,0.02601150806657193,0.02601150806657193,0.0,0.061855857824392735,0.0,1,1.0,1,1.0,0.5208333333333334,1.0,1.5761871999129646,0.016502803771029393,59.41009357570581,1.0,rdkit2d__linear,0.8422921446520266,0.0,0.055701227284314925,0.46698267407649363,0.46698267407649363,0.0,True
scaffold,equal_K,Classical multiview,bace,classification,37,3,8,8,shared_morgan_linear,morgan512__random_forest,morgan512,random_forest,multiview__random_forest,0.8162806365854547,0.8747678356822901,0.8809497796715103,0.06466914308605565,0.05848719909683542,0.006181943989220229,0.10051349284387645,0.06150362318779319,1,1.0,2,0.5,0.33973214285714287,0.2427315753887762,4.294475799659265,0.013619170726605548,49.02901461577998,0.9044065887653115,multiview__random_forest,0.8809497796715103,0.006181943989220229,0.05810481080884233,1.0065810090880616,1.112973989345033,0.10639298025697154,True
scaffold,equal_K,Classical multiview,bace,classification,37,3,16,16,shared_morgan_linear,multiview__extra_trees,multiview,extra_trees,multiview__extra_trees,0.8162806365854547,0.8882606795586147,0.8882606795586147,0.07198004297315996,0.07198004297315996,0.0,0.10782439273098077,0.0,1,1.0,1,1.0,0.21129556207681208,1.0,13.156214399728924,0.005471181966648633,19.69625507993508,1.0,multiview__extra_trees,0.8882606795586147,0.0,0.06227466404457549,1.155847953216375,1.155847953216375,0.0,True
scaffold,equal_K,Classical multiview,bace,classification,37,3,32,32,shared_morgan_linear,multiview__extra_trees,multiview,extra_trees,multiview__extra_trees,0.8162806365854547,0.8882606795586147,0.8882606795586147,0.07198004297315996,0.07198004297315996,0.0,0.10782439273098077,0.0,1,1.0,1,1.0,0.12682797485739125,1.0,53.211089099931996,0.0013527263619427018,4.869814902993727,1.0,multiview__extra_trees,0.8882606795586147,0.0,0.06227466404457549,1.155847953216375,1.155847953216375,0.0,True
scaffold,equal_K,Classical multiview,bace,classification,53,1,4,4,shared_morgan_linear,rdkit2d__linear,rdkit2d,linear,morgan512__linear,0.8148339160839161,0.7990297202797202,0.8148339160839161,0.0,-0.015804195804195897,0.015804195804195897,0.015804195804195897,0.9999999999367257,1,1.0,3,0.3333333333333333,0.5208333333333334,-0.3913043478260871,1.5805542001035056,-0.00999914827543461,-35.9969337915646,,rdkit2d__linear,0.7990297202797202,0.0,0.060541958041958055,-0.2610453364135158,0.0,0.0,True
scaffold,equal_K,Classical multiview,bace,classification,53,1,8,8,shared_morgan_linear,morgan512__random_forest,morgan512,random_forest,morgan512__random_forest,0.8148339160839161,0.8931905594405595,0.8931905594405595,0.07835664335664339,0.07835664335664339,0.0,0.09416083916083928,0.0,1,1.0,1,1.0,0.33973214285714287,1.0,4.281580700422636,0.01830086802962952,65.88312490666627,1.0,multiview__random_forest,0.8843356643356645,-0.00885489510489501,0.07791958041958036,1.0056091541395569,1.0056091541395569,-0.11364146286739847,True
