task,task_type,seed,outer_fold,variant,candidate_count,oracle_validation_rank,top3_hit,chance_adjusted_hit,mrr,spearman
bace,classification,11,1,full_multiview,12,4,0.0,-0.3333333333333333,0.25,0.8181818181818183
bace,classification,11,1,morgan_only,3,2,1.0,0.0,0.5,0.5
bace,classification,11,1,fingerprints_only,6,2,1.0,1.0,0.5,0.8857142857142858
bace,classification,11,1,no_multiview_concat,9,3,1.0,1.0,0.3333333333333333,0.8166666666666667
bace,classification,11,2,full_multiview,12,2,1.0,1.0,0.5,0.8111888111888113
bace,classification,11,2,morgan_only,3,1,1.0,0.0,1.0,1.0
bace,classification,11,2,fingerprints_only,6,1,1.0,1.0,1.0,0.8857142857142858
bace,classification,11,2,no_multiview_concat,9,4,0.0,-0.49999999999999994,0.25,0.8166666666666667
bace,classification,11,3,full_multiview,12,7,0.0,-0.3333333333333333,0.14285714285714285,0.7132867132867133
bace,classification,11,3,morgan_only,3,2,1.0,0.0,0.5,0.5
bace,classification,11,3,fingerprints_only,6,3,1.0,1.0,0.3333333333333333,0.6571428571428573
bace,classification,11,3,no_multiview_concat,9,5,0.0,-0.49999999999999994,0.2,0.7
