task,task_type,seed,outer_fold,outer_split_type,candidate_order,candidate,representation,family,n_train,n_test,outer_utility,fit_seconds,roc_auc,pr_auc,rmse
lipo,regression,11,1,scaffold_group,1,morgan512__linear,morgan512,linear,2800,1400,-1.1006515404902455,0.11863050004467368,,,1.1006515404902455
lipo,regression,11,1,scaffold_group,2,morgan512__random_forest,morgan512,random_forest,2800,1400,-1.0386550486199035,0.1896716000046581,,,1.0386550486199035
lipo,regression,11,1,scaffold_group,3,morgan512__lightgbm,morgan512,lightgbm,2800,1400,-0.9966039761485099,0.25073029997292906,,,0.9966039761485099
lipo,regression,11,1,scaffold_group,4,maccs__linear,maccs,linear,2800,1400,-0.9681807185466476,0.03314299997873604,,,0.9681807185466476
lipo,regression,11,1,scaffold_group,5,maccs__random_forest,maccs,random_forest,2800,1400,-0.9793475127292702,0.14186900004278868,,,0.9793475127292702
lipo,regression,11,1,scaffold_group,6,maccs__lightgbm,maccs,lightgbm,2800,1400,-0.9231612223782253,0.08695099991746247,,,0.9231612223782253
lipo,regression,11,1,scaffold_group,7,rdkit2d__linear,rdkit2d,linear,2800,1400,-0.804983011603706,0.05425369995646179,,,0.804983011603706
lipo,regression,11,1,scaffold_group,8,rdkit2d__random_forest,rdkit2d,random_forest,2800,1400,-0.8331977165075432,0.21155170002020895,,,0.8331977165075432
lipo,regression,11,1,scaffold_group,9,rdkit2d__lightgbm,rdkit2d,lightgbm,2800,1400,-0.7782624957383262,0.35082140006124973,,,0.7782624957383262
lipo,regression,11,1,scaffold_group,10,multiview__linear,multiview,linear,2800,1400,-0.8268184013031437,0.2679746999638155,,,0.8268184013031437
lipo,regression,11,1,scaffold_group,11,multiview__random_forest,multiview,random_forest,2800,1400,-0.8579978505404485,0.3671384999761358,,,0.8579978505404485
lipo,regression,11,1,scaffold_group,12,multiview__lightgbm,multiview,lightgbm,2800,1400,-0.7531590689681468,0.6620228999527171,,,0.7531590689681468
lipo,regression,11,2,scaffold_group,1,morgan512__linear,morgan512,linear,2800,1400,-1.1074840243976385,0.120900500100106,,,1.1074840243976385
lipo,regression,11,2,scaffold_group,2,morgan512__random_forest,morgan512,random_forest,2800,1400,-1.0376220585510751,0.19180079991929233,,,1.0376220585510751
lipo,regression,11,2,scaffold_group,3,morgan512__lightgbm,morgan512,lightgbm,2800,1400,-0.9975050764157232,0.17447520000860095,,,0.9975050764157232
lipo,regression,11,2,scaffold_group,4,maccs__linear,maccs,linear,2800,1400,-1.0470719870808118,0.03348359989468008,,,1.0470719870808118
lipo,regression,11,2,scaffold_group,5,maccs__random_forest,maccs,random_forest,2800,1400,-0.989509221230369,0.13774490007199347,,,0.989509221230369
lipo,regression,11,2,scaffold_group,6,maccs__lightgbm,maccs,lightgbm,2800,1400,-0.9367791538648913,0.09183659998234361,,,0.9367791538648913
lipo,regression,11,2,scaffold_group,7,rdkit2d__linear,rdkit2d,linear,2800,1400,-0.8462949450462188,0.0569759999634698,,,0.8462949450462188
lipo,regression,11,2,scaffold_group,8,rdkit2d__random_forest,rdkit2d,random_forest,2800,1400,-0.8360320291957319,0.20430140011012554,,,0.8360320291957319
lipo,regression,11,2,scaffold_group,9,rdkit2d__lightgbm,rdkit2d,lightgbm,2800,1400,-0.740121270374736,0.2791242999956012,,,0.740121270374736
lipo,regression,11,2,scaffold_group,10,multiview__linear,multiview,linear,2800,1400,-0.8579392698574517,0.24563599994871765,,,0.8579392698574517
lipo,regression,11,2,scaffold_group,11,multiview__random_forest,multiview,random_forest,2800,1400,-0.8458871186201496,0.32071799994446337,,,0.8458871186201496
lipo,regression,11,2,scaffold_group,12,multiview__lightgbm,multiview,lightgbm,2800,1400,-0.7341546186961053,0.5705153000308201,,,0.7341546186961053
lipo,regression,11,3,scaffold_group,1,morgan512__linear,morgan512,linear,2800,1400,-1.0811223483189367,0.1147616000380367,,,1.0811223483189367
lipo,regression,11,3,scaffold_group,2,morgan512__random_forest,morgan512,random_forest,2800,1400,-0.9468428011235875,0.1867375000147149,,,0.9468428011235875
lipo,regression,11,3,scaffold_group,3,morgan512__lightgbm,morgan512,lightgbm,2800,1400,-0.9165373829785123,0.16965389996767044,,,0.9165373829785123
lipo,regression,11,3,scaffold_group,4,maccs__linear,maccs,linear,2800,1400,-0.9948758321929386,0.028455200023017824,,,0.9948758321929386
lipo,regression,11,3,scaffold_group,5,maccs__random_forest,maccs,random_forest,2800,1400,-0.9027110965915294,0.12915629998315126,,,0.9027110965915294
lipo,regression,11,3,scaffold_group,6,maccs__lightgbm,maccs,lightgbm,2800,1400,-0.8814617960646095,0.09009279997553676,,,0.8814617960646095
lipo,regression,11,3,scaffold_group,7,rdkit2d__linear,rdkit2d,linear,2800,1400,-0.8986557051775557,0.05854110000655055,,,0.8986557051775557
lipo,regression,11,3,scaffold_group,8,rdkit2d__random_forest,rdkit2d,random_forest,2800,1400,-0.773024431309701,0.19092149997595698,,,0.773024431309701
lipo,regression,11,3,scaffold_group,9,rdkit2d__lightgbm,rdkit2d,lightgbm,2800,1400,-0.7100306849932568,0.25819620001129806,,,0.7100306849932568
lipo,regression,11,3,scaffold_group,10,multiview__linear,multiview,linear,2800,1400,-0.9360827044417248,0.24200450000353158,,,0.9360827044417248
lipo,regression,11,3,scaffold_group,11,multiview__random_forest,multiview,random_forest,2800,1400,-0.7903207049190027,0.2996980999596417,,,0.7903207049190027
lipo,regression,11,3,scaffold_group,12,multiview__lightgbm,multiview,lightgbm,2800,1400,-0.7029213398945534,0.6302548999665305,,,0.7029213398945534
