task,task_type,seed,outer_fold,variant,candidate_count,oracle_validation_rank,top3_hit,chance_adjusted_hit,mrr,spearman
tdc_caco2_wang,regression,37,1,full_multiview,12,1,1.0,1.0,1.0,0.9510489510489512
tdc_caco2_wang,regression,37,1,morgan_only,3,1,1.0,0.0,1.0,1.0
tdc_caco2_wang,regression,37,1,fingerprints_only,6,1,1.0,1.0,1.0,1.0
tdc_caco2_wang,regression,37,1,no_multiview_concat,9,1,1.0,1.0,1.0,0.9
tdc_caco2_wang,regression,37,2,full_multiview,12,1,1.0,1.0,1.0,0.7202797202797203
tdc_caco2_wang,regression,37,2,morgan_only,3,1,1.0,0.0,1.0,1.0
tdc_caco2_wang,regression,37,2,fingerprints_only,6,2,1.0,1.0,0.5,0.5428571428571429
tdc_caco2_wang,regression,37,2,no_multiview_concat,9,2,1.0,1.0,0.5,0.48333333333333334
tdc_caco2_wang,regression,37,3,full_multiview,12,5,0.0,-0.3333333333333333,0.2,0.7412587412587414
tdc_caco2_wang,regression,37,3,morgan_only,3,1,1.0,0.0,1.0,1.0
tdc_caco2_wang,regression,37,3,fingerprints_only,6,2,1.0,1.0,0.5,0.8285714285714287
tdc_caco2_wang,regression,37,3,no_multiview_concat,9,2,1.0,1.0,0.5,0.7666666666666667
