design,pool,task,task_type,seed,outer_fold,candidate_count,eligible_candidate_count,anchor_scheme,selected_candidate,selected_representation,selected_family,oracle_candidate,anchor_utility,selected_utility,oracle_utility,oracle_opportunity_gain,selected_model_gain,same_unit_selection_gap,outer_utility_range,range_normalized_selection_loss,top3_hit,chance_adjusted_hit3,inner_rank_of_outer_oracle,reciprocal_rank,random_order_mrr_expectation,chance_adjusted_mrr,audit_fit_seconds,downstream_efficiency_per_second,selected_gain_per_audit_hour,opportunity_capture_fraction,nominal_candidate_count,budget_seconds,budget_utilization,cross_reference_candidate,cross_reference_utility,cross_fitted_selection_gap,paired_homogeneous_best_gain,homogeneous_normalized_selected_gain,homogeneous_normalized_oracle_opportunity,homogeneous_normalized_cross_fitted_gap,homogeneous_denominator_valid
equal_budget_from_K16,Classical multiview,bace,classification,37,3,16,15,shared_morgan_linear,morgan512__extra_trees,morgan512,extra_trees,multiview__random_forest,0.8162806365854547,0.8765341053934956,0.8809497796715103,0.06466914308605565,0.060253468808040944,0.004415674278014703,0.10051349284387645,0.04393115941985481,0,-0.25,4,0.25,0.22121526621526622,0.03696109147497781,10.978083899768533,0.005488523257625254,19.758683727450915,0.9317189919752186,16,12.242586399719583,0.89671279755232,rdkit2d__extra_trees,0.8783367930368913,0.0018026876433956396,0.06227466404457549,0.9675438596491216,1.038450292397663,0.028947368421053166,True
equal_budget_from_K32,Classical multiview,bace,classification,37,3,32,27,shared_morgan_linear,multiview__extra_trees,multiview,extra_trees,multiview__extra_trees,0.8162806365854547,0.8882606795586147,0.8882606795586147,0.07198004297315996,0.07198004297315996,0.0,0.10782439273098077,0.0,1,1.0,1,1.0,0.14412802789822526,1.0,34.83980639994843,0.002066028787498271,7.437703634993777,1.0,32,40.462236399180256,0.8610450014733804,multiview__extra_trees,0.8882606795586147,0.0,0.06227466404457549,1.155847953216375,1.155847953216375,0.0,True
equal_budget_from_K16,Classical multiview,bace,classification,53,1,16,15,shared_morgan_linear,morgan512__extra_trees,morgan512,extra_trees,morgan512__random_forest,0.8148339160839161,0.8896066433566434,0.8931905594405595,0.07835664335664339,0.07477272727272732,0.003583916083916061,0.09416083916083928,0.038061641291834626,1,1.0,3,0.3333333333333333,0.22121526621526622,0.1439654146444247,10.384716800297609,0.007200266382862214,25.920958978303968,0.954261490406069,16,12.242586399719583,0.8482453348693926,multiview__random_forest,0.8843356643356645,-0.00527097902097895,0.07923076923076922,0.9437334510150053,0.9889673433362759,-0.0665269196822586,True
equal_budget_from_K32,Classical multiview,bace,classification,53,1,32,31,shared_morgan_linear,morgan512__extra_trees,morgan512,extra_trees,multiview__extra_trees,0.8148339160839161,0.8896066433566434,0.8946503496503496,0.07981643356643353,0.07477272727272732,0.005043706293706207,0.09562062937062943,0.05274705183233892,1,1.0,3,0.3333333333333333,0.12991113533666193,0.23379473782299373,39.23091770039173,0.0019059642663414092,6.861471358829072,0.936808673748769,32,40.462236399180256,0.9695686939634045,multiview__extra_trees,0.8946503496503496,0.005043706293706207,0.0802272727272727,0.9320113314447601,0.9948790586184353,0.06286772717367513,True
equal_budget_from_K16,Classical multiview,bace,classification,53,2,16,16,shared_morgan_linear,multiview__extra_trees,multiview,extra_trees,morgan512__extra_trees,0.8355965574635651,0.9034882068769536,0.9036150692160922,0.06801851175252716,0.06789164941338854,0.00012686233913861145,0.1285927414444039,0.0009865435460248964,0,-0.23076923076923078,4,0.25,0.21129556207681208,0.0490734374781816,10.898069400689565,0.006229695087929314,22.42690231654553,0.9981348851089219,16,12.242586399719583,0.8901770463257,multiview__extra_trees,0.9034882068769536,0.0,0.06859700401899893,0.9897174138186119,0.9915667998224594,0.0,True
equal_budget_from_K32,Classical multiview,bace,classification,53,2,32,32,shared_morgan_linear,multiview__extra_trees,multiview,extra_trees,morgan512__extra_trees,0.8355965574635651,0.9034882068769536,0.9036150692160922,0.06801851175252716,0.06789164941338854,0.00012686233913861145,0.1285927414444039,0.0009865435460248964,0,-0.10344827586206896,5,0.2,0.12682797485739125,0.0838002398561247,30.80299160076538,0.00220406025146277,7.9346169052659725,0.9981348851089219,32,40.462236399180256,0.7612775353511956,multiview__extra_trees,0.9034882068769536,0.0,0.06859700401899893,0.9897174138186119,0.9915667998224594,0.0,True
equal_budget_from_K16,Classical multiview,bace,classification,53,3,16,15,shared_morgan_linear,morgan512__extra_trees,morgan512,extra_trees,maccs__extra_trees,0.7707442151344589,0.8469418386491558,0.8694684177611007,0.09872420262664183,0.07619762351469694,0.02252657911194489,0.09872420262664183,0.22817686557478117,0,-0.25,10,0.1,0.22121526621526622,-0.1556466902300266,10.62453219987219,0.00717185680096236,25.818684483464494,0.7718231344229076,16,12.242586399719583,0.8678339570562921,multiview__random_forest,0.8545841150719199,0.007642276422764049,0.07773608505315843,0.9802091713596145,1.2699919549477061,0.09831053901850106,True
equal_budget_from_K32,Classical multiview,bace,classification,53,3,32,32,shared_morgan_linear,multiview__extra_trees,multiview,extra_trees,maccs__extra_trees,0.7707442151344589,0.8587742338961851,0.8694684177611007,0.09872420262664183,0.08803001876172623,0.010694183864915607,0.09872420262664183,0.10832383124177634,0,-0.10344827586206896,22,0.045454545454545456,0.12682797485739125,-0.09319289562621487,38.460882599814795,0.0022888195176818467,8.239750263654647,0.8916761687571264,32,40.462236399180256,0.9505377364804777,multiview__extra_trees,0.8587742338961851,0.0,0.08510318949343354,1.0343915343915344,1.1600529100529102,0.0,True
equal_budget_from_K16,Classical multiview,bace,classification,71,1,16,15,shared_morgan_linear,multiview__random_forest,multiview,random_forest,rdkit2d__extra_trees,0.8079205440918636,0.8868562510837523,0.8911719939117199,0.08325144981985622,0.07893570699188868,0.004315742827967539,0.09204670250274538,0.0468864468859374,1,1.0,3,0.3333333333333333,0.22121526621526622,0.1439654146444247,10.988600100274196,0.00718341793054413,25.860304549958865,0.9481601481138627,16,12.242586399719583,0.8975717827505706,multiview__random_forest,0.8868562510837523,0.0,0.08149817929599446,0.9685579196217489,1.0215130023640655,0.0,True
equal_budget_from_K32,Classical multiview,bace,classification,71,1,32,27,shared_morgan_linear,multiview__extra_trees,multiview,extra_trees,multiview__random_forest_alt,0.8079205440918636,0.8864131167755237,0.8933780320983373,0.08545748800647368,0.07849257268366006,0.006964915322813625,0.09425274068936285,0.0738961569902208,1,1.0,2,0.5,0.14412802789822526,0.41580047448902413,35.312781100336,0.0022227808243319926,8.002010967595174,0.9184984781873531,32,40.462236399180256,0.8727342886329292,multiview__extra_trees,0.8864131167755237,0.0,0.08149817929599446,0.9631205673758884,1.0485815602836888,0.0,True
equal_budget_from_K16,Classical multiview,bace,classification,71,2,16,15,shared_morgan_linear,rdkit2d__extra_trees,rdkit2d,extra_trees,rdkit2d__extra_trees,0.7969753086419754,0.8787149270482604,0.8787149270482604,0.08173961840628496,0.08173961840628496,0.0,0.1366666666666666,0.0,1,1.0,1,1.0,0.22121526621526622,1.0,10.053434599947648,0.00813051674964003,29.269860298704106,1.0,16,12.242586399719583,0.8211855135592854,multiview__random_forest,0.8783389450056117,-0.0003759820426486593,0.06999999999999995,1.1677088343755002,1.1677088343755002,-0.005371172037837994,True
equal_budget_from_K32,Classical multiview,bace,classification,71,2,32,31,shared_morgan_linear,multiview__random_forest_alt,multiview,random_forest_alt,multiview__extra_trees,0.7969753086419754,0.8793939393939395,0.8836083052749719,0.0866329966329965,0.0824186307519641,0.004214365881032411,0.14156004489337815,0.029770871323026676,0,-0.10714285714285714,11,0.09090909090909091,0.12991113533666193,-0.044825357514099454,39.0139165999135,0.002112544392739765,7.605159813863153,0.9513538023059996,32,40.462236399180256,0.9642056414040402,multiview__extra_trees,0.8836083052749719,0.004214365881032411,0.06999999999999995,1.177409010742345,1.2376142376142367,0.060205226871891636,True
equal_budget_from_K16,Classical multiview,bace,classification,71,3,16,15,shared_morgan_linear,rdkit2d__extra_trees,rdkit2d,extra_trees,morgan512__extra_trees,0.7570726817042608,0.870265664160401,0.8730426065162907,0.11596992481202995,0.11319298245614018,0.0027769423558897666,0.11596992481202995,0.02394536652814799,1,1.0,2,0.5,0.22121526621526622,0.3579740609833185,11.055318799917584,0.010238780491520879,36.85960976947516,0.9760546334716456,16,12.242586399719583,0.9030215053390032,multiview__random_forest,0.8709874686716791,0.0007218045112781235,0.11510776942355871,0.9833652673750218,1.0074899843232892,0.006270684549729397,True
equal_budget_from_K32,Classical multiview,bace,classification,71,3,32,32,shared_morgan_linear,multiview__extra_trees,multiview,extra_trees,multiview__extra_trees,0.7570726817042608,0.8735438596491228,0.8735438596491228,0.11647117794486206,0.11647117794486206,0.0,0.11647117794486206,0.0,1,1.0,1,1.0,0.12682797485739125,1.0,37.885412199946586,0.0030743014575152564,11.067485247054922,1.0,32,40.462236399180256,0.9363153293403754,multiview__extra_trees,0.8735438596491228,0.0,0.11510776942355871,1.011844626371713,1.011844626371713,0.0,True
equal_budget_from_K16,Classical multiview,bbbp,classification,11,1,16,16,shared_morgan_linear,rdkit2d__extra_trees,rdkit2d,extra_trees,multiview__extra_trees,0.7910016162145633,0.889957628969554,0.8934521469444808,0.1024505307299175,0.09895601275499066,0.0034945179749268362,0.1024505307299175,0.03410932037145866,1,1.0,2,0.5,0.21129556207681208,0.3660489583187877,11.539705500355922,0.008575263272701243,30.870947781724478,0.9658906796282084,16,12.227592300332613,0.9437430703378964,rdkit2d__extra_trees,0.889957628969554,0.0,0.07942602542261834,1.2458890172138806,1.2898861573997686,0.0,True
equal_budget_from_K32,Classical multiview,bbbp,classification,11,1,32,32,shared_morgan_linear,rdkit2d__extra_trees,rdkit2d,extra_trees,multiview__extra_trees,0.7910016162145633,0.889957628969554,0.8934521469444808,0.1024505307299175,0.09895601275499066,0.0034945179749268362,0.1024505307299175,0.03410932037145866,1,1.0,2,0.5,0.12682797485739125,0.4273751499100779,28.09477100049844,0.0035222217242217436,12.67999820719828,0.9658906796282084,32,29.535682900284883,0.9512145392185076,rdkit2d__extra_trees,0.889957628969554,0.0,0.07942602542261834,1.2458890172138806,1.2898861573997686,0.0,True
equal_budget_from_K16,Classical multiview,bbbp,classification,11,2,16,15,shared_morgan_linear,multiview__random_forest,multiview,random_forest,rdkit2d__extra_trees,0.7658102907133626,0.8939116356354649,0.905585616292446,0.13977532557908345,0.12810134492210234,0.011673980656981109,0.13977532557908345,0.08351960983480285,1,1.0,3,0.3333333333333333,0.22121526621526622,0.1439654146444247,10.990934200293848,0.011655182588453444,41.9586573184324,0.9164803901645996,16,12.227592300332613,0.8988633191503183,rdkit2d__extra_trees,0.905585616292446,0.011673980656981109,0.1191825373155524,1.074833174451859,1.1727836034318415,0.09795042897998234,True
