design,pool,task,task_type,seed,outer_fold,candidate_count,eligible_candidate_count,anchor_scheme,selected_candidate,selected_representation,selected_family,oracle_candidate,anchor_utility,selected_utility,oracle_utility,oracle_opportunity_gain,selected_model_gain,same_unit_selection_gap,outer_utility_range,range_normalized_selection_loss,top3_hit,chance_adjusted_hit3,inner_rank_of_outer_oracle,reciprocal_rank,random_order_mrr_expectation,chance_adjusted_mrr,audit_fit_seconds,downstream_efficiency_per_second,selected_gain_per_audit_hour,opportunity_capture_fraction,nominal_candidate_count,budget_seconds,budget_utilization,cross_reference_candidate,cross_reference_utility,cross_fitted_selection_gap,paired_homogeneous_best_gain,homogeneous_normalized_selected_gain,homogeneous_normalized_oracle_opportunity,homogeneous_normalized_cross_fitted_gap,homogeneous_denominator_valid
equal_budget_from_K32,Classical multiview,esol,regression,53,2,32,32,shared_morgan_linear,multiview__lightgbm,multiview,lightgbm,multiview__lightgbm_alt,-2.7056892486308697,-0.8743298920117457,-0.8367506996416121,1.8689385489892576,1.831359356619124,0.03757919237013363,1.8689385489892576,0.020107238084653322,0,-0.10344827586206896,8,0.125,0.12682797485739125,-0.002093487657363624,17.066624300088726,0.10730647868129393,386.3033232526582,0.9798927619153359,32,18.520464200002603,0.9215008930546312,multiview__lightgbm_alt,-0.8367506996416121,0.03757919237013363,0.9292931632695276,1.9707014201803243,2.0111398887448826,0.04043846856455818,True
equal_budget_from_K16,Classical multiview,esol,regression,53,3,16,15,shared_morgan_linear,rdkit2d__lightgbm,rdkit2d,lightgbm,rdkit2d__extra_trees,-3.6631839360178273,-0.7917219743566842,-0.7191494359609457,2.9440345000568815,2.871461961661143,0.07257253839573852,2.9440345000568815,0.02465070922039524,0,-0.25,4,0.25,0.22121526621526622,0.03696109147497781,6.068725399789399,0.4731573390618054,1703.3664206224994,0.9753492907795964,16,6.424677600210995,0.9445960992019419,rdkit2d__linear,-0.8003434231430485,-0.008621448786364283,2.289114291513984,1.254398686996971,1.2861020137660943,-0.003766281490760425,True
equal_budget_from_K32,Classical multiview,esol,regression,53,3,32,30,shared_morgan_linear,rdkit2d__lightgbm,rdkit2d,lightgbm,multiview__extra_trees,-3.6631839360178273,-0.7917219743566842,-0.7132287018112099,2.9499552342066173,2.871461961661143,0.07849327254547434,2.9499552342066173,0.02660829277518114,0,-0.11111111111111112,11,0.09090909090909091,0.13316623769734637,-0.04874884738684352,18.37146610021591,0.15630009853309404,562.6803547191384,0.9733917072248099,32,18.520464200002603,0.9919549478794017,multiview__lightgbm_alt,-0.7443327215142992,0.04738925284238504,2.289114291513984,1.254398686996971,1.2886884875702573,0.02070200383530983,True
equal_budget_from_K16,Classical multiview,esol,regression,71,1,16,15,shared_morgan_linear,rdkit2d__lightgbm,rdkit2d,lightgbm,rdkit2d__linear,-2.565254914196176,-0.695818331022376,-0.6715642518967673,1.8936906622994087,1.8694365831738,0.02425407912560873,1.8936906622994087,0.01280783583531297,0,-0.25,6,0.16666666666666666,0.22121526621526622,-0.07004323169446912,5.6404560998780635,0.3314335844603442,1193.1609040572393,0.9871921641646803,16,6.424677600210995,0.8779360538951906,rdkit2d__linear,-0.6715642518967673,0.02425407912560873,1.0294380221182555,1.8159777888591049,1.839538293332897,0.023560504473791984,True
equal_budget_from_K32,Classical multiview,esol,regression,71,1,32,31,shared_morgan_linear,rdkit2d__lightgbm_alt,rdkit2d,lightgbm_alt,rdkit2d__linear,-2.565254914196176,-0.7608678817676998,-0.6715642518967673,1.8936906622994087,1.804387032428476,0.08930362987093254,1.9084562485580554,0.0467936479750896,0,-0.10714285714285714,14,0.07142857142857142,0.12991113533666193,-0.06721447231797302,17.77439410006627,0.10151609232191766,365.4579323589036,0.9528414900866142,32,18.520464200002603,0.959716447067443,multiview__lightgbm_alt,-0.7495638023185992,0.011304079449100612,1.0294380221182555,1.7527884084907048,1.839538293332897,0.010980825660432104,True
equal_budget_from_K16,Classical multiview,esol,regression,71,2,16,16,shared_morgan_linear,multiview__lightgbm,multiview,lightgbm,rdkit2d__linear,-2.7056892486308697,-0.8743298920117457,-0.8583628907748124,1.8473263578560573,1.831359356619124,0.015967001236933287,1.8473263578560573,0.00864330288420471,0,-0.23076923076923078,7,0.14285714285714285,0.21129556207681208,-0.08677321431064962,6.340970899909732,0.28881371410255086,1039.729370769183,0.9913566971157907,16,6.424677600210995,0.9869710660191706,rdkit2d__linear,-0.8583628907748124,0.015967001236933287,0.9068001955822478,2.0195842099959247,2.0371922799045126,0.017608069908587775,True
equal_budget_from_K32,Classical multiview,esol,regression,71,2,32,32,shared_morgan_linear,multiview__lightgbm,multiview,lightgbm,multiview__lightgbm_alt,-2.7056892486308697,-0.8743298920117457,-0.8228197150772919,1.8828695335535777,1.831359356619124,0.05151017693445381,2.284375969986743,0.022548905088828345,1,1.0,3,0.3333333333333333,0.12682797485739125,0.2365001998801039,17.140590699797023,0.10684342148376548,384.63631734155575,0.9726427264255333,32,18.520464200002603,0.9254946590266682,multiview__lightgbm_alt,-0.8228197150772919,0.05151017693445381,0.9292931632695276,1.9707014201803243,2.026130835751645,0.05542941557132069,True
equal_budget_from_K16,Classical multiview,esol,regression,71,3,16,16,shared_morgan_linear,rdkit2d__lightgbm,rdkit2d,lightgbm,rdkit2d__extra_trees,-3.6631839360178273,-0.7917219743566842,-0.7067064941157272,2.9564774419021003,2.871461961661143,0.08501548024095706,2.9564774419021003,0.02875566680672258,1,1.0,3,0.3333333333333333,0.21129556207681208,0.15473194442505028,6.33408539969241,0.45333489848441016,1632.0056345438766,0.9712443331932676,16,6.424677600210995,0.9858993390554556,rdkit2d__linear,-0.8003434231430485,-0.008621448786364283,2.275431481086179,1.2619417396345631,1.2993040952790296,-0.003788929202231494,True
equal_budget_from_K32,Classical multiview,esol,regression,71,3,32,32,shared_morgan_linear,rdkit2d__lightgbm_alt,rdkit2d,lightgbm_alt,rdkit2d__linear_alt,-3.6631839360178273,-0.6977588680436969,-0.6764870332556967,2.9866969027621306,2.9654250679741305,0.02127183478800021,2.9866969027621306,0.007122194009147918,0,-0.10344827586206896,8,0.125,0.12682797485739125,-0.002093487657363624,16.720796699635677,0.1773495079955576,638.4582287840074,0.9928778059908497,32,18.520464200002603,0.9028281645140043,multiview__lightgbm_alt,-0.6826759934057708,0.015082874637926125,2.275431481086179,1.303236371924758,1.3125848559221078,0.006628577816250614,True
equal_budget_from_K16,Classical multiview,lipo,regression,11,1,16,15,shared_morgan_linear,multiview__lightgbm,multiview,lightgbm,multiview__lightgbm,-1.1006515404902455,-0.7531590689681468,-0.7531590689681468,0.3474924715220987,0.3474924715220987,0.0,0.3474924715220987,0.0,1,1.0,1,1.0,0.22121526621526622,1.0,13.811068399867507,0.025160433752209374,90.57756150795375,1.0,16,16.326005600451026,0.8459551428480435,multiview__lightgbm,-0.7531590689681468,0.0,0.10226578713474865,3.3979347468790477,3.3979347468790477,0.0,True
equal_budget_from_K32,Classical multiview,lipo,regression,11,1,32,30,shared_morgan_linear,multiview__lightgbm,multiview,lightgbm,multiview__lightgbm_alt,-1.1006515404902455,-0.7531590689681468,-0.7156903216002903,0.38496121888995516,0.3474924715220987,0.037468747367856436,0.38496121888995516,0.0973312259240064,1,1.0,3,0.3333333333333333,0.13316623769734637,0.23091751191631474,44.38670720002847,0.007828750845520612,28.183503043874207,0.9026687740757408,32,45.88698139972985,0.967305014321334,multiview__lightgbm,-0.7531590689681468,0.0,0.13265789817385787,2.619463117579961,2.901909529619076,0.0,True
equal_budget_from_K16,Classical multiview,lipo,regression,11,2,16,15,shared_morgan_linear,multiview__lightgbm,multiview,lightgbm,multiview__lightgbm,-1.1074840243976385,-0.7341546186961053,-0.7341546186961053,0.37332940570153317,0.37332940570153317,0.0,0.37332940570153317,0.0,1,1.0,1,1.0,0.22121526621526622,1.0,13.225040900055319,0.028228979291850174,101.62432545066062,1.0,16,16.326005600451026,0.8100598041991337,multiview__lightgbm,-0.7341546186961053,0.0,0.10399198301420243,3.58998256289186,3.58998256289186,0.0,True
equal_budget_from_K32,Classical multiview,lipo,regression,11,2,32,32,shared_morgan_linear,multiview__lightgbm_alt,multiview,lightgbm_alt,multiview__lightgbm,-1.1074840243976385,-0.7979688555620197,-0.7341546186961053,0.37332940570153317,0.3095151688356188,0.06381423686591436,0.39485743810799157,0.16161335891638914,1,1.0,2,0.5,0.12682797485739125,0.4273751499100779,45.036736700101756,0.0068725043489867126,24.741015656352165,0.8290672101063152,32,45.88698139972985,0.981470894931583,multiview__lightgbm,-0.7341546186961053,0.06381423686591436,0.12835511948143885,2.4113971463395902,2.908566539533466,0.4971693931938757,True
equal_budget_from_K16,Classical multiview,lipo,regression,11,3,16,16,shared_morgan_linear,multiview__lightgbm,multiview,lightgbm,multiview__lightgbm,-1.0811223483189367,-0.7029213398945534,-0.7029213398945534,0.3782010084243833,0.3782010084243833,0.0,0.3782010084243833,0.0,1,1.0,1,1.0,0.21129556207681208,1.0,16.20114109950373,0.023344096943638638,84.03874899709909,1.0,16,16.326005600451026,0.9923518033741304,multiview__lightgbm,-0.7029213398945534,0.0,0.16704947923848035,2.264005910993966,2.264005910993966,0.0,True
equal_budget_from_K32,Classical multiview,lipo,regression,11,3,32,32,shared_morgan_linear,multiview__lightgbm,multiview,lightgbm,multiview__lightgbm,-1.0811223483189367,-0.7029213398945534,-0.7029213398945534,0.3782010084243833,0.3782010084243833,0.0,0.3782010084243833,0.0,1,1.0,1,1.0,0.12682797485739125,1.0,45.441802399465814,0.008322755446619987,29.961919607831952,1.0,32,45.88698139972985,0.9902983594325807,multiview__lightgbm,-0.7029213398945534,0.0,0.17873333499572308,2.1160071143608064,2.1160071143608064,0.0,True
equal_budget_from_K16,Classical multiview,lipo,regression,23,1,16,15,shared_morgan_linear,multiview__lightgbm,multiview,lightgbm,multiview__lightgbm,-1.1006515404902455,-0.7531590689681468,-0.7531590689681468,0.3474924715220987,0.3474924715220987,0.0,0.3474924715220987,0.0,1,1.0,1,1.0,0.22121526621526622,1.0,15.685512299940456,0.022153721528331456,79.75339750199323,1.0,16,16.326005600451026,0.9607685237782305,multiview__lightgbm,-0.7531590689681468,0.0,0.10226578713474865,3.3979347468790477,3.3979347468790477,0.0,True
equal_budget_from_K32,Classical multiview,lipo,regression,23,1,32,30,shared_morgan_linear,multiview__lightgbm,multiview,lightgbm,multiview__lightgbm_alt,-1.1006515404902455,-0.7531590689681468,-0.7345367176878699,0.3661148228023756,0.3474924715220987,0.018622351280276894,0.3661148228023756,0.05086478372463535,1,1.0,3,0.3333333333333333,0.13316623769734637,0.23091751191631474,44.72618879977381,0.007769328906554544,27.969584063596358,0.9491352162752257,32,45.88698139972985,0.974703225957616,multiview__lightgbm,-0.7531590689681468,0.0,0.13265789817385787,2.619463117579961,2.759841877809306,0.0,True
equal_budget_from_K16,Classical multiview,lipo,regression,23,2,16,15,shared_morgan_linear,multiview__lightgbm,multiview,lightgbm,multiview__lightgbm,-1.1074840243976385,-0.7341546186961053,-0.7341546186961053,0.37332940570153317,0.37332940570153317,0.0,0.37332940570153317,0.0,1,1.0,1,1.0,0.22121526621526622,1.0,13.72056780051207,0.02720947202254997,97.9540992811799,1.0,16,16.326005600451026,0.8404118028804929,multiview__lightgbm,-0.7341546186961053,0.0,0.10399198301420243,3.58998256289186,3.58998256289186,0.0,True
equal_budget_from_K32,Classical multiview,lipo,regression,23,2,32,30,shared_morgan_linear,multiview__lightgbm_alt,multiview,lightgbm_alt,multiview__lightgbm,-1.1074840243976385,-0.7842291072227527,-0.7341546186961053,0.37332940570153317,0.32325491717488575,0.05007448852664742,0.3943664135920989,0.12697452622908578,1,1.0,2,0.5,0.13316623769734637,0.42318813393723603,44.076305600465275,0.0073339839347033075,26.402342164931905,0.8658704946304695,32,45.88698139972985,0.960540533632155,multiview__lightgbm,-0.7341546186961053,0.05007448852664742,0.12835511948143885,2.5184419482514753,2.908566539533466,0.39012459128199073,True
equal_budget_from_K16,Classical multiview,lipo,regression,23,3,16,16,shared_morgan_linear,multiview__lightgbm,multiview,lightgbm,multiview__lightgbm,-1.0811223483189367,-0.7029213398945534,-0.7029213398945534,0.3782010084243833,0.3782010084243833,0.0,0.3782010084243833,0.0,1,1.0,1,1.0,0.21129556207681208,1.0,16.326005600451026,0.02316555670016033,83.39600412057719,1.0,16,16.326005600451026,1.0,multiview__lightgbm,-0.7029213398945534,0.0,0.1701234849580303,2.2230969963828686,2.2230969963828686,0.0,True
equal_budget_from_K32,Classical multiview,lipo,regression,23,3,32,32,shared_morgan_linear,multiview__lightgbm,multiview,lightgbm,multiview__lightgbm,-1.0811223483189367,-0.7029213398945534,-0.7029213398945534,0.3782010084243833,0.3782010084243833,0.0,0.3782010084243833,0.0,1,1.0,1,1.0,0.12682797485739125,1.0,45.844974000472575,0.008249563156486572,29.698427363351655,1.0,32,45.88698139972985,0.9990845464666473,multiview__lightgbm,-0.7029213398945534,0.0,0.17873333499572308,2.1160071143608064,2.1160071143608064,0.0,True
equal_budget_from_K16,Classical multiview,lipo,regression,37,1,16,15,shared_morgan_linear,multiview__lightgbm,multiview,lightgbm,multiview__lightgbm,-1.1006515404902455,-0.7531590689681468,-0.7531590689681468,0.3474924715220987,0.3474924715220987,0.0,0.3474924715220987,0.0,1,1.0,1,1.0,0.22121526621526622,1.0,12.89734219998354,0.026942951976767913,96.99462711636448,1.0,16,16.326005600451026,0.7899876133588508,multiview__lightgbm,-0.7531590689681468,0.0,0.10226578713474865,3.3979347468790477,3.3979347468790477,0.0,True
equal_budget_from_K32,Classical multiview,lipo,regression,37,1,32,29,shared_morgan_linear,multiview__lightgbm,multiview,lightgbm,multiview__lightgbm_alt,-1.1006515404902455,-0.7531590689681468,-0.7464364560682345,0.354215084422011,0.3474924715220987,0.0067226128999122725,0.354215084422011,0.01897890066105708,1,1.0,3,0.3333333333333333,0.13660875164093303,0.22785102590081677,45.73829699977068,0.007597407300141519,27.35066628050947,0.9810210993388894,32,45.88698139972985,0.9967597694286328,multiview__lightgbm,-0.7531590689681468,0.0,0.13265789817385787,2.619463117579961,2.6701394285456432,0.0,True
equal_budget_from_K16,Classical multiview,lipo,regression,37,2,16,16,shared_morgan_linear,multiview__lightgbm,multiview,lightgbm,multiview__lightgbm,-1.1074840243976385,-0.7341546186961053,-0.7341546186961053,0.37332940570153317,0.37332940570153317,0.0,0.37332940570153317,0.0,1,1.0,1,1.0,0.21129556207681208,1.0,15.965789899870288,0.02338308395906965,84.17910225265075,1.0,16,16.326005600451026,0.9779360788305262,multiview__lightgbm,-0.7341546186961053,0.0,0.10399198301420243,3.58998256289186,3.58998256289186,0.0,True
equal_budget_from_K32,Classical multiview,lipo,regression,37,2,32,31,shared_morgan_linear,multiview__lightgbm,multiview,lightgbm,multiview__lightgbm,-1.1074840243976385,-0.7341546186961053,-0.7341546186961053,0.37332940570153317,0.37332940570153317,0.0,0.37332940570153317,0.0,1,1.0,1,1.0,0.12991113533666193,1.0,43.69635419984115,0.008543719780239475,30.757391208862114,1.0,32,45.88698139972985,0.952260376841838,multiview__lightgbm,-0.7341546186961053,0.0,0.12891610170944168,2.895909826244699,2.895909826244699,0.0,True
equal_budget_from_K16,Classical multiview,lipo,regression,37,3,16,16,shared_morgan_linear,multiview__lightgbm,multiview,lightgbm,multiview__lightgbm,-1.0811223483189367,-0.7029213398945534,-0.7029213398945534,0.3782010084243833,0.3782010084243833,0.0,0.3782010084243833,0.0,1,1.0,1,1.0,0.21129556207681208,1.0,16.09080549958162,0.023504168789699,84.6150076429164,1.0,16,16.326005600451026,0.9855935305533089,multiview__lightgbm,-0.7029213398945534,0.0,0.16778227970703752,2.2541177118629885,2.2541177118629885,0.0,True
equal_budget_from_K32,Classical multiview,lipo,regression,37,3,32,32,shared_morgan_linear,multiview__lightgbm,multiview,lightgbm,multiview__lightgbm,-1.0811223483189367,-0.7029213398945534,-0.7029213398945534,0.3782010084243833,0.3782010084243833,0.0,0.4014145018764982,0.0,1,1.0,1,1.0,0.12682797485739125,1.0,44.40249299944844,0.008517562480761638,30.663224930741897,1.0,32,45.88698139972985,0.9676490290928105,multiview__lightgbm,-0.7029213398945534,0.0,0.17873333499572308,2.1160071143608064,2.1160071143608064,0.0,True
equal_budget_from_K16,Classical multiview,lipo,regression,53,1,16,16,shared_morgan_linear,multiview__lightgbm,multiview,lightgbm,multiview__lightgbm,-1.1006515404902455,-0.7531590689681468,-0.7531590689681468,0.3474924715220987,0.3474924715220987,0.0,0.3474924715220987,0.0,1,1.0,1,1.0,0.21129556207681208,1.0,16.07203499978641,0.021620937953825806,77.8353766337729,1.0,16,16.326005600451026,0.9844438004690137,multiview__lightgbm,-0.7531590689681468,0.0,0.08133963895847951,4.272117210889996,4.272117210889996,0.0,True
equal_budget_from_K32,Classical multiview,lipo,regression,53,1,32,32,shared_morgan_linear,multiview__lightgbm,multiview,lightgbm,multiview__lightgbm,-1.1006515404902455,-0.7531590689681468,-0.7531590689681468,0.3474924715220987,0.3474924715220987,0.0,0.36838642925293963,0.0,1,1.0,1,1.0,0.12682797485739125,1.0,45.88698139972985,0.007572789948744472,27.262043815480098,1.0,32,45.88698139972985,1.0,multiview__lightgbm,-0.7531590689681468,0.0,0.13265789817385787,2.619463117579961,2.619463117579961,0.0,True
equal_budget_from_K16,Classical multiview,lipo,regression,53,2,16,16,shared_morgan_linear,multiview__lightgbm,multiview,lightgbm,multiview__lightgbm,-1.1074840243976385,-0.7341546186961053,-0.7341546186961053,0.37332940570153317,0.37332940570153317,0.0,0.37332940570153317,0.0,1,1.0,1,1.0,0.21129556207681208,1.0,15.635619300534017,0.023876854413357487,85.95667588808695,1.0,16,16.326005600451026,0.957712479291448,multiview__lightgbm,-0.7341546186961053,0.0,0.09208929266287158,4.053993628425942,4.053993628425942,0.0,True
equal_budget_from_K32,Classical multiview,lipo,regression,53,2,32,32,shared_morgan_linear,multiview__lightgbm,multiview,lightgbm,multiview__lightgbm,-1.1074840243976385,-0.7341546186961053,-0.7341546186961053,0.37332940570153317,0.37332940570153317,0.0,0.37332940570153317,0.0,1,1.0,1,1.0,0.12682797485739125,1.0,45.04158160032239,0.00828855010053335,29.83878036192006,1.0,32,45.88698139972985,0.981576478259857,multiview__lightgbm,-0.7341546186961053,0.0,0.12835511948143885,2.908566539533466,2.908566539533466,0.0,True
equal_budget_from_K16,Classical multiview,lipo,regression,53,3,16,16,shared_morgan_linear,multiview__lightgbm,multiview,lightgbm,multiview__lightgbm,-1.0811223483189367,-0.7029213398945534,-0.7029213398945534,0.3782010084243833,0.3782010084243833,0.0,0.3782010084243833,0.0,1,1.0,1,1.0,0.21129556207681208,1.0,15.761984699987805,0.023994504221582953,86.38021519769863,1.0,16,16.326005600451026,0.9654526089071267,multiview__lightgbm,-0.7029213398945534,0.0,0.16976651237151608,2.2277715619010325,2.2277715619010325,0.0,True
equal_budget_from_K32,Classical multiview,lipo,regression,53,3,32,32,shared_morgan_linear,multiview__lightgbm,multiview,lightgbm,multiview__lightgbm,-1.0811223483189367,-0.7029213398945534,-0.7029213398945534,0.3782010084243833,0.3782010084243833,0.0,0.40022159199349494,0.0,1,1.0,1,1.0,0.12682797485739125,1.0,43.49805140012177,0.008694665536749184,31.30079593229706,1.0,32,45.88698139972985,0.9479388286887369,multiview__lightgbm,-0.7029213398945534,0.0,0.17873333499572308,2.1160071143608064,2.1160071143608064,0.0,True
equal_budget_from_K16,Classical multiview,lipo,regression,71,1,16,16,shared_morgan_linear,multiview__lightgbm,multiview,lightgbm,multiview__lightgbm,-1.1006515404902455,-0.7531590689681468,-0.7531590689681468,0.3474924715220987,0.3474924715220987,0.0,0.3474924715220987,0.0,1,1.0,1,1.0,0.21129556207681208,1.0,16.175873000116553,0.021482146374393205,77.33572694781553,1.0,16,16.326005600451026,0.9908040825166491,multiview__lightgbm,-0.7531590689681468,0.0,0.08441264938820492,4.116592406950969,4.116592406950969,0.0,True
equal_budget_from_K32,Classical multiview,lipo,regression,71,1,32,32,shared_morgan_linear,multiview__lightgbm,multiview,lightgbm,multiview__lightgbm,-1.1006515404902455,-0.7531590689681468,-0.7531590689681468,0.3474924715220987,0.3474924715220987,0.0,0.3474924715220987,0.0,1,1.0,1,1.0,0.12682797485739125,1.0,44.21755440020934,0.007858699474352965,28.29131810767067,1.0,32,45.88698139972985,0.9636187225963323,multiview__lightgbm,-0.7531590689681468,0.0,0.13265789817385787,2.619463117579961,2.619463117579961,0.0,True
equal_budget_from_K16,Classical multiview,lipo,regression,71,2,16,15,shared_morgan_linear,multiview__lightgbm,multiview,lightgbm,multiview__lightgbm,-1.1074840243976385,-0.7341546186961053,-0.7341546186961053,0.37332940570153317,0.37332940570153317,0.0,0.37332940570153317,0.0,1,1.0,1,1.0,0.22121526621526622,1.0,13.14672120043542,0.02839714937357677,102.22973774487637,1.0,16,16.326005600451026,0.8052625683328337,multiview__lightgbm,-0.7341546186961053,0.0,0.09799422022603088,3.8097084179089484,3.8097084179089484,0.0,True
equal_budget_from_K32,Classical multiview,lipo,regression,71,2,32,31,shared_morgan_linear,multiview__lightgbm,multiview,lightgbm,multiview__lightgbm,-1.1074840243976385,-0.7341546186961053,-0.7341546186961053,0.37332940570153317,0.37332940570153317,0.0,0.37332940570153317,0.0,1,1.0,1,1.0,0.12991113533666193,1.0,44.90506880026078,0.008313747549572068,29.929491178459443,1.0,32,45.88698139972985,0.9786014993900896,multiview__lightgbm,-0.7341546186961053,0.0,0.12835511948143885,2.908566539533466,2.908566539533466,0.0,True
equal_budget_from_K16,Classical multiview,lipo,regression,71,3,16,15,shared_morgan_linear,multiview__lightgbm,multiview,lightgbm,multiview__lightgbm,-1.0811223483189367,-0.7029213398945534,-0.7029213398945534,0.3782010084243833,0.3782010084243833,0.0,0.3782010084243833,0.0,1,1.0,1,1.0,0.22121526621526622,1.0,13.293275200005155,0.028450551330212185,102.42198478876387,1.0,16,16.326005600451026,0.8142392894706536,multiview__lightgbm,-0.7029213398945534,0.0,0.1731776658487899,2.18389020645774,2.18389020645774,0.0,True
equal_budget_from_K32,Classical multiview,lipo,regression,71,3,32,31,shared_morgan_linear,multiview__lightgbm,multiview,lightgbm,multiview__lightgbm,-1.0811223483189367,-0.7029213398945534,-0.7029213398945534,0.3782010084243833,0.3782010084243833,0.0,0.4205973072497985,0.0,1,1.0,1,1.0,0.12991113533666193,1.0,44.63384040014353,0.008473414006811907,30.504290424522864,1.0,32,45.88698139972985,0.97269070744336,multiview__lightgbm,-0.7029213398945534,0.0,0.17873333499572308,2.1160071143608064,2.1160071143608064,0.0,True
equal_budget_from_K16,Classical multiview,tdc_caco2_wang,regression,11,1,16,15,shared_morgan_linear,rdkit2d__lightgbm,rdkit2d,lightgbm,rdkit2d__lightgbm,-1.2506871884640738,-0.4677203415560546,-0.4677203415560546,0.7829668469080192,0.7829668469080192,0.0,0.7829668469080192,0.0,1,1.0,1,1.0,0.22121526621526622,1.0,5.3044469004962576,0.14760574695068937,531.3806890224818,1.0,16,6.044995799835303,0.8774938934847197,multiview__lightgbm,-0.4713094121019944,-0.003589070545939821,0.6628382723627638,1.181233612412034,1.181233612412034,-0.005414700230187619,True
equal_budget_from_K32,Classical multiview,tdc_caco2_wang,regression,11,1,32,31,shared_morgan_linear,multiview__lightgbm_alt,multiview,lightgbm_alt,rdkit2d__xgboost,-1.2506871884640738,-0.4527063444328387,-0.4513725320968907,0.7993146563671831,0.797980844031235,0.0013338123359479814,0.7993146563671831,0.0016686949567625545,0,-0.10714285714285714,5,0.2,0.12991113533666193,0.0805536853875925,17.717938000161663,0.04503801988831624,162.13687159793847,0.9983313050432352,32,17.929737199912772,0.9881872669192195,multiview__lightgbm_alt,-0.4527063444328387,0.0,0.6846386131409031,1.1655504505805683,1.1674986496893347,0.0,True
equal_budget_from_K16,Classical multiview,tdc_caco2_wang,regression,11,2,16,16,shared_morgan_linear,multiview__lightgbm,multiview,lightgbm,multiview__lightgbm,-1.2511676794586275,-0.4401240882137068,-0.4401240882137068,0.8110435912449208,0.8110435912449208,0.0,0.8110435912449208,0.0,1,1.0,1,1.0,0.21129556207681208,1.0,6.025258799665605,0.1346072622291233,484.58614402484386,1.0,16,6.044995799835303,0.9967349852963941,multiview__lightgbm,-0.4401240882137068,0.0,0.6657379275530937,1.2182625590010998,1.2182625590010998,0.0,True
equal_budget_from_K32,Classical multiview,tdc_caco2_wang,regression,11,2,32,32,shared_morgan_linear,multiview__xgboost,multiview,xgboost,rdkit2d__lightgbm_alt,-1.2511676794586275,-0.4373733910276978,-0.4269994080778351,0.8241682713807924,0.8137942884309297,0.010373982949862692,0.8241682713807924,0.012587214662449666,0,-0.10344827586206896,8,0.125,0.12682797485739125,-0.002093487657363624,17.841040299623266,0.04561361191746839,164.20900290288623,0.9874127853375351,32,17.929737199912772,0.9950530841974674,multiview__lightgbm_alt,-0.4351503363533808,0.0022230546743169932,0.6657379275530937,1.2223943608290642,1.2379770436243678,0.0033392339272118473,True
equal_budget_from_K16,Classical multiview,tdc_caco2_wang,regression,11,3,16,16,shared_morgan_linear,rdkit2d__lightgbm,rdkit2d,lightgbm,multiview__random_forest,-1.3645124333845986,-0.5104325369859287,-0.4571491902648016,0.907363243119797,0.8540798963986699,0.05328334672112711,0.907363243119797,0.05872328102895558,0,-0.23076923076923078,7,0.14285714285714285,0.21129556207681208,-0.08677321431064962,5.7560000997618745,0.14838079944335011,534.1708779960604,0.9412767189709796,16,6.044995799835303,0.9521925722295287,multiview__lightgbm,-0.4988237358398177,0.011608801146111014,0.8434197589974237,1.0126391838554007,1.0758145436364726,0.013763966307726107,True
equal_budget_from_K32,Classical multiview,tdc_caco2_wang,regression,11,3,32,32,shared_morgan_linear,multiview__xgboost,multiview,xgboost,multiview__random_forest,-1.3645124333845986,-0.480331620202107,-0.4571491902648016,0.907363243119797,0.8841808131824915,0.023182429937305404,0.907363243119797,0.025549227515070428,0,-0.10344827586206896,15,0.06666666666666667,0.12682797485739125,-0.06889972016785453,15.851096599944862,0.055780419203651004,200.8095091331436,0.9744507724849013,32,17.929737199912772,0.8840674251501007,multiview__lightgbm_alt,-0.4694346748776311,0.010896945324475937,0.8556535506733748,1.0333397348572522,1.0604329782839423,0.012735230650185878,True
equal_budget_from_K16,Classical multiview,tdc_caco2_wang,regression,23,1,16,16,shared_morgan_linear,rdkit2d__lightgbm,rdkit2d,lightgbm,rdkit2d__lightgbm,-1.2506871884640738,-0.4677203415560546,-0.4677203415560546,0.7829668469080192,0.7829668469080192,0.0,0.7829668469080192,0.0,1,1.0,1,1.0,0.21129556207681208,1.0,6.030719200149177,0.1298297634034514,467.387148252425,1.0,16,6.044995799835303,0.9976382779808524,multiview__lightgbm,-0.4713094121019944,-0.003589070545939821,0.6724478602803139,1.1643532430627928,1.1643532430627928,-0.005337321683860657,True
equal_budget_from_K32,Classical multiview,tdc_caco2_wang,regression,23,1,32,32,shared_morgan_linear,rdkit2d__lightgbm,rdkit2d,lightgbm,rdkit2d__xgboost,-1.2506871884640738,-0.4677203415560546,-0.4572998093616189,0.7933873791024548,0.7829668469080192,0.010420532194435672,0.7933873791024548,0.01313422984647311,0,-0.10344827586206896,6,0.16666666666666666,0.12682797485739125,0.045625249850129876,17.765050300164145,0.044073438221606656,158.66437759778398,0.9868657701535104,32,17.929737199912772,0.990814873753452,multiview__lightgbm_alt,-0.4745147116964358,-0.006794370140381201,0.6893635202037047,1.1357822454496214,1.150898409692482,-0.009856004765632921,True
