task,task_type,seed,outer_fold,outer_split_type,candidate_order,candidate,representation,family,n_train,n_test,outer_utility,fit_seconds,roc_auc,pr_auc,rmse
esol,regression,11,1,scaffold_group,1,morgan512__linear,morgan512,linear,752,376,-2.5652549141961756,0.031634500017389655,,,2.5652549141961756
esol,regression,11,1,scaffold_group,2,morgan512__random_forest,morgan512,random_forest,752,376,-1.6827512989611448,0.12050219997763634,,,1.6827512989611448
esol,regression,11,1,scaffold_group,3,morgan512__lightgbm,morgan512,lightgbm,752,376,-1.776840846362247,0.08725280000362545,,,1.776840846362247
esol,regression,11,1,scaffold_group,4,maccs__linear,maccs,linear,752,376,-1.3599322789190151,0.008733300026506186,,,1.3599322789190151
esol,regression,11,1,scaffold_group,5,maccs__random_forest,maccs,random_forest,752,376,-1.2453434700376,0.11441160005051643,,,1.2453434700376
esol,regression,11,1,scaffold_group,6,maccs__lightgbm,maccs,lightgbm,752,376,-1.3812507550756548,0.05200340005103499,,,1.3812507550756548
esol,regression,11,1,scaffold_group,7,rdkit2d__linear,rdkit2d,linear,752,376,-0.6715642518967673,0.014589600032195449,,,0.6715642518967673
esol,regression,11,1,scaffold_group,8,rdkit2d__random_forest,rdkit2d,random_forest,752,376,-0.6832328233376749,0.12135559995658696,,,0.6832328233376749
esol,regression,11,1,scaffold_group,9,rdkit2d__lightgbm,rdkit2d,lightgbm,752,376,-0.695818331022376,0.12845449999440461,,,0.695818331022376
esol,regression,11,1,scaffold_group,10,multiview__linear,multiview,linear,752,376,-1.6364038484144852,0.07061649998649955,,,1.6364038484144852
esol,regression,11,1,scaffold_group,11,multiview__random_forest,multiview,random_forest,752,376,-0.6963360617318848,0.1273955999640748,,,0.6963360617318848
esol,regression,11,1,scaffold_group,12,multiview__lightgbm,multiview,lightgbm,752,376,-0.6976445785313415,0.2807444999925792,,,0.6976445785313415
esol,regression,11,2,scaffold_group,1,morgan512__linear,morgan512,linear,752,376,-2.7056892486308697,0.03151800006162375,,,2.7056892486308697
esol,regression,11,2,scaffold_group,2,morgan512__random_forest,morgan512,random_forest,752,376,-1.9525806057265578,0.11109949997626245,,,1.9525806057265578
esol,regression,11,2,scaffold_group,3,morgan512__lightgbm,morgan512,lightgbm,752,376,-1.8274438151930974,0.07118640001863241,,,1.8274438151930974
esol,regression,11,2,scaffold_group,4,maccs__linear,maccs,linear,752,376,-1.4272813787669696,0.00817539996933192,,,1.4272813787669696
esol,regression,11,2,scaffold_group,5,maccs__random_forest,maccs,random_forest,752,376,-1.4190948443084654,0.11325039993971586,,,1.4190948443084654
esol,regression,11,2,scaffold_group,6,maccs__lightgbm,maccs,lightgbm,752,376,-1.2694886653862114,0.04898159997537732,,,1.2694886653862114
esol,regression,11,2,scaffold_group,7,rdkit2d__linear,rdkit2d,linear,752,376,-0.8583628907748124,0.013983400072902441,,,0.8583628907748124
esol,regression,11,2,scaffold_group,8,rdkit2d__random_forest,rdkit2d,random_forest,752,376,-1.0272551380830546,0.12134010007139295,,,1.0272551380830546
esol,regression,11,2,scaffold_group,9,rdkit2d__lightgbm,rdkit2d,lightgbm,752,376,-0.8871272586464826,0.1363001000136137,,,0.8871272586464826
esol,regression,11,2,scaffold_group,10,multiview__linear,multiview,linear,752,376,-1.8319970188077312,0.07288240001071244,,,1.8319970188077312
esol,regression,11,2,scaffold_group,11,multiview__random_forest,multiview,random_forest,752,376,-1.0479270947976447,0.13014259992633015,,,1.0479270947976447
esol,regression,11,2,scaffold_group,12,multiview__lightgbm,multiview,lightgbm,752,376,-0.8743298920117457,0.25688650005031377,,,0.8743298920117457
esol,regression,11,3,scaffold_group,1,morgan512__linear,morgan512,linear,752,376,-3.6631839360178273,0.03099639993160963,,,3.6631839360178273
esol,regression,11,3,scaffold_group,2,morgan512__random_forest,morgan512,random_forest,752,376,-1.426047573648128,0.11452719999942929,,,1.426047573648128
esol,regression,11,3,scaffold_group,3,morgan512__lightgbm,morgan512,lightgbm,752,376,-1.4598909054883757,0.07150720001664013,,,1.4598909054883757
esol,regression,11,3,scaffold_group,4,maccs__linear,maccs,linear,752,376,-1.6594894505164772,0.008775900001637638,,,1.6594894505164772
esol,regression,11,3,scaffold_group,5,maccs__random_forest,maccs,random_forest,752,376,-1.1851807397320433,0.11431099998299032,,,1.1851807397320433
esol,regression,11,3,scaffold_group,6,maccs__lightgbm,maccs,lightgbm,752,376,-1.2370785595298426,0.053236400010064244,,,1.2370785595298426
esol,regression,11,3,scaffold_group,7,rdkit2d__linear,rdkit2d,linear,752,376,-0.8003434231430485,0.015031100017949939,,,0.8003434231430485
esol,regression,11,3,scaffold_group,8,rdkit2d__random_forest,rdkit2d,random_forest,752,376,-0.7933505874456962,0.12031430006027222,,,0.7933505874456962
esol,regression,11,3,scaffold_group,9,rdkit2d__lightgbm,rdkit2d,lightgbm,752,376,-0.7917219743566842,0.13670310005545616,,,0.7917219743566842
esol,regression,11,3,scaffold_group,10,multiview__linear,multiview,linear,752,376,-2.1793319862363307,0.06867700000293553,,,2.1793319862363307
esol,regression,11,3,scaffold_group,11,multiview__random_forest,multiview,random_forest,752,376,-0.7892903610097083,0.13823979999870062,,,0.7892903610097083
esol,regression,11,3,scaffold_group,12,multiview__lightgbm,multiview,lightgbm,752,376,-0.7763587123477073,0.2534160999348387,,,0.7763587123477073
