dataset,task_type,outer_fold,outer_split_type,candidate_order,candidate,family,n_train,n_test,outer_utility,fit_seconds,roc_auc,pr_auc,brier,rmse,mae,r2,spearman
tdc_pgp_broccatelli,classification,1,stratified_scaffold_group,1,logreg_l2_c0.1,linear,879,333,0.9011262724713016,0.004051500000059605,0.9011262724713016,0.924883889933036,0.12556363345768423,,,,
tdc_pgp_broccatelli,classification,1,stratified_scaffold_group,2,logreg_l2_c1,linear,879,333,0.8877337376362717,0.005853499984368682,0.8877337376362717,0.902711239768917,0.13781178594828766,,,,
tdc_pgp_broccatelli,classification,1,stratified_scaffold_group,3,logreg_l2_c10,linear,879,333,0.8702620749404375,0.007658499991521239,0.8702620749404375,0.8658656606299726,0.16070566816485754,,,,
tdc_pgp_broccatelli,classification,1,stratified_scaffold_group,4,logreg_l1_c1,linear,879,333,0.8798281712511732,0.014183699968270957,0.8798281712511732,0.890692518961142,0.14288966974665668,,,,
tdc_pgp_broccatelli,classification,1,stratified_scaffold_group,5,rf_60_sqrt,bagging,879,333,0.8972637354703631,0.10661509999772534,0.8972637354703631,0.9065196189538344,0.12498331664998333,,,,
tdc_pgp_broccatelli,classification,1,stratified_scaffold_group,6,rf_90_d12,bagging,879,333,0.8967944552739875,0.14870119997067377,0.8967944552739875,0.9136487988720258,0.12913665740886499,,,,
tdc_pgp_broccatelli,classification,1,stratified_scaffold_group,7,rf_90_leaf2,bagging,879,333,0.9021370298173417,0.14808820001780987,0.9021370298173417,0.921517529810311,0.12658896447518733,,,,
tdc_pgp_broccatelli,classification,1,stratified_scaffold_group,8,rf_120_d20_leaf2,bagging,879,333,0.9039780521262002,0.20340460003353655,0.9039780521262002,0.922063467548617,0.1266156495806562,,,,
tdc_pgp_broccatelli,classification,1,stratified_scaffold_group,9,et_60_sqrt,bagging,879,333,0.8937441339975453,0.06036240002140403,0.8937441339975453,0.9109509164014874,0.12484818151484817,,,,
tdc_pgp_broccatelli,classification,1,stratified_scaffold_group,10,et_90_d12,bagging,879,333,0.9018121435275431,0.09383600001456216,0.9018121435275431,0.9202540489186454,0.12420973904677243,,,,
tdc_pgp_broccatelli,classification,1,stratified_scaffold_group,11,et_90_leaf2,bagging,879,333,0.9037975597429789,0.10377729998435825,0.9037975597429789,0.9228557719636764,0.12383678855461644,,,,
tdc_pgp_broccatelli,classification,1,stratified_scaffold_group,12,et_120_d20_leaf2,bagging,879,333,0.9023536206772074,0.11848889995599166,0.9023536206772074,0.9229521785325197,0.12413690113854349,,,,
tdc_pgp_broccatelli,classification,1,stratified_scaffold_group,13,histgb_lr0.05,boosting,879,333,0.8865063894303662,0.9774724000017159,0.8865063894303662,0.9041007510782275,0.13114932511594968,,,,
tdc_pgp_broccatelli,classification,1,stratified_scaffold_group,14,histgb_lr0.1,boosting,879,333,0.8886361995523789,0.7864848999888636,0.8886361995523789,0.9142890335359174,0.1306610780132339,,,,
tdc_pgp_broccatelli,classification,1,stratified_scaffold_group,15,gb_lr0.05_d2,boosting,879,333,0.878925709335066,0.3710757000371814,0.878925709335066,0.9063587519913766,0.13989579781369477,,,,
tdc_pgp_broccatelli,classification,1,stratified_scaffold_group,16,gb_lr0.1_d3,boosting,879,333,0.8861454046639231,0.5150362999993376,0.8861454046639231,0.9167969096511541,0.128525057955686,,,,
tdc_pgp_broccatelli,classification,1,stratified_scaffold_group,17,lgbm_60_l15,boosting,879,333,0.8823189661396289,0.04644350003218278,0.8823189661396289,0.9024698571105273,0.13564236975304989,,,,
tdc_pgp_broccatelli,classification,1,stratified_scaffold_group,18,lgbm_90_l31,boosting,879,333,0.8842321854017761,0.0770201999694109,0.8842321854017761,0.9027467710971825,0.13285145860631828,,,,
tdc_pgp_broccatelli,classification,1,stratified_scaffold_group,19,lgbm_60_l63,boosting,879,333,0.8779871489423146,0.058777600002940744,0.8779871489423146,0.8917211143410946,0.13444014071782834,,,,
tdc_pgp_broccatelli,classification,1,stratified_scaffold_group,20,lgbm_100_leaf10,boosting,879,333,0.8820301783264746,0.09534200001507998,0.8820301783264746,0.9009006352800923,0.13661306485781932,,,,
tdc_pgp_broccatelli,classification,1,stratified_scaffold_group,21,lgbm_100_leaf30,boosting,879,333,0.8874088513464732,0.0579831000068225,0.8874088513464732,0.9056639595283731,0.1300310825153646,,,,
tdc_pgp_broccatelli,classification,1,stratified_scaffold_group,22,lgbm_80_ff0.7,boosting,879,333,0.8910186990109018,0.06105279998155311,0.8910186990109018,0.9076463497472227,0.1292800428838547,,,,
tdc_pgp_broccatelli,classification,1,stratified_scaffold_group,23,lgbm_80_bag0.8,boosting,879,333,0.8969388491805645,0.06093219999456778,0.8969388491805645,0.9161960123503907,0.12670300307378257,,,,
tdc_pgp_broccatelli,classification,1,stratified_scaffold_group,24,lgbm_120_l15,boosting,879,333,0.8874810482997617,0.06302919995505363,0.8874810482997617,0.9036327525648582,0.12947639983616438,,,,
tdc_pgp_broccatelli,classification,1,stratified_scaffold_group,25,xgb_60_d3,boosting,879,333,0.883077034149159,0.05309790000319481,0.883077034149159,0.9103159733309808,0.1333534325507148,,,,
tdc_pgp_broccatelli,classification,1,stratified_scaffold_group,26,xgb_80_d5,boosting,879,333,0.8896469568984189,0.07957440003519878,0.8896469568984189,0.9117726776345585,0.12924564991442158,,,,
tdc_pgp_broccatelli,classification,1,stratified_scaffold_group,27,xgb_100_d3,boosting,879,333,0.8850263518879502,0.07231920002959669,0.8850263518879502,0.9119010227300561,0.12961573488676897,,,,
tdc_pgp_broccatelli,classification,1,stratified_scaffold_group,28,xgb_60_d6,boosting,879,333,0.890549418814526,0.07272050000028685,0.890549418814526,0.9126665932119105,0.1298435093095302,,,,
tdc_pgp_broccatelli,classification,1,stratified_scaffold_group,29,cat_60_d4,boosting,879,333,0.8850985488412388,0.24658879998605698,0.8850985488412388,0.914971969418739,0.13223061819959395,,,,
tdc_pgp_broccatelli,classification,1,stratified_scaffold_group,30,cat_80_d6,boosting,879,333,0.8978052126200274,0.6561183999874629,0.8978052126200274,0.9203522904913146,0.12541440427310196,,,,
tdc_pgp_broccatelli,classification,1,stratified_scaffold_group,31,cat_100_d4,boosting,879,333,0.8893220706086202,0.332562500028871,0.8893220706086202,0.9162089441500538,0.13058683491424591,,,,
tdc_pgp_broccatelli,classification,1,stratified_scaffold_group,32,cat_60_d8,boosting,879,333,0.8907299111977475,1.5348333999863826,0.8907299111977475,0.9188828638939031,0.12558459152665152,,,,
tdc_pgp_broccatelli,classification,2,stratified_scaffold_group,1,logreg_l2_c0.1,linear,805,407,0.9250186150409532,0.004509799997322261,0.9250186150409532,0.9552053302933872,0.11599235763191458,,,,
tdc_pgp_broccatelli,classification,2,stratified_scaffold_group,2,logreg_l2_c1,linear,805,407,0.9307024075452967,0.005630799976643175,0.9307024075452967,0.9588338347475226,0.10142158568516281,,,,
tdc_pgp_broccatelli,classification,2,stratified_scaffold_group,3,logreg_l2_c10,linear,805,407,0.9207247455944404,0.00787480000872165,0.9207247455944404,0.9503231033987977,0.1193131277708137,,,,
tdc_pgp_broccatelli,classification,2,stratified_scaffold_group,4,logreg_l1_c1,linear,805,407,0.9147679324894515,0.012679999985266477,0.9147679324894515,0.9472170890111714,0.1163124438861103,,,,
tdc_pgp_broccatelli,classification,2,stratified_scaffold_group,5,rf_60_sqrt,bagging,805,407,0.9343881856540085,0.10877430002437904,0.9343881856540085,0.9546887813744335,0.1209957684957685,,,,
tdc_pgp_broccatelli,classification,2,stratified_scaffold_group,6,rf_90_d12,bagging,805,407,0.9272027798461158,0.15659880003659055,0.9272027798461158,0.9555654749500352,0.1307060939652953,,,,
tdc_pgp_broccatelli,classification,2,stratified_scaffold_group,7,rf_90_leaf2,bagging,805,407,0.930156366344006,0.15994350000983104,0.930156366344006,0.9540128290241013,0.1335139098580893,,,,
tdc_pgp_broccatelli,classification,2,stratified_scaffold_group,8,rf_120_d20_leaf2,bagging,805,407,0.9321171506577315,0.19828819995746017,0.9321171506577315,0.955892569292444,0.1326885123760536,,,,
tdc_pgp_broccatelli,classification,2,stratified_scaffold_group,9,et_60_sqrt,bagging,805,407,0.9321667907669398,0.07951310003409162,0.9321667907669398,0.9559539374373456,0.11738602238602239,,,,
