task,task_type,seed,outer_fold,variant,candidate_count,oracle_validation_rank,top3_hit,chance_adjusted_hit,mrr,spearman
freesolv,regression,11,1,full_multiview,12,2,1.0,1.0,0.5,0.7832167832167832
freesolv,regression,11,1,morgan_only,3,1,1.0,0.0,1.0,1.0
freesolv,regression,11,1,fingerprints_only,6,2,1.0,1.0,0.5,0.8285714285714287
freesolv,regression,11,1,no_multiview_concat,9,3,1.0,1.0,0.3333333333333333,0.75
freesolv,regression,11,2,full_multiview,12,1,1.0,1.0,1.0,0.8251748251748254
freesolv,regression,11,2,morgan_only,3,1,1.0,0.0,1.0,1.0
freesolv,regression,11,2,fingerprints_only,6,1,1.0,1.0,1.0,0.942857142857143
freesolv,regression,11,2,no_multiview_concat,9,1,1.0,1.0,1.0,0.7999999999999999
freesolv,regression,11,3,full_multiview,12,1,1.0,1.0,1.0,0.7412587412587414
freesolv,regression,11,3,morgan_only,3,1,1.0,0.0,1.0,1.0
freesolv,regression,11,3,fingerprints_only,6,2,1.0,1.0,0.5,0.942857142857143
freesolv,regression,11,3,no_multiview_concat,9,1,1.0,1.0,1.0,0.8499999999999999
