task,task_type,seed,outer_fold,variant,candidate_count,oracle_validation_rank,top3_hit,chance_adjusted_hit,mrr,spearman
tdc_hia_hou,classification,37,1,full_multiview,12,5,0.0,-0.3333333333333333,0.2,0.8251748251748254
tdc_hia_hou,classification,37,1,morgan_only,3,3,1.0,0.0,0.3333333333333333,-0.5
tdc_hia_hou,classification,37,1,fingerprints_only,6,2,1.0,1.0,0.5,0.7714285714285715
tdc_hia_hou,classification,37,1,no_multiview_concat,9,2,1.0,1.0,0.5,0.8666666666666667
tdc_hia_hou,classification,37,2,full_multiview,12,5,0.0,-0.3333333333333333,0.2,0.7342657342657343
tdc_hia_hou,classification,37,2,morgan_only,3,2,1.0,0.0,0.5,-0.5
tdc_hia_hou,classification,37,2,fingerprints_only,6,1,1.0,1.0,1.0,0.7142857142857143
tdc_hia_hou,classification,37,2,no_multiview_concat,9,3,1.0,1.0,0.3333333333333333,0.7333333333333334
tdc_hia_hou,classification,37,3,full_multiview,12,2,1.0,1.0,0.5,0.7062937062937064
tdc_hia_hou,classification,37,3,morgan_only,3,2,1.0,0.0,0.5,0.5
tdc_hia_hou,classification,37,3,fingerprints_only,6,2,1.0,1.0,0.5,0.7714285714285715
tdc_hia_hou,classification,37,3,no_multiview_concat,9,4,0.0,-0.49999999999999994,0.25,0.6833333333333333
