task,task_type,seed,outer_fold,candidate_count,selected_candidate,selected_utility,fixed_reference_utility,observed_audit_best_utility,observed_audit_best_gain,selected_model_gain,incremental_observed_audit_gap,realization_ratio
esol,regression,23,3,8,ridge_a10,-1.4193838819025708,-3.0284888720263163,-1.3821211900657608,1.6463676819605555,1.6091049901237455,0.03726269183680997,0.9773667254009528
esol,regression,23,3,16,ridge_a10,-1.4193838819025708,-3.0284888720263163,-1.3635227308853892,1.6649661411409271,1.6091049901237455,0.05586115101718159,0.9664490768689732
esol,regression,23,3,32,ridge_a10,-1.4193838819025708,-3.0284888720263163,-1.3635227308853892,1.6649661411409271,1.6091049901237455,0.05586115101718159,0.9664490768689732
freesolv,regression,23,1,4,ridge_a10,-2.142184631112406,-3.9350218080667823,-2.142184631112406,1.792837176954376,1.792837176954376,0.0,1.0
freesolv,regression,23,1,8,ridge_a10,-2.142184631112406,-3.9350218080667823,-2.142184631112406,1.792837176954376,1.792837176954376,0.0,1.0
freesolv,regression,23,1,16,et_60_sqrt,-2.206716034082811,-3.9350218080667823,-2.142184631112406,1.792837176954376,1.7283057739839713,0.06453140297040472,0.9640059879391675
freesolv,regression,23,1,32,xgb_60_d6,-2.147734937494865,-3.9350218080667823,-2.142184631112406,1.792837176954376,1.7872868705719172,0.005550306382458903,0.9969041771033064
freesolv,regression,23,2,4,ridge_a10,-3.3027744625345217,-3.882297716175693,-3.089549378101031,0.792748338074662,0.5795232536411712,0.21322508443349086,0.7310305500591172
freesolv,regression,23,2,8,ridge_a10,-3.3027744625345217,-3.882297716175693,-3.089549378101031,0.792748338074662,0.5795232536411712,0.21322508443349086,0.7310305500591172
freesolv,regression,23,2,16,ridge_a10,-3.3027744625345217,-3.882297716175693,-3.089549378101031,0.792748338074662,0.5795232536411712,0.21322508443349086,0.7310305500591172
