task,task_type,seed,outer_fold,candidate_count,selected_candidate,selected_utility,fixed_reference_utility,observed_audit_best_utility,observed_audit_best_gain,selected_model_gain,incremental_observed_audit_gap,realization_ratio
freesolv,regression,23,2,32,ridge_a10,-3.3027744625345217,-3.882297716175693,-3.089549378101031,0.792748338074662,0.5795232536411712,0.21322508443349086,0.7310305500591172
freesolv,regression,23,3,4,ridge_a10,-2.280506640828841,-4.122459917107518,-2.280506640828841,1.841953276278677,1.841953276278677,0.0,1.0
freesolv,regression,23,3,8,ridge_a10,-2.280506640828841,-4.122459917107518,-2.280506640828841,1.841953276278677,1.841953276278677,0.0,1.0
freesolv,regression,23,3,16,ridge_a10,-2.280506640828841,-4.122459917107518,-2.280506640828841,1.841953276278677,1.841953276278677,0.0,1.0
freesolv,regression,23,3,32,ridge_a10,-2.280506640828841,-4.122459917107518,-2.264881418261513,1.8575784988460051,1.841953276278677,0.015625222567328123,0.9915883917815398
lipo,regression,23,1,4,ridge_a10,-1.068908731190971,-1.1003791646874534,-1.068908731190971,0.031470433496482375,0.031470433496482375,0.0,1.0
lipo,regression,23,1,8,rf_60_sqrt,-1.0420380897192392,-1.1003791646874534,-1.0397710539260538,0.0606081107613996,0.05834107496821428,0.0022670357931853236,0.9625951747265291
lipo,regression,23,1,16,histgb_lr0.1,-0.9983857533554968,-1.1003791646874534,-0.9983857533554968,0.10199341133195661,0.10199341133195661,0.0,1.0
lipo,regression,23,1,32,lgbm_80_bag0.8,-0.972120293697332,-1.1003791646874534,-0.9679936423163876,0.13238552237106582,0.12825887099012145,0.004126651380944368,0.9688285296833463
lipo,regression,23,2,4,ridge_a10,-1.0774679213643443,-1.1072225073928037,-1.0774679213643443,0.029754586028459373,0.029754586028459373,0.0,1.0
lipo,regression,23,2,8,rf_60_sqrt,-1.013650377402157,-1.1072225073928037,-1.013650377402157,0.09357212999064668,0.09357212999064668,0.0,1.0
lipo,regression,23,2,16,histgb_lr0.1,-1.003492041383436,-1.1072225073928037,-1.003492041383436,0.10373046600936764,0.10373046600936764,0.0,1.0
lipo,regression,23,2,32,lgbm_80_ff0.7,-0.9898095128355806,-1.1072225073928037,-0.9791289049161996,0.12809360247660406,0.1174129945572231,0.010680607919380969,0.9166187248006258
lipo,regression,23,3,4,ridge_a10,-1.0322354026198084,-1.0807139268857116,-1.0322354026198084,0.048478524265903156,0.048478524265903156,0.0,1.0
lipo,regression,23,3,8,rf_60_sqrt,-0.9261343552401702,-1.0807139268857116,-0.9261343552401702,0.15457957164554137,0.15457957164554137,0.0,1.0
lipo,regression,23,3,16,histgb_lr0.1,-0.9274131312431152,-1.0807139268857116,-0.9109988633609064,0.16971506352480514,0.15330079564259635,0.01641426788220879,0.9032833766119428
lipo,regression,23,3,32,lgbm_80_bag0.8,-0.9097247173455943,-1.0807139268857116,-0.9023890133232136,0.1783249135624979,0.1709892095401172,0.007335704022380707,0.9588632688734783
tdc_caco2_wang,regression,23,1,4,ridge_a10,-0.602112079214859,-1.108496554850434,-0.602112079214859,0.506384475635575,0.506384475635575,0.0,1.0
tdc_caco2_wang,regression,23,1,8,ridge_a10,-0.602112079214859,-1.108496554850434,-0.5979388298987357,0.5105577249516983,0.506384475635575,0.004173249316123284,0.991826097006919
tdc_caco2_wang,regression,23,1,16,histgb_lr0.1,-0.5660485753231707,-1.108496554850434,-0.5660485753231707,0.5424479795272633,0.5424479795272633,0.0,1.0
tdc_caco2_wang,regression,23,1,32,histgb_lr0.1,-0.5660485753231707,-1.108496554850434,-0.5613236682603691,0.5471728865900649,0.5424479795272633,0.004724907062801598,0.9913648735553277
tdc_caco2_wang,regression,23,2,4,ridge_a10,-0.5854297519055338,-1.0633309592993334,-0.5854297519055338,0.4779012073937996,0.4779012073937996,0.0,1.0
tdc_caco2_wang,regression,23,2,8,rf_60_sqrt,-0.6134813564132873,-1.0633309592993334,-0.5854297519055338,0.4779012073937996,0.44984960288604614,0.028051604507753458,0.9413025033756853
tdc_caco2_wang,regression,23,2,16,histgb_lr0.1,-0.6259262541577059,-1.0633309592993334,-0.5854297519055338,0.4779012073937996,0.43740470514162755,0.04049650225217205,0.9152617703708746
tdc_caco2_wang,regression,23,2,32,histgb_lr0.1,-0.6259262541577059,-1.0633309592993334,-0.5854297519055338,0.4779012073937996,0.43740470514162755,0.04049650225217205,0.9152617703708746
tdc_caco2_wang,regression,23,3,4,ridge_a10,-0.5627165381189151,-1.1882787261203038,-0.5627165381189151,0.6255621880013887,0.6255621880013887,0.0,1.0
tdc_caco2_wang,regression,23,3,8,ridge_a10,-0.5627165381189151,-1.1882787261203038,-0.5389823603636144,0.6492963657566895,0.6255621880013887,0.023734177755300734,0.9634463104877524
tdc_caco2_wang,regression,23,3,16,ridge_a10,-0.5627165381189151,-1.1882787261203038,-0.5164378084406119,0.6718409176796919,0.6255621880013887,0.046278729678303154,0.9311165359827531
tdc_caco2_wang,regression,23,3,32,ridge_a10,-0.5627165381189151,-1.1882787261203038,-0.499363603968938,0.6889151221513659,0.6255621880013887,0.06335293414997711,0.9080395652339049
tdc_hia_hou,classification,23,1,4,logreg_l2_c0.1,0.8198830409356725,0.8198830409356725,0.8198830409356725,0.0,0.0,0.0,
tdc_hia_hou,classification,23,1,8,logreg_l2_c0.1,0.8198830409356725,0.8198830409356725,0.8440545808966862,0.02417153996101362,0.0,0.02417153996101362,0.0
tdc_hia_hou,classification,23,1,16,logreg_l2_c0.1,0.8198830409356725,0.8198830409356725,0.9052631578947368,0.08538011695906422,0.0,0.08538011695906422,0.0
tdc_hia_hou,classification,23,1,32,logreg_l2_c0.1,0.8198830409356725,0.8198830409356725,0.9052631578947368,0.08538011695906422,0.0,0.08538011695906422,0.0
tdc_hia_hou,classification,23,2,4,logreg_l2_c0.1,0.951429980276134,0.951429980276134,0.9558678500986194,0.004437869822485396,0.0,0.004437869822485396,0.0
tdc_hia_hou,classification,23,2,8,rf_90_d12,0.9277613412228796,0.951429980276134,0.9558678500986194,0.004437869822485396,-0.023668639053254448,0.028106508875739844,-5.333333333333108
tdc_hia_hou,classification,23,2,16,et_90_d12,0.945759368836292,0.951429980276134,0.9558678500986194,0.004437869822485396,-0.005670611439842044,0.01010848126232744,-1.277777777777686
tdc_hia_hou,classification,23,2,32,et_90_d12,0.945759368836292,0.951429980276134,0.9558678500986194,0.004437869822485396,-0.005670611439842044,0.01010848126232744,-1.277777777777686
tdc_hia_hou,classification,23,3,4,logreg_l2_c10,0.895064935064935,0.9137662337662338,0.9137662337662338,0.0,-0.018701298701298774,0.018701298701298774,
tdc_hia_hou,classification,23,3,8,logreg_l2_c10,0.895064935064935,0.9137662337662338,0.9137662337662338,0.0,-0.018701298701298774,0.018701298701298774,
tdc_hia_hou,classification,23,3,16,et_90_d12,0.9277922077922076,0.9137662337662338,0.9335064935064936,0.019740259740259836,0.01402597402597383,0.005714285714286005,0.7105263157894603
tdc_hia_hou,classification,23,3,32,et_90_d12,0.9277922077922076,0.9137662337662338,0.9335064935064936,0.019740259740259836,0.01402597402597383,0.005714285714286005,0.7105263157894603
tdc_pgp_broccatelli,classification,23,1,4,logreg_l2_c0.1,0.8809259259259259,0.8809259259259259,0.889153439153439,0.008227513227513139,0.0,0.008227513227513139,0.0
tdc_pgp_broccatelli,classification,23,1,8,rf_90_d12,0.9017460317460316,0.8809259259259259,0.9123544973544973,0.03142857142857136,0.02082010582010574,0.010608465608465623,0.6624579124579113
tdc_pgp_broccatelli,classification,23,1,16,et_90_d12,0.9055820105820106,0.8809259259259259,0.9154761904761904,0.03455026455026455,0.02465608465608471,0.009894179894179844,0.7136294027565099
tdc_pgp_broccatelli,classification,23,1,32,et_90_d12,0.9055820105820106,0.8809259259259259,0.9154761904761904,0.03455026455026455,0.02465608465608471,0.009894179894179844,0.7136294027565099
tdc_pgp_broccatelli,classification,23,2,4,logreg_l2_c1,0.8978978978978979,0.89502002002002,0.9016874016874018,0.006667381667381789,0.0028778778778778547,0.003789503789503934,0.43163538873993507
tdc_pgp_broccatelli,classification,23,2,8,rf_60_sqrt,0.9100350350350348,0.89502002002002,0.9153975403975404,0.020377520377520386,0.015015015015014788,0.0053625053625055985,0.7368421052631464
tdc_pgp_broccatelli,classification,23,2,16,rf_60_sqrt,0.9100350350350348,0.89502002002002,0.9194015444015444,0.02438152438152441,0.015015015015014788,0.009366509366509623,0.6158357771260896
tdc_pgp_broccatelli,classification,23,2,32,rf_60_sqrt,0.9100350350350348,0.89502002002002,0.9194015444015444,0.02438152438152441,0.015015015015014788,0.009366509366509623,0.6158357771260896
tdc_pgp_broccatelli,classification,23,3,4,logreg_l1_c1,0.8682504677893611,0.8968858593958834,0.8968858593958834,0.0,-0.028635391606522287,0.028635391606522287,
tdc_pgp_broccatelli,classification,23,3,8,rf_120_d20_leaf2,0.9054731355252608,0.8968858593958834,0.9094326383319968,0.012546778936113445,0.008587276129377375,0.0039595028067360705,0.6844207723036055
tdc_pgp_broccatelli,classification,23,3,16,et_60_sqrt,0.8952485966319166,0.8968858593958834,0.9094326383319968,0.012546778936113445,-0.001637262763966807,0.014184041700080252,-0.13049267643141993
tdc_pgp_broccatelli,classification,23,3,32,et_60_sqrt,0.8952485966319166,0.8968858593958834,0.9094326383319968,0.012546778936113445,-0.001637262763966807,0.014184041700080252,-0.13049267643141993
bbbp,classification,37,1,4,logreg_l2_c0.1,0.881798574643661,0.881798574643661,0.881798574643661,0.0,0.0,0.0,
bbbp,classification,37,1,8,rf_120_d20_leaf2,0.9140753938484624,0.881798574643661,0.9271942985746436,0.04539572393098268,0.03227681920480141,0.013118904726181269,0.7110101218756512
bbbp,classification,37,1,16,et_120_d20_leaf2,0.9225712678169544,0.881798574643661,0.9271942985746436,0.04539572393098268,0.04077269317329346,0.004623030757689217,0.8981615368725514
bbbp,classification,37,1,32,et_120_d20_leaf2,0.9225712678169544,0.881798574643661,0.9271942985746436,0.04539572393098268,0.04077269317329346,0.004623030757689217,0.8981615368725514
bbbp,classification,37,2,4,logreg_l2_c0.1,0.8539483865570823,0.8539483865570823,0.8539483865570823,0.0,0.0,0.0,
bbbp,classification,37,2,8,rf_120_d20_leaf2,0.8835456009369054,0.8539483865570823,0.8909958801263148,0.03704749356923254,0.0295972143798231,0.007450279189409437,0.7988992379339585
bbbp,classification,37,2,16,et_120_d20_leaf2,0.8953771671162976,0.8539483865570823,0.8953771671162976,0.041428780559215284,0.041428780559215284,0.0,1.0
bbbp,classification,37,2,32,et_120_d20_leaf2,0.8953771671162976,0.8539483865570823,0.8953771671162976,0.041428780559215284,0.041428780559215284,0.0,1.0
bbbp,classification,37,3,4,logreg_l2_c0.1,0.8516983382058778,0.8516983382058778,0.8516983382058778,0.0,0.0,0.0,
bbbp,classification,37,3,8,rf_90_d12,0.8713167410370826,0.8516983382058778,0.8713167410370826,0.01961840283120475,0.01961840283120475,0.0,1.0
bbbp,classification,37,3,16,et_120_d20_leaf2,0.8683355131558701,0.8516983382058778,0.8733555162332668,0.02165717802738898,0.016637174949992284,0.005020003077396695,0.7682060390763702
bbbp,classification,37,3,32,et_120_d20_leaf2,0.8683355131558701,0.8516983382058778,0.8733555162332668,0.02165717802738898,0.016637174949992284,0.005020003077396695,0.7682060390763702
bace,classification,37,1,4,logreg_l2_c0.1,0.8258355034722222,0.8258355034722222,0.8350802951388888,0.009244791666666585,0.0,0.009244791666666585,0.0
bace,classification,37,1,8,rf_60_sqrt,0.8385742187499999,0.8258355034722222,0.8394639756944444,0.013628472222222188,0.012738715277777701,0.0008897569444444864,0.9347133757961751
bace,classification,37,1,16,et_60_sqrt,0.8391710069444444,0.8258355034722222,0.8498589409722221,0.02402343749999991,0.013335503472222121,0.01068793402777779,0.555103884372175
bace,classification,37,1,32,et_60_sqrt,0.8391710069444444,0.8258355034722222,0.8498589409722221,0.02402343749999991,0.013335503472222121,0.01068793402777779,0.555103884372175
bace,classification,37,2,4,logreg_l2_c0.1,0.8678401244772924,0.8678401244772924,0.8678401244772924,0.0,0.0,0.0,
bace,classification,37,2,8,rf_90_leaf2,0.8993160232098285,0.8678401244772924,0.9025143980896192,0.03467427361232678,0.03147589873253609,0.0031983748797906886,0.9077594266126555
bace,classification,37,2,16,rf_90_leaf2,0.8993160232098285,0.8678401244772924,0.9025143980896192,0.03467427361232678,0.03147589873253609,0.0031983748797906886,0.9077594266126555
bace,classification,37,2,32,rf_90_leaf2,0.8993160232098285,0.8678401244772924,0.9025143980896192,0.03467427361232678,0.03147589873253609,0.0031983748797906886,0.9077594266126555
bace,classification,37,3,4,logreg_l2_c0.1,0.8719818638697696,0.8719818638697696,0.8719818638697696,0.0,0.0,0.0,
bace,classification,37,3,8,rf_120_d20_leaf2,0.8785553006300302,0.8719818638697696,0.8785553006300302,0.006573436760260565,0.006573436760260565,0.0,1.0
bace,classification,37,3,16,et_90_leaf2,0.8773170909355766,0.8719818638697696,0.8785553006300302,0.006573436760260565,0.0053352270658070244,0.0012382096944535403,0.8116343490304668
bace,classification,37,3,32,et_90_leaf2,0.8773170909355766,0.8719818638697696,0.8785553006300302,0.006573436760260565,0.0053352270658070244,0.0012382096944535403,0.8116343490304668
clintox,classification,37,1,4,logreg_l2_c0.1,0.8335613939062215,0.8335613939062215,0.8379401569056741,0.004378762999452612,0.0,0.004378762999452612,0.0
clintox,classification,37,1,8,rf_120_d20_leaf2,0.8433223864258348,0.8335613939062215,0.8571884692574349,0.023627075351213334,0.009760992519613265,0.013866082831600068,0.4131274131274146
clintox,classification,37,1,16,et_90_leaf2,0.8456029921547163,0.8335613939062215,0.8571884692574349,0.023627075351213334,0.012041598248494823,0.011585477102718511,0.5096525096525095
clintox,classification,37,1,32,et_90_leaf2,0.8456029921547163,0.8335613939062215,0.878717387338077,0.0451559934318555,0.012041598248494823,0.03311439518336068,0.26666666666666716
clintox,classification,37,2,4,logreg_l2_c0.1,0.8401559454191033,0.8401559454191033,0.8401559454191033,0.0,0.0,0.0,
clintox,classification,37,2,8,rf_90_d12,0.8344907407407407,0.8401559454191033,0.8401559454191033,0.0,-0.005665204678362623,0.005665204678362623,
clintox,classification,37,2,16,et_60_sqrt,0.8043067738791422,0.8401559454191033,0.8517300194931774,0.01157407407407407,-0.035849171539961144,0.047423245614035214,-3.0973684210526438
clintox,classification,37,2,32,lgbm_80_bag0.8,0.8636086744639375,0.8401559454191033,0.8728679337231968,0.0327119883040935,0.023452729044834197,0.0092592592592593,0.7169459962756034
clintox,classification,37,3,4,logreg_l2_c0.1,0.7985663082437277,0.7985663082437277,0.8099362803663879,0.011369972122660221,0.0,0.011369972122660221,0.0
clintox,classification,37,3,8,rf_90_d12,0.795400238948626,0.7985663082437277,0.8198327359617683,0.02126642771804066,-0.003166069295101659,0.024432497013142318,-0.14887640449438672
clintox,classification,37,3,16,rf_90_d12,0.795400238948626,0.7985663082437277,0.832078853046595,0.03351254480286736,-0.003166069295101659,0.03667861409796902,-0.09447415329768592
clintox,classification,37,3,32,xgb_80_d5,0.8378136200716846,0.7985663082437277,0.842094782954998,0.043528474711270304,0.03924731182795693,0.004281162883313372,0.9016468435498637
esol,regression,37,1,4,ridge_a10,-1.5358168920779205,-2.3151014252127267,-1.5358168920779205,0.7792845331348062,0.7792845331348062,0.0,1.0
esol,regression,37,1,8,rf_60_sqrt,-1.811833137112432,-2.3151014252127267,-1.5358168920779205,0.7792845331348062,0.5032682881002946,0.2760162450345116,0.6458081313070737
esol,regression,37,1,16,histgb_lr0.1,-1.7093423289853782,-2.3151014252127267,-1.5358168920779205,0.7792845331348062,0.6057590962273485,0.1735254369074577,0.7773272411689967
esol,regression,37,1,32,histgb_lr0.1,-1.7093423289853782,-2.3151014252127267,-1.5358168920779205,0.7792845331348062,0.6057590962273485,0.1735254369074577,0.7773272411689967
esol,regression,37,2,4,ridge_a10,-1.83137317308683,-2.4390717984277,-1.83137317308683,0.6076986253408703,0.6076986253408703,0.0,1.0
esol,regression,37,2,8,ridge_a10,-1.83137317308683,-2.4390717984277,-1.83137317308683,0.6076986253408703,0.6076986253408703,0.0,1.0
esol,regression,37,2,16,ridge_a10,-1.83137317308683,-2.4390717984277,-1.797278649684767,0.6417931487429331,0.6076986253408703,0.03409452340206287,0.9468761493187593
esol,regression,37,2,32,ridge_a10,-1.83137317308683,-2.4390717984277,-1.776396085361342,0.6626757130663581,0.6076986253408703,0.054977087725487817,0.9170377204996758
esol,regression,37,3,4,ridge_a10,-1.4193838819025708,-3.0284888720263163,-1.4193838819025708,1.6091049901237455,1.6091049901237455,0.0,1.0
esol,regression,37,3,8,ridge_a10,-1.4193838819025708,-3.0284888720263163,-1.346528681893797,1.6819601901325194,1.6091049901237455,0.07285520000877388,0.9566843493465599
esol,regression,37,3,16,ridge_a10,-1.4193838819025708,-3.0284888720263163,-1.346528681893797,1.6819601901325194,1.6091049901237455,0.07285520000877388,0.9566843493465599
esol,regression,37,3,32,ridge_a10,-1.4193838819025708,-3.0284888720263163,-1.346528681893797,1.6819601901325194,1.6091049901237455,0.07285520000877388,0.9566843493465599
freesolv,regression,37,1,4,ridge_a10,-2.142184631112406,-3.9350218080667823,-2.142184631112406,1.792837176954376,1.792837176954376,0.0,1.0
freesolv,regression,37,1,8,ridge_a10,-2.142184631112406,-3.9350218080667823,-2.142184631112406,1.792837176954376,1.792837176954376,0.0,1.0
freesolv,regression,37,1,16,et_60_sqrt,-2.21526239477792,-3.9350218080667823,-2.142184631112406,1.792837176954376,1.719759413288862,0.073077763665514,0.9592390404411087
freesolv,regression,37,1,32,lgbm_100_leaf10,-2.441862008253627,-3.9350218080667823,-2.142184631112406,1.792837176954376,1.4931597998131552,0.2996773771412209,0.8328474102426274
freesolv,regression,37,2,4,ridge_a10,-3.3027744625345217,-3.882297716175693,-3.089549378101031,0.792748338074662,0.5795232536411712,0.21322508443349086,0.7310305500591172
freesolv,regression,37,2,8,ridge_a10,-3.3027744625345217,-3.882297716175693,-3.089549378101031,0.792748338074662,0.5795232536411712,0.21322508443349086,0.7310305500591172
freesolv,regression,37,2,16,ridge_a10,-3.3027744625345217,-3.882297716175693,-3.089549378101031,0.792748338074662,0.5795232536411712,0.21322508443349086,0.7310305500591172
freesolv,regression,37,2,32,ridge_a10,-3.3027744625345217,-3.882297716175693,-3.089549378101031,0.792748338074662,0.5795232536411712,0.21322508443349086,0.7310305500591172
freesolv,regression,37,3,4,ridge_a10,-2.280506640828841,-4.122459917107518,-2.280506640828841,1.841953276278677,1.841953276278677,0.0,1.0
freesolv,regression,37,3,8,ridge_a10,-2.280506640828841,-4.122459917107518,-2.280506640828841,1.841953276278677,1.841953276278677,0.0,1.0
freesolv,regression,37,3,16,ridge_a10,-2.280506640828841,-4.122459917107518,-2.280506640828841,1.841953276278677,1.841953276278677,0.0,1.0
freesolv,regression,37,3,32,ridge_a10,-2.280506640828841,-4.122459917107518,-2.264881418261513,1.8575784988460051,1.841953276278677,0.015625222567328123,0.9915883917815398
lipo,regression,37,1,4,ridge_a10,-1.068908731190971,-1.1003791646874534,-1.068908731190971,0.031470433496482375,0.031470433496482375,0.0,1.0
lipo,regression,37,1,8,rf_60_sqrt,-1.0363566957637471,-1.1003791646874534,-1.0363566957637471,0.06402246892370633,0.06402246892370633,0.0,1.0
lipo,regression,37,1,16,histgb_lr0.1,-0.9983857533554968,-1.1003791646874534,-0.9983857533554968,0.10199341133195661,0.10199341133195661,0.0,1.0
lipo,regression,37,1,32,lgbm_80_bag0.8,-0.973081299268739,-1.1003791646874534,-0.9679936423163876,0.13238552237106582,0.12729786541871446,0.00508765695235136,0.9615693856757911
lipo,regression,37,2,4,ridge_a10,-1.0774679213643443,-1.1072225073928037,-1.0774679213643443,0.029754586028459373,0.029754586028459373,0.0,1.0
lipo,regression,37,2,8,rf_60_sqrt,-1.039382499457736,-1.1072225073928037,-1.0392041513184915,0.06801835607431217,0.06784000793506761,0.00017834813924455517,0.9973779410509466
lipo,regression,37,2,16,histgb_lr0.1,-1.003492041383436,-1.1072225073928037,-1.003492041383436,0.10373046600936764,0.10373046600936764,0.0,1.0
lipo,regression,37,2,32,lgbm_80_bag0.8,-0.9785679226881968,-1.1072225073928037,-0.9785679226881968,0.1286545847046069,0.1286545847046069,0.0,1.0
lipo,regression,37,3,4,ridge_a10,-1.0322354026198084,-1.0807139268857116,-1.0322354026198084,0.048478524265903156,0.048478524265903156,0.0,1.0
lipo,regression,37,3,8,ridge_a10,-1.0322354026198084,-1.0807139268857116,-0.9416402314342937,0.1390736954514179,0.048478524265903156,0.09059517118551474,0.34858154957734605
lipo,regression,37,3,16,histgb_lr0.1,-0.9274131312431152,-1.0807139268857116,-0.9133400686118992,0.16737385827381235,0.15330079564259635,0.014073062631215993,0.9159183950447423
lipo,regression,37,3,32,lgbm_80_bag0.8,-0.9096385809555952,-1.0807139268857116,-0.9023890133232136,0.1783249135624979,0.1710753459301163,0.007249567632381604,0.9593462994735122
tdc_caco2_wang,regression,37,1,4,ridge_a10,-0.602112079214859,-1.108496554850434,-0.602112079214859,0.506384475635575,0.506384475635575,0.0,1.0
tdc_caco2_wang,regression,37,1,8,ridge_a10,-0.602112079214859,-1.108496554850434,-0.5882475755611898,0.5202489792892442,0.506384475635575,0.013864503653669202,0.9733502530411291
tdc_caco2_wang,regression,37,1,16,histgb_lr0.1,-0.5660485753231707,-1.108496554850434,-0.5660485753231707,0.5424479795272633,0.5424479795272633,0.0,1.0
tdc_caco2_wang,regression,37,1,32,histgb_lr0.1,-0.5660485753231707,-1.108496554850434,-0.5599884591055392,0.5485080957448948,0.5424479795272633,0.006060116217631473,0.9889516376063664
tdc_caco2_wang,regression,37,2,4,ridge_a10,-0.5854297519055338,-1.0633309592993334,-0.5854297519055338,0.4779012073937996,0.4779012073937996,0.0,1.0
tdc_caco2_wang,regression,37,2,8,rf_60_sqrt,-0.6461091103364955,-1.0633309592993334,-0.5854297519055338,0.4779012073937996,0.41722184896283787,0.06067935843096173,0.8730294933509954
tdc_caco2_wang,regression,37,2,16,histgb_lr0.1,-0.6259262541577059,-1.0633309592993334,-0.5854297519055338,0.4779012073937996,0.43740470514162755,0.04049650225217205,0.9152617703708746
tdc_caco2_wang,regression,37,2,32,histgb_lr0.1,-0.6259262541577059,-1.0633309592993334,-0.5854297519055338,0.4779012073937996,0.43740470514162755,0.04049650225217205,0.9152617703708746
tdc_caco2_wang,regression,37,3,4,ridge_a10,-0.5627165381189151,-1.1882787261203038,-0.5627165381189151,0.6255621880013887,0.6255621880013887,0.0,1.0
tdc_caco2_wang,regression,37,3,8,ridge_a10,-0.5627165381189151,-1.1882787261203038,-0.5322860804998655,0.6559926456204384,0.6255621880013887,0.03043045761904961,0.9536115872301153
tdc_caco2_wang,regression,37,3,16,ridge_a10,-0.5627165381189151,-1.1882787261203038,-0.5213133039848572,0.6669654221354466,0.6255621880013887,0.04140323413405789,0.9379229675782956
tdc_caco2_wang,regression,37,3,32,ridge_a10,-0.5627165381189151,-1.1882787261203038,-0.5097970691007543,0.6784816570195495,0.6255621880013887,0.0529194690181608,0.9220030954843692
tdc_hia_hou,classification,37,1,4,logreg_l2_c0.1,0.8229834254143646,0.8229834254143646,0.8612154696132597,0.03823204419889503,0.0,0.03823204419889503,0.0
tdc_hia_hou,classification,37,1,8,logreg_l2_c0.1,0.8229834254143646,0.8229834254143646,0.8612154696132597,0.03823204419889503,0.0,0.03823204419889503,0.0
tdc_hia_hou,classification,37,1,16,logreg_l2_c0.1,0.8229834254143646,0.8229834254143646,0.8767955801104972,0.05381215469613254,0.0,0.05381215469613254,0.0
tdc_hia_hou,classification,37,1,32,logreg_l2_c0.1,0.8229834254143646,0.8229834254143646,0.8767955801104972,0.05381215469613254,0.0,0.05381215469613254,0.0
tdc_hia_hou,classification,37,2,4,logreg_l2_c1,0.9428415895481764,0.9486481582289964,0.9486481582289964,0.0,-0.005806568680819968,0.005806568680819968,
tdc_hia_hou,classification,37,2,8,logreg_l2_c1,0.9428415895481764,0.9486481582289964,0.9633460352023226,0.014697876973326252,-0.005806568680819968,0.02050444565414622,-0.3950617283950427
tdc_hia_hou,classification,37,2,16,logreg_l2_c1,0.9428415895481764,0.9486481582289964,0.9633460352023226,0.014697876973326252,-0.005806568680819968,0.02050444565414622,-0.3950617283950427
tdc_hia_hou,classification,37,2,32,logreg_l2_c1,0.9428415895481764,0.9486481582289964,0.9633460352023226,0.014697876973326252,-0.005806568680819968,0.02050444565414622,-0.3950617283950427
tdc_hia_hou,classification,37,3,4,logreg_l2_c0.1,0.9217105263157894,0.9217105263157894,0.9217105263157894,0.0,0.0,0.0,
tdc_hia_hou,classification,37,3,8,logreg_l2_c0.1,0.9217105263157894,0.9217105263157894,0.9217105263157894,0.0,0.0,0.0,
tdc_hia_hou,classification,37,3,16,et_120_d20_leaf2,0.932565789473684,0.9217105263157894,0.932565789473684,0.010855263157894535,0.010855263157894535,0.0,1.0
tdc_hia_hou,classification,37,3,32,et_120_d20_leaf2,0.932565789473684,0.9217105263157894,0.932565789473684,0.010855263157894535,0.010855263157894535,0.0,1.0
tdc_pgp_broccatelli,classification,37,1,4,logreg_l2_c1,0.8927536231884058,0.8996047430830039,0.8996047430830039,0.0,-0.006851119894598079,0.006851119894598079,
tdc_pgp_broccatelli,classification,37,1,8,rf_90_leaf2,0.9067779241692284,0.8996047430830039,0.9141999707217096,0.014595227638705688,0.007173181086224556,0.007422046552481132,0.491474423269816
tdc_pgp_broccatelli,classification,37,1,16,et_120_d20_leaf2,0.9321914800175668,0.8996047430830039,0.9342702386180648,0.03466549553506093,0.03258673693456293,0.0020787586004979985,0.9400337837837763
tdc_pgp_broccatelli,classification,37,1,32,et_120_d20_leaf2,0.9321914800175668,0.8996047430830039,0.9342702386180648,0.03466549553506093,0.03258673693456293,0.0020787586004979985,0.9400337837837763
tdc_pgp_broccatelli,classification,37,2,4,logreg_l2_c1,0.9014354066985646,0.9141216678058784,0.9141216678058784,0.0,-0.012686261107313856,0.012686261107313856,
tdc_pgp_broccatelli,classification,37,2,8,rf_90_d12,0.9203554340396446,0.9141216678058784,0.92904989747095,0.014928229665071568,0.006233766233766147,0.008694463431305421,0.41758241758241743
tdc_pgp_broccatelli,classification,37,2,16,et_60_sqrt,0.9240191387559809,0.9141216678058784,0.9360765550239236,0.02195488721804517,0.009897470950102405,0.012057416267942767,0.4508094645080878
tdc_pgp_broccatelli,classification,37,2,32,et_60_sqrt,0.9240191387559809,0.9141216678058784,0.9360765550239236,0.02195488721804517,0.009897470950102405,0.012057416267942767,0.4508094645080878
tdc_pgp_broccatelli,classification,37,3,4,logreg_l2_c1,0.8877922077922078,0.8697065897065898,0.8888696488696489,0.01916305916305916,0.018085618085618038,0.0010774410774411214,0.9437751004016042
tdc_pgp_broccatelli,classification,37,3,8,rf_60_sqrt,0.8965560365560366,0.8697065897065898,0.8965560365560366,0.02684944684944679,0.02684944684944679,0.0,1.0
tdc_pgp_broccatelli,classification,37,3,16,rf_60_sqrt,0.8965560365560366,0.8697065897065898,0.8965560365560366,0.02684944684944679,0.02684944684944679,0.0,1.0
tdc_pgp_broccatelli,classification,37,3,32,rf_60_sqrt,0.8965560365560366,0.8697065897065898,0.8965560365560366,0.02684944684944679,0.02684944684944679,0.0,1.0
bbbp,classification,53,1,4,logreg_l2_c0.1,0.8409582904663924,0.8409582904663924,0.8409582904663924,0.0,0.0,0.0,
bbbp,classification,53,1,8,rf_90_leaf2,0.8280874914266119,0.8409582904663924,0.8429516032235941,0.001993312757201715,-0.0128707990397805,0.014864111796982216,-6.456989247311594
bbbp,classification,53,1,16,et_120_d20_leaf2,0.8412690757887518,0.8409582904663924,0.8495316786694102,0.008573388203017784,0.00031078532235939704,0.008262602880658387,0.036250000000000275
