candidate,mean_roc_auc,mean_pr_auc,minority_recall,minority_false_negative_rate,mean_class_1_coverage,mean_set_size,mean_set_size_mapped_1_to_2
chemberta_mtr_linear_probe,0.7121554621931346,0.2045010124796745,0.3839285714285714,0.6160714285714286,0.902746086576386,1.6483233225270917,0.6483233225270917
gnn_gcn,0.6356314606593928,0.1337391850283191,0.9553571428571428,0.0446428571428571,0.8411503363936254,1.58792579473146,0.58792579473146
molformer_linear_probe,0.8152096056819812,0.3519781303057497,0.4857142857142857,0.5142857142857142,0.9052308484233048,1.443643273192967,0.4436432731929669
rdkit_rf,0.877677327945862,0.4325359691232452,0.1053571428571428,0.8946428571428572,0.894781247097788,1.2985508698043289,0.2985508698043289
