task,task_type,median,lo,hi,endpoint_mad,normalized_median,normalized_lo,normalized_hi,unit,interval_type,display_order
tdc_hia_hou,classification,0.0756578947368421,0.0608552631578946,0.083668249908659,0.003332430146184298,22.703520079324683,18.261527020326337,25.107277943833537,ROC-AUC gain,2.5th to 97.5th percentile distribution range across 220 registered K=3 subsets; not a confidence interval,1
tdc_pgp_broccatelli,classification,0.0242285438765669,-0.0241579791499597,0.0295767195767195,0.001908302702268501,12.696383989691542,-12.659406246840097,15.49896645933587,ROC-AUC gain,2.5th to 97.5th percentile distribution range across 220 registered K=3 subsets; not a confidence interval,2
bbbp,classification,0.022801584859209,-0.0035311642661178,0.0272131250392118,0.004411540180002803,5.1686222790323795,-0.8004379699689274,6.1686222790323795,ROC-AUC gain,2.5th to 97.5th percentile distribution range across 220 registered K=3 subsets; not a confidence interval,3
clintox,classification,0.0687056737588652,-0.005193196965091204,0.0970062957728383,0.0156955190199871,4.377406931964055,-0.330871311644938,6.180508949675882,ROC-AUC gain,2.5th to 97.5th percentile distribution range across 220 registered K=3 subsets; not a confidence interval,4
bace,classification,-0.0004010025062656,-0.0274671669793622,0.0077293233082705,0.005700396095133,-0.07034642848906167,-4.818466387417126,1.3559274091268496,ROC-AUC gain,2.5th to 97.5th percentile distribution range across 220 registered K=3 subsets; not a confidence interval,5
esol,regression,0.9427262886488714,0.0,1.036991521247864,0.09086052538889788,10.375531999334683,0.0,11.413003796856456,RMSE reduction,2.5th to 97.5th percentile distribution range across 220 registered K=3 subsets; not a confidence interval,6
freesolv,regression,0.9601086481674934,0.6957571925884314,1.176553640678252,0.1081907854267945,8.87421830223365,6.43083595191389,10.874804504255563,RMSE reduction,2.5th to 97.5th percentile distribution range across 220 registered K=3 subsets; not a confidence interval,7
tdc_caco2_wang,regression,0.0954918571045011,0.0,0.1176693401389915,0.015333011147840997,6.227860671577681,0.0,7.674248652428601,RMSE reduction,2.5th to 97.5th percentile distribution range across 220 registered K=3 subsets; not a confidence interval,8
lipo,regression,0.1480312912867867,0.0,0.2306334742511868,0.06679326563730031,2.216260724406316,0.0,3.452945024481493,RMSE reduction,2.5th to 97.5th percentile distribution range across 220 registered K=3 subsets; not a confidence interval,9
