candidate_count,metric,observed_endpoint_median,null_median,null_q025,null_q975,one_sided_p_observed_le_null,permutations
4,chance_adjusted_hit,1.0,-0.06666666666666667,-0.3333333333333333,0.4666666666666667,0.0001999600079984003,5000
4,normalized_mrr_gain,0.8608695652173914,-0.00869565217391289,-0.12463768115942013,0.11884057971014507,0.0001999600079984003,5000
8,chance_adjusted_hit,0.6799999999999999,0.03999999999999999,-0.17333333333333334,0.14666666666666664,0.0001999600079984003,5000
8,normalized_mrr_gain,0.32182405529261515,-0.009390729471865322,-0.09275336188115087,0.08322440087145973,0.0001999600079984003,5000
16,chance_adjusted_hit,0.17948717948717954,0.015384615384615353,-0.0666666666666667,0.0974358974358974,0.0001999600079984003,5000
16,normalized_mrr_gain,0.11820428916627569,-0.009953826813184463,-0.0661823076170054,0.05720296766528183,0.0003999200159968006,5000
32,chance_adjusted_hit,0.2643678160919541,-0.02988505747126436,-0.10344827586206896,0.04367816091954024,0.0001999600079984003,5000
32,normalized_mrr_gain,0.1568431190855437,-0.008940716444220304,-0.04744386322878963,0.03878343025106154,0.0001999600079984003,5000
