task,seed,outer_fold,left_outer_utility,left_representation,left_family,right_outer_utility,right_representation,right_family,full_utility_max,full_utility_min,full_utility_range,raw_utility_gain,normalized_utility_gain,comparison
freesolv,23,1,-1.4146426187997747,rdkit2d,lightgbm,-2.244413831118366,morgan512,lightgbm,-1.293868919977676,-6.184039296496714,4.890170376519038,0.8297712123185912,0.1696814524710376,realized multiview validation-best gain vs Morgan-only
freesolv,23,2,-1.9845203527814048,multiview,linear,-3.594720872418569,morgan512,lightgbm,-1.9845203527814048,-6.705997115356247,4.721476762574842,1.6102005196371643,0.34103747632531956,realized multiview validation-best gain vs Morgan-only
freesolv,23,3,-1.2196686065412106,rdkit2d,lightgbm,-2.414594600823617,morgan512,lightgbm,-1.1645538494402592,-5.247306048251642,4.082752198811383,1.1949259942824066,0.2926765907150297,realized multiview validation-best gain vs Morgan-only
freesolv,37,1,-1.4146426187997747,rdkit2d,lightgbm,-2.244413831118366,morgan512,lightgbm,-1.293868919977676,-6.184039296496714,4.890170376519038,0.8297712123185912,0.1696814524710376,realized multiview validation-best gain vs Morgan-only
freesolv,37,2,-1.9845203527814048,multiview,linear,-3.5837593165195005,morgan512,random_forest,-1.9845203527814048,-6.705997115356247,4.721476762574842,1.5992389637380957,0.3387158391659553,realized multiview validation-best gain vs Morgan-only
freesolv,37,3,-1.2196686065412106,rdkit2d,lightgbm,-2.414594600823617,morgan512,lightgbm,-1.1707967771590375,-5.247306048251642,4.076509271092604,1.1949259942824066,0.29312480723541623,realized multiview validation-best gain vs Morgan-only
freesolv,53,1,-1.4146426187997747,rdkit2d,lightgbm,-2.244413831118366,morgan512,lightgbm,-1.293868919977676,-6.184039296496714,4.890170376519038,0.8297712123185912,0.1696814524710376,realized multiview validation-best gain vs Morgan-only
freesolv,53,2,-1.9845203527814048,multiview,linear,-3.532334395373409,morgan512,random_forest,-1.9845203527814048,-6.705997115356247,4.721476762574842,1.5478140425920044,0.3278241364779923,realized multiview validation-best gain vs Morgan-only
freesolv,53,3,-1.2196686065412106,rdkit2d,lightgbm,-2.414594600823617,morgan512,lightgbm,-1.1372067031749524,-5.247306048251642,4.110099345076689,1.1949259942824066,0.2907292242738018,realized multiview validation-best gain vs Morgan-only
freesolv,71,1,-1.4146426187997747,rdkit2d,lightgbm,-2.244413831118366,morgan512,lightgbm,-1.293868919977676,-6.184039296496714,4.890170376519038,0.8297712123185912,0.1696814524710376,realized multiview validation-best gain vs Morgan-only
freesolv,71,2,-1.9845203527814048,multiview,linear,-3.561525179180132,morgan512,random_forest,-1.9845203527814048,-6.705997115356247,4.721476762574842,1.5770048263987273,0.3340066902158622,realized multiview validation-best gain vs Morgan-only
freesolv,71,3,-1.2196686065412106,rdkit2d,lightgbm,-2.414594600823617,morgan512,lightgbm,-1.1716455818285592,-5.247306048251642,4.075660466423082,1.1949259942824066,0.29318585395586405,realized multiview validation-best gain vs Morgan-only
lipo,11,1,-0.7531590689681468,multiview,lightgbm,-0.99660397614851,morgan512,lightgbm,-0.7531590689681468,-1.1006515404902455,0.3474924715220987,0.24344490718036327,0.7005760617316897,realized multiview validation-best gain vs Morgan-only
lipo,11,2,-0.7341546186961053,multiview,lightgbm,-0.9975050764157232,morgan512,lightgbm,-0.7341546186961053,-1.1074840243976385,0.37332940570153317,0.26335045771961785,0.7054104329787497,realized multiview validation-best gain vs Morgan-only
lipo,11,3,-0.7029213398945534,multiview,lightgbm,-0.9165373829785124,morgan512,lightgbm,-0.7029213398945534,-1.0811223483189367,0.3782010084243833,0.21361604308395898,0.5648214529461492,realized multiview validation-best gain vs Morgan-only
lipo,23,1,-0.7531590689681468,multiview,lightgbm,-0.99660397614851,morgan512,lightgbm,-0.7531590689681468,-1.1006515404902455,0.3474924715220987,0.24344490718036327,0.7005760617316897,realized multiview validation-best gain vs Morgan-only
lipo,23,2,-0.7341546186961053,multiview,lightgbm,-0.9975050764157232,morgan512,lightgbm,-0.7341546186961053,-1.1074840243976385,0.37332940570153317,0.26335045771961785,0.7054104329787497,realized multiview validation-best gain vs Morgan-only
lipo,23,3,-0.7029213398945534,multiview,lightgbm,-0.9165373829785124,morgan512,lightgbm,-0.7029213398945534,-1.0811223483189367,0.3782010084243833,0.21361604308395898,0.5648214529461492,realized multiview validation-best gain vs Morgan-only
lipo,37,1,-0.7531590689681468,multiview,lightgbm,-0.99660397614851,morgan512,lightgbm,-0.7531590689681468,-1.1006515404902455,0.3474924715220987,0.24344490718036327,0.7005760617316897,realized multiview validation-best gain vs Morgan-only
lipo,37,2,-0.7341546186961053,multiview,lightgbm,-0.9975050764157232,morgan512,lightgbm,-0.7341546186961053,-1.1074840243976385,0.37332940570153317,0.26335045771961785,0.7054104329787497,realized multiview validation-best gain vs Morgan-only
lipo,37,3,-0.7029213398945534,multiview,lightgbm,-0.9165373829785124,morgan512,lightgbm,-0.7029213398945534,-1.0811223483189367,0.3782010084243833,0.21361604308395898,0.5648214529461492,realized multiview validation-best gain vs Morgan-only
lipo,53,1,-0.7531590689681468,multiview,lightgbm,-0.99660397614851,morgan512,lightgbm,-0.7531590689681468,-1.1006515404902455,0.3474924715220987,0.24344490718036327,0.7005760617316897,realized multiview validation-best gain vs Morgan-only
lipo,53,2,-0.7341546186961053,multiview,lightgbm,-0.9975050764157232,morgan512,lightgbm,-0.7341546186961053,-1.1074840243976385,0.37332940570153317,0.26335045771961785,0.7054104329787497,realized multiview validation-best gain vs Morgan-only
lipo,53,3,-0.7029213398945534,multiview,lightgbm,-0.9165373829785124,morgan512,lightgbm,-0.7029213398945534,-1.0811223483189367,0.3782010084243833,0.21361604308395898,0.5648214529461492,realized multiview validation-best gain vs Morgan-only
lipo,71,1,-0.7531590689681468,multiview,lightgbm,-0.99660397614851,morgan512,lightgbm,-0.7531590689681468,-1.1006515404902455,0.3474924715220987,0.24344490718036327,0.7005760617316897,realized multiview validation-best gain vs Morgan-only
lipo,71,2,-0.7341546186961053,multiview,lightgbm,-0.9975050764157232,morgan512,lightgbm,-0.7341546186961053,-1.1074840243976385,0.37332940570153317,0.26335045771961785,0.7054104329787497,realized multiview validation-best gain vs Morgan-only
lipo,71,3,-0.7029213398945534,multiview,lightgbm,-0.9165373829785124,morgan512,lightgbm,-0.7029213398945534,-1.0811223483189367,0.3782010084243833,0.21361604308395898,0.5648214529461492,realized multiview validation-best gain vs Morgan-only
tdc_caco2_wang,11,1,-0.4677203415560546,rdkit2d,lightgbm,-0.5612774773019102,morgan512,lightgbm,-0.4677203415560546,-1.2506871884640738,0.7829668469080192,0.09355713574585567,0.11949054562823208,realized multiview validation-best gain vs Morgan-only
tdc_caco2_wang,11,2,-0.4401240882137068,multiview,lightgbm,-0.6629539451239785,morgan512,lightgbm,-0.4401240882137068,-1.2511676794586275,0.8110435912449208,0.22282985691027174,0.2747446121462306,realized multiview validation-best gain vs Morgan-only
tdc_caco2_wang,11,3,-0.5104325369859287,rdkit2d,lightgbm,-0.5113633120227917,morgan512,lightgbm,-0.4571491902648016,-1.3645124333845986,0.907363243119797,0.0009307750368630074,0.001025802008094039,realized multiview validation-best gain vs Morgan-only
tdc_caco2_wang,23,1,-0.4677203415560546,rdkit2d,lightgbm,-0.5612774773019102,morgan512,lightgbm,-0.4677203415560546,-1.2506871884640738,0.7829668469080192,0.09355713574585567,0.11949054562823208,realized multiview validation-best gain vs Morgan-only
tdc_caco2_wang,23,2,-0.4401240882137068,multiview,lightgbm,-0.6629539451239785,morgan512,lightgbm,-0.4401240882137068,-1.2511676794586275,0.8110435912449208,0.22282985691027174,0.2747446121462306,realized multiview validation-best gain vs Morgan-only
tdc_caco2_wang,23,3,-0.5104325369859287,rdkit2d,lightgbm,-0.5113633120227917,morgan512,lightgbm,-0.4600488042639477,-1.3645124333845986,0.9044636291206509,0.0009307750368630074,0.0010290906200041867,realized multiview validation-best gain vs Morgan-only
tdc_caco2_wang,37,1,-0.4677203415560546,rdkit2d,lightgbm,-0.5612774773019102,morgan512,lightgbm,-0.4677203415560546,-1.2506871884640738,0.7829668469080192,0.09355713574585567,0.11949054562823208,realized multiview validation-best gain vs Morgan-only
tdc_caco2_wang,37,2,-0.4401240882137068,multiview,lightgbm,-0.6629539451239785,morgan512,lightgbm,-0.4401240882137068,-1.2511676794586275,0.8110435912449208,0.22282985691027174,0.2747446121462306,realized multiview validation-best gain vs Morgan-only
tdc_caco2_wang,37,3,-0.5104325369859287,rdkit2d,lightgbm,-0.5113633120227917,morgan512,lightgbm,-0.4537912401663454,-1.3645124333845986,0.9107211932182532,0.0009307750368630074,0.0010220197397338357,realized multiview validation-best gain vs Morgan-only
tdc_caco2_wang,53,1,-0.4677203415560546,rdkit2d,lightgbm,-0.5612774773019102,morgan512,lightgbm,-0.4677203415560546,-1.2506871884640738,0.7829668469080192,0.09355713574585567,0.11949054562823208,realized multiview validation-best gain vs Morgan-only
tdc_caco2_wang,53,2,-0.4401240882137068,multiview,lightgbm,-0.6629539451239785,morgan512,lightgbm,-0.4401240882137068,-1.2511676794586275,0.8110435912449208,0.22282985691027174,0.2747446121462306,realized multiview validation-best gain vs Morgan-only
tdc_caco2_wang,53,3,-0.5104325369859287,rdkit2d,lightgbm,-0.5113633120227917,morgan512,lightgbm,-0.4580510531781468,-1.3645124333845986,0.9064613802064518,0.0009307750368630074,0.0010268226062218094,realized multiview validation-best gain vs Morgan-only
tdc_caco2_wang,71,1,-0.4677203415560546,rdkit2d,lightgbm,-0.5612774773019102,morgan512,lightgbm,-0.4677203415560546,-1.2506871884640738,0.7829668469080192,0.09355713574585567,0.11949054562823208,realized multiview validation-best gain vs Morgan-only
tdc_caco2_wang,71,2,-0.4401240882137068,multiview,lightgbm,-0.6629539451239785,morgan512,lightgbm,-0.4401240882137068,-1.2511676794586275,0.8110435912449208,0.22282985691027174,0.2747446121462306,realized multiview validation-best gain vs Morgan-only
tdc_caco2_wang,71,3,-0.5104325369859287,rdkit2d,lightgbm,-0.5113633120227917,morgan512,lightgbm,-0.4513019057016775,-1.3645124333845986,0.9132105276829211,0.0009307750368630074,0.001019233800583369,realized multiview validation-best gain vs Morgan-only
tdc_hia_hou,11,1,0.9837602544784864,multiview,linear,0.9114347898878286,morgan512,random_forest,0.9922986773815504,0.8886656621463251,0.10363301523522528,0.0723254645906578,0.6978998384491093,realized multiview validation-best gain vs Morgan-only
tdc_hia_hou,11,2,0.9664596273291924,maccs,random_forest,0.9003726708074534,morgan512,random_forest,0.977391304347826,0.884223602484472,0.09316770186335399,0.06608695652173902,0.7093333333333325,realized multiview validation-best gain vs Morgan-only
tdc_hia_hou,11,3,0.9477848101265824,multiview,linear,0.9034810126582278,morgan512,random_forest,0.9712025316455696,0.8566455696202532,0.1145569620253164,0.044303797468354666,0.38674033149171494,realized multiview validation-best gain vs Morgan-only
tdc_hia_hou,23,1,0.9555555555555556,multiview,linear,0.8282651072124756,morgan512,random_forest,0.980896686159844,0.7594541910331385,0.22144249512670555,0.12729044834308,0.5748239436619725,realized multiview validation-best gain vs Morgan-only
tdc_hia_hou,23,2,0.9758382642998028,multiview,lightgbm,0.939595660749507,morgan512,random_forest,0.9780571992110454,0.9053254437869824,0.07273175542406296,0.03624260355029585,0.4983050847457636,realized multiview validation-best gain vs Morgan-only
tdc_hia_hou,23,3,0.9844155844155844,multiview,lightgbm,0.8844155844155844,morgan512,random_forest,0.9857142857142858,0.8646753246753247,0.12103896103896106,0.09999999999999998,0.8261802575107293,realized multiview validation-best gain vs Morgan-only
tdc_hia_hou,37,1,0.9445303867403314,multiview,lightgbm,0.8110497237569061,morgan512,random_forest,0.9752486187845304,0.758232044198895,0.2170165745856354,0.1334806629834253,0.6150712830957225,realized multiview validation-best gain vs Morgan-only
tdc_hia_hou,37,2,0.9874795862819814,multiview,random_forest,0.8998366902558519,morgan512,linear,0.9907457811649428,0.8998366902558519,0.09090909090909094,0.08764289602612951,0.9640718562874243,realized multiview validation-best gain vs Morgan-only
tdc_hia_hou,37,3,0.9684210526315792,rdkit2d,linear,0.8960526315789474,morgan512,random_forest,0.9717105263157896,0.8921052631578947,0.07960526315789485,0.07236842105263175,0.90909090909091,realized multiview validation-best gain vs Morgan-only
tdc_hia_hou,53,1,0.9455608330288636,multiview,random_forest,0.8618925831202046,morgan512,random_forest,0.9539641943734016,0.8297405918889296,0.12422360248447206,0.08366824990865906,0.6735294117647054,realized multiview validation-best gain vs Morgan-only
tdc_hia_hou,53,2,0.9379248658318426,multiview,lightgbm,0.8085867620751341,morgan512,random_forest,0.9778175313059037,0.7212880143112701,0.25652951699463356,0.1293381037567085,0.5041841004184099,realized multiview validation-best gain vs Morgan-only
tdc_hia_hou,53,3,0.9906522642293312,multiview,random_forest,0.9565849605317824,morgan512,lightgbm,0.997507270461155,0.924802658911508,0.07270461154964691,0.034067303697548734,0.46857142857142714,realized multiview validation-best gain vs Morgan-only
tdc_hia_hou,71,1,0.9821882951653944,multiview,lightgbm,0.9631043256997456,morgan512,random_forest,0.9940627650551316,0.931297709923664,0.06276505513146757,0.01908396946564883,0.30405405405405256,realized multiview validation-best gain vs Morgan-only
tdc_hia_hou,71,2,0.9238191244239632,multiview,lightgbm,0.7857142857142857,morgan512,random_forest,0.9704781105990784,0.7292626728110598,0.24121543778801857,0.1381048387096775,0.5725373134328358,realized multiview validation-best gain vs Morgan-only
tdc_hia_hou,71,3,0.9675751879699248,multiview,linear,0.8980263157894737,morgan512,linear,0.9896616541353384,0.8980263157894737,0.09163533834586468,0.06954887218045114,0.7589743589743589,realized multiview validation-best gain vs Morgan-only
tdc_pgp_broccatelli,11,1,0.9172540063787062,multiview,lightgbm,0.9104421782100248,morgan512,random_forest,0.9315667204787969,0.8129503484663542,0.11861637201244268,0.006811828168681422,0.05742738589211674,realized multiview validation-best gain vs Morgan-only
tdc_pgp_broccatelli,11,2,0.9243175181504004,rdkit2d,lightgbm,0.8945267500736732,morgan512,random_forest,0.9295684089265142,0.8197015565140515,0.10986685241246263,0.029790768076727203,0.27115337722506666,realized multiview validation-best gain vs Morgan-only
tdc_pgp_broccatelli,11,3,0.91905325443787,multiview,random_forest,0.9163609467455622,morgan512,random_forest,0.9263165680473372,0.8645266272189349,0.06178994082840228,0.0026923076923077716,0.04357194158487087,realized multiview validation-best gain vs Morgan-only
tdc_pgp_broccatelli,23,1,0.9378306878306878,rdkit2d,random_forest,0.9082539682539682,morgan512,random_forest,0.937910052910053,0.7426190476190476,0.1952910052910054,0.02957671957671959,0.15144947168788944,realized multiview validation-best gain vs Morgan-only
tdc_pgp_broccatelli,23,2,0.9242635492635491,rdkit2d,lightgbm,0.9084799084799084,morgan512,lightgbm,0.9307521807521808,0.8711032461032461,0.059648934648934726,0.015783640783640696,0.2646089301768037,realized multiview validation-best gain vs Morgan-only
tdc_pgp_broccatelli,23,3,0.9412590216519646,multiview,random_forest,0.9014300989040362,morgan512,random_forest,0.9478748997594226,0.831361935311414,0.11651296444800863,0.039828922747928375,0.34184112417550894,realized multiview validation-best gain vs Morgan-only
tdc_pgp_broccatelli,37,1,0.9450153711023276,multiview,random_forest,0.9090909090909092,morgan512,random_forest,0.9450153711023276,0.8637973942321768,0.08121797687015075,0.03592446201141841,0.4423215573179511,realized multiview validation-best gain vs Morgan-only
tdc_pgp_broccatelli,37,2,0.9665345181134656,multiview,random_forest,0.9224606971975392,morgan512,random_forest,0.9665345181134656,0.8705126452494873,0.09602187286397823,0.044073820915926376,0.4589977220956735,realized multiview validation-best gain vs Morgan-only
tdc_pgp_broccatelli,37,3,0.8974699374699374,rdkit2d,lightgbm,0.8804425204425205,morgan512,random_forest,0.9151322751322752,0.8242039442039442,0.09092833092833108,0.017027417027416947,0.18726195514176774,realized multiview validation-best gain vs Morgan-only
tdc_pgp_broccatelli,53,1,0.9280906593406594,rdkit2d,random_forest,0.9313186813186812,morgan512,random_forest,0.9393887362637362,0.7999656593406593,0.13942307692307687,-0.0032280219780218555,-0.02315270935960504,realized multiview validation-best gain vs Morgan-only
tdc_pgp_broccatelli,53,2,0.9372468659594986,multiview,lightgbm,0.9130183220829317,morgan512,random_forest,0.9454194792671166,0.8659594985535197,0.07945998071359683,0.02422854387656692,0.3049150485436884,realized multiview validation-best gain vs Morgan-only
tdc_pgp_broccatelli,53,3,0.9194972347913524,multiview,random_forest,0.8867370537958773,morgan512,random_forest,0.9244243338360986,0.8414680744092509,0.0829562594268477,0.03276018099547506,0.3949090909090901,realized multiview validation-best gain vs Morgan-only
tdc_pgp_broccatelli,71,1,0.9420068422625968,rdkit2d,random_forest,0.9026472248978642,morgan512,random_forest,0.9420068422625968,0.8637526156707742,0.07825422659182257,0.03935961736473259,0.5029711375212237,realized multiview validation-best gain vs Morgan-only
tdc_pgp_broccatelli,71,2,0.924069328777849,rdkit2d,lightgbm,0.9135525660189336,morgan512,random_forest,0.9336429639120224,0.8032066339241226,0.13043632998789978,0.010516762758915332,0.08062755798090106,realized multiview validation-best gain vs Morgan-only
tdc_pgp_broccatelli,71,3,0.9407405439864004,rdkit2d,random_forest,0.9256002974925628,morgan512,random_forest,0.9517371440713982,0.836644708882278,0.11509243518912016,0.015140246493837606,0.13154858066005048,realized multiview validation-best gain vs Morgan-only
bbbp,11,1,0.8727820731227887,rdkit2d,random_forest,0.8633818197702354,morgan512,random_forest,0.8776132442231249,0.7910016162145633,0.08661162800856159,0.009400253352553234,0.10853338712931265,full-pool validation-best gain vs fixed Morgan RF
bbbp,11,2,0.8939116356354649,multiview,random_forest,0.8796102992345165,morgan512,random_forest,0.8988255009728318,0.7658102907133626,0.13301521025946916,0.014301336400948439,0.1075165492205832,full-pool validation-best gain vs fixed Morgan RF
bbbp,11,3,0.9349788705339992,multiview,random_forest,0.9151718431395728,morgan512,random_forest,0.936692869174621,0.8544578740506517,0.08223499512396937,0.019807027394426413,0.24085886263588016,full-pool validation-best gain vs fixed Morgan RF
bbbp,23,1,0.9393048811653462,multiview,random_forest,0.8999914813868303,morgan512,random_forest,0.9393048811653462,0.8056371922650994,0.13366768890024672,0.03931339977851589,0.29411296104516793,full-pool validation-best gain vs fixed Morgan RF
bbbp,23,2,0.8844356261022929,rdkit2d,random_forest,0.8762786596119929,morgan512,random_forest,0.8882716049382717,0.7948192239858907,0.09345238095238106,0.008156966490299955,0.08728473696626693,full-pool validation-best gain vs fixed Morgan RF
bbbp,23,3,0.8884730538922155,multiview,random_forest,0.8693181818181819,morgan512,random_forest,0.8984360823806932,0.7573602794411178,0.14107580293957533,0.019154872074033658,0.13577716146147292,full-pool validation-best gain vs fixed Morgan RF
bbbp,37,1,0.9427700675168792,multiview,random_forest,0.906029632408102,morgan512,random_forest,0.9427700675168792,0.8146567891972993,0.12811327831957986,0.036740435108777225,0.2867808519982436,full-pool validation-best gain vs fixed Morgan RF
bbbp,37,2,0.9171947215425476,rdkit2d,random_forest,0.8899815965033357,morgan512,random_forest,0.9171947215425476,0.7857508835769705,0.13144383796557702,0.027213125039211805,0.2070323376158453,full-pool validation-best gain vs fixed Morgan RF
bbbp,37,3,0.8772311124788428,multiview,random_forest,0.8553046622557317,morgan512,random_forest,0.8796112863517465,0.7781485613171257,0.10146272503462073,0.021926450223111127,0.2161035022036858,full-pool validation-best gain vs fixed Morgan RF
bbbp,53,1,0.8584158521947874,multiview,random_forest,0.826383530521262,morgan512,random_forest,0.8605699159807956,0.7475405092592593,0.11302940672153627,0.03203232167352543,0.28339812268891695,full-pool validation-best gain vs fixed Morgan RF
bbbp,53,2,0.9267813966718816,multiview,random_forest,0.9109017209500784,morgan512,random_forest,0.9267813966718816,0.7925330678424121,0.13424832882946958,0.015879675721803266,0.11828583536391428,full-pool validation-best gain vs fixed Morgan RF
bbbp,53,3,0.9210802674414532,multiview,random_forest,0.8561802079322295,morgan512,random_forest,0.9210802674414532,0.8135202623073242,0.107560005134129,0.06490005950922373,0.6033846821436308,full-pool validation-best gain vs fixed Morgan RF
bbbp,71,1,0.943748901002286,multiview,random_forest,0.9059170036926324,morgan512,random_forest,0.943748901002286,0.7843766484965711,0.15937225250571496,0.03783189730965364,0.23738070281899928,full-pool validation-best gain vs fixed Morgan RF
bbbp,71,2,0.8785454895595477,maccs,lightgbm,0.8813378634900547,morgan512,random_forest,0.919763954991884,0.8009505075793008,0.11881344741258326,-0.0027923739305070194,-0.02350217076700432,full-pool validation-best gain vs fixed Morgan RF
bbbp,71,3,0.8610606784519828,multiview,lightgbm,0.8567088708393056,morgan512,random_forest,0.8784838350055741,0.8106386367255933,0.06784519827998081,0.004351807612677172,0.0641431924882629,full-pool validation-best gain vs fixed Morgan RF
bace,11,1,0.8816717273954117,multiview,random_forest,0.8730347503373819,morgan512,random_forest,0.8824477058029689,0.7821524966261809,0.10029520917678802,0.008636977058029793,0.08611554957531017,full-pool validation-best gain vs fixed Morgan RF
bace,11,2,0.8775444960592934,rdkit2d,random_forest,0.877303095151104,morgan512,random_forest,0.8910172764758078,0.8114006472154079,0.07961662926039981,0.00024140090818935978,0.003032041301319311,full-pool validation-best gain vs fixed Morgan RF
bace,11,3,0.8579070201643016,rdkit2d,random_forest,0.8785754294249442,morgan512,random_forest,0.8802744585511575,0.7838125466766244,0.09646191187453312,-0.020668409260642506,-0.21426497628956043,full-pool validation-best gain vs fixed Morgan RF
bace,23,1,0.9003019844693702,multiview,random_forest,0.8815358067299396,morgan512,random_forest,0.901926948518838,0.7992953695714697,0.1026315789473683,0.018766177739430567,0.18284993694829807,full-pool validation-best gain vs fixed Morgan RF
bace,23,2,0.8404417552144825,morgan512,random_forest,0.8404417552144825,morgan512,random_forest,0.8444571526957891,0.7086469401810311,0.135810212514758,0.0,0.0,full-pool validation-best gain vs fixed Morgan RF
bace,23,3,0.8777954867435743,multiview,random_forest,0.8879781420765027,morgan512,random_forest,0.8879781420765027,0.8112540477636107,0.07672409431289207,-0.010182655332928392,-0.13271783035198872,full-pool validation-best gain vs fixed Morgan RF
bace,37,1,0.8333333333333334,multiview,random_forest,0.8430230034722221,morgan512,random_forest,0.8430230034722221,0.7952365451388889,0.04778645833333328,-0.009689670138888773,-0.2027702089009969,full-pool validation-best gain vs fixed Morgan RF
bace,37,2,0.8976628091672338,multiview,random_forest,0.9004829978281305,morgan512,random_forest,0.9004829978281305,0.7409100240958647,0.15957297373226575,-0.0028201886608966165,-0.017673347778981528,full-pool validation-best gain vs fixed Morgan RF
bace,37,3,0.8747678356822901,morgan512,random_forest,0.8747678356822901,morgan512,random_forest,0.8809497796715103,0.7804362868276339,0.10051349284387645,0.0,0.0,full-pool validation-best gain vs fixed Morgan RF
bace,53,1,0.8931905594405595,morgan512,random_forest,0.8931905594405595,morgan512,random_forest,0.8931905594405595,0.7990297202797202,0.09416083916083928,0.0,0.0,full-pool validation-best gain vs fixed Morgan RF
bace,53,2,0.9002151585271789,multiview,random_forest,0.8991393658912841,morgan512,random_forest,0.9002151585271789,0.7750223277716883,0.1251928307554906,0.0010757926358948566,0.008593084998580684,full-pool validation-best gain vs fixed Morgan RF
bace,53,3,0.8545841150719199,multiview,random_forest,0.8418886804252659,morgan512,random_forest,0.8591619762351469,0.7707442151344589,0.088417761100688,0.012695434646654014,0.14358466544065462,full-pool validation-best gain vs fixed Morgan RF
bace,71,1,0.8868562510837523,multiview,random_forest,0.889187522879217,morgan512,random_forest,0.889187522879217,0.7991252914089745,0.0900622314702425,-0.0023312717954646622,-0.025885121403359173,full-pool validation-best gain vs fixed Morgan RF
bace,71,2,0.8783389450056117,multiview,random_forest,0.8562008978675646,morgan512,random_forest,0.8783389450056117,0.7420482603815938,0.13629068462401794,0.022138047138047123,0.1624325770988594,full-pool validation-best gain vs fixed Morgan RF
bace,71,3,0.8709874686716791,multiview,random_forest,0.8632581453634085,morgan512,random_forest,0.8709874686716791,0.7570726817042608,0.1139147869674183,0.007729323308270586,0.06785179970078259,full-pool validation-best gain vs fixed Morgan RF
clintox,11,1,0.9384546271338724,multiview,lightgbm,0.8197564140960367,morgan512,random_forest,0.9384546271338724,0.728711190975342,0.20974343615853042,0.11869821303783568,0.5659209900047598,full-pool validation-best gain vs fixed Morgan RF
clintox,11,2,0.8899653861816208,multiview,lightgbm,0.7641848785122844,morgan512,random_forest,0.8899653861816208,0.757703271345188,0.1322621148364328,0.12578050766933635,0.9509942270686342,full-pool validation-best gain vs fixed Morgan RF
clintox,11,3,0.9451530612244898,multiview,lightgbm,0.856327947845805,morgan512,random_forest,0.9451530612244898,0.704719387755102,0.24043367346938782,0.08882511337868482,0.369437076333628,full-pool validation-best gain vs fixed Morgan RF
clintox,23,1,0.908348457350272,multiview,lightgbm,0.8352346383199377,morgan512,random_forest,0.908348457350272,0.7234033359260219,0.18494512142425013,0.07311381903033431,0.3953271028037379,full-pool validation-best gain vs fixed Morgan RF
clintox,23,2,0.9229460093896714,multiview,lightgbm,0.8364730046948358,morgan512,random_forest,0.9229460093896714,0.7933978873239437,0.12954812206572774,0.08647300469483565,0.6674971687429214,full-pool validation-best gain vs fixed Morgan RF
clintox,23,3,0.9207888988821792,multiview,lightgbm,0.8220694676431538,morgan512,random_forest,0.9207888988821792,0.6748254743243822,0.24596342455779696,0.09871943123902538,0.40135817516977246,full-pool validation-best gain vs fixed Morgan RF
clintox,37,1,0.91776135741653,multiview,lightgbm,0.8439609560299215,morgan512,random_forest,0.91776135741653,0.7705254515599343,0.14723590585659563,0.07380040138660848,0.5012391573729873,full-pool validation-best gain vs fixed Morgan RF
clintox,37,2,0.9318347953216374,multiview,lightgbm,0.8203581871345028,morgan512,random_forest,0.9318347953216374,0.7673611111111112,0.16447368421052622,0.11147660818713456,0.6777777777777786,full-pool validation-best gain vs fixed Morgan RF
clintox,37,3,0.893110314615691,multiview,lightgbm,0.7821186778176027,morgan512,random_forest,0.9166865790521704,0.7428514536041418,0.1738351254480286,0.11099163679808832,0.6384879725085908,full-pool validation-best gain vs fixed Morgan RF
clintox,53,1,0.921254247760272,multiview,lightgbm,0.8529502625888167,morgan512,random_forest,0.921254247760272,0.7511275872721657,0.17012666048810632,0.0683039851714553,0.4014890139822059,full-pool validation-best gain vs fixed Morgan RF
clintox,53,2,0.9452088152928284,multiview,lightgbm,0.8352814643451438,morgan512,random_forest,0.9452088152928284,0.7175615893502171,0.22764722594261133,0.10992735094768458,0.4828846496701729,full-pool validation-best gain vs fixed Morgan RF
clintox,53,3,0.8395614035087718,maccs,lightgbm,0.7910964912280701,morgan512,random_forest,0.8999999999999999,0.6575438596491228,0.24245614035087715,0.04846491228070171,0.19989146164978278,full-pool validation-best gain vs fixed Morgan RF
clintox,71,1,0.8803033306899287,multiview,lightgbm,0.8322759714512292,morgan512,random_forest,0.8984932593180016,0.7467287866772404,0.1517644726407612,0.048027359238699496,0.31645983017635587,full-pool validation-best gain vs fixed Morgan RF
clintox,71,2,0.9000644745325597,maccs,lightgbm,0.8208816892327531,morgan512,random_forest,0.9111460348162476,0.7267085751128304,0.18443745970341718,0.0791827852998066,0.42932051562158624,full-pool validation-best gain vs fixed Morgan RF
clintox,71,3,0.9330894032221466,multiview,lightgbm,0.8255048786022238,morgan512,random_forest,0.9330894032221466,0.7510494667574313,0.18203993646471528,0.10758452461992285,0.5909940791523838,full-pool validation-best gain vs fixed Morgan RF
esol,11,1,-0.695818331022376,rdkit2d,lightgbm,-1.6827512989611448,morgan512,random_forest,-0.6715642518967673,-2.565254914196176,1.8936906622994087,0.9869329679387688,0.5211690523627487,full-pool validation-best gain vs fixed Morgan RF
esol,11,2,-0.8743298920117457,multiview,lightgbm,-1.9525806057265576,morgan512,random_forest,-0.8583628907748124,-2.7056892486308697,1.8473263578560573,1.0782507137148118,0.5836817675065233,full-pool validation-best gain vs fixed Morgan RF
