task,task_type,seed,outer_fold,variant,candidate_count,oracle_validation_rank,top3_hit,chance_adjusted_hit,mrr,spearman
tdc_pgp_broccatelli,classification,23,1,full_multiview,12,4,0.0,-0.3333333333333333,0.25,0.7272727272727274
tdc_pgp_broccatelli,classification,23,1,morgan_only,3,1,1.0,0.0,1.0,1.0
tdc_pgp_broccatelli,classification,23,1,fingerprints_only,6,3,1.0,1.0,0.3333333333333333,0.08571428571428573
tdc_pgp_broccatelli,classification,23,1,no_multiview_concat,9,1,1.0,1.0,1.0,0.5833333333333334
tdc_pgp_broccatelli,classification,23,2,full_multiview,12,3,1.0,1.0,0.3333333333333333,0.4895104895104896
tdc_pgp_broccatelli,classification,23,2,morgan_only,3,2,1.0,0.0,0.5,0.5
tdc_pgp_broccatelli,classification,23,2,fingerprints_only,6,5,0.0,-1.0,0.2,0.028571428571428574
tdc_pgp_broccatelli,classification,23,2,no_multiview_concat,9,1,1.0,1.0,1.0,0.35
tdc_pgp_broccatelli,classification,23,3,full_multiview,12,5,0.0,-0.3333333333333333,0.2,0.7342657342657343
tdc_pgp_broccatelli,classification,23,3,morgan_only,3,2,1.0,0.0,0.5,0.5
tdc_pgp_broccatelli,classification,23,3,fingerprints_only,6,2,1.0,1.0,0.5,0.8857142857142858
tdc_pgp_broccatelli,classification,23,3,no_multiview_concat,9,3,1.0,1.0,0.3333333333333333,0.7166666666666667
