task,task_type,seed,outer_fold,outer_split_type,candidate_order,candidate,representation,family,n_train,n_test,outer_utility,fit_seconds,roc_auc,pr_auc,rmse
tdc_caco2_wang,regression,71,1,scaffold_group,1,morgan512__linear,morgan512,linear,604,302,-1.2506871884640738,0.026259099948219955,,,1.2506871884640738
tdc_caco2_wang,regression,71,1,scaffold_group,2,morgan512__random_forest,morgan512,random_forest,604,302,-0.5967437553838724,0.11889169993810356,,,0.5967437553838724
tdc_caco2_wang,regression,71,1,scaffold_group,3,morgan512__lightgbm,morgan512,lightgbm,604,302,-0.5612774773019102,0.09649399993941188,,,0.5612774773019102
tdc_caco2_wang,regression,71,1,scaffold_group,4,maccs__linear,maccs,linear,604,302,-0.6306353612580736,0.006902600056491792,,,0.6306353612580736
tdc_caco2_wang,regression,71,1,scaffold_group,5,maccs__random_forest,maccs,random_forest,604,302,-0.5364984086642338,0.10473839996848255,,,0.5364984086642338
tdc_caco2_wang,regression,71,1,scaffold_group,6,maccs__lightgbm,maccs,lightgbm,604,302,-0.5393960484836294,0.05484950006939471,,,0.5393960484836294
tdc_caco2_wang,regression,71,1,scaffold_group,7,rdkit2d__linear,rdkit2d,linear,604,302,-0.5163999490947747,0.013901400030590594,,,0.5163999490947747
tdc_caco2_wang,regression,71,1,scaffold_group,8,rdkit2d__random_forest,rdkit2d,random_forest,604,302,-0.4831418407984497,0.11133859993424267,,,0.4831418407984497
tdc_caco2_wang,regression,71,1,scaffold_group,9,rdkit2d__lightgbm,rdkit2d,lightgbm,604,302,-0.46772034155605463,0.11287240008823574,,,0.46772034155605463
tdc_caco2_wang,regression,71,1,scaffold_group,10,multiview__linear,multiview,linear,604,302,-0.9111486118829004,0.05371450004167855,,,0.9111486118829004
tdc_caco2_wang,regression,71,1,scaffold_group,11,multiview__random_forest,multiview,random_forest,604,302,-0.4996469520684664,0.11995699990075082,,,0.4996469520684664
tdc_caco2_wang,regression,71,1,scaffold_group,12,multiview__lightgbm,multiview,lightgbm,604,302,-0.47130941210199445,0.252580999978818,,,0.47130941210199445
tdc_caco2_wang,regression,71,2,scaffold_group,1,morgan512__linear,morgan512,linear,604,302,-1.2511676794586277,0.026893000002019107,,,1.2511676794586277
tdc_caco2_wang,regression,71,2,scaffold_group,2,morgan512__random_forest,morgan512,random_forest,604,302,-0.667492006676603,0.12023229990154505,,,0.667492006676603
tdc_caco2_wang,regression,71,2,scaffold_group,3,morgan512__lightgbm,morgan512,lightgbm,604,302,-0.6629539451239785,0.10536610009148717,,,0.6629539451239785
tdc_caco2_wang,regression,71,2,scaffold_group,4,maccs__linear,maccs,linear,604,302,-0.5504234248714138,0.007150899968110025,,,0.5504234248714138
tdc_caco2_wang,regression,71,2,scaffold_group,5,maccs__random_forest,maccs,random_forest,604,302,-0.5552329106354226,0.11442470003385097,,,0.5552329106354226
tdc_caco2_wang,regression,71,2,scaffold_group,6,maccs__lightgbm,maccs,lightgbm,604,302,-0.4875335289759525,0.06656089995522052,,,0.4875335289759525
tdc_caco2_wang,regression,71,2,scaffold_group,7,rdkit2d__linear,rdkit2d,linear,604,302,-0.4599808321972826,0.013192399987019598,,,0.4599808321972826
tdc_caco2_wang,regression,71,2,scaffold_group,8,rdkit2d__random_forest,rdkit2d,random_forest,604,302,-0.502814117638349,0.11347069998737425,,,0.502814117638349
tdc_caco2_wang,regression,71,2,scaffold_group,9,rdkit2d__lightgbm,rdkit2d,lightgbm,604,302,-0.44064370654737195,0.11637289996724576,,,0.44064370654737195
tdc_caco2_wang,regression,71,2,scaffold_group,10,multiview__linear,multiview,linear,604,302,-0.9246798199949993,0.050889199948869646,,,0.9246798199949993
tdc_caco2_wang,regression,71,2,scaffold_group,11,multiview__random_forest,multiview,random_forest,604,302,-0.5118469646298031,0.12981740001123399,,,0.5118469646298031
tdc_caco2_wang,regression,71,2,scaffold_group,12,multiview__lightgbm,multiview,lightgbm,604,302,-0.4401240882137068,0.2193392999470234,,,0.4401240882137068
tdc_caco2_wang,regression,71,3,scaffold_group,1,morgan512__linear,morgan512,linear,604,302,-1.3645124333845986,0.027945299982093275,,,1.3645124333845986
tdc_caco2_wang,regression,71,3,scaffold_group,2,morgan512__random_forest,morgan512,random_forest,604,302,-0.5355892893719932,0.12218449998181313,,,0.5355892893719932
tdc_caco2_wang,regression,71,3,scaffold_group,3,morgan512__lightgbm,morgan512,lightgbm,604,302,-0.5113633120227917,0.10665690002497286,,,0.5113633120227917
tdc_caco2_wang,regression,71,3,scaffold_group,4,maccs__linear,maccs,linear,604,302,-0.6332608273309398,0.007222100044600666,,,0.6332608273309398
tdc_caco2_wang,regression,71,3,scaffold_group,5,maccs__random_forest,maccs,random_forest,604,302,-0.4955203483788424,0.11885469988919795,,,0.4955203483788424
tdc_caco2_wang,regression,71,3,scaffold_group,6,maccs__lightgbm,maccs,lightgbm,604,302,-0.5126211284942023,0.05868769995868206,,,0.5126211284942023
tdc_caco2_wang,regression,71,3,scaffold_group,7,rdkit2d__linear,rdkit2d,linear,604,302,-0.5281048892671567,0.014074400067329407,,,0.5281048892671567
tdc_caco2_wang,regression,71,3,scaffold_group,8,rdkit2d__random_forest,rdkit2d,random_forest,604,302,-0.46617983107520566,0.12519740010611713,,,0.46617983107520566
tdc_caco2_wang,regression,71,3,scaffold_group,9,rdkit2d__lightgbm,rdkit2d,lightgbm,604,302,-0.5104325369859287,0.16234659997280687,,,0.5104325369859287
tdc_caco2_wang,regression,71,3,scaffold_group,10,multiview__linear,multiview,linear,604,302,-0.8007712877439642,0.04969880008138716,,,0.8007712877439642
tdc_caco2_wang,regression,71,3,scaffold_group,11,multiview__random_forest,multiview,random_forest,604,302,-0.45130190570167755,0.12538149999454618,,,0.45130190570167755
tdc_caco2_wang,regression,71,3,scaffold_group,12,multiview__lightgbm,multiview,lightgbm,604,302,-0.4988237358398177,0.2170020000776276,,,0.4988237358398177
