task,task_type,seed,outer_fold,outer_split_type,candidate_order,candidate,representation,family,n_train,n_test,outer_utility,fit_seconds,roc_auc,pr_auc,rmse
esol,regression,53,1,scaffold_group,1,morgan512__linear,morgan512,linear,752,376,-2.5652549141961756,0.032036300050094724,,,2.5652549141961756
esol,regression,53,1,scaffold_group,2,morgan512__random_forest,morgan512,random_forest,752,376,-1.740404568767967,0.12419450003653765,,,1.740404568767967
esol,regression,53,1,scaffold_group,3,morgan512__lightgbm,morgan512,lightgbm,752,376,-1.776840846362247,0.08280619990546256,,,1.776840846362247
esol,regression,53,1,scaffold_group,4,maccs__linear,maccs,linear,752,376,-1.3599322789190151,0.008292800048366189,,,1.3599322789190151
esol,regression,53,1,scaffold_group,5,maccs__random_forest,maccs,random_forest,752,376,-1.176006821883629,0.11437889991793782,,,1.176006821883629
esol,regression,53,1,scaffold_group,6,maccs__lightgbm,maccs,lightgbm,752,376,-1.3812507550756548,0.055598100065253675,,,1.3812507550756548
esol,regression,53,1,scaffold_group,7,rdkit2d__linear,rdkit2d,linear,752,376,-0.6715642518967673,0.01391959993634373,,,0.6715642518967673
esol,regression,53,1,scaffold_group,8,rdkit2d__random_forest,rdkit2d,random_forest,752,376,-0.6910633722191426,0.11695900000631809,,,0.6910633722191426
esol,regression,53,1,scaffold_group,9,rdkit2d__lightgbm,rdkit2d,lightgbm,752,376,-0.695818331022376,0.13884779997169971,,,0.695818331022376
esol,regression,53,1,scaffold_group,10,multiview__linear,multiview,linear,752,376,-1.6364038484144852,0.06646859995089471,,,1.6364038484144852
esol,regression,53,1,scaffold_group,11,multiview__random_forest,multiview,random_forest,752,376,-0.7241372176139083,0.12285389995668083,,,0.7241372176139083
esol,regression,53,1,scaffold_group,12,multiview__lightgbm,multiview,lightgbm,752,376,-0.6976445785313415,0.25363329995889217,,,0.6976445785313415
esol,regression,53,2,scaffold_group,1,morgan512__linear,morgan512,linear,752,376,-2.7056892486308697,0.033304099924862385,,,2.7056892486308697
esol,regression,53,2,scaffold_group,2,morgan512__random_forest,morgan512,random_forest,752,376,-1.9527247516976831,0.10966209997422993,,,1.9527247516976831
esol,regression,53,2,scaffold_group,3,morgan512__lightgbm,morgan512,lightgbm,752,376,-1.8274438151930974,0.07596349995583296,,,1.8274438151930974
esol,regression,53,2,scaffold_group,4,maccs__linear,maccs,linear,752,376,-1.4272813787669696,0.008920300053432584,,,1.4272813787669696
esol,regression,53,2,scaffold_group,5,maccs__random_forest,maccs,random_forest,752,376,-1.4509524210237306,0.1164238000055775,,,1.4509524210237306
esol,regression,53,2,scaffold_group,6,maccs__lightgbm,maccs,lightgbm,752,376,-1.2694886653862114,0.06017230008728802,,,1.2694886653862114
esol,regression,53,2,scaffold_group,7,rdkit2d__linear,rdkit2d,linear,752,376,-0.8583628907748124,0.015555900055915117,,,0.8583628907748124
esol,regression,53,2,scaffold_group,8,rdkit2d__random_forest,rdkit2d,random_forest,752,376,-1.0290187617467468,0.11902230000123382,,,1.0290187617467468
esol,regression,53,2,scaffold_group,9,rdkit2d__lightgbm,rdkit2d,lightgbm,752,376,-0.8871272586464826,0.1250799000263214,,,0.8871272586464826
esol,regression,53,2,scaffold_group,10,multiview__linear,multiview,linear,752,376,-1.8319970188077312,0.063555600005202,,,1.8319970188077312
esol,regression,53,2,scaffold_group,11,multiview__random_forest,multiview,random_forest,752,376,-1.0676040922901104,0.12510619999375194,,,1.0676040922901104
esol,regression,53,2,scaffold_group,12,multiview__lightgbm,multiview,lightgbm,752,376,-0.8743298920117457,0.2571429000236094,,,0.8743298920117457
esol,regression,53,3,scaffold_group,1,morgan512__linear,morgan512,linear,752,376,-3.6631839360178273,0.03105150000192225,,,3.6631839360178273
esol,regression,53,3,scaffold_group,2,morgan512__random_forest,morgan512,random_forest,752,376,-1.419712150784019,0.12533369997981936,,,1.419712150784019
esol,regression,53,3,scaffold_group,3,morgan512__lightgbm,morgan512,lightgbm,752,376,-1.4598909054883757,0.08255809999536723,,,1.4598909054883757
esol,regression,53,3,scaffold_group,4,maccs__linear,maccs,linear,752,376,-1.6594894505164772,0.008750799926929176,,,1.6594894505164772
esol,regression,53,3,scaffold_group,5,maccs__random_forest,maccs,random_forest,752,376,-1.1840687503329306,0.10641450004186481,,,1.1840687503329306
esol,regression,53,3,scaffold_group,6,maccs__lightgbm,maccs,lightgbm,752,376,-1.2370785595298426,0.048298100009560585,,,1.2370785595298426
esol,regression,53,3,scaffold_group,7,rdkit2d__linear,rdkit2d,linear,752,376,-0.8003434231430485,0.015655399998649955,,,0.8003434231430485
esol,regression,53,3,scaffold_group,8,rdkit2d__random_forest,rdkit2d,random_forest,752,376,-0.7707067884377828,0.10704539995640516,,,0.7707067884377828
esol,regression,53,3,scaffold_group,9,rdkit2d__lightgbm,rdkit2d,lightgbm,752,376,-0.7917219743566842,0.12581050000153482,,,0.7917219743566842
esol,regression,53,3,scaffold_group,10,multiview__linear,multiview,linear,752,376,-2.1793319862363307,0.07125520007684827,,,2.1793319862363307
esol,regression,53,3,scaffold_group,11,multiview__random_forest,multiview,random_forest,752,376,-0.7977724543993671,0.13386690011247993,,,0.7977724543993671
esol,regression,53,3,scaffold_group,12,multiview__lightgbm,multiview,lightgbm,752,376,-0.7763587123477073,0.261822700034827,,,0.7763587123477073
