endpoint,repeat,repeat_seed,outer_fold,pool_size,signal_correlation,simulation_replicates,top3_hit,chance_adjusted_hit,mrr,fixed_normalized_regret
lipo,1,11,1,16,0.25,500,0.3,0.1384615384615384,0.29291105006105006,0.27445916534504594
lipo,1,11,1,16,0.5,500,0.498,0.38215384615384607,0.4109313797313797,0.19024150925505012
lipo,1,11,1,16,0.75,500,0.76,0.7046153846153846,0.6144477855477856,0.10428262332451588
lipo,1,11,1,16,1.0,1,1.0,1.0,1.0,0.0
lipo,1,11,1,32,0.0,500,0.1,0.006896551724137935,0.12457535962407802,0.48791491917580615
lipo,1,11,1,32,0.1,500,0.126,0.03558620689655173,0.1513701030415714,0.4275327505214661
lipo,1,11,1,32,0.25,500,0.21,0.1282758620689655,0.20501951921053807,0.3389339262632494
lipo,1,11,1,32,0.5,500,0.328,0.25848275862068965,0.31820886729103415,0.195563387439642
lipo,1,11,1,32,0.75,500,0.532,0.48358620689655163,0.4158841995379921,0.11121934950681028
lipo,1,11,1,32,1.0,1,1.0,1.0,1.0,0.0
lipo,1,11,2,4,0.0,500,0.77,0.08,0.5208333333333333,0.11267692814699058
lipo,1,11,2,4,0.1,500,0.83,0.32,0.5668333333333333,0.0966760474363659
lipo,1,11,2,4,0.25,500,0.852,0.408,0.6136666666666667,0.08027697701483016
lipo,1,11,2,4,0.5,500,0.93,0.72,0.7211666666666666,0.055050814325338794
lipo,1,11,2,4,0.75,500,0.992,0.968,0.878,0.02075902039357495
lipo,1,11,2,4,1.0,1,1.0,1.0,1.0,0.0
lipo,1,11,2,8,0.0,500,0.394,0.030399999999999996,0.3539619047619048,0.23048489255088095
lipo,1,11,2,8,0.1,500,0.402,0.043199999999999995,0.36092380952380954,0.21947932451753496
lipo,1,11,2,8,0.25,500,0.52,0.232,0.41954285714285716,0.1778479484588106
lipo,1,11,2,8,0.5,500,0.656,0.4496,0.5136928571428572,0.09252128329694884
lipo,1,11,2,8,0.75,500,0.87,0.7920000000000001,0.636104761904762,0.02902340887982694
lipo,1,11,2,8,1.0,1,1.0,1.0,1.0,0.0
lipo,1,11,2,16,0.0,500,0.176,-0.014153846153846189,0.21458581141081143,0.36454492033937935
lipo,1,11,2,16,0.1,500,0.2,0.015384615384615354,0.22302984792984792,0.32903823570642554
lipo,1,11,2,16,0.25,500,0.284,0.11876923076923075,0.29278365523365524,0.2560073081809775
lipo,1,11,2,16,0.5,500,0.448,0.32061538461538464,0.3859825951825952,0.1692942374275962
lipo,1,11,2,16,0.75,500,0.654,0.5741538461538462,0.5344541125541125,0.09509941567063382
lipo,1,11,2,16,1.0,1,1.0,1.0,1.0,0.0
lipo,1,11,2,32,0.0,500,0.106,0.013517241379310352,0.13573053457958636,0.4203214820477224
lipo,1,11,2,32,0.1,500,0.104,0.011310344827586213,0.1504258261763465,0.3861405491769554
lipo,1,11,2,32,0.25,500,0.216,0.13489655172413795,0.20143363477460274,0.3074824253906889
lipo,1,11,2,32,0.5,500,0.294,0.2209655172413793,0.2893508372704045,0.22255884677878293
lipo,1,11,2,32,0.75,500,0.5,0.44827586206896547,0.4151082559511352,0.1346837319948352
lipo,1,11,2,32,1.0,1,1.0,1.0,1.0,0.0
lipo,1,11,3,4,0.0,500,0.738,-0.048,0.5185,0.15963143511467862
lipo,1,11,3,4,0.1,500,0.792,0.168,0.5656666666666667,0.14625320802130073
lipo,1,11,3,4,0.25,500,0.858,0.432,0.6431666666666667,0.11266939782317004
lipo,1,11,3,4,0.5,500,0.954,0.816,0.7615,0.0720438445992857
lipo,1,11,3,4,0.75,500,0.994,0.976,0.8771666666666667,0.03031879228881621
lipo,1,11,3,4,1.0,1,1.0,1.0,1.0,0.0
lipo,1,11,3,8,0.0,500,0.356,-0.0304,0.35100714285714285,0.3993958526707332
lipo,1,11,3,8,0.1,500,0.414,0.06239999999999999,0.35954523809523814,0.39815986556274224
lipo,1,11,3,8,0.25,500,0.56,0.29600000000000004,0.4314880952380952,0.2884548462402057
lipo,1,11,3,8,0.5,500,0.698,0.5167999999999999,0.5333333333333333,0.16131349463411412
lipo,1,11,3,8,0.75,500,0.844,0.7504000000000001,0.6277690476190476,0.08093551085547838
lipo,1,11,3,8,1.0,1,1.0,1.0,1.0,0.0
lipo,1,11,3,16,0.0,500,0.19,0.003076923076923045,0.21121580641580642,0.39084502525043696
lipo,1,11,3,16,0.1,500,0.192,0.005538461538461504,0.22741979131979134,0.3260414720759514
lipo,1,11,3,16,0.25,500,0.266,0.09661538461538458,0.2684844516594517,0.25964578779980946
lipo,1,11,3,16,0.5,500,0.36,0.21230769230769225,0.3281012570762571,0.16470800565546992
lipo,1,11,3,16,0.75,500,0.486,0.36738461538461537,0.4107844988344989,0.09956581350109993
lipo,1,11,3,16,1.0,1,1.0,1.0,1.0,0.0
lipo,1,11,3,32,0.0,500,0.106,0.013517241379310348,0.14229915184572667,0.3804792958869401
lipo,1,11,3,32,0.1,500,0.112,0.020137931034482765,0.1425608480711457,0.33813422444141805
lipo,1,11,3,32,0.25,500,0.15,0.06206896551724138,0.1634425545401072,0.2529256077236879
lipo,1,11,3,32,0.5,500,0.246,0.168,0.2273246578691012,0.16133423689664625
lipo,1,11,3,32,0.75,500,0.34,0.2717241379310345,0.29430282879636716,0.09521968536458882
lipo,1,11,3,32,1.0,1,1.0,1.0,1.0,0.0
lipo,2,23,1,4,0.0,500,0.79,0.16,0.5301666666666667,0.10116532656658013
lipo,2,23,1,4,0.1,500,0.754,0.016,0.5758333333333334,0.08618578061425029
lipo,2,23,1,4,0.25,500,0.842,0.368,0.5995,0.07690757112993216
lipo,2,23,1,4,0.5,500,0.95,0.8,0.7501666666666668,0.045108599455962
lipo,2,23,1,4,0.75,500,0.992,0.968,0.8413333333333333,0.02286531188940681
lipo,2,23,1,4,1.0,1,1.0,1.0,1.0,0.0
lipo,2,23,1,8,0.0,500,0.378,0.004800000000000004,0.3387380952380952,0.1919459696342118
lipo,2,23,1,8,0.1,500,0.468,0.1488,0.39635000000000004,0.17303816439182326
lipo,2,23,1,8,0.25,500,0.522,0.2352,0.4429928571428572,0.13451579728116722
lipo,2,23,1,8,0.5,500,0.71,0.536,0.540854761904762,0.08476088558263714
lipo,2,23,1,8,0.75,500,0.882,0.8112,0.6560333333333334,0.033064062337342694
lipo,2,23,1,8,1.0,1,1.0,1.0,1.0,0.0
lipo,2,23,1,16,0.0,500,0.214,0.03261538461538459,0.2203656981906982,0.36591637333742055
lipo,2,23,1,16,0.1,500,0.238,0.062153846153846115,0.25376832889332895,0.32723498548383695
lipo,2,23,1,16,0.25,500,0.324,0.16799999999999998,0.29782127594627594,0.28640710439533323
lipo,2,23,1,16,0.5,500,0.554,0.45107692307692304,0.4620526751026751,0.19569294141094992
lipo,2,23,1,16,0.75,500,0.774,0.7218461538461538,0.6347636363636363,0.1145474392805958
lipo,2,23,1,16,1.0,1,1.0,1.0,1.0,0.0
lipo,2,23,1,32,0.0,500,0.106,0.013517241379310348,0.13209707759742628,0.5050942894473709
lipo,2,23,1,32,0.1,500,0.11,0.017931034482758627,0.13766914068968886,0.4618575704503536
lipo,2,23,1,32,0.25,500,0.164,0.07751724137931035,0.1803338433544342,0.3552671414439284
lipo,2,23,1,32,0.5,500,0.3,0.22758620689655173,0.26642047656449913,0.2317196621159992
lipo,2,23,1,32,0.75,500,0.528,0.4791724137931035,0.4480996979284905,0.1128322286979987
lipo,2,23,1,32,1.0,1,1.0,1.0,1.0,0.0
lipo,2,23,2,4,0.0,500,0.768,0.072,0.538,0.10594475245516882
lipo,2,23,2,4,0.1,500,0.778,0.112,0.5498333333333333,0.09957786795897104
lipo,2,23,2,4,0.25,500,0.862,0.448,0.6061666666666667,0.08787048471210261
lipo,2,23,2,4,0.5,500,0.952,0.808,0.7416666666666667,0.05163474026459169
lipo,2,23,2,4,0.75,500,0.998,0.992,0.8625,0.023559919341550852
lipo,2,23,2,4,1.0,1,1.0,1.0,1.0,0.0
lipo,2,23,2,8,0.0,500,0.388,0.020800000000000006,0.3352404761904762,0.36156259023451787
lipo,2,23,2,8,0.1,500,0.418,0.06879999999999999,0.3685642857142857,0.3357501305243974
lipo,2,23,2,8,0.25,500,0.628,0.4048,0.47505238095238095,0.27333077161913
lipo,2,23,2,8,0.5,500,0.76,0.616,0.6093380952380952,0.17443623997093632
lipo,2,23,2,8,0.75,500,0.934,0.8944000000000001,0.7769357142857143,0.07872866042054436
lipo,2,23,2,8,1.0,1,1.0,1.0,1.0,0.0
lipo,2,23,2,16,0.0,500,0.18,-0.009230769230769266,0.19661075313575316,0.36690047769896694
lipo,2,23,2,16,0.1,500,0.212,0.030153846153846118,0.22833012265512267,0.29058919111364945
lipo,2,23,2,16,0.25,500,0.284,0.11876923076923075,0.2891813048063049,0.2190006815091941
lipo,2,23,2,16,0.5,500,0.402,0.264,0.3471873654123654,0.13867945681216354
lipo,2,23,2,16,0.75,500,0.55,0.4461538461538461,0.4704526917526918,0.07943324561529196
lipo,2,23,2,16,1.0,1,1.0,1.0,1.0,0.0
lipo,2,23,2,32,0.0,500,0.074,-0.02179310344827586,0.12002488890282745,0.44271668632499983
lipo,2,23,2,32,0.1,500,0.126,0.035586206896551724,0.15123005555759625,0.3882504877918389
lipo,2,23,2,32,0.25,500,0.176,0.09075862068965518,0.18905877394865628,0.2966085361663542
lipo,2,23,2,32,0.5,500,0.254,0.17682758620689654,0.25346111880009603,0.18509063590674718
lipo,2,23,2,32,0.75,500,0.458,0.40193103448275863,0.4021080158030152,0.11295243889804053
lipo,2,23,2,32,1.0,1,1.0,1.0,1.0,0.0
lipo,2,23,3,4,0.0,500,0.784,0.136,0.5373333333333333,0.15485281914293986
lipo,2,23,3,4,0.1,500,0.846,0.384,0.5678333333333333,0.14129709290991252
lipo,2,23,3,4,0.25,500,0.874,0.496,0.6031666666666667,0.12306897844337752
lipo,2,23,3,4,0.5,500,0.946,0.784,0.7425,0.07615198579838739
lipo,2,23,3,4,0.75,500,1.0,1.0,0.8926666666666666,0.0272868692105318
lipo,2,23,3,4,1.0,1,1.0,1.0,1.0,0.0
lipo,2,23,3,8,0.0,500,0.426,0.08159999999999999,0.36669285714285715,0.4573317176371747
lipo,2,23,3,8,0.1,500,0.404,0.04639999999999999,0.37384523809523806,0.3941573448272672
lipo,2,23,3,8,0.25,500,0.488,0.18080000000000002,0.40386904761904757,0.3515418271050755
lipo,2,23,3,8,0.5,500,0.706,0.5296000000000001,0.5309119047619046,0.1963994778034521
lipo,2,23,3,8,0.75,500,0.864,0.7824000000000001,0.6701,0.09561786998397469
lipo,2,23,3,8,1.0,1,1.0,1.0,1.0,0.0
lipo,2,23,3,16,0.0,500,0.202,0.01784615384615381,0.21561860361860363,0.40543850614594235
lipo,2,23,3,16,0.1,500,0.222,0.042461538461538426,0.2314534604284604,0.3480816807777974
lipo,2,23,3,16,0.25,500,0.28,0.1138461538461538,0.28101568986568987,0.2632035985064691
lipo,2,23,3,16,0.5,500,0.356,0.20738461538461536,0.32350757575757577,0.16412743983492914
lipo,2,23,3,16,0.75,500,0.558,0.456,0.45653916361416363,0.09083684528988732
lipo,2,23,3,16,1.0,1,1.0,1.0,1.0,0.0
lipo,2,23,3,32,0.0,500,0.102,0.009103448275862076,0.12657452367653865,0.384174345130689
lipo,2,23,3,32,0.1,500,0.12,0.02896551724137931,0.13570910114635398,0.32894233752892105
lipo,2,23,3,32,0.25,500,0.154,0.06648275862068966,0.1734869624974084,0.24098954734727251
lipo,2,23,3,32,0.5,500,0.204,0.1216551724137931,0.22400491344129284,0.1472410590680303
lipo,2,23,3,32,0.75,500,0.314,0.24303448275862063,0.29921418632152313,0.08433426162113648
lipo,2,23,3,32,1.0,1,1.0,1.0,1.0,0.0
lipo,3,37,1,4,0.0,500,0.726,-0.096,0.5195,0.10124468370750121
lipo,3,37,1,4,0.1,500,0.822,0.288,0.5945,0.08761169821051568
lipo,3,37,1,4,0.25,500,0.87,0.48,0.6258333333333334,0.0716856032618156
lipo,3,37,1,4,0.5,500,0.946,0.784,0.7385,0.050427425601458103
lipo,3,37,1,4,0.75,500,0.998,0.992,0.8671666666666668,0.01902178780548954
lipo,3,37,1,4,1.0,1,1.0,1.0,1.0,0.0
lipo,3,37,1,8,0.0,500,0.382,0.011199999999999993,0.36865,0.1804882364115766
lipo,3,37,1,8,0.1,500,0.42,0.072,0.3499857142857143,0.1944936860228463
lipo,3,37,1,8,0.25,500,0.472,0.15519999999999998,0.40376666666666666,0.15436068973693595
lipo,3,37,1,8,0.5,500,0.682,0.4912,0.5336642857142857,0.0844182629936561
lipo,3,37,1,8,0.75,500,0.89,0.824,0.655604761904762,0.03442850699651963
lipo,3,37,1,8,1.0,1,1.0,1.0,1.0,0.0
lipo,3,37,1,16,0.0,500,0.154,-0.041230769230769265,0.1927439060939061,0.3533237443230407
lipo,3,37,1,16,0.1,500,0.228,0.04984615384615381,0.23475270007770008,0.3240713638625073
lipo,3,37,1,16,0.25,500,0.306,0.14584615384615382,0.2926645326895327,0.27199624102752334
lipo,3,37,1,16,0.5,500,0.47,0.3476923076923077,0.40599569042069045,0.18411405727208752
lipo,3,37,1,16,0.75,500,0.708,0.6406153846153846,0.5894714507714508,0.09989857972568526
lipo,3,37,1,16,1.0,1,1.0,1.0,1.0,0.0
lipo,3,37,1,32,0.0,500,0.096,0.002482758620689662,0.12798686161166364,0.5121138966908959
lipo,3,37,1,32,0.1,500,0.114,0.0223448275862069,0.14601664891717056,0.4234715159010029
lipo,3,37,1,32,0.25,500,0.19,0.10620689655172415,0.20551161075060057,0.3200603204943374
lipo,3,37,1,32,0.5,500,0.35,0.2827586206896551,0.2948573107478638,0.1996877580988804
lipo,3,37,1,32,0.75,500,0.516,0.4659310344827585,0.44652054383524975,0.10062521202287263
lipo,3,37,1,32,1.0,1,1.0,1.0,1.0,0.0
lipo,3,37,2,4,0.0,500,0.776,0.104,0.544,0.10270372295055583
lipo,3,37,2,4,0.1,500,0.814,0.256,0.6005,0.08619669389206107
lipo,3,37,2,4,0.25,500,0.844,0.376,0.626,0.0779185680109733
lipo,3,37,2,4,0.5,500,0.962,0.848,0.7785,0.04478305949596486
lipo,3,37,2,4,0.75,500,0.994,0.976,0.8771666666666668,0.021453075261462076
lipo,3,37,2,4,1.0,1,1.0,1.0,1.0,0.0
lipo,3,37,2,8,0.0,500,0.35,-0.04,0.3322785714285715,0.21220214586502725
lipo,3,37,2,8,0.1,500,0.464,0.14239999999999997,0.3796380952380953,0.21037214268177468
lipo,3,37,2,8,0.25,500,0.496,0.19359999999999997,0.41484047619047626,0.16821852672870563
lipo,3,37,2,8,0.5,500,0.684,0.49440000000000006,0.5238785714285714,0.07795607218664447
lipo,3,37,2,8,0.75,500,0.864,0.7824000000000001,0.6253119047619048,0.028893223214745488
lipo,3,37,2,8,1.0,1,1.0,1.0,1.0,0.0
lipo,3,37,2,16,0.0,500,0.174,-0.016615384615384653,0.19773106615606617,0.36662865245956333
lipo,3,37,2,16,0.1,500,0.224,0.044923076923076906,0.2314488927738928,0.3170919711659153
lipo,3,37,2,16,0.25,500,0.32,0.16307692307692304,0.30091056998557,0.2731892952454247
lipo,3,37,2,16,0.5,500,0.468,0.34523076923076923,0.40974437784437784,0.1756207691152436
lipo,3,37,2,16,0.75,500,0.67,0.5938461538461538,0.5491389832389832,0.10534219719361584
lipo,3,37,2,16,1.0,1,1.0,1.0,1.0,0.0
lipo,3,37,2,32,0.0,500,0.09,-0.0041379310344827535,0.12323402989278244,0.47799647630305353
lipo,3,37,2,32,0.1,500,0.142,0.053241379310344825,0.15627500206299344,0.41287209080786114
lipo,3,37,2,32,0.25,500,0.15,0.06206896551724138,0.1820253807263556,0.3280329461501113
lipo,3,37,2,32,0.5,500,0.316,0.24524137931034481,0.2908547500249986,0.20226181657827327
lipo,3,37,2,32,0.75,500,0.47,0.41517241379310343,0.393519946362547,0.11414034594634619
lipo,3,37,2,32,1.0,1,1.0,1.0,1.0,0.0
lipo,3,37,3,4,0.0,500,0.736,-0.056,0.5113333333333333,0.15395235683269273
lipo,3,37,3,4,0.1,500,0.782,0.128,0.5485,0.1476034683161597
lipo,3,37,3,4,0.25,500,0.866,0.464,0.6261666666666666,0.12065556901469995
lipo,3,37,3,4,0.5,500,0.934,0.736,0.7508333333333332,0.06992041398691042
lipo,3,37,3,4,0.75,500,1.0,1.0,0.8866666666666666,0.029790018219120917
lipo,3,37,3,4,1.0,1,1.0,1.0,1.0,0.0
lipo,3,37,3,8,0.0,500,0.354,-0.03360000000000001,0.32280000000000003,0.37322978464069806
lipo,3,37,3,8,0.1,500,0.446,0.1136,0.3696595238095239,0.3458994244089965
lipo,3,37,3,8,0.25,500,0.484,0.1744,0.4186571428571429,0.25666032174822195
lipo,3,37,3,8,0.5,500,0.662,0.45920000000000005,0.5036095238095238,0.156219347861938
lipo,3,37,3,8,0.75,500,0.798,0.6768,0.5863571428571429,0.05917181056842242
lipo,3,37,3,8,1.0,1,1.0,1.0,1.0,0.0
lipo,3,37,3,16,0.0,500,0.206,0.02276923076923074,0.2158916305916306,0.3979828259833305
lipo,3,37,3,16,0.1,500,0.232,0.054769230769230744,0.2418448273948274,0.3570771325755006
lipo,3,37,3,16,0.25,500,0.27,0.10153846153846151,0.2721745948495949,0.26459643292511786
lipo,3,37,3,16,0.5,500,0.414,0.2787692307692307,0.370092538017538,0.1567536307570303
lipo,3,37,3,16,0.75,500,0.492,0.37476923076923074,0.4138340714840715,0.10630565023042295
lipo,3,37,3,16,1.0,1,1.0,1.0,1.0,0.0
lipo,3,37,3,32,0.0,500,0.066,-0.030620689655172405,0.11381251510463448,0.40756936805988125
lipo,3,37,3,32,0.1,500,0.106,0.013517241379310352,0.13783936424693724,0.3301199196401317
lipo,3,37,3,32,0.25,500,0.122,0.031172413793103454,0.1480999566242092,0.241941534993543
lipo,3,37,3,32,0.5,500,0.22,0.13931034482758622,0.2237970257747366,0.15873072288101417
lipo,3,37,3,32,0.75,500,0.32,0.24965517241379312,0.29687450752168815,0.09059765751203708
lipo,3,37,3,32,1.0,1,1.0,1.0,1.0,0.0
lipo,4,53,1,4,0.0,500,0.764,0.056,0.5263333333333332,0.10140349249875658
lipo,4,53,1,4,0.1,500,0.768,0.072,0.534,0.09371375171256094
lipo,4,53,1,4,0.25,500,0.86,0.44,0.627,0.07682973341365752
lipo,4,53,1,4,0.5,500,0.94,0.76,0.7246666666666667,0.05217587322641697
lipo,4,53,1,4,0.75,500,0.992,0.968,0.848,0.022532268904272228
lipo,4,53,1,4,1.0,1,1.0,1.0,1.0,0.0
lipo,4,53,1,8,0.0,500,0.38,0.008000000000000007,0.34491428571428573,0.17345349784415173
lipo,4,53,1,8,0.1,500,0.426,0.08159999999999999,0.3848452380952381,0.16083086277716085
lipo,4,53,1,8,0.25,500,0.584,0.33440000000000003,0.45335476190476187,0.12529297861853028
lipo,4,53,1,8,0.5,500,0.718,0.5488,0.5431071428571429,0.08086329273124755
lipo,4,53,1,8,0.75,500,0.894,0.8304000000000001,0.6667833333333333,0.04042635241661924
lipo,4,53,1,8,1.0,1,1.0,1.0,1.0,0.0
lipo,4,53,1,16,0.0,500,0.17,-0.021538461538461572,0.20679685592185593,0.38787099458810453
lipo,4,53,1,16,0.1,500,0.246,0.07199999999999997,0.24933480963480964,0.3484602386112135
lipo,4,53,1,16,0.25,500,0.3,0.13846153846153844,0.29002557997557993,0.279480182818584
lipo,4,53,1,16,0.5,500,0.538,0.43138461538461537,0.4546378815628816,0.19044813706029104
lipo,4,53,1,16,0.75,500,0.798,0.7513846153846154,0.6782106060606061,0.09997354334993051
lipo,4,53,1,16,1.0,1,1.0,1.0,1.0,0.0
lipo,4,53,1,32,0.0,500,0.114,0.022344827586206904,0.1357677917042243,0.48953965576394975
lipo,4,53,1,32,0.1,500,0.114,0.022344827586206904,0.14493242093663253,0.463080445564873
lipo,4,53,1,32,0.25,500,0.184,0.09958620689655173,0.19843550804612695,0.35714600838877925
lipo,4,53,1,32,0.5,500,0.284,0.2099310344827586,0.25891416530768196,0.21930878118157296
lipo,4,53,1,32,0.75,500,0.532,0.48358620689655163,0.44220352848307826,0.10391931436765989
lipo,4,53,1,32,1.0,1,1.0,1.0,1.0,0.0
lipo,4,53,2,4,0.0,500,0.748,-0.008,0.514,0.11220780877045096
lipo,4,53,2,4,0.1,500,0.774,0.096,0.5468333333333333,0.10151227823767758
lipo,4,53,2,4,0.25,500,0.874,0.496,0.6291666666666668,0.08001400189053462
lipo,4,53,2,4,0.5,500,0.948,0.792,0.7256666666666668,0.05532640016238851
lipo,4,53,2,4,0.75,500,0.998,0.992,0.8795,0.019616125469074524
lipo,4,53,2,4,1.0,1,1.0,1.0,1.0,0.0
lipo,4,53,2,8,0.0,500,0.374,-0.0016000000000000022,0.3333857142857143,0.25456596868972786
lipo,4,53,2,8,0.1,500,0.402,0.043199999999999995,0.35995714285714286,0.23831421732820007
lipo,4,53,2,8,0.25,500,0.532,0.2512,0.4342452380952381,0.1807978230251112
lipo,4,53,2,8,0.5,500,0.716,0.5456,0.5452571428571429,0.10781074273934661
lipo,4,53,2,8,0.75,500,0.918,0.8687999999999999,0.6730714285714285,0.04372537779623317
lipo,4,53,2,8,1.0,1,1.0,1.0,1.0,0.0
lipo,4,53,2,16,0.0,500,0.194,0.007999999999999964,0.20469977522477523,0.3671289563044256
lipo,4,53,2,16,0.1,500,0.238,0.062153846153846115,0.24611835664335666,0.3322228838092426
lipo,4,53,2,16,0.25,500,0.306,0.14584615384615385,0.2825935980685981,0.25274271909644996
lipo,4,53,2,16,0.5,500,0.484,0.3649230769230769,0.39167955100455104,0.16431493689581617
lipo,4,53,2,16,0.75,500,0.644,0.5618461538461538,0.5105031246531248,0.10096603074912218
lipo,4,53,2,16,1.0,1,1.0,1.0,1.0,0.0
lipo,4,53,2,32,0.0,500,0.096,0.002482758620689661,0.12417654781788218,0.4428026472235299
lipo,4,53,2,32,0.1,500,0.14,0.05103448275862071,0.15086364232374536,0.3978269468063818
lipo,4,53,2,32,0.25,500,0.226,0.1459310344827586,0.21345299453222247,0.3013536615191665
lipo,4,53,2,32,0.5,500,0.278,0.20331034482758623,0.2514540516242706,0.20730498385189391
lipo,4,53,2,32,0.75,500,0.452,0.39531034482758615,0.36929399235095833,0.12079041919065125
lipo,4,53,2,32,1.0,1,1.0,1.0,1.0,0.0
lipo,4,53,3,4,0.0,500,0.756,0.024,0.546,0.14268580684677518
lipo,4,53,3,4,0.1,500,0.81,0.24,0.5641666666666666,0.14324028039643988
lipo,4,53,3,4,0.25,500,0.852,0.408,0.613,0.12286060667632616
lipo,4,53,3,4,0.5,500,0.942,0.768,0.7228333333333332,0.08353501781947974
lipo,4,53,3,4,0.75,500,0.998,0.992,0.8805,0.03288137041300625
lipo,4,53,3,4,1.0,1,1.0,1.0,1.0,0.0
lipo,4,53,3,8,0.0,500,0.34,-0.05600000000000001,0.32698095238095237,0.4448695045468609
lipo,4,53,3,8,0.1,500,0.446,0.11359999999999999,0.358052380952381,0.4135526890757794
lipo,4,53,3,8,0.25,500,0.518,0.2288,0.42793095238095247,0.31520950446520724
lipo,4,53,3,8,0.5,500,0.686,0.49760000000000004,0.5460071428571429,0.19476929095419585
lipo,4,53,3,8,0.75,500,0.86,0.776,0.6525357142857142,0.09251180490055892
lipo,4,53,3,8,1.0,1,1.0,1.0,1.0,0.0
lipo,4,53,3,16,0.0,500,0.196,0.01046153846153843,0.20976028416028417,0.4157802514124168
lipo,4,53,3,16,0.1,500,0.248,0.07446153846153843,0.24943231768231772,0.3520202489248784
lipo,4,53,3,16,0.25,500,0.264,0.09415384615384613,0.26060625208125215,0.283717615952845
lipo,4,53,3,16,0.5,500,0.42,0.2861538461538461,0.3576372821622822,0.1774730728121578
lipo,4,53,3,16,0.75,500,0.52,0.4092307692307692,0.4312121295371295,0.1139873564549464
lipo,4,53,3,16,1.0,1,1.0,1.0,1.0,0.0
lipo,4,53,3,32,0.0,500,0.09,-0.004137931034482753,0.13237707089125889,0.3789253746033426
lipo,4,53,3,32,0.1,500,0.094,0.0002758620689655227,0.13025164913693602,0.31963158547906145
lipo,4,53,3,32,0.25,500,0.15,0.06206896551724138,0.166352878760313,0.2647595437510017
lipo,4,53,3,32,0.5,500,0.23,0.1503448275862069,0.2305001138243733,0.1668857793619796
lipo,4,53,3,32,0.75,500,0.326,0.25627586206896547,0.29642626371527103,0.10008616424542706
lipo,4,53,3,32,1.0,1,1.0,1.0,1.0,0.0
lipo,5,71,1,4,0.0,500,0.73,-0.08,0.5081666666666667,0.10379596005729042
lipo,5,71,1,4,0.1,500,0.792,0.168,0.5423333333333332,0.09575013511048275
lipo,5,71,1,4,0.25,500,0.852,0.408,0.61,0.07382906787223652
lipo,5,71,1,4,0.5,500,0.932,0.728,0.74,0.046700493930599996
lipo,5,71,1,4,0.75,500,0.998,0.992,0.8638333333333332,0.02014390606972162
lipo,5,71,1,4,1.0,1,1.0,1.0,1.0,0.0
lipo,5,71,1,8,0.0,500,0.378,0.004799999999999997,0.33658333333333335,0.20723366272842417
lipo,5,71,1,8,0.1,500,0.436,0.0976,0.37935,0.17412427680480902
lipo,5,71,1,8,0.25,500,0.558,0.2928,0.4502071428571429,0.14215445386979916
lipo,5,71,1,8,0.5,500,0.718,0.5488000000000001,0.5676023809523809,0.09382769577362014
lipo,5,71,1,8,0.75,500,0.922,0.8752000000000001,0.7158714285714286,0.044848650567359157
lipo,5,71,1,8,1.0,1,1.0,1.0,1.0,0.0
lipo,5,71,1,16,0.0,500,0.188,0.0006153846153845847,0.21048688256188255,0.34975855133681366
lipo,5,71,1,16,0.1,500,0.248,0.07446153846153843,0.247339343989344,0.3086331866636418
lipo,5,71,1,16,0.25,500,0.302,0.14092307692307687,0.28393957153957156,0.2850144267633766
lipo,5,71,1,16,0.5,500,0.5,0.38461538461538464,0.4236235764235764,0.19305457839019893
lipo,5,71,1,16,0.75,500,0.748,0.6898461538461538,0.6152588744588745,0.1086125039234307
lipo,5,71,1,16,1.0,1,1.0,1.0,1.0,0.0
lipo,5,71,1,32,0.0,500,0.082,-0.01296551724137931,0.13130471636736088,0.4907385598141755
lipo,5,71,1,32,0.1,500,0.124,0.03337931034482759,0.1472776223113254,0.45127238203078357
lipo,5,71,1,32,0.25,500,0.214,0.13268965517241377,0.21018528753690982,0.33885145883458245
lipo,5,71,1,32,0.5,500,0.322,0.2518620689655172,0.2883213882552526,0.232192071880569
lipo,5,71,1,32,0.75,500,0.502,0.45048275862068965,0.4229865352110237,0.11561736993119405
lipo,5,71,1,32,1.0,1,1.0,1.0,1.0,0.0
lipo,5,71,2,4,0.0,500,0.756,0.024,0.5293333333333332,0.10691383867808185
lipo,5,71,2,4,0.1,500,0.808,0.232,0.5836666666666667,0.09746920362693468
lipo,5,71,2,4,0.25,500,0.846,0.384,0.5941666666666667,0.0860195212276551
lipo,5,71,2,4,0.5,500,0.964,0.856,0.7516666666666666,0.04878775801005665
lipo,5,71,2,4,0.75,500,0.996,0.984,0.874,0.021906087694285533
lipo,5,71,2,4,1.0,1,1.0,1.0,1.0,0.0
lipo,5,71,2,8,0.0,500,0.342,-0.0528,0.32518333333333327,0.2191894274240365
lipo,5,71,2,8,0.1,500,0.392,0.027200000000000016,0.3507357142857143,0.20468902378474327
lipo,5,71,2,8,0.25,500,0.482,0.1712,0.40612857142857145,0.15871000762880233
lipo,5,71,2,8,0.5,500,0.67,0.472,0.526097619047619,0.0827459309416712
lipo,5,71,2,8,0.75,500,0.858,0.7727999999999999,0.6390261904761906,0.03519058085126845
lipo,5,71,2,8,1.0,1,1.0,1.0,1.0,0.0
lipo,5,71,2,16,0.0,500,0.192,0.005538461538461507,0.22196405538905536,0.35331436138711875
