dataset,task_type,seed,outer_fold,pool_size,selected_candidate,fixed_k32_reference_candidate,k_dependent_reference_candidate,same_fold_oracle_candidate,selected_utility,fixed_k32_reference_utility,k_dependent_reference_utility,same_fold_oracle_utility,fixed_k32_gap,k_dependent_crossfit_gap,same_fold_opportunity_gap,validation_audit_spearman
clintox,classification,23,1,32,xgb_60_d6,xgb_80_d5,xgb_80_d5,gb_lr0.1_d3,0.8697173969406274,0.878532538242157,0.878532538242157,0.8787053841500303,0.008815141301529605,0.008815141301529605,0.008987987209402859,0.09677419354838708
clintox,classification,23,2,4,logreg_l2_c0.1,xgb_80_d5,logreg_l2_c0.1,logreg_l2_c0.1,0.8550176056338028,0.855105633802817,0.8550176056338028,0.8550176056338028,8.802816901420929e-05,0.0,0.0,0.39999999999999997
clintox,classification,23,2,8,rf_120_d20_leaf2,xgb_80_d5,rf_120_d20_leaf2,logreg_l2_c0.1,0.8276115023474179,0.855105633802817,0.8276115023474179,0.8550176056338028,0.02749413145539914,0.0,0.02740610328638493,-0.04761904761904763
clintox,classification,23,2,16,et_120_d20_leaf2,xgb_80_d5,rf_120_d20_leaf2,logreg_l2_c0.1,0.8473298122065728,0.855105633802817,0.8276115023474179,0.8550176056338028,0.007775821596244237,-0.019718309859154903,0.0076877934272300275,0.047058823529411764
clintox,classification,23,2,32,et_120_d20_leaf2,xgb_80_d5,xgb_80_d5,lgbm_80_bag0.8,0.8473298122065728,0.855105633802817,0.855105633802817,0.8647887323943663,0.007775821596244237,0.007775821596244237,0.017458920187793492,0.3119501466275659
clintox,classification,23,3,4,logreg_l2_c0.1,xgb_80_d5,logreg_l2_c0.1,logreg_l2_c0.1,0.7937599040644139,0.8350036404128657,0.7937599040644139,0.7937599040644139,0.0412437363484518,0.0,0.0,0.39999999999999997
clintox,classification,23,3,8,rf_120_d20_leaf2,xgb_80_d5,rf_120_d20_leaf2,rf_90_d12,0.8321341385070025,0.8350036404128657,0.8321341385070025,0.8422416377575056,0.0028695019058632143,0.0,0.010107499250503138,0.8333333333333335
clintox,classification,23,3,16,et_60_sqrt,xgb_80_d5,rf_120_d20_leaf2,rf_90_d12,0.8120047967793054,0.8350036404128657,0.8321341385070025,0.8422416377575056,0.022998843633560306,0.020129341727697092,0.03023684097820023,0.4735294117647058
clintox,classification,23,3,32,et_60_sqrt,xgb_80_d5,xgb_80_d5,lgbm_80_ff0.7,0.8120047967793054,0.8350036404128657,0.8350036404128657,0.8448969977300954,0.022998843633560306,0.022998843633560306,0.03289220095079004,0.3174486803519061
clintox,classification,37,1,4,logreg_l2_c0.1,xgb_80_d5,logreg_l2_c0.1,logreg_l1_c1,0.8335613939062215,0.878717387338077,0.8335613939062215,0.8380313811348294,0.0451559934318555,0.0,0.004469987228607919,0.39999999999999997
clintox,classification,37,1,8,rf_120_d20_leaf2,xgb_80_d5,rf_120_d20_leaf2,rf_90_leaf2,0.8433223864258348,0.878717387338077,0.8433223864258348,0.8571884692574349,0.035395000912242236,0.0,0.013866082831600068,0.6666666666666669
clintox,classification,37,1,16,et_90_leaf2,xgb_80_d5,rf_120_d20_leaf2,rf_90_leaf2,0.8456029921547163,0.878717387338077,0.8433223864258348,0.8571884692574349,0.03311439518336068,-0.0022806057288815573,0.011585477102718511,0.31176470588235294
clintox,classification,37,1,32,et_90_leaf2,xgb_80_d5,xgb_80_d5,xgb_80_d5,0.8456029921547163,0.878717387338077,0.878717387338077,0.878717387338077,0.03311439518336068,0.03311439518336068,0.03311439518336068,0.27018605190920725
clintox,classification,37,2,4,logreg_l2_c0.1,xgb_80_d5,logreg_l2_c0.1,logreg_l2_c0.1,0.8401559454191033,0.8704922027290448,0.8401559454191033,0.8401559454191033,0.030336257309941494,0.0,0.0,0.39999999999999997
clintox,classification,37,2,8,rf_90_d12,xgb_80_d5,rf_120_d20_leaf2,logreg_l2_c0.1,0.8344907407407407,0.8704922027290448,0.8299829434697856,0.8401559454191033,0.03600146198830412,-0.004507797270955072,0.005665204678362623,0.5000000000000001
clintox,classification,37,2,16,et_60_sqrt,xgb_80_d5,rf_120_d20_leaf2,gb_lr0.1_d3,0.8043067738791422,0.8704922027290448,0.8299829434697856,0.8517300194931774,0.06618542884990264,0.02567616959064345,0.047423245614035214,0.21176470588235297
clintox,classification,37,2,32,lgbm_80_bag0.8,xgb_80_d5,xgb_80_d5,xgb_100_d3,0.8636086744639375,0.8704922027290448,0.8704922027290448,0.8728679337231968,0.006883528265107297,0.006883528265107297,0.0092592592592593,0.22800586510263926
clintox,classification,37,3,4,logreg_l2_c0.1,xgb_80_d5,logreg_l2_c0.1,logreg_l1_c1,0.7985663082437277,0.8378136200716846,0.7985663082437277,0.8099362803663879,0.03924731182795693,0.0,0.011369972122660221,0.39999999999999997
clintox,classification,37,3,8,rf_90_d12,xgb_80_d5,rf_120_d20_leaf2,rf_120_d20_leaf2,0.795400238948626,0.8378136200716846,0.8198327359617683,0.8198327359617683,0.04241338112305859,0.024432497013142318,0.024432497013142318,0.4047619047619048
clintox,classification,37,3,16,rf_90_d12,xgb_80_d5,rf_120_d20_leaf2,histgb_lr0.05,0.795400238948626,0.8378136200716846,0.8198327359617683,0.832078853046595,0.04241338112305859,0.024432497013142318,0.03667861409796902,0.34411764705882353
clintox,classification,37,3,32,xgb_80_d5,xgb_80_d5,xgb_80_d5,lgbm_100_leaf30,0.8378136200716846,0.8378136200716846,0.8378136200716846,0.842094782954998,0.0,0.0,0.004281162883313372,0.5483870967741935
clintox,classification,53,1,4,logreg_l2_c0.1,xgb_80_d5,logreg_l2_c0.1,logreg_l2_c0.1,0.8211306765523634,0.8790237874575224,0.8211306765523634,0.8211306765523634,0.05789311090515903,0.0,0.0,0.7999999999999999
clintox,classification,53,1,8,rf_90_d12,xgb_80_d5,rf_120_d20_leaf2,rf_90_leaf2,0.8303367315415509,0.8790237874575224,0.8529502625888168,0.8581402533209762,0.048687055915971555,0.022613531047265933,0.027803521779425355,0.8333333333333335
clintox,classification,53,1,16,et_90_leaf2,xgb_80_d5,et_120_d20_leaf2,rf_90_leaf2,0.8403459993821439,0.8790237874575224,0.8468952734012974,0.8581402533209762,0.03867778807537847,0.006549274019153506,0.017794253938832272,0.43529411764705883
clintox,classification,53,1,32,xgb_60_d6,xgb_80_d5,xgb_80_d5,xgb_60_d6,0.8920605498918752,0.8790237874575224,0.8790237874575224,0.8920605498918752,-0.013036762434352811,-0.013036762434352811,0.0,0.7595307917888563
clintox,classification,53,2,4,logreg_l2_c0.1,xgb_80_d5,logreg_l2_c0.1,logreg_l2_c0.1,0.8155769308819351,0.8396647591217177,0.8155769308819351,0.8155769308819351,0.024087828239782616,0.0,0.0,1.0
clintox,classification,53,2,8,rf_90_d12,xgb_80_d5,rf_120_d20_leaf2,rf_90_d12,0.8464629246316814,0.8396647591217177,0.8451235845610617,0.8464629246316814,-0.006798165509963705,-0.0013393400706196434,0.0,0.9761904761904763
clintox,classification,53,2,16,et_90_d12,xgb_80_d5,et_120_d20_leaf2,rf_90_d12,0.8430334023296401,0.8396647591217177,0.8327245423921427,0.8464629246316814,-0.003368643207922406,-0.010308859937497417,0.003429522302041299,0.850625690184101
clintox,classification,53,2,32,xgb_100_d3,xgb_80_d5,xgb_80_d5,rf_90_d12,0.8436016072080846,0.8396647591217177,0.8396647591217177,0.8464629246316814,-0.003936848086366962,-0.003936848086366962,0.002861317423596743,0.6743653222347176
clintox,classification,53,3,4,logreg_l2_c0.1,xgb_80_d5,logreg_l2_c0.1,logreg_l2_c0.1,0.789078947368421,0.8125,0.789078947368421,0.789078947368421,0.02342105263157901,0.0,0.0,0.39999999999999997
clintox,classification,53,3,8,rf_90_d12,xgb_80_d5,rf_120_d20_leaf2,rf_120_d20_leaf2,0.7408333333333335,0.8125,0.8010964912280703,0.8010964912280703,0.07166666666666655,0.060263157894736796,0.060263157894736796,-0.023809523809523815
clintox,classification,53,3,16,gb_lr0.05_d2,xgb_80_d5,et_120_d20_leaf2,et_90_leaf2,0.7643421052631578,0.8125,0.790921052631579,0.8019298245614035,0.04815789473684218,0.026578947368421146,0.03758771929824567,-0.023529411764705882
clintox,classification,53,3,32,cat_100_d4,xgb_80_d5,xgb_80_d5,xgb_60_d6,0.7755701754385964,0.8125,0.8125,0.8267543859649122,0.03692982456140359,0.03692982456140359,0.05118421052631583,0.25659824046920815
clintox,classification,71,1,4,logreg_l2_c0.1,xgb_60_d6,logreg_l2_c0.1,logreg_l2_c0.1,0.8353489294210944,0.8355471847739889,0.8353489294210944,0.8353489294210944,0.00019825535289452745,0.0,0.0,0.7999999999999999
clintox,classification,71,1,8,rf_90_d12,xgb_60_d6,rf_120_d20_leaf2,rf_90_d12,0.8931403647898494,0.8355471847739889,0.8444686756542427,0.8931403647898494,-0.057593180015860446,-0.04867168913560671,0.0,0.9523809523809524
clintox,classification,71,1,16,rf_90_d12,xgb_60_d6,rf_120_d20_leaf2,rf_90_d12,0.8931403647898494,0.8355471847739889,0.8444686756542427,0.8931403647898494,-0.057593180015860446,-0.04867168913560671,0.0,0.8823529411764707
clintox,classification,71,1,32,rf_90_d12,xgb_60_d6,xgb_60_d6,rf_90_d12,0.8931403647898494,0.8355471847739889,0.8355471847739889,0.8931403647898494,-0.057593180015860446,-0.057593180015860446,0.0,0.5931628656568485
clintox,classification,71,2,4,logreg_l2_c0.1,xgb_60_d6,logreg_l2_c0.1,logreg_l1_c1,0.8366779497098646,0.8040377176015474,0.8366779497098646,0.8431254029658285,-0.032640232108317235,0.0,0.006447453255963853,0.7999999999999999
clintox,classification,71,2,8,rf_120_d20_leaf2,xgb_60_d6,rf_120_d20_leaf2,logreg_l1_c1,0.8297872340425532,0.8040377176015474,0.8297872340425532,0.8431254029658285,-0.02574951644100576,0.0,0.013338168923275329,0.28571428571428575
clintox,classification,71,2,16,histgb_lr0.05,xgb_60_d6,rf_120_d20_leaf2,logreg_l1_c1,0.8295857511283043,0.8040377176015474,0.8297872340425532,0.8431254029658285,-0.02554803352675694,0.00020148291424881837,0.013539651837524147,0.65
clintox,classification,71,2,32,xgb_100_d3,xgb_60_d6,xgb_60_d6,logreg_l1_c1,0.8145349774339137,0.8040377176015474,0.8040377176015474,0.8431254029658285,-0.010497259832366268,-0.010497259832366268,0.02859042553191482,0.44758064516129026
clintox,classification,71,3,4,logreg_l2_c0.1,xgb_60_d6,logreg_l2_c0.1,logreg_l2_c0.1,0.8141876560018153,0.8415021556614478,0.8141876560018153,0.8141876560018153,0.027314499659632507,0.0,0.0,0.7999999999999999
clintox,classification,71,3,8,rf_120_d20_leaf2,xgb_60_d6,rf_120_d20_leaf2,rf_120_d20_leaf2,0.8497844338552304,0.8415021556614478,0.8497844338552304,0.8497844338552304,-0.008282278193782577,0.0,0.0,0.9047619047619048
clintox,classification,71,3,16,et_120_d20_leaf2,xgb_60_d6,rf_120_d20_leaf2,et_90_leaf2,0.8191229861583845,0.8415021556614478,0.8497844338552304,0.8504651690492399,0.02237916950306329,0.030661447696845867,0.03134218289085533,0.5441176470588236
clintox,classification,71,3,32,et_120_d20_leaf2,xgb_60_d6,xgb_60_d6,lgbm_80_bag0.8,0.8191229861583845,0.8415021556614478,0.8415021556614478,0.8638245972316768,0.02237916950306329,0.02237916950306329,0.04470161107329229,0.47763929618768325
clintox,classification,83,1,4,logreg_l2_c0.1,xgb_80_d5,logreg_l2_c0.1,logreg_l2_c0.1,0.824607329842932,0.8491580585821424,0.824607329842932,0.824607329842932,0.024550728739210492,0.0,0.0,0.39999999999999997
clintox,classification,83,1,8,rf_90_d12,xgb_80_d5,rf_120_d20_leaf2,rf_90_leaf2,0.839252865430876,0.8491580585821424,0.8688269421253715,0.8722937597283147,0.009905193151266478,0.02957407669449552,0.03304089429743873,0.04761904761904763
clintox,classification,83,1,16,histgb_lr0.05,xgb_80_d5,rf_120_d20_leaf2,rf_90_leaf2,0.8165062968727891,0.8491580585821424,0.8688269421253715,0.8722937597283147,0.032651761709353355,0.0523206452525824,0.055787462855525605,-0.16176470588235295
clintox,classification,83,1,32,histgb_lr0.05,xgb_80_d5,xgb_80_d5,rf_90_leaf2,0.8165062968727891,0.8491580585821424,0.8491580585821424,0.8722937597283147,0.032651761709353355,0.032651761709353355,0.055787462855525605,0.07588672014274885
clintox,classification,83,2,4,logreg_l1_c1,xgb_80_d5,logreg_l2_c0.1,logreg_l1_c1,0.7959727407837023,0.8343966360967122,0.795302135063617,0.7959727407837023,0.03842389531300994,-0.00067060572008526,0.0,1.0
clintox,classification,83,2,8,rf_90_d12,xgb_80_d5,rf_120_d20_leaf2,rf_90_d12,0.8189364555769021,0.8343966360967122,0.7935984340450213,0.8189364555769021,0.01546018051981013,-0.025338021531880806,0.0,0.6904761904761906
clintox,classification,83,2,16,et_60_sqrt,xgb_80_d5,rf_120_d20_leaf2,histgb_lr0.05,0.7879617211005183,0.8343966360967122,0.7935984340450213,0.8352847355638526,0.0464349149961939,0.005636712944502964,0.04732301446333431,0.5411764705882353
clintox,classification,83,2,32,et_60_sqrt,xgb_80_d5,xgb_80_d5,lgbm_100_leaf30,0.7879617211005183,0.8343966360967122,0.8343966360967122,0.8413745604813861,0.0464349149961939,0.0464349149961939,0.05341283938086783,0.5139296187683284
clintox,classification,83,3,4,logreg_l2_c0.1,xgb_80_d5,logreg_l2_c0.1,logreg_l2_c0.1,0.8173758865248226,0.8263775231860339,0.8173758865248226,0.8173758865248226,0.009001636661211232,0.0,0.0,1.0
clintox,classification,83,3,8,rf_60_sqrt,xgb_80_d5,rf_120_d20_leaf2,logreg_l2_c0.1,0.7754591743953445,0.8263775231860339,0.807374068012366,0.8173758865248226,0.05091834879068935,0.03191489361702149,0.04191671212947812,0.16766767666785626
clintox,classification,83,3,16,rf_60_sqrt,xgb_80_d5,rf_120_d20_leaf2,histgb_lr0.05,0.7754591743953445,0.8263775231860339,0.807374068012366,0.8265593744317149,0.05091834879068935,0.03191489361702149,0.05110020003637039,0.23546731908210405
clintox,classification,83,3,32,lgbm_90_l31,xgb_80_d5,xgb_80_d5,xgb_100_d3,0.7635479178032369,0.8263775231860339,0.8263775231860339,0.8444717221312966,0.06282960538279692,0.06282960538279692,0.08092380432805968,0.24012464586232127
clintox,classification,97,1,4,logreg_l2_c0.1,xgb_80_d5,logreg_l2_c0.1,logreg_l2_c0.1,0.7973415726609157,0.8333817186463172,0.7973415726609157,0.7973415726609157,0.036040145985401506,0.0,0.0,0.39999999999999997
clintox,classification,97,1,8,rf_60_sqrt,xgb_80_d5,rf_120_d20_leaf2,rf_60_sqrt,0.83099701393497,0.8333817186463172,0.8274510617120105,0.83099701393497,0.0023847047113471076,-0.003545952222959503,0.0,0.9047619047619048
clintox,classification,97,1,16,et_120_d20_leaf2,xgb_80_d5,et_120_d20_leaf2,et_120_d20_leaf2,0.8316398473788985,0.8333817186463172,0.8316398473788985,0.8316398473788985,0.0017418712674186487,0.0,0.0,0.7029411764705883
clintox,classification,97,1,32,et_120_d20_leaf2,xgb_80_d5,xgb_80_d5,xgb_60_d3,0.8316398473788985,0.8333817186463172,0.8333817186463172,0.8434596881220969,0.0017418712674186487,0.0017418712674186487,0.011819840743198418,0.29802052785923755
clintox,classification,97,2,4,logreg_l2_c0.1,xgb_80_d5,logreg_l2_c0.1,logreg_l2_c0.1,0.7465305313243458,0.7572363203806503,0.7465305313243458,0.7465305313243458,0.010705789056304482,0.0,0.0,1.0
clintox,classification,97,2,8,rf_90_d12,xgb_80_d5,rf_120_d20_leaf2,rf_90_leaf2,0.7506278086174993,0.7572363203806503,0.7924596880782447,0.7941118160190325,0.006608511763150915,0.0418318794607454,0.04348400740153313,0.8095238095238096
clintox,classification,97,2,16,histgb_lr0.05,xgb_80_d5,et_120_d20_leaf2,rf_90_leaf2,0.7474557229711869,0.7572363203806503,0.758888448321438,0.7941118160190325,0.009780597409463354,0.011432725350251083,0.04665609304784557,0.2058823529411765
clintox,classification,97,2,32,xgb_100_d3,xgb_80_d5,xgb_80_d5,lgbm_80_bag0.8,0.7518173407348665,0.7572363203806503,0.7572363203806503,0.8008524980174465,0.00541897964578375,0.00541897964578375,0.04903515728258001,0.2855571847507331
clintox,classification,97,3,4,logreg_l1_c1,xgb_80_d5,logreg_l2_c0.1,logreg_l2_c0.1,0.8100654533844188,0.8378432311621967,0.8311382503192848,0.8311382503192848,0.0277777777777779,0.021072796934865967,0.021072796934865967,0.39999999999999997
clintox,classification,97,3,8,rf_90_leaf2,xgb_80_d5,rf_120_d20_leaf2,rf_120_d20_leaf2,0.8676564495530013,0.8378432311621967,0.8764367816091954,0.8764367816091954,-0.02981321839080453,0.008780332056194107,0.008780332056194107,0.7857142857142858
clintox,classification,97,3,16,et_120_d20_leaf2,xgb_80_d5,et_120_d20_leaf2,rf_120_d20_leaf2,0.8273068326947638,0.8378432311621967,0.8273068326947638,0.8764367816091954,0.010536398467432928,0.0,0.049129948914431565,0.4147058823529412
clintox,classification,97,3,32,xgb_80_d5,xgb_80_d5,xgb_80_d5,rf_120_d20_leaf2,0.8378432311621967,0.8378432311621967,0.8378432311621967,0.8764367816091954,0.0,0.0,0.03859355044699864,0.4024926686217009
clintox,classification,113,1,4,logreg_l2_c0.1,xgb_80_d5,logreg_l2_c0.1,logreg_l1_c1,0.7916666666666666,0.7930030153508772,0.7916666666666666,0.7918722587719298,0.0013363486842106198,0.0,0.00020559210526316374,-0.19999999999999998
clintox,classification,113,1,8,rf_120_d20_leaf2,xgb_80_d5,rf_120_d20_leaf2,rf_60_sqrt,0.784813596491228,0.7930030153508772,0.784813596491228,0.8092447916666666,0.0081894188596493,0.0,0.02443119517543868,0.07142857142857144
clintox,classification,113,1,16,rf_120_d20_leaf2,xgb_80_d5,rf_120_d20_leaf2,rf_60_sqrt,0.784813596491228,0.7930030153508772,0.784813596491228,0.8092447916666666,0.0081894188596493,0.0,0.02443119517543868,0.25
clintox,classification,113,1,32,rf_120_d20_leaf2,xgb_80_d5,xgb_80_d5,rf_60_sqrt,0.784813596491228,0.7930030153508772,0.7930030153508772,0.8092447916666666,0.0081894188596493,0.0081894188596493,0.02443119517543868,0.14626099706744866
clintox,classification,113,2,4,logreg_l2_c0.1,xgb_80_d5,logreg_l2_c0.1,logreg_l2_c0.1,0.7977175245098039,0.8275505514705883,0.7977175245098039,0.7977175245098039,0.02983302696078438,0.0,0.0,1.0
clintox,classification,113,2,8,rf_90_d12,xgb_80_d5,rf_120_d20_leaf2,rf_120_d20_leaf2,0.7969898897058825,0.8275505514705883,0.8304610906862745,0.8304610906862745,0.030560661764705843,0.033471200980392024,0.033471200980392024,0.7380952380952381
clintox,classification,113,2,16,rf_90_d12,xgb_80_d5,rf_120_d20_leaf2,rf_120_d20_leaf2,0.7969898897058825,0.8275505514705883,0.8304610906862745,0.8304610906862745,0.030560661764705843,0.033471200980392024,0.033471200980392024,0.6
clintox,classification,113,2,32,rf_90_d12,xgb_80_d5,xgb_80_d5,xgb_60_d6,0.7969898897058825,0.8275505514705883,0.8275505514705883,0.8414139093137255,0.030560661764705843,0.030560661764705843,0.044424019607843035,0.6715542521994134
clintox,classification,113,3,4,logreg_l2_c0.1,xgb_80_d5,logreg_l2_c0.1,logreg_l2_c0.1,0.820291832010582,0.8365368716931217,0.820291832010582,0.820291832010582,0.016245039682539764,0.0,0.0,1.0
clintox,classification,113,3,8,rf_90_d12,xgb_80_d5,rf_120_d20_leaf2,rf_90_d12,0.8564608134920635,0.8365368716931217,0.8302538029100529,0.8564608134920635,-0.019923941798941747,-0.02620701058201058,0.0,0.8333333333333335
clintox,classification,113,3,16,rf_90_d12,xgb_80_d5,rf_120_d20_leaf2,et_60_sqrt,0.8564608134920635,0.8365368716931217,0.8302538029100529,0.8660094246031746,-0.019923941798941747,-0.02620701058201058,0.00954861111111116,0.8294117647058824
clintox,classification,113,3,32,xgb_60_d6,xgb_80_d5,xgb_80_d5,et_60_sqrt,0.8532366071428572,0.8365368716931217,0.8365368716931217,0.8660094246031746,-0.016699735449735464,-0.016699735449735464,0.012772817460317443,0.7771260997067448
clintox,classification,127,1,4,logreg_l2_c0.1,xgb_80_d5,logreg_l2_c0.1,logreg_l2_c0.1,0.845718948534126,0.875735851256047,0.845718948534126,0.845718948534126,0.030016902721921035,0.0,0.0,0.7999999999999999
clintox,classification,127,1,8,rf_120_d20_leaf2,xgb_80_d5,rf_120_d20_leaf2,rf_90_d12,0.8423384041499097,0.875735851256047,0.8423384041499097,0.8707233199277262,0.033397447106137346,0.0,0.028384915777816544,0.6190476190476191
clintox,classification,127,1,16,rf_120_d20_leaf2,xgb_80_d5,rf_120_d20_leaf2,et_90_d12,0.8423384041499097,0.875735851256047,0.8423384041499097,0.8725301626158419,0.033397447106137346,0.0,0.03019175846593225,0.24576901429194614
clintox,classification,127,1,32,rf_120_d20_leaf2,xgb_80_d5,xgb_80_d5,xgb_80_d5,0.8423384041499097,0.875735851256047,0.875735851256047,0.875735851256047,0.033397447106137346,0.033397447106137346,0.033397447106137346,0.2989643491614091
clintox,classification,127,2,4,logreg_l2_c0.1,xgb_80_d5,logreg_l2_c0.1,logreg_l2_c0.1,0.7891777617848146,0.7653382511694854,0.7891777617848146,0.7891777617848146,-0.023839510615329185,0.0,0.0,1.0
clintox,classification,127,2,8,rf_90_d12,xgb_80_d5,rf_120_d20_leaf2,rf_90_leaf2,0.729444044620367,0.7653382511694854,0.7929560993163007,0.797813961856783,0.035894206549118346,0.06351205469593368,0.06836991723641594,0.07142857142857144
clintox,classification,127,2,16,rf_90_d12,xgb_80_d5,rf_120_d20_leaf2,gb_lr0.1_d3,0.729444044620367,0.7653382511694854,0.7929560993163007,0.7988934868657791,0.035894206549118346,0.06351205469593368,0.06944944224541205,-0.31176470588235294
clintox,classification,127,2,32,rf_90_d12,xgb_80_d5,xgb_80_d5,xgb_60_d6,0.729444044620367,0.7653382511694854,0.7653382511694854,0.817560273479669,0.035894206549118346,0.035894206549118346,0.08811622885930193,-0.3346774193548387
clintox,classification,127,3,4,logreg_l2_c0.1,xgb_80_d5,logreg_l2_c0.1,logreg_l2_c0.1,0.7933225311274092,0.8513133208255159,0.7933225311274092,0.7933225311274092,0.05799078969810667,0.0,0.0,0.39999999999999997
clintox,classification,127,3,8,rf_90_d12,xgb_80_d5,rf_120_d20_leaf2,rf_60_sqrt,0.8272641992154187,0.8513133208255159,0.8232133719938597,0.8419324577861163,0.0240491216100972,-0.004050827221559028,0.014668258570697534,0.11904761904761905
clintox,classification,127,3,16,rf_90_d12,xgb_80_d5,rf_120_d20_leaf2,rf_60_sqrt,0.8272641992154187,0.8513133208255159,0.8232133719938597,0.8419324577861163,0.0240491216100972,-0.004050827221559028,0.014668258570697534,-0.15294117647058825
clintox,classification,127,3,32,xgb_60_d6,xgb_80_d5,xgb_80_d5,lgbm_100_leaf30,0.8318480300187617,0.8513133208255159,0.8513133208255159,0.852549889135255,0.019465290806754187,0.019465290806754187,0.02070185911649325,0.2100439882697947
clintox,classification,149,1,4,logreg_l1_c1,xgb_80_d5,logreg_l2_c0.1,logreg_l2_c0.1,0.8137581928838951,0.8980278558052435,0.8611013576779026,0.8611013576779026,0.08426966292134841,0.047343164794007575,0.047343164794007575,0.39999999999999997
clintox,classification,149,1,8,rf_90_leaf2,xgb_80_d5,rf_120_d20_leaf2,rf_90_d12,0.872746956928839,0.8980278558052435,0.8897764513108615,0.8987301029962548,0.0252808988764045,0.017029494382022503,0.025983146067415808,0.8333333333333335
clintox,classification,149,1,16,et_90_d12,xgb_80_d5,rf_120_d20_leaf2,et_120_d20_leaf2,0.8619206460674158,0.8980278558052435,0.8897764513108615,0.90218281835206,0.03610720973782766,0.027855805243445664,0.04026217228464424,0.4970588235294117
clintox,classification,149,1,32,xgb_80_d5,xgb_80_d5,xgb_80_d5,et_120_d20_leaf2,0.8980278558052435,0.8980278558052435,0.8980278558052435,0.90218281835206,0.0,0.0,0.004154962546816576,0.42815249266862165
clintox,classification,149,2,4,logreg_l2_c1,xgb_80_d5,logreg_l2_c0.1,logreg_l2_c0.1,0.8095785440613025,0.859357500736811,0.8201886236368996,0.8201886236368996,0.04977895667550858,0.01061007957559712,0.01061007957559712,-0.39999999999999997
clintox,classification,149,2,8,rf_90_d12,xgb_80_d5,rf_120_d20_leaf2,rf_90_d12,0.8524314765694077,0.859357500736811,0.8357795461243738,0.8524314765694077,0.0069260241674033995,-0.01665193044503388,0.0,0.38095238095238104
clintox,classification,149,2,16,rf_90_d12,xgb_80_d5,rf_120_d20_leaf2,rf_90_d12,0.8524314765694077,0.859357500736811,0.8357795461243738,0.8524314765694077,0.0069260241674033995,-0.01665193044503388,0.0,0.6088235294117647
clintox,classification,149,2,32,rf_90_d12,xgb_80_d5,xgb_80_d5,xgb_100_d3,0.8524314765694077,0.859357500736811,0.859357500736811,0.8645446507515473,0.0069260241674033995,0.0069260241674033995,0.012113174182139641,0.4941348973607038
clintox,classification,149,3,4,logreg_l2_c0.1,xgb_80_d5,logreg_l2_c0.1,logreg_l2_c0.1,0.8082838386995937,0.7879337292904032,0.8082838386995937,0.8082838386995937,-0.020350109409190575,0.0,0.0,1.0
clintox,classification,149,3,8,rf_90_d12,xgb_80_d5,rf_120_d20_leaf2,logreg_l2_c0.1,0.7889653016567677,0.7879337292904032,0.8072522663332292,0.8082838386995937,-0.0010315723663645304,0.018286964676461515,0.019318537042826045,0.4523809523809524
clintox,classification,149,3,16,rf_90_d12,xgb_80_d5,rf_120_d20_leaf2,histgb_lr0.05,0.7889653016567677,0.7879337292904032,0.8072522663332292,0.833510472022507,-0.0010315723663645304,0.018286964676461515,0.04454517036573935,-0.0029411764705882353
clintox,classification,149,3,32,rf_90_d12,xgb_80_d5,xgb_80_d5,histgb_lr0.05,0.7889653016567677,0.7879337292904032,0.7879337292904032,0.833510472022507,-0.0010315723663645304,-0.0010315723663645304,0.04454517036573935,-0.0689149560117302
esol,regression,11,1,4,ridge_a10,ridge_a10,ridge_a10,ridge_a10,-1.7299175500752335,-1.7299175500752335,-1.7299175500752335,-1.7299175500752335,0.0,0.0,0.0,1.0
esol,regression,11,1,8,ridge_a10,ridge_a10,ridge_a10,ridge_a10,-1.7299175500752335,-1.7299175500752335,-1.7299175500752335,-1.7299175500752335,0.0,0.0,0.0,0.9047619047619048
esol,regression,11,1,16,ridge_a10,ridge_a10,ridge_a10,histgb_lr0.1,-1.7299175500752335,-1.7299175500752335,-1.7299175500752335,-1.7034364285652055,0.0,0.0,0.026481121510028016,0.8735294117647058
esol,regression,11,1,32,ridge_a10,ridge_a10,ridge_a10,histgb_lr0.1,-1.7299175500752335,-1.7299175500752335,-1.7299175500752335,-1.7034364285652055,0.0,0.0,0.026481121510028016,0.7661290322580645
esol,regression,11,2,4,ridge_a10,ridge_a10,ridge_a10,ridge_a10,-1.5725462369351413,-1.5725462369351413,-1.5725462369351413,-1.5725462369351413,0.0,0.0,0.0,1.0
esol,regression,11,2,8,rf_60_sqrt,ridge_a10,ridge_a10,ridge_a10,-1.9127851480751663,-1.5725462369351413,-1.5725462369351413,-1.5725462369351413,0.340238911140025,0.340238911140025,0.340238911140025,0.19047619047619052
esol,regression,11,2,16,histgb_lr0.1,ridge_a10,ridge_a10,ridge_a10,-1.7559756330159977,-1.5725462369351413,-1.5725462369351413,-1.5725462369351413,0.1834293960808564,0.1834293960808564,0.1834293960808564,0.33529411764705885
esol,regression,11,2,32,lgbm_100_leaf10,ridge_a10,ridge_a10,ridge_a10,-1.843162608128012,-1.5725462369351413,-1.5725462369351413,-1.5725462369351413,0.27061637119287063,0.27061637119287063,0.27061637119287063,0.0344574780058651
esol,regression,11,3,4,ridge_a10,ridge_a10,ridge_a10,ridge_a10,-1.444175096724465,-1.444175096724465,-1.444175096724465,-1.444175096724465,0.0,0.0,0.0,1.0
