dataset,pool_size,scenario,noise_scale,simulation_replicates,n_audit_units,observed_mean_same_fold_gap,simulated_mean_gap,simulated_gap_interval_low,simulated_gap_interval_high,top1_recovery_mean,top1_recovery_interval_low,top1_recovery_interval_high,observed_within_simulated_95pct_envelope,candidate_variance_cv
freesolv,32,independent_homoskedastic,1.0,2000,30,0.21232039063081704,0.2622713416110983,0.2009545331487321,0.3269063220534717,0.09930000000000001,0.0,0.2,1,0.08073020483674481
freesolv,32,independent_homoskedastic,2.0,2000,30,0.21232039063081704,0.322284360164178,0.25585272395831676,0.38983940090182573,0.060533333333333335,0.0,0.16666666666666666,0,0.08073020483674481
lipo,4,empirical_correlation_heteroskedastic,0.5,2000,30,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,0.07742001612532193
lipo,4,empirical_correlation_heteroskedastic,1.0,2000,30,0.0,2.721998837334081e-05,0.0,0.0004483154571092015,0.9979333333333333,0.9666666666666667,1.0,1,0.07742001612532193
lipo,4,empirical_correlation_heteroskedastic,2.0,2000,30,0.0,0.0010216992565815158,0.0,0.0028954846187354798,0.9379833333333335,0.8333333333333334,1.0,1,0.07742001612532193
lipo,4,independent_homoskedastic,0.5,2000,30,0.0,0.01050360888920728,0.006034629352702414,0.015309988764637586,0.5498333333333333,0.36666666666666664,0.7008333333333288,0,0.07742001612532193
lipo,4,independent_homoskedastic,1.0,2000,30,0.0,0.01596430420322412,0.010468190240748151,0.02140604227328693,0.3997166666666667,0.23333333333333334,0.5666666666666667,0,0.07742001612532193
lipo,4,independent_homoskedastic,2.0,2000,30,0.0,0.01880261184366709,0.012885347926674716,0.02434712253281465,0.3243,0.16666666666666666,0.5,0,0.07742001612532193
lipo,8,empirical_correlation_heteroskedastic,0.5,2000,30,0.0037428597453086315,0.001368562003706317,0.0001973083586936251,0.0033914323963940064,0.8360500000000002,0.7,0.9333333333333333,0,0.07742001612532193
lipo,8,empirical_correlation_heteroskedastic,1.0,2000,30,0.0037428597453086315,0.005240331498434836,0.0016538158867315611,0.010033346679273216,0.6668333333333333,0.5,0.8333333333333334,1,0.07742001612532193
lipo,8,empirical_correlation_heteroskedastic,2.0,2000,30,0.0037428597453086315,0.013049618238818877,0.006317808113977884,0.020414018163271895,0.46835000000000004,0.3,0.6333333333333333,0,0.07742001612532193
lipo,8,independent_homoskedastic,0.5,2000,30,0.0037428597453086315,0.009379002619836126,0.005087376044850207,0.014323697239399342,0.4468166666666666,0.26666666666666666,0.6333333333333333,0,0.07742001612532193
lipo,8,independent_homoskedastic,1.0,2000,30,0.0037428597453086315,0.019558468147569424,0.0120891510406371,0.02812837814857171,0.30304999999999993,0.13333333333333333,0.4674999999999955,0,0.07742001612532193
lipo,8,independent_homoskedastic,2.0,2000,30,0.0037428597453086315,0.030178221225149578,0.020099664848286538,0.04098005263858255,0.21466666666666664,0.06666666666666667,0.36666666666666664,0,0.07742001612532193
lipo,16,empirical_correlation_heteroskedastic,0.5,2000,30,0.0011756167554829073,0.0009059875617358563,0.00019953914066036323,0.0020318358507819853,0.8315833333333335,0.7,0.9333333333333333,1,0.07742001612532193
lipo,16,empirical_correlation_heteroskedastic,1.0,2000,30,0.0011756167554829073,0.003660546714298279,0.0012634538453870576,0.007128171130472868,0.6818333333333333,0.5333333333333333,0.8333333333333334,0,0.07742001612532193
lipo,16,empirical_correlation_heteroskedastic,2.0,2000,30,0.0011756167554829073,0.014099965161903793,0.006756685948842692,0.022421832316884237,0.45131666666666664,0.26666666666666666,0.6333333333333333,0,0.07742001612532193
lipo,16,independent_homoskedastic,0.5,2000,30,0.0011756167554829073,0.013228499393564162,0.008291795232429898,0.0186003063196433,0.37195,0.2,0.5333333333333333,0,0.07742001612532193
lipo,16,independent_homoskedastic,1.0,2000,30,0.0011756167554829073,0.024230569149209312,0.016075999949635593,0.032664120215303884,0.22135,0.1,0.36666666666666664,0,0.07742001612532193
lipo,16,independent_homoskedastic,2.0,2000,30,0.0011756167554829073,0.0368460421440232,0.025886830971016853,0.04815625635994553,0.13815000000000002,0.03333333333333333,0.26666666666666666,0,0.07742001612532193
lipo,32,empirical_correlation_heteroskedastic,0.5,2000,30,0.01004508303725052,0.0007349859919993795,0.00020137967654124334,0.00150933062657005,0.7877666666666667,0.6666666666666666,0.9,0,0.07742001612532193
lipo,32,empirical_correlation_heteroskedastic,1.0,2000,30,0.01004508303725052,0.0028764026727294946,0.0010730352285217158,0.0056166212336028675,0.6304666666666665,0.4666666666666667,0.8,0,0.07742001612532193
lipo,32,empirical_correlation_heteroskedastic,2.0,2000,30,0.01004508303725052,0.013473357400684494,0.006437203161533421,0.022084336639417456,0.38963333333333333,0.23333333333333334,0.5666666666666667,1,0.07742001612532193
lipo,32,independent_homoskedastic,0.5,2000,30,0.01004508303725052,0.012621913176342894,0.008013534698751709,0.017848151271236193,0.28025,0.13333333333333333,0.4666666666666667,1,0.07742001612532193
lipo,32,independent_homoskedastic,1.0,2000,30,0.01004508303725052,0.024649976983599747,0.016666279273494046,0.033703719787113645,0.1647166666666667,0.03333333333333333,0.3,0,0.07742001612532193
lipo,32,independent_homoskedastic,2.0,2000,30,0.01004508303725052,0.04250425751193055,0.029993838326009135,0.05657323759883943,0.09334999999999999,0.0,0.2,0,0.07742001612532193
