task,task_type,matrix_level,candidate_count,transformation,reference_label,n_seeds,n_matrix_rows,n_columns_after_transform,empirical_entropy_rank,empirical_participation_rank,empirical_median_correlation,ledoit_wolf_entropy_rank,ledoit_wolf_participation_rank,ledoit_wolf_median_correlation,ledoit_wolf_shrinkage_alpha
bace,classification,inner,32,within_unit_rank,candidate_1,10,90,32,17.154276550017947,11.320948394849307,-0.08181441554072946,22.56159673957136,15.87013077605846,-0.06102827569494974,0.2540645155062169
bbbp,classification,outer,4,raw,candidate_1,10,30,4,1.4046043291256645,1.1821732375684624,0.9224250137245091,1.7066271336683507,1.3306153665291733,0.8462404859467385,0.08259156749247079
bbbp,classification,outer,4,row_centred,candidate_1,10,30,4,2.669763117829681,2.401061743178315,-0.32906692322800335,3.306678040869123,2.9198532740828638,-0.24526236425400122,0.2546732991329416
bbbp,classification,outer,4,fixed_reference_relative,candidate_1,10,30,3,1.8401235505728322,1.5170349005883854,0.6600863958046939,2.279407810767608,1.9047117186363358,0.5062705870231492,0.23302375228326233
bbbp,classification,outer,4,within_unit_rank,candidate_1,10,30,4,1.7560675182821552,1.6017309205350128,-0.5758167996310982,2.8849293070329325,2.778865316910725,-0.17385148977254675,0.6980784689089895
bbbp,classification,outer,8,raw,candidate_1,10,30,8,1.8345251032693777,1.3609232609826656,0.8171197294136632,2.2753212265060943,1.5336789868698277,0.7596439227399991,0.0703395164805368
bbbp,classification,outer,8,row_centred,candidate_1,10,30,8,3.61150134177362,2.5012345972816,-0.42324868240976177,4.344339106207929,2.9404161134173123,-0.374449483670994,0.11529675287098387
bbbp,classification,outer,8,fixed_reference_relative,candidate_1,10,30,7,3.2455479661621354,2.470451646120927,0.37013376081728355,4.191398355408104,3.1076505181220027,0.3059209759617569,0.1734853494956524
bbbp,classification,outer,8,within_unit_rank,candidate_1,10,30,8,5.419820304289693,4.963188334868474,-0.10656579943115914,7.852743819700612,7.710666975031548,-0.02639017840195724,0.7523578995998136
bbbp,classification,outer,16,raw,candidate_1,10,30,16,1.929746145236365,1.327653927069865,0.8723162833248219,2.4077306885371756,1.4680181398376833,0.82558796445333,0.05356809194640672
