task,task_type,matrix_level,candidate_count,transformation,reference_label,n_seeds,n_matrix_rows,n_columns_after_transform,empirical_entropy_rank,empirical_participation_rank,empirical_median_correlation,ledoit_wolf_entropy_rank,ledoit_wolf_participation_rank,ledoit_wolf_median_correlation,ledoit_wolf_shrinkage_alpha
bbbp,classification,outer,16,row_centred,candidate_1,10,30,16,8.009600628665561,5.593567998889148,-0.10317634533830111,11.37281531537932,8.283521077119996,-0.07300889449711871,0.29238727871458753
bbbp,classification,outer,16,fixed_reference_relative,candidate_1,10,30,15,4.285120749196909,2.5180376196013796,0.6021686974772663,5.614926462680017,3.08437534516238,0.5315971500717074,0.11719564251880284
bbbp,classification,outer,16,within_unit_rank,candidate_1,10,30,16,9.910090593156976,7.86531413705748,-0.05450899453275051,14.402692469830255,12.919756950257378,-0.02617104930569911,0.5198764987313274
bbbp,classification,outer,32,raw,candidate_1,10,30,32,1.7822909796954156,1.240192053941629,0.9097227611318409,2.279802974456111,1.3541701192870255,0.8689820452223799,0.04478366118791265
bbbp,classification,outer,32,row_centred,candidate_1,10,30,32,12.625687605997454,9.035043104561856,-0.06003311214181803,24.21560987260352,18.144379953264433,-0.0329052406988176,0.4518818111397498
bbbp,classification,outer,32,fixed_reference_relative,candidate_1,10,30,31,4.098560318680492,2.1115872560261764,0.7119137417627978,5.557886093531944,2.4732874814965804,0.6536700924067941,0.0818127898638177
bbbp,classification,outer,32,within_unit_rank,candidate_1,10,30,32,14.573886993765647,10.879997324213521,-0.024295371653319735,28.469646176178184,24.8338051737616,-0.009367282706455931,0.6144416788464329
bbbp,classification,inner,4,raw,candidate_1,10,90,4,1.382397610396742,1.162530105709035,0.8918162947327735,1.5518103441174529,1.2412823773683603,0.8510012657972197,0.04576618433259597
bbbp,classification,inner,4,row_centred,candidate_1,10,90,4,2.4754790177028583,2.2367607164039702,-0.3820942719791317,2.8217079749607556,2.453725213188842,-0.3416292428997672,0.10590326012941248
bbbp,classification,inner,4,fixed_reference_relative,candidate_1,10,90,3,1.8367938383836186,1.5621221937621912,0.5427868055400922,2.032839931943722,1.7038164580873028,0.49345509782190594,0.090885974409602
bbbp,classification,inner,4,within_unit_rank,candidate_1,10,90,4,2.558032281118667,2.2821735605652997,-0.35906894813596335,3.2728747043583897,2.8681176863696685,-0.2599948203841837,0.27591950867960807
bbbp,classification,inner,8,raw,candidate_1,10,90,8,1.904215328422896,1.430926846226359,0.8309458355228454,2.2119506756552347,1.549666715571491,0.7912273797292917,0.04779909122303056
bbbp,classification,inner,8,row_centred,candidate_1,10,90,8,3.0861862522946057,2.071237351433785,-0.44456099759231493,3.3775457150285644,2.209145226265722,-0.42542544744762745,0.043043699848441454
bbbp,classification,inner,8,fixed_reference_relative,candidate_1,10,90,7,3.2761027084690464,2.499366122576708,-0.04838471100503761,3.619251580158641,2.70367174279167,-0.045452523006960295,0.06060153997348567
bbbp,classification,inner,8,within_unit_rank,candidate_1,10,90,8,5.791019751237104,5.03230291265803,-0.18483988907231963,7.480698107081111,7.018398752832338,-0.09001561078243417,0.5130076563332335
bbbp,classification,inner,16,raw,candidate_1,10,90,16,2.1415569104011465,1.4252373131414717,0.8338323020994358,2.5425387143243783,1.5450486354802497,0.7975516194345065,0.04351076658169891
bbbp,classification,inner,16,row_centred,candidate_1,10,90,16,7.065783274522717,4.266980740145555,-0.15933749864538582,8.017259209883703,4.800560434314978,-0.14676605447627739,0.0788982146449209
bbbp,classification,inner,16,fixed_reference_relative,candidate_1,10,90,15,5.007677955748882,3.036770671435642,0.43717654503565195,5.690935785950516,3.3481909032697663,0.4108943901551328,0.06011794360645716
bbbp,classification,inner,16,within_unit_rank,candidate_1,10,90,16,10.843990295520818,8.214705408046404,-0.05622547174784655,13.370781750638203,11.063368125563505,-0.03858009290891902,0.31383247290590066
bbbp,classification,inner,32,raw,candidate_1,10,90,32,2.0903560608072262,1.343040036414043,0.863391389934753,2.5457232501964495,1.4489756093068331,0.8297934466637502,0.03891391976186139
bbbp,classification,inner,32,row_centred,candidate_1,10,90,32,12.535117774678477,7.080423021882397,-0.0872361418218556,15.258295592364767,8.514472390842025,-0.0772283950667559,0.11472018989029187
bbbp,classification,inner,32,fixed_reference_relative,candidate_1,10,90,31,5.810168641832368,2.8850403017638917,0.5354812879236002,6.909929183380467,3.2078238351192665,0.5049025112172922,0.057105219913251265
bbbp,classification,inner,32,within_unit_rank,candidate_1,10,90,32,17.12755945851782,10.359036350291868,-0.06610367397513114,21.247488708231437,13.649127599435822,-0.05303015412775362,0.19777296875051023
clintox,classification,outer,4,raw,candidate_1,10,30,4,1.780727854358452,1.4198191061390615,0.7312400826327925,2.2228423746242805,1.6863128041532207,0.635381656216027,0.131090224255257
clintox,classification,outer,4,row_centred,candidate_1,10,30,4,2.287552610388956,2.068013240141694,-0.4243705465962172,2.7477325270192705,2.359186804431296,-0.36615774386165056,0.13717446510244108
clintox,classification,outer,4,fixed_reference_relative,candidate_1,10,30,3,2.0517852132845342,1.8160989549085778,0.29081857688135976,2.461512003870709,2.181802284190903,0.22057466712601556,0.24153859257760024
clintox,classification,outer,4,within_unit_rank,candidate_1,10,30,4,2.3214608043370193,1.931019824349723,-0.1970648487322468,2.674436030318343,2.159718106944218,-0.17573894204109441,0.10821771020222913
clintox,classification,outer,8,raw,candidate_1,10,30,8,3.1686730509610537,2.2002872518724996,0.6162983557564369,4.003656472299199,2.6696190660629733,0.5363915579487786,0.12965602952093172
clintox,classification,outer,8,row_centred,candidate_1,10,30,8,4.115882615160876,3.0159763159580257,-0.40928171118613765,5.106142590737113,3.7016105615136476,-0.3430866115229263,0.16173480967759726
clintox,classification,outer,8,fixed_reference_relative,candidate_1,10,30,7,4.495656039886439,3.640035253481856,-0.07700838368950072,5.58776203362214,4.690309214103169,-0.05624703397415012,0.2695985647362869
clintox,classification,outer,8,within_unit_rank,candidate_1,10,30,8,5.007151938185013,3.940867377824546,-0.24819186671458784,6.753725279257426,5.728773722159233,-0.15398066918476366,0.3795901887396002
clintox,classification,outer,16,raw,candidate_1,10,30,16,4.231004186987409,2.441904579328722,0.5962970768969289,5.828959389109136,3.084091831838681,0.5178768595120216,0.13151199364081834
clintox,classification,outer,16,row_centred,candidate_1,10,30,16,8.264261279830908,6.227495069259044,-0.11618850967690733,12.056539430676343,9.40669710628114,-0.0776515022334496,0.33167657929876204
clintox,classification,outer,16,fixed_reference_relative,candidate_1,10,30,15,6.68825943031776,4.428972345831805,0.30063888950057366,9.157334559441972,6.0774403789098494,0.2357883884555453,0.215708956192458
clintox,classification,outer,16,within_unit_rank,candidate_1,10,30,16,9.168842213968807,7.0863462845363685,-0.11244919347861615,13.63216901799333,11.611991540073154,-0.06163395315580627,0.45189510703314345
clintox,classification,outer,32,raw,candidate_1,10,30,32,4.642709998058163,2.3014486095729567,0.6394681947694469,6.963642779106461,2.9004425064472272,0.5638492647578135,0.11825283982872205
clintox,classification,outer,32,row_centred,candidate_1,10,30,32,13.726216767584075,9.955198852977205,-0.06674392367002462,25.4656858826072,19.986211860169096,-0.03477429642901428,0.47898932941169325
clintox,classification,outer,32,fixed_reference_relative,candidate_1,10,30,31,7.400543645895671,3.72155346890327,0.46945247039603716,11.071847833004432,4.998978412264118,0.395456318043223,0.15762224510266232
clintox,classification,outer,32,within_unit_rank,candidate_1,10,30,32,14.853987344959945,11.008061130219671,-0.04155774125012088,28.04128570718644,24.116920840903145,-0.017205531354975177,0.5859849251329287
clintox,classification,inner,4,raw,candidate_1,10,90,4,1.6147347092264874,1.3063181803954576,0.7919519867821048,1.7673473019512158,1.3810722477567703,0.7594579810075259,0.041030272436856016
clintox,classification,inner,4,row_centred,candidate_1,10,90,4,2.1518545584134476,1.9766649797669766,-0.4530265474364968,2.410482493738071,2.1123279780727917,-0.4232908503656336,0.06563786877198635
clintox,classification,inner,4,fixed_reference_relative,candidate_1,10,90,3,1.8720200599362888,1.6641041396090985,0.36938017399722206,2.044481523898583,1.7748269073349594,0.3425297148147614,0.07269058025475528
clintox,classification,inner,4,within_unit_rank,candidate_1,10,90,4,2.4853502486929724,2.265256777637991,-0.4159464911169115,2.7550436691133453,2.4235102562815687,-0.38335552640955894,0.07835374357850083
clintox,classification,inner,8,raw,candidate_1,10,90,8,2.8532320194024154,1.9961590179936095,0.646455498192005,3.132673285732521,2.125573169893639,0.6196783598970673,0.04142147196493462
clintox,classification,inner,8,row_centred,candidate_1,10,90,8,3.7664812072254654,2.7097745186866775,-0.38299163077804965,4.13820296868356,2.907610695031817,-0.3627533563409562,0.05284260232000195
clintox,classification,inner,8,fixed_reference_relative,candidate_1,10,90,7,3.84305335475844,3.095198588445553,0.1314746388275184,4.267518531672843,3.3778969849886638,0.1212115398348477,0.07806143514974667
clintox,classification,inner,8,within_unit_rank,candidate_1,10,90,8,4.974680521134492,3.9546954626288024,-0.24725440992418302,5.5339689888968575,4.368876958591744,-0.22287457807027783,0.09860221243932875
clintox,classification,inner,16,raw,candidate_1,10,90,16,4.475982292542207,2.531151167979067,0.5642380996042382,4.972238881067714,2.7198848375628812,0.5404827940814791,0.04210156233586677
clintox,classification,inner,16,row_centred,candidate_1,10,90,16,8.600428910324892,6.288088578497006,-0.13812611970217376,10.185218387585724,7.415605178372495,-0.11958158984396677,0.13425795134325405
clintox,classification,inner,16,fixed_reference_relative,candidate_1,10,90,15,5.886925668405357,3.596320272205791,0.4332143388998915,6.633654008178773,3.974943002460063,0.40516737382518236,0.06474154374929511
clintox,classification,inner,16,within_unit_rank,candidate_1,10,90,16,10.13060278028018,7.910153725115657,-0.12821635538467147,11.87091258539392,9.436053390084718,-0.10574335369779363,0.17527406405723311
clintox,classification,inner,32,raw,candidate_1,10,90,32,4.655442432425539,2.219772901177426,0.636984816205121,5.241795997181885,2.3646357174159616,0.61566201949272,0.03347457611224278
clintox,classification,inner,32,row_centred,candidate_1,10,90,32,14.9504210522402,9.477265135158191,-0.08696691675183284,18.85089194156993,12.054794381919153,-0.07256452917855005,0.16560765991487505
clintox,classification,inner,32,fixed_reference_relative,candidate_1,10,90,31,6.465727402337859,3.009960998655621,0.5342949913887705,7.403696274290924,3.2831627916189663,0.5090792695302311,0.04719438187694233
clintox,classification,inner,32,within_unit_rank,candidate_1,10,90,32,17.40230756369687,11.652252498819115,-0.054653845175872726,21.68288363210302,15.096521134920872,-0.04376400949729687,0.19925104342673458
esol,regression,outer,4,raw,candidate_1,10,30,4,1.9983870400361576,1.6846037186039124,0.6602626931606217,2.731044184982948,2.189288716571579,0.5121840564343612,0.2242723059475316
esol,regression,outer,4,row_centred,candidate_1,10,30,4,1.9914957479947575,1.8749671187897754,-0.2351541718785271,2.7205391873661013,2.317804821187711,-0.18817696067484196,0.19977196589117735
esol,regression,outer,4,fixed_reference_relative,candidate_1,10,30,3,1.1641259610620054,1.0711302392433644,0.9347994022558425,1.468017349571429,1.221229965579198,0.8407159560058188,0.10064559949758523
esol,regression,outer,4,within_unit_rank,candidate_1,10,30,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0
esol,regression,outer,8,raw,candidate_1,10,30,8,2.403747311856787,2.033233457290876,0.5298895881106267,3.2085024973806626,2.3928056870223244,0.4735093663037224,0.10639994268982207
esol,regression,outer,8,row_centred,candidate_1,10,30,8,2.1201995348078206,1.6111576778119567,-0.1749945330852743,2.5947860634761346,1.7931736969199195,-0.16349558708175985,0.06571031563546632
esol,regression,outer,8,fixed_reference_relative,candidate_1,10,30,7,1.3280717402257716,1.1409020710322662,0.9339915715790569,1.6590766168223507,1.256905662936056,0.8809949045063133,0.05674212560948932
esol,regression,outer,8,within_unit_rank,candidate_1,10,30,8,4.05988117780149,3.31456181531971,-0.12762762469153247,5.993610065711903,5.21715169994526,-0.07075443144881939,0.4456182067179554
esol,regression,outer,16,raw,candidate_1,10,30,16,2.1625944965889152,1.6548534170769096,0.8683238843851686,2.7224780074023625,1.8174066666117288,0.823873974581983,0.05119047236004475
esol,regression,outer,16,row_centred,candidate_1,10,30,16,3.018994292185625,2.29341724214654,0.01865685630295238,3.8840268871405996,2.5975904142561905,0.017334906896184873,0.07085595693623489
esol,regression,outer,16,fixed_reference_relative,candidate_1,10,30,15,1.2896517828986636,1.1095061388559415,0.963243427503891,1.6550184958474237,1.2099607048032632,0.919050095348454,0.045879713158238494
