task,task_type,matrix_level,transformation,omission_type,omitted,n_matrix_rows,empirical_entropy_rank,empirical_participation_rank,empirical_median_correlation,ledoit_wolf_entropy_rank,ledoit_wolf_participation_rank,ledoit_wolf_median_correlation,ledoit_wolf_shrinkage_alpha
bbbp,classification,outer,raw,outer_fold,1,20,1.9181126601427447,1.2984784431608087,0.8862040395068094,2.852433411297322,1.5112530724244533,0.8186011245061215,0.07628369087361657
bbbp,classification,outer,raw,outer_fold,2,20,1.6978152120377812,1.2220155047664314,0.9210844315511568,2.3701107083284962,1.3760456211195067,0.8658286051067386,0.059989968944936266
bbbp,classification,outer,raw,outer_fold,3,20,1.6314562350485455,1.199689328490469,0.9199377381030814,2.193321154071635,1.3280833679432298,0.8725153435668238,0.051549569685056154
bbbp,classification,outer,row_centred,seed,11,27,12.363810958618505,9.012781856765912,-0.05584414633101529,24.995405157772836,19.223360586267933,-0.02850739546957644,0.48951864532767075
bbbp,classification,outer,row_centred,seed,23,27,11.883890146211511,8.497713542411637,-0.06114880536068752,23.850747503604058,17.567282146299828,-0.033327730072360624,0.4549733248952897
bbbp,classification,outer,row_centred,seed,37,27,12.12787734517061,8.762279047936392,-0.05547396747026906,24.640888243827188,18.6546723879491,-0.02881189397553103,0.4806231591246362
bbbp,classification,outer,row_centred,seed,53,27,12.254725004540408,8.831861875725997,-0.06066722260215546,25.00252899284871,19.14649096858707,-0.030690286187934672,0.49412079749890714
bbbp,classification,outer,row_centred,seed,71,27,12.220030333153705,8.860816765404483,-0.04551790227950342,25.062287123468963,19.249326480246175,-0.022924712511738967,0.4963583257644572
bbbp,classification,outer,row_centred,seed,83,27,12.372517214628797,9.065742005126296,-0.06750739714282263,25.34833807885553,19.74566743251334,-0.03343640803942066,0.5047000854042613
bbbp,classification,outer,row_centred,seed,97,27,11.940451826582075,8.72707906389821,-0.05363461970041139,24.436481190133748,18.479255315707395,-0.028093916470777483,0.47619808571958633
bbbp,classification,outer,row_centred,seed,113,27,12.371725104315443,8.885920724052621,-0.048979097550633365,24.836018210950197,18.8798740948427,-0.02531588716413069,0.48312875430259306
bbbp,classification,outer,row_centred,seed,127,27,11.795655424465542,8.34421111157876,-0.05406649937383838,23.53040739186045,17.089746213813154,-0.029993481966277623,0.4452483087745301
bbbp,classification,outer,row_centred,seed,149,27,11.860328990467991,8.569064572878004,-0.059431924287851864,23.88687962591536,17.690574195414847,-0.03232450069023851,0.4561087988051939
bbbp,classification,outer,row_centred,outer_fold,1,20,10.078593045896538,7.00836211434166,-0.03935923620466317,23.298678718456067,16.252370601667877,-0.02051666669834915,0.47873310875076397
bbbp,classification,outer,row_centred,outer_fold,2,20,11.363645604705804,8.846189294424208,-0.03439432619536563,27.926236225658997,23.839628672829296,-0.01243823901754213,0.6383636374531423
bbbp,classification,outer,row_centred,outer_fold,3,20,10.178589055790123,7.500168115516307,-0.07908654717638537,24.067264506501456,17.696089649781964,-0.03934099112461345,0.5025577354278483
bbbp,classification,outer,fixed_reference_relative,seed,11,27,3.8350947157408974,2.0127923504235814,0.7282943904530494,5.331502383843395,2.3776509769155783,0.6658583428691538,0.08572913426541136
bbbp,classification,outer,fixed_reference_relative,seed,23,27,4.091118377162437,2.1338462516955112,0.7070640632458696,5.801278989892872,2.5614241206193626,0.6405588581710444,0.09405824525931125
bbbp,classification,outer,fixed_reference_relative,seed,37,27,4.0182536016783,2.1006371613086716,0.7225989883537696,5.666151468801501,2.509397502513304,0.6564396774744649,0.09155743634519793
bbbp,classification,outer,fixed_reference_relative,seed,53,27,4.455785571605632,2.2755855721028837,0.6809411084167827,6.237888151606823,2.730055637003645,0.6167473258238836,0.0942721504098236
bbbp,classification,outer,fixed_reference_relative,seed,71,27,4.0323239177698955,2.103536089554706,0.7088005648275897,5.570817854397099,2.483303914784298,0.6480542382136931,0.08570298844029968
bbbp,classification,outer,fixed_reference_relative,seed,83,27,4.0884162169970875,2.1132601547622807,0.7020429075645569,5.842111913040524,2.5505815556452958,0.6341733133852917,0.09667442466545255
bbbp,classification,outer,fixed_reference_relative,seed,97,27,3.9022923854629616,2.063025988609396,0.7177936589744981,5.420823296779488,2.4358802425110913,0.6563082537269707,0.08565888605838429
bbbp,classification,outer,fixed_reference_relative,seed,113,27,4.145138974387433,2.1433282639036535,0.7045658460249877,5.759802345657202,2.544970740656679,0.64206786481181,0.08870424470016211
bbbp,classification,outer,fixed_reference_relative,seed,127,27,3.912826788512557,2.067222147815703,0.722917436444202,5.5793690351680505,2.4804674290919353,0.6552267893609647,0.09363537752829136
bbbp,classification,outer,fixed_reference_relative,seed,149,27,3.9520215620657386,2.08243489573316,0.7151160276492299,5.50530820083681,2.4653532097079935,0.6528719998765579,0.08704045968216381
bbbp,classification,outer,fixed_reference_relative,outer_fold,1,20,4.204666440724358,2.2648241671879754,0.672614381915209,6.463317409459472,2.8416066535761497,0.5944268528845024,0.11624421233467366
bbbp,classification,outer,fixed_reference_relative,outer_fold,2,20,3.563884037068209,1.9469793475481838,0.7531786959921728,5.612333959718722,2.4472222835723327,0.6659943214381571,0.11575523181675582
bbbp,classification,outer,fixed_reference_relative,outer_fold,3,20,3.7559682339770677,2.061616464289787,0.7139736770060247,6.140358889263031,2.6623636771419794,0.6217232729401797,0.12920701005769245
