task,task_type,matrix_level,transformation,omission_type,omitted,n_matrix_rows,empirical_entropy_rank,empirical_participation_rank,empirical_median_correlation,ledoit_wolf_entropy_rank,ledoit_wolf_participation_rank,ledoit_wolf_median_correlation,ledoit_wolf_shrinkage_alpha
clintox,classification,outer,raw,seed,149,27,4.906444544335107,2.4358494368052663,0.6112550909104917,7.7492224846168725,3.1961106557200085,0.526719831365287,0.1382978412814288
clintox,classification,outer,raw,outer_fold,1,20,5.188491710831166,2.746547124640479,0.5609389061044814,10.169310687547052,4.2432228160467815,0.43959943360856624,0.21631495190550104
clintox,classification,outer,raw,outer_fold,2,20,4.654211000244436,2.4448093647128095,0.6163950774600725,7.910546731077629,3.3145321263519443,0.5215364085909862,0.15389264505479622
clintox,classification,outer,raw,outer_fold,3,20,3.652206420519422,1.9876095921672476,0.692718084985033,6.458760872448791,2.6841773850870956,0.5891382366274182,0.1495266986711524
clintox,classification,outer,row_centred,seed,11,27,12.99986769813831,9.465484733703667,-0.057366327096734934,25.49680170166432,19.95533744913332,-0.028884984894678358,0.49648188481771605
clintox,classification,outer,row_centred,seed,23,27,13.122454776256387,9.524258170071356,-0.05672744541319035,25.690318919793363,20.20753965662985,-0.028209622925993265,0.5027164942732654
clintox,classification,outer,row_centred,seed,37,27,13.123365817095412,9.585013830462069,-0.06249322988362037,25.509956187195193,20.02134488689838,-0.031609491730829026,0.4941933423877337
clintox,classification,outer,row_centred,seed,53,27,13.05505979676141,9.68025781110872,-0.06838451636142387,25.70232220005968,20.366680274510912,-0.034036771890157635,0.50227370607891
clintox,classification,outer,row_centred,seed,71,27,13.080328165803015,9.576153283438895,-0.07083394640836459,25.69479422647394,20.24935715232475,-0.03526201436965154,0.5021876352001821
clintox,classification,outer,row_centred,seed,83,27,13.678656618233147,10.208377221346044,-0.07265486637128252,27.02864134245685,22.43541237230103,-0.032468660638042164,0.5531109991707904
clintox,classification,outer,row_centred,seed,97,27,12.978025779499276,9.528507457841732,-0.07046376957444023,25.495156635195105,20.014241360345967,-0.03550794593662696,0.49608222564483706
clintox,classification,outer,row_centred,seed,113,27,12.857421888928608,9.248183250420098,-0.046642173571292744,24.953307610338364,19.125412867265002,-0.02439833551972257,0.47690397656040645
clintox,classification,outer,row_centred,seed,127,27,13.312865448784953,9.931627564219427,-0.06430205932823371,26.325293183671047,21.336938834661026,-0.030494733063915785,0.5257580646328356
clintox,classification,outer,row_centred,seed,149,27,13.213105371240417,9.509772215970386,-0.04851235309368613,25.68395969197616,20.150080382884983,-0.0241913319906716,0.5013366607067327
clintox,classification,outer,row_centred,outer_fold,1,20,11.212577605859833,8.63509773127239,-0.06847743301118484,26.319570055121925,21.20952487798128,-0.029692989857163274,0.5663828424714267
clintox,classification,outer,row_centred,outer_fold,2,20,11.442093982794727,8.86542855243813,-0.02968718984710566,27.134513614015784,22.516249761963437,-0.01192697345403599,0.5982451179966163
clintox,classification,outer,row_centred,outer_fold,3,20,10.805326385920244,7.7667018675917365,-0.05385462177250473,24.529848196694573,18.135671329594523,-0.026657390822984642,0.5050120129783462
clintox,classification,outer,fixed_reference_relative,seed,11,27,7.283536204200783,3.756693367778903,0.46477145803088665,11.709107835667773,5.3420123295669395,0.37824332069489236,0.18617351784593436
clintox,classification,outer,fixed_reference_relative,seed,23,27,8.794852514677688,4.856557485928779,0.3496809336960343,14.426341748608214,7.311543844202596,0.27128055632148235,0.22420546795583274
clintox,classification,outer,fixed_reference_relative,seed,37,27,7.016580219900266,3.5575557159702655,0.48149128730269697,10.735466619687083,4.8088316537371885,0.4045857121516171,0.15972371085238776
clintox,classification,outer,fixed_reference_relative,seed,53,27,7.083173503128014,3.6500797199799155,0.4750876180050323,11.070884492864579,5.02384891126074,0.39465351042444463,0.16930373373724916
clintox,classification,outer,fixed_reference_relative,seed,71,27,7.345229591168669,3.7749757330281413,0.45789512587514825,11.503237416315203,5.243486329644251,0.3778961208104895,0.17471032239480905
clintox,classification,outer,fixed_reference_relative,seed,83,27,6.859125419523895,3.420407529913925,0.4934871267684324,10.508657586371417,4.623272142347948,0.4151036601847165,0.15883588918925762
clintox,classification,outer,fixed_reference_relative,seed,97,27,6.826977865907913,3.4757729692710413,0.4917215863144305,10.493077941345824,4.689773977712856,0.41387933464098037,0.15830554085879406
clintox,classification,outer,fixed_reference_relative,seed,113,27,6.828513724025049,3.501762909494098,0.48983173034085675,10.60161823582681,4.768358120860702,0.40998329579689974,0.16301196839247895
clintox,classification,outer,fixed_reference_relative,seed,127,27,7.299491784789395,3.719834742642233,0.45352092819030104,11.644825024405396,5.26211243630701,0.3703753249283163,0.1833335533020788
clintox,classification,outer,fixed_reference_relative,seed,149,27,6.998567532898166,3.55239946476927,0.47757262900982034,10.823001957670947,4.849895269734562,0.39895018429693635,0.16462929392728498
clintox,classification,outer,fixed_reference_relative,outer_fold,1,20,6.832658865101098,3.8257647389413334,0.43474700882174566,12.567834325492775,5.949578196171044,0.3347198746502649,0.2300812475802303
clintox,classification,outer,fixed_reference_relative,outer_fold,2,20,6.726461002762265,3.7271724982161882,0.4603808708210348,12.051888316487453,5.638068237127232,0.36096736124819595,0.21593753318974043
clintox,classification,outer,fixed_reference_relative,outer_fold,3,20,6.357767456919817,3.482648660932031,0.4715501026746394,11.938399329417392,5.453613285965509,0.36307967061663204,0.23002949515387963
clintox,classification,outer,within_unit_rank,seed,11,27,14.339170403310648,10.743611816996966,-0.032622467445274875,28.57731990543061,25.076402374632522,-0.012186542838079534,0.6264371216394707
clintox,classification,outer,within_unit_rank,seed,23,27,13.86665419310003,10.205386416267382,-0.046230719993750585,27.661742855786773,23.35852077019036,-0.01924164394691917,0.583790952217049
clintox,classification,outer,within_unit_rank,seed,37,27,14.140319458432709,10.57548494545611,-0.043122371033947636,28.2079108380973,24.396115108094026,-0.01691432641864522,0.6077598236578968
clintox,classification,outer,within_unit_rank,seed,53,27,13.886124069751347,10.450051271926577,-0.04708082849982777,27.776965838783966,23.67343963946036,-0.01944385269860709,0.5870112460175115
clintox,classification,outer,within_unit_rank,seed,71,27,14.203500099858939,10.73728232508543,-0.044980152663274105,28.57030428376712,25.0672054528578,-0.016809698726125418,0.6262863122772284
clintox,classification,outer,within_unit_rank,seed,83,27,14.570585182202214,11.020647699315404,-0.05252696464761309,29.129080294372372,26.108637448397662,-0.01808446219286703,0.65571088460584
clintox,classification,outer,within_unit_rank,seed,97,27,13.996329471932865,10.381525153447418,-0.029905871066482535,27.910436995464064,23.84569329880634,-0.012118895905868517,0.5947653262154612
clintox,classification,outer,within_unit_rank,seed,113,27,13.877364848991252,10.23434433041338,-0.047292057057724726,27.516373115316142,23.12272072177459,-0.020093371532550773,0.5751216423505371
clintox,classification,outer,within_unit_rank,seed,127,27,14.051976721710542,10.508669943156724,-0.041337460744049905,28.07985476008133,24.160123085715625,-0.016466112390155267,0.6016660894555457
clintox,classification,outer,within_unit_rank,seed,149,27,14.214625229627668,10.670142050485044,-0.03586656321558597,28.51054514321201,24.936290748419697,-0.013501479580929242,0.6235636099345554
clintox,classification,outer,within_unit_rank,outer_fold,1,20,11.800833460740456,9.096606119091877,-0.04245443451011539,27.801771603802376,23.61654182770084,-0.01594102649115403,0.6245144547301448
clintox,classification,outer,within_unit_rank,outer_fold,2,20,11.86047050608453,9.227117092790762,-0.02927250111964659,28.79743135335683,25.412377917593165,-0.009486926291858815,0.675909952037151
clintox,classification,outer,within_unit_rank,outer_fold,3,20,11.56129924473314,8.718908682327221,-0.047245953772392026,27.72698489376108,23.33366617722154,-0.017620581429760605,0.6270457039633919
clintox,classification,inner,raw,seed,11,81,4.748820432407955,2.253544696440737,0.6324680833564706,5.424703383284551,2.4212992125431088,0.6084423129457148,0.037987324646095194
clintox,classification,inner,raw,seed,23,81,4.530786466627002,2.189074399871144,0.6443574790051705,5.147441661176556,2.3405367562865393,0.6215746801503936,0.0353573902640993
clintox,classification,inner,raw,seed,37,81,4.791398198679401,2.2815637995011904,0.6244465463216886,5.468799048593632,2.4506085076781723,0.6008082710501236,0.037854761805964254
clintox,classification,inner,raw,seed,53,81,4.434002561818059,2.1397918156256024,0.6524092844756186,5.0349085148778565,2.2861397049801804,0.6296332198773249,0.03491069967926678
clintox,classification,inner,raw,seed,71,81,4.678491497483249,2.2401961248829143,0.6293961277349995,5.315632067788454,2.3982940186728627,0.606679350677386,0.036092972385076756
clintox,classification,inner,raw,seed,83,81,4.4821716286497075,2.1652752302924765,0.6470588619481454,5.094656556313191,2.3155589471944595,0.6241311274500823,0.03543376939314724
clintox,classification,inner,raw,seed,97,81,4.759234927416216,2.253197659901894,0.6319070694958044,5.455555828441068,2.4264983321381743,0.6071473344269313,0.039182557474201136
clintox,classification,inner,raw,seed,113,81,4.54191426667815,2.1921837364778627,0.6468523515140653,5.195003877955251,2.3529386884822374,0.6226787961840974,0.037371055811091514
clintox,classification,inner,raw,seed,127,81,4.7686735811801935,2.2803335261681164,0.6216287891263635,5.495938666233144,2.4621671271362824,0.5964017239791264,0.040582202093134484
clintox,classification,inner,raw,seed,149,81,4.591437428258922,2.1919072902377597,0.6432145104949514,5.228893620529133,2.349088339640931,0.6196824269667254,0.03658512540414873
clintox,classification,inner,raw,outer_fold,1,60,4.789866513386597,2.298473423270407,0.6328753698587657,5.712529302038434,2.5304854892726523,0.6008044167834946,0.05067499005756521
clintox,classification,inner,raw,outer_fold,2,60,4.6296471242893364,2.2686157928810924,0.6211781653040808,5.518388493355389,2.4896439020748575,0.5907554009691307,0.04897590745170126
clintox,classification,inner,raw,outer_fold,3,60,4.217977361793645,2.0737644184801467,0.660928690556003,5.046662153085428,2.2744700670396862,0.628974384624367,0.04834758482757747
clintox,classification,inner,raw,inner_fold,1,60,4.604046587850422,2.2563536287086445,0.6319237998992753,5.445803136158276,2.4648781704963643,0.6024802914724963,0.04659344755091055
clintox,classification,inner,raw,inner_fold,2,60,4.497224083868057,2.183002070799569,0.6446966580871992,5.357991750850177,2.395516716924998,0.6132388703166317,0.04879471201836554
clintox,classification,inner,raw,inner_fold,3,60,4.511449371644228,2.1806668640453264,0.6474808411484336,5.469439331120065,2.4172997308229345,0.6125284650674594,0.05398210087418146
clintox,classification,inner,row_centred,seed,11,81,15.00490189815821,9.642217438641676,-0.08799776202629356,19.495032391782075,12.699104860408909,-0.07124393431794962,0.19038924766447973
clintox,classification,inner,row_centred,seed,23,81,14.367543277536926,9.006419796620895,-0.07599272640367584,18.392232907509435,11.569792156176785,-0.06320019725742274,0.1683388628314079
clintox,classification,inner,row_centred,seed,37,81,14.752416941675763,9.352091484551856,-0.07709615632192915,19.05440963587883,12.20141684291743,-0.06310808075919291,0.1814367438024596
clintox,classification,inner,row_centred,seed,53,81,14.741874362157132,9.334145945461305,-0.08383835353285554,19.00406334106209,12.144675299908322,-0.06879225299384337,0.1794656014220951
clintox,classification,inner,row_centred,seed,71,81,14.841308125714601,9.501797865494805,-0.08964345181559627,19.254449126658685,12.465645605171526,-0.07292722712764324,0.18647457621711866
clintox,classification,inner,row_centred,seed,83,81,14.520913681351809,9.088500499307509,-0.08825825824748654,18.625031362067464,11.743906928257166,-0.07300393251162798,0.17283737566045787
clintox,classification,inner,row_centred,seed,97,81,15.246384061500038,9.897159529448524,-0.0792577710799523,19.75206180959903,13.017268173990045,-0.06404607589700811,0.19192686061785902
clintox,classification,inner,row_centred,seed,113,81,14.513384863001836,9.18562529702415,-0.08238870854486488,18.763937854475596,11.951802447005685,-0.06770780528414927,0.17819071957804872
clintox,classification,inner,row_centred,seed,127,81,14.359718003081358,9.026937157704179,-0.07927894125044617,18.46746958132076,11.655316033921384,-0.06565715311770984,0.1718210147345995
clintox,classification,inner,row_centred,seed,149,81,15.231444314628883,9.84094555058281,-0.07803445203770479,19.741970870848427,12.971819111101114,-0.06298358558650809,0.19287463496154772
clintox,classification,inner,row_centred,outer_fold,1,60,14.499872558694914,9.243438105920005,-0.07366769086068709,20.044239942939143,13.05291870305987,-0.05656630933278942,0.2321422231115956
clintox,classification,inner,row_centred,outer_fold,2,60,13.56740639090205,8.671751081135769,-0.09562193188767343,19.05568909463372,12.17616808885242,-0.07438893323297244,0.22205155486341008
clintox,classification,inner,row_centred,outer_fold,3,60,14.249665109408902,9.26999268311439,-0.09774810289546468,20.093347885282395,13.278717427245512,-0.07412043848322394,0.24171992818632002
clintox,classification,inner,row_centred,inner_fold,1,60,13.510298142988983,8.506552870234932,-0.08632148344164378,18.773851404558634,11.817015375663543,-0.0678830145361885,0.2136023174105935
clintox,classification,inner,row_centred,inner_fold,2,60,14.314077170713782,9.223889054659056,-0.08541912773437352,19.955581257830424,13.092793313537786,-0.06532357019058649,0.23525828554791448
clintox,classification,inner,row_centred,inner_fold,3,60,14.532790909675041,9.600079623122173,-0.07325017090678554,20.575610329561943,13.842407842638139,-0.054921973048852074,0.2502137214294969
clintox,classification,inner,fixed_reference_relative,seed,11,81,6.640909482733214,3.0881028989094967,0.5185875599697645,7.746701011993718,3.415438170534575,0.4902110870472702,0.05471876904287615
clintox,classification,inner,fixed_reference_relative,seed,23,81,6.758238036315662,3.204518427071669,0.5005003821979984,7.892157076712249,3.5476580483204416,0.4727347441562648,0.05547575792009895
clintox,classification,inner,fixed_reference_relative,seed,37,81,6.394639594454619,2.9761255808709315,0.5397860101492038,7.46066452026563,3.285375516466209,0.5109108821105222,0.05349365766389544
clintox,classification,inner,fixed_reference_relative,seed,53,81,6.230351265905386,2.9167374100654286,0.5445359350402467,7.224602159685346,3.2013358417311473,0.5171276691088997,0.050333254736110465
clintox,classification,inner,fixed_reference_relative,seed,71,81,6.175682973359293,2.889330770574519,0.5526841261662522,7.144900592769156,3.1658443507945084,0.5253929929693897,0.04937926005975642
clintox,classification,inner,fixed_reference_relative,seed,83,81,6.57501781190023,3.0839634790985775,0.5270685251791628,7.663177726087164,3.4060328796808776,0.4986289272084257,0.05395806543574203
clintox,classification,inner,fixed_reference_relative,seed,97,81,6.308670150706357,2.9245090264980074,0.5498720446783867,7.316266268680579,3.2139237605486928,0.5218194591697288,0.05101656972771868
clintox,classification,inner,fixed_reference_relative,seed,113,81,6.127565641561281,2.8778122619463296,0.556041504456063,7.111580851217776,3.1574689909630047,0.5282003643546099,0.05007025532867001
clintox,classification,inner,fixed_reference_relative,seed,127,81,6.510657365014397,3.0864382829205637,0.517814614855312,7.548277976540096,3.39260768705934,0.49118076066715777,0.051435114853982423
clintox,classification,inner,fixed_reference_relative,seed,149,81,6.514461260713576,3.0288096616237055,0.5374668858385242,7.57228972003146,3.3395565030441454,0.5089995521685695,0.05296574434635409
clintox,classification,inner,fixed_reference_relative,outer_fold,1,60,5.405710635890733,2.5584454015577034,0.6188370523359821,6.431536267707981,2.8345460880879125,0.5850652931613246,0.0545729429858418
clintox,classification,inner,fixed_reference_relative,outer_fold,2,60,6.736410501365143,3.292087923276416,0.4951630403520979,8.227824799051813,3.7478909204432314,0.460244514773377,0.07051924867795327
clintox,classification,inner,fixed_reference_relative,outer_fold,3,60,6.94650536052491,3.3397714143971835,0.4870381434989005,8.730836557429333,3.901202624615194,0.4460352882569878,0.0841881807189615
clintox,classification,inner,fixed_reference_relative,inner_fold,1,60,5.49851727931629,2.6352296839734684,0.5868412878359701,6.597033875629108,2.9332003341230037,0.5533065957565955,0.05714439793941092
clintox,classification,inner,fixed_reference_relative,inner_fold,2,60,6.770464397676446,3.250667721080172,0.5079727005496663,8.315057026680819,3.726445918698708,0.47035292614671187,0.07405865386515229
clintox,classification,inner,fixed_reference_relative,inner_fold,3,60,6.755462262419038,3.218284665919402,0.5016118123743734,8.387326449563242,3.717050716475054,0.4625374151341404,0.07789768158623511
clintox,classification,inner,within_unit_rank,seed,11,81,17.43444537225323,11.869428899236071,-0.06077758313380453,22.34648049253095,15.93373895425627,-0.04686286655134397,0.22894488173092847
clintox,classification,inner,within_unit_rank,seed,23,81,16.847946825319017,11.084932988132731,-0.058336364821848466,21.340050635203873,14.593263660462474,-0.046382988775020687,0.20490436939860415
clintox,classification,inner,within_unit_rank,seed,37,81,17.10722455992627,11.443320260189155,-0.05392755852625953,21.78649596449779,15.18997736118369,-0.04232684385066467,0.21511663039493945
clintox,classification,inner,within_unit_rank,seed,53,81,17.083349609817965,11.450241843205161,-0.05062177604107754,21.75517066483356,15.175815117797878,-0.03978619005640565,0.21404989773332395
clintox,classification,inner,within_unit_rank,seed,71,81,17.225411963284955,11.642186393823865,-0.0505102018420355,22.015646485505705,15.52720615349195,-0.03934302812483045,0.22108748945666448
clintox,classification,inner,within_unit_rank,seed,83,81,17.1218488546595,11.43999648636872,-0.06791917791459251,21.774336712903953,15.17224508200591,-0.053355837146654705,0.21442162898748612
clintox,classification,inner,within_unit_rank,seed,97,81,17.539077103440746,11.933604315411205,-0.06558823605942171,22.450793469839493,16.032227324754512,-0.05047802118531526,0.2303799550336565
clintox,classification,inner,within_unit_rank,seed,113,81,16.925869008946254,11.267451559174518,-0.0531983000016705,21.501006059829052,14.869677440729195,-0.04209361806350656,0.2087412931957452
clintox,classification,inner,within_unit_rank,seed,127,81,16.85201524789422,11.123821990198385,-0.050513456083221234,21.372929608123595,14.662040007991362,-0.040096863415228626,0.20621421450219476
clintox,classification,inner,within_unit_rank,seed,149,81,17.447417368313538,11.872292648324319,-0.062325537970486074,22.334609797865607,15.92515477968431,-0.04809143617421587,0.22838313570611563
clintox,classification,inner,within_unit_rank,outer_fold,1,60,15.786434408678332,10.277733018614443,-0.0483695648611778,21.358355167910425,14.485249895222553,-0.03658535298137024,0.2436286518935747
clintox,classification,inner,within_unit_rank,outer_fold,2,60,16.43253512839737,11.294448926957312,-0.05921529514231501,22.745477656146182,16.44363586320766,-0.042538105995405806,0.2816365114254368
clintox,classification,inner,within_unit_rank,outer_fold,3,60,16.673754525801414,11.458891106332478,-0.06468529621276861,23.177285954348267,16.936773366247376,-0.04556260977683901,0.2956264801359117
clintox,classification,inner,within_unit_rank,inner_fold,1,60,15.620966355818886,10.411453338800342,-0.057860237288539576,21.461537471489503,14.800320986763271,-0.04331604432025833,0.25136766888375717
clintox,classification,inner,within_unit_rank,inner_fold,2,60,16.26156587099054,10.80459207216062,-0.06093064999481388,22.173011172142918,15.546096685774248,-0.04475513763574017,0.2654741474192464
clintox,classification,inner,within_unit_rank,inner_fold,3,60,17.088334980281648,11.95078383884778,-0.056225934933831295,23.772121334168187,17.749491594856448,-0.03889630997235592,0.3082140827336972
esol,regression,outer,raw,seed,11,27,1.8936237135941776,1.4146160945477182,0.9113256367825517,2.4144760768354994,1.5320974680793795,0.8740051636643478,0.04095185256717319
esol,regression,outer,raw,seed,23,27,1.9075158416278561,1.4261727493279044,0.9079333174460199,2.4324021883970945,1.5446861953158526,0.8707159963745648,0.0409912494192258
esol,regression,outer,raw,seed,37,27,1.8976794695873864,1.4155688774872985,0.9099156750073053,2.3966896094542824,1.5280328178339149,0.8741789631482848,0.0392747513210313
esol,regression,outer,raw,seed,53,27,1.9063372224860737,1.4257778189255708,0.9089771847594936,2.4146997747377417,1.5406049237419186,0.8728029334758446,0.039796654844774904
esol,regression,outer,raw,seed,71,27,1.8960715834896968,1.4048252211621357,0.9121858355055574,2.395442571792685,1.5165484537709972,0.8763385710520625,0.039298203346500665
esol,regression,outer,raw,seed,83,27,1.8912156817883572,1.4104438412022287,0.9107600622226065,2.4056185605854203,1.5262075139183,0.8738798972274748,0.04049383204741058
esol,regression,outer,raw,seed,97,27,1.921668566741137,1.4352236539863932,0.9042631195968787,2.443773260963377,1.553351417128672,0.8675187844522515,0.040634561277925155
esol,regression,outer,raw,seed,113,27,1.9015429762534273,1.4177907872474445,0.9109529594842636,2.4154095783813876,1.5335644858970514,0.8742334113323558,0.04030893996183564
esol,regression,outer,raw,seed,127,27,1.8427493934420283,1.3929568519934514,0.9165134331720839,2.3201854187986077,1.5007195165892835,0.8814384889909923,0.038269972824834984
esol,regression,outer,raw,seed,149,27,1.8802040886453315,1.4125152225941084,0.9146379312288162,2.3861239192042407,1.5266944975451355,0.8781275568846811,0.039917844097153495
esol,regression,outer,raw,outer_fold,1,20,1.7435643573906674,1.34745803241187,0.9322656545979588,2.1461737017206413,1.4367751375888578,0.9015072982607659,0.03299312399367275
esol,regression,outer,raw,outer_fold,2,20,1.884120049537111,1.3913414519554854,0.92574881619973,2.3500941149269083,1.494092863878266,0.8918484365719488,0.036619414504838375
esol,regression,outer,raw,outer_fold,3,20,2.495584200258397,1.8179902187779726,0.7530177644599474,7.333180607855841,3.159813214664327,0.5583355026622703,0.2585360810674901
esol,regression,outer,row_centred,seed,11,27,3.899561543177565,2.5761842306226423,-0.08941005737648419,5.407175931085646,2.995840017361449,-0.08231825833130701,0.07931768811326569
esol,regression,outer,row_centred,seed,23,27,3.8563127062141986,2.5392376068527347,-0.07172772226277288,5.311480072021084,2.9403447088094192,-0.0662007371425951,0.0770550764170348
esol,regression,outer,row_centred,seed,37,27,4.036069274027973,2.6071010135635864,-0.08203016168863318,5.603496372732567,3.0426518744774143,-0.07536757585462185,0.08122117154054746
esol,regression,outer,row_centred,seed,53,27,3.8637688855502397,2.5286118709680947,-0.09080022574379246,5.321144236573769,2.9310470428197384,-0.08375891030878724,0.07754733402176149
esol,regression,outer,row_centred,seed,71,27,3.996568000300117,2.618728849830017,-0.10929311481782886,5.561588022103898,3.056160448822629,-0.10041365482618131,0.08124445905350894
esol,regression,outer,row_centred,seed,83,27,3.944485707536222,2.57151129475649,-0.1235319083908022,5.455233707444649,2.9898681191139267,-0.11374654771887185,0.07921322352580927
esol,regression,outer,row_centred,seed,97,27,3.9122200412205195,2.577694925710862,-0.0900640452958645,5.399484348862849,2.991059803588238,-0.08301990728513094,0.07821254294755693
esol,regression,outer,row_centred,seed,113,27,3.924228248512685,2.6040433680941986,-0.09701869654268255,5.432460197826724,3.025434032430115,-0.08936148320533492,0.07892513103367546
esol,regression,outer,row_centred,seed,127,27,4.056610933125607,2.5993311090597295,-0.042173424068322515,5.597498856899226,3.0240307814363634,-0.03881655078725113,0.07959688726324743
esol,regression,outer,row_centred,seed,149,27,3.8735411697511823,2.565089073803762,-0.05730558480493036,5.330673479899471,2.9708747884504163,-0.05288002009127757,0.07722745922090335
esol,regression,outer,row_centred,outer_fold,1,20,3.8170211452350986,2.618963169074805,-0.08804541595286003,6.249648888881934,3.321737763174831,-0.07723810857349543,0.12274696260337803
esol,regression,outer,row_centred,outer_fold,2,20,4.052701442151756,2.708173286488098,-0.04291976892545991,6.670207539100865,3.472820950709805,-0.03740335760676278,0.12852844870338578
esol,regression,outer,row_centred,outer_fold,3,20,3.532169813822786,2.296561459117466,-0.13351145435884382,5.188961395951825,2.730109564210587,-0.12155552669767519,0.0895498271559099
esol,regression,outer,fixed_reference_relative,seed,11,27,1.2392677523257474,1.0841477852615926,0.9728799466104678,1.6628452485204461,1.183378935149765,0.9296513437521833,0.04443364570201516
esol,regression,outer,fixed_reference_relative,seed,23,27,1.2348399144986308,1.082162035673344,0.9740765546801422,1.6556380932963515,1.180787005570403,0.9309716166059968,0.044252105101020386
esol,regression,outer,fixed_reference_relative,seed,37,27,1.2477245739006229,1.086503881590051,0.9730290660700055,1.652768844701087,1.1812381951450794,0.9317168076778509,0.04245737340510493
esol,regression,outer,fixed_reference_relative,seed,53,27,1.2408119448970687,1.084612671031898,0.9732759382308132,1.7248466502726525,1.1987067697864398,0.9240321560578004,0.050595910408025316
esol,regression,outer,fixed_reference_relative,seed,71,27,1.2624138847143926,1.0928004164399854,0.9702564095895339,1.7592265386932908,1.2097119701955292,0.9203763149001494,0.051409188536550396
esol,regression,outer,fixed_reference_relative,seed,83,27,1.2486290723360822,1.087636200310452,0.9708337771167534,1.728066242864714,1.2004753811776916,0.9223364600224251,0.04995429520217024
esol,regression,outer,fixed_reference_relative,seed,97,27,1.2534181463332141,1.0894782129536897,0.9718230768795839,1.713656320326092,1.197455194383571,0.92529779339698,0.04787423203819267
esol,regression,outer,fixed_reference_relative,seed,113,27,1.2299917560047138,1.0798459064173649,0.9749546189520272,1.6173377207580066,1.1703559353509603,0.9350792847655726,0.04089968231476897
esol,regression,outer,fixed_reference_relative,seed,127,27,1.2297846484978951,1.0787862451811885,0.9745686632406224,1.683713270269256,1.1858452285466243,0.9278713928172792,0.04791583413739794
esol,regression,outer,fixed_reference_relative,seed,149,27,1.230960509536794,1.080537002873902,0.9751414370733654,1.6202079135376415,1.1715053688276817,0.9350913996257783,0.04107100357440168
esol,regression,outer,fixed_reference_relative,outer_fold,1,20,1.1803622239168574,1.0600337870388183,0.9784645697468134,1.5440641129604502,1.1455011662480414,0.9399103462249041,0.03940277932790721
esol,regression,outer,fixed_reference_relative,outer_fold,2,20,1.2718311158484776,1.0964210830500178,0.9734772188959253,1.9378232990237882,1.2543044342720706,0.9077442006412859,0.06752394096000644
esol,regression,outer,fixed_reference_relative,outer_fold,3,20,1.2920244855960372,1.1098686754444882,0.962262122312231,2.7609127064383103,1.463907110982548,0.8328849965237843,0.1344510220121361
esol,regression,outer,within_unit_rank,seed,11,27,6.0448133503775665,3.2846069208209485,-0.02277222990971847,9.261346887216561,4.301410936712546,-0.01953104264814831,0.14233069288427194
esol,regression,outer,within_unit_rank,seed,23,27,5.969379842705208,3.243836200793257,-0.039333213442025,9.229771881748356,4.272072671934403,-0.03363353309901379,0.14490756905515068
esol,regression,outer,within_unit_rank,seed,37,27,6.14171364847429,3.337270669769017,-0.049167349634944485,9.527661657892052,4.426074909054245,-0.041844990509398876,0.14892726941582968
esol,regression,outer,within_unit_rank,seed,53,27,6.170915431890115,3.3332170278741473,-0.030556994741214476,9.383448539472417,4.354583325260609,-0.026236207622043463,0.14140091837445173
esol,regression,outer,within_unit_rank,seed,71,27,6.15466784418486,3.3883207103185433,-0.023325440241349162,9.581224706314739,4.499916626553771,-0.019828829604189767,0.14990545091453086
esol,regression,outer,within_unit_rank,seed,83,27,6.200617274941211,3.375860880412479,-0.04923295251721653,9.69572333266446,4.508500133165341,-0.04171968357755618,0.1526065075425453
esol,regression,outer,within_unit_rank,seed,97,27,6.153772797848191,3.4020644391896666,-0.039918084243258864,9.662237355687074,4.5488072941403725,-0.03379687304389837,0.15334431286978073
esol,regression,outer,within_unit_rank,seed,113,27,6.096981718670609,3.335107423494073,-0.03287152491764808,9.39220113797672,4.389760186466182,-0.028100514241571794,0.1451411423117404
esol,regression,outer,within_unit_rank,seed,127,27,6.07911913917708,3.3323007955640565,-0.058659378157133645,9.561101048876575,4.455063166219187,-0.04969205365536166,0.15287111427862055
esol,regression,outer,within_unit_rank,seed,149,27,6.247456253888383,3.422341458464248,-0.0439414122463998,9.749814182150445,4.563807476820546,-0.03725570449174101,0.15215049796690658
esol,regression,outer,within_unit_rank,outer_fold,1,20,5.57244440681507,3.347205852150674,-0.05754331142625934,11.59137095527365,5.494580568905851,-0.04313358078645406,0.25041538769055866
esol,regression,outer,within_unit_rank,outer_fold,2,20,5.944015931789047,3.351323099605221,-0.04142780672076299,10.316402475144232,4.786380799690142,-0.03375380864339268,0.185237855556668
esol,regression,outer,within_unit_rank,outer_fold,3,20,5.250624991398346,3.0144850962722827,-0.06072479580342148,8.850528141577966,4.103740502937487,-0.05102252891274251,0.1597743847848775
esol,regression,inner,raw,seed,11,81,2.1623458038598713,1.5225250707443536,0.8623123646151042,2.4601838970341596,1.5882649983350408,0.8433667302261467,0.021970732609654747
esol,regression,inner,raw,seed,23,81,2.16588604101114,1.5267706880321885,0.8586102620328284,2.4751963507328134,1.5953045566130213,0.8390199116231204,0.02281634785417802
esol,regression,inner,raw,seed,37,81,2.1839712160937848,1.5324722336391985,0.8580826169974518,2.4892040874559913,1.6000166885528422,0.838844033640799,0.022420432456691643
