dataset,seed,outer_fold,pool_size,order_rule,order_replicate,selected_candidate,same_fold_gap,crossfit_gap,mean_inner_fit_seconds_of_eligible
esol,149,1,32,random,53,ridge_a10,0.03284989524994475,0.0,15.472442359195725
esol,149,2,32,random,53,lgbm_100_leaf10,0.18794700385192686,0.18794700385192686,15.472442359195725
esol,149,3,32,random,53,ridge_a10,0.047699973754379954,0.0,15.472442359195725
esol,149,1,4,random,54,ridge_a10,0.03284989524994475,0.0,0.5148093814905554
esol,149,2,4,random,54,lgbm_80_bag0.8,0.15072329908707172,0.15072329908707172,0.5148093814905554
esol,149,3,4,random,54,ridge_a10,0.02597238047500272,0.0,0.5148093814905554
esol,149,1,8,random,54,ridge_a10,0.03284989524994475,0.0,1.1004502296283898
esol,149,2,8,random,54,xgb_60_d6,0.24093041348252808,0.24093041348252808,1.1004502296283898
esol,149,3,8,random,54,ridge_a10,0.03729720622617161,0.0,1.1004502296283898
esol,149,1,16,random,54,ridge_a10,0.03284989524994475,0.0,6.6000436703562375
esol,149,2,16,random,54,lgbm_100_leaf10,0.18794700385192686,0.18794700385192686,6.6000436703562375
esol,149,3,16,random,54,ridge_a10,0.04464427039732599,0.0,6.6000436703562375
esol,149,1,32,random,54,ridge_a10,0.03284989524994475,0.0,15.472442359195725
esol,149,2,32,random,54,lgbm_100_leaf10,0.18794700385192686,0.18794700385192686,15.472442359195725
esol,149,3,32,random,54,ridge_a10,0.047699973754379954,0.0,15.472442359195725
esol,149,1,4,random,55,histgb_lr0.1,0.0,0.0,3.4151923814831573
esol,149,2,4,random,55,histgb_lr0.1,0.036143823224821015,0.0,3.4151923814831573
esol,149,3,4,random,55,rf_120_d20_leaf2,0.05102395843312735,0.05102395843312735,3.4151923814831573
esol,149,1,8,random,55,histgb_lr0.1,0.0,0.0,4.249698770351069
esol,149,2,8,random,55,histgb_lr0.1,0.036143823224821015,0.0,4.249698770351069
esol,149,3,8,random,55,et_60_sqrt,0.0030557033570539627,-0.0009672779629141814,4.249698770351069
esol,149,1,16,random,55,histgb_lr0.1,0.0,0.0,6.434269448110608
esol,149,2,16,random,55,histgb_lr0.1,0.036143823224821015,0.0,6.434269448110608
esol,149,3,16,random,55,et_60_sqrt,0.0030557033570539627,-0.0009672779629141814,6.434269448110608
esol,149,1,32,random,55,ridge_a10,0.03284989524994475,0.0,15.472442359195725
esol,149,2,32,random,55,lgbm_100_leaf10,0.18794700385192686,0.18794700385192686,15.472442359195725
esol,149,3,32,random,55,ridge_a10,0.047699973754379954,0.0,15.472442359195725
esol,149,1,4,random,56,lgbm_80_ff0.7,0.0,0.0,0.5375092296291966
esol,149,2,4,random,56,lgbm_80_ff0.7,0.053151865530058906,0.0,0.5375092296291966
esol,149,3,4,random,56,et_90_d12,0.049277767643171266,0.049277767643171266,0.5375092296291966
esol,149,1,8,random,56,ridge_a10,0.026996380366473227,0.0,3.9970521777846706
esol,149,2,8,random,56,lgbm_80_ff0.7,0.19466301107546657,0.19466301107546657,3.9970521777846706
esol,149,3,8,random,56,ridge_a10,0.04367699243441181,0.0,3.9970521777846706
esol,149,1,16,random,56,ridge_a10,0.026996380366473227,0.0,9.372107748134077
esol,149,2,16,random,56,lgbm_100_leaf10,0.18794700385192686,0.18794700385192686,9.372107748134077
esol,149,3,16,random,56,ridge_a10,0.04367699243441181,0.0,9.372107748134077
esol,149,1,32,random,56,ridge_a10,0.03284989524994475,0.0,15.472442359195725
esol,149,2,32,random,56,lgbm_100_leaf10,0.18794700385192686,0.18794700385192686,15.472442359195725
