dataset,seed,outer_fold,pool_size,control,selected_candidate,available_opportunity,same_fold_gap,crossfit_gap,effective_rank,unique_candidates
bace,127,2,16,near_duplicate_95pct_anchor,near_duplicate_95pct_anchor_1,0.0009378181986484657,1.67777469221031e-05,0.0,1.0552424604072215,4
bace,127,3,16,near_duplicate_95pct_anchor,near_duplicate_95pct_anchor_1,0.0013195394436844587,0.0,0.0,1.0552424604072215,4
bace,127,1,32,near_duplicate_95pct_anchor,near_duplicate_95pct_anchor_9,0.000720674234606089,0.0007029010434583816,0.0007029010434583816,1.0543186699394704,4
bace,127,2,32,near_duplicate_95pct_anchor,near_duplicate_95pct_anchor_17,0.0009378181986484657,0.00032571970748862533,0.00030894196056652223,1.0543186699394704,4
bace,127,3,32,near_duplicate_95pct_anchor,near_duplicate_95pct_anchor_17,0.0013195394436844587,0.00035814713482296145,0.00035814713482296145,1.0543186699394704,4
bace,149,1,4,registered,logreg_l2_c0.1,0.0,0.0,0.0,1.094087564274852,4
bace,149,2,4,registered,logreg_l2_c0.1,0.0,0.0,0.0,1.094087564274852,4
bace,149,3,4,registered,logreg_l2_c0.1,0.0,0.0,0.0,1.094087564274852,4
bace,149,1,8,registered,rf_120_d20_leaf2,0.042937605149586666,0.0060163850486431025,0.0,1.2497443861455473,8
bace,149,2,8,registered,rf_120_d20_leaf2,0.016980433632998393,0.006393442622950829,0.0,1.2497443861455473,8
bace,149,3,8,registered,rf_90_d12,0.016203914428766453,0.010423304506144593,0.010423304506144593,1.2497443861455473,8
bace,149,1,16,registered,et_90_leaf2,0.042937605149586666,0.01521468802574788,0.0013715163484748771,1.2335111885637167,16
bace,149,2,16,registered,et_120_d20_leaf2,0.021480698043363278,0.0044103648863035305,0.0,1.2335111885637167,16
bace,149,3,16,registered,et_120_d20_leaf2,0.020732817478379628,0.0005917159763314528,0.0,1.2335111885637167,16
bace,149,1,32,registered,lgbm_60_l63,0.042937605149586666,0.011977909443347312,-0.0018652622339256908,1.197828202828876,32
bace,149,2,32,registered,et_120_d20_leaf2,0.021480698043363278,0.0044103648863035305,0.0,1.197828202828876,32
bace,149,3,32,registered,et_120_d20_leaf2,0.020732817478379628,0.0005917159763314528,0.0,1.197828202828876,32
bace,149,1,4,weak_added,logreg_l2_c0.1,0.0,0.0,0.0,1.094087564274852,4
bace,149,2,4,weak_added,logreg_l2_c0.1,0.0,0.0,0.0,1.094087564274852,4
bace,149,3,4,weak_added,logreg_l2_c0.1,0.0,0.0,0.0,1.094087564274852,4
bace,149,1,8,weak_added,logreg_l2_c0.1,0.0016275327335234513,0.0016275327335234513,0.0,1.1989190481062548,8
bace,149,2,8,weak_added,cat_100_d4,0.00288207297726073,0.0,-0.00288207297726073,1.1989190481062548,8
bace,149,3,8,weak_added,xgb_60_d3,0.0,0.00904642694583524,0.00904642694583524,1.1989190481062548,8
bace,149,1,16,weak_added,lgbm_100_leaf10,0.04136493307000222,0.01347743398434631,0.01347743398434631,1.209641368945183,16
bace,149,2,16,weak_added,xgb_60_d6,0.014627181385510335,0.01044949762030678,0.0,1.209641368945183,16
bace,149,3,16,weak_added,xgb_60_d6,0.019640418752844724,0.009808830223031362,0.0,1.209641368945183,16
bace,149,1,32,weak_added,lgbm_60_l63,0.042937605149586666,0.011977909443347312,-0.0018652622339256908,1.1978282028288763,32
bace,149,2,32,weak_added,et_120_d20_leaf2,0.021480698043363278,0.0044103648863035305,0.0,1.1978282028288763,32
bace,149,3,32,weak_added,et_120_d20_leaf2,0.020732817478379628,0.0005917159763314528,0.0,1.1978282028288763,32
bace,149,1,4,complementary_strong_added,logreg_l2_c0.1,0.0,0.0,0.0,1.094087564274852,4
bace,149,2,4,complementary_strong_added,logreg_l2_c0.1,0.0,0.0,0.0,1.094087564274852,4
bace,149,3,4,complementary_strong_added,logreg_l2_c0.1,0.0,0.0,0.0,1.094087564274852,4
bace,149,1,8,complementary_strong_added,et_90_leaf2,0.037259527466900644,0.009536610343061858,0.0013715163484748771,1.2599741182788449,8
bace,149,2,8,complementary_strong_added,et_120_d20_leaf2,0.021480698043363278,0.0044103648863035305,0.0,1.2599741182788449,8
bace,149,3,8,complementary_strong_added,et_120_d20_leaf2,0.020732817478379628,0.0005917159763314528,0.0,1.2599741182788449,8
bace,149,1,16,complementary_strong_added,lgbm_60_l63,0.042937605149586666,0.011977909443347312,-0.0018652622339256908,1.2215956276449629,16
bace,149,2,16,complementary_strong_added,et_120_d20_leaf2,0.021480698043363278,0.0044103648863035305,0.0,1.2215956276449629,16
bace,149,3,16,complementary_strong_added,et_120_d20_leaf2,0.020732817478379628,0.0005917159763314528,0.0,1.2215956276449629,16
bace,149,1,32,complementary_strong_added,lgbm_60_l63,0.042937605149586666,0.011977909443347312,-0.0018652622339256908,1.1978282028288765,32
bace,149,2,32,complementary_strong_added,et_120_d20_leaf2,0.021480698043363278,0.0044103648863035305,0.0,1.1978282028288765,32
bace,149,3,32,complementary_strong_added,et_120_d20_leaf2,0.020732817478379628,0.0005917159763314528,0.0,1.1978282028288765,32
bace,149,1,4,exact_duplicate,base_1,0.0,0.0,0.0,1.0940875642748518,4
bace,149,2,4,exact_duplicate,base_1,0.0,0.0,0.0,1.0940875642748518,4
bace,149,3,4,exact_duplicate,base_1,0.0,0.0,0.0,1.0940875642748518,4
bace,149,1,8,exact_duplicate,base_1,0.0,0.0,0.0,1.094087564274852,4
bace,149,2,8,exact_duplicate,base_1,0.0,0.0,0.0,1.094087564274852,4
bace,149,3,8,exact_duplicate,base_1,0.0,0.0,0.0,1.094087564274852,4
bace,149,1,16,exact_duplicate,base_1,0.0,0.0,0.0,1.094087564274852,4
bace,149,2,16,exact_duplicate,base_1,0.0,0.0,0.0,1.094087564274852,4
bace,149,3,16,exact_duplicate,base_1,0.0,0.0,0.0,1.094087564274852,4
bace,149,1,32,exact_duplicate,base_1,0.0,0.0,0.0,1.0940875642748524,4
bace,149,2,32,exact_duplicate,base_1,0.0,0.0,0.0,1.0940875642748524,4
bace,149,3,32,exact_duplicate,base_1,0.0,0.0,0.0,1.0940875642748524,4
bace,149,1,4,near_duplicate_95pct_anchor,base_1,0.0,0.0,0.0,1.0940875642748518,4
bace,149,2,4,near_duplicate_95pct_anchor,base_1,0.0,0.0,0.0,1.0940875642748518,4
bace,149,3,4,near_duplicate_95pct_anchor,base_1,0.0,0.0,0.0,1.0940875642748518,4
bace,149,1,8,near_duplicate_95pct_anchor,near_duplicate_95pct_anchor_1,0.0018629763733449822,0.0,0.0,1.0909951000357694,4
bace,149,2,8,near_duplicate_95pct_anchor,near_duplicate_95pct_anchor_1,0.0008490216816499085,0.0,0.0,1.0909951000357694,4
bace,149,3,8,near_duplicate_95pct_anchor,near_duplicate_95pct_anchor_1,0.0003664087391898052,0.0,0.0,1.0909951000357694,4
bace,149,1,16,near_duplicate_95pct_anchor,near_duplicate_95pct_anchor_1,0.0018629763733449822,0.0,0.0,1.0897534201013699,4
bace,149,2,16,near_duplicate_95pct_anchor,near_duplicate_95pct_anchor_5,0.0008490216816499085,0.00015044949762033077,0.00015044949762033077,1.0897534201013699,4
bace,149,3,16,near_duplicate_95pct_anchor,near_duplicate_95pct_anchor_5,0.0006969731451980099,0.0,-0.0003305644060082047,1.0897534201013699,4
bace,149,1,32,near_duplicate_95pct_anchor,near_duplicate_95pct_anchor_1,0.0018629763733449822,0.0,0.0,1.08830818142715,4
bace,149,2,32,near_duplicate_95pct_anchor,near_duplicate_95pct_anchor_5,0.0008490216816499085,0.00015044949762033077,0.00015044949762033077,1.08830818142715,4
bace,149,3,32,near_duplicate_95pct_anchor,near_duplicate_95pct_anchor_5,0.0007669549385526109,6.998179335460097e-05,-0.0003305644060082047,1.08830818142715,4
bbbp,11,1,4,registered,logreg_l2_c0.1,0.0,0.0,0.0,1.2189422408760087,4
bbbp,11,2,4,registered,logreg_l2_c0.1,0.0,0.0,0.0,1.2189422408760087,4
bbbp,11,3,4,registered,logreg_l2_c0.1,0.0,0.0,0.0,1.2189422408760087,4
bbbp,11,1,8,registered,rf_120_d20_leaf2,0.013379635696501135,0.0058140042807844905,0.0,1.3657157650175664,8
bbbp,11,2,8,registered,rf_90_d12,0.042208114978768085,0.01925780750713646,0.013094172951017558,1.3657157650175664,8
bbbp,11,3,8,registered,rf_90_leaf2,0.012840213954313118,1.4775850350368103e-05,1.4775850350368103e-05,1.3657157650175664,8
bbbp,11,1,16,registered,et_120_d20_leaf2,0.01558118202070502,0.008810553444284386,0.0,1.3233961544155295,16
bbbp,11,2,16,registered,et_120_d20_leaf2,0.04727820146847872,0.0,0.0,1.3233961544155295,16
bbbp,11,3,16,registered,et_120_d20_leaf2,0.01693312450131479,0.0022902568042788563,0.0,1.3233961544155295,16
bbbp,11,1,32,registered,et_120_d20_leaf2,0.01558118202070502,0.008810553444284386,0.0,1.240233795154879,32
bbbp,11,2,32,registered,et_120_d20_leaf2,0.04727820146847872,0.0,0.0,1.240233795154879,32
bbbp,11,3,32,registered,et_120_d20_leaf2,0.01693312450131479,0.0022902568042788563,0.0,1.240233795154879,32
bbbp,11,1,4,weak_added,logreg_l2_c0.1,0.0,0.0,0.0,1.2189422408760087,4
bbbp,11,2,4,weak_added,logreg_l2_c0.1,0.0,0.0,0.0,1.2189422408760087,4
bbbp,11,3,4,weak_added,logreg_l2_c0.1,0.0,0.0,0.0,1.2189422408760087,4
bbbp,11,1,8,weak_added,logreg_l2_c0.1,0.0,0.0,0.0,1.3755334017612342,8
bbbp,11,2,8,weak_added,logreg_l2_c0.1,0.0,0.0,0.0,1.3755334017612342,8
bbbp,11,3,8,weak_added,logreg_l2_c0.1,0.0,0.0,0.0,1.3755334017612342,8
bbbp,11,1,16,weak_added,xgb_80_d5,0.004778753330712426,0.0,0.0,1.2795532084707173,16
bbbp,11,2,16,weak_added,xgb_80_d5,0.011453850851405267,0.020173831536790088,0.0,1.2795532084707173,16
bbbp,11,3,16,weak_added,xgb_80_d5,0.013386920417269743,0.011739413103223795,0.0,1.2795532084707173,16
bbbp,11,1,32,weak_added,et_120_d20_leaf2,0.01558118202070502,0.008810553444284386,0.0,1.2402337951548794,32
bbbp,11,2,32,weak_added,et_120_d20_leaf2,0.04727820146847872,0.0,0.0,1.2402337951548794,32
bbbp,11,3,32,weak_added,et_120_d20_leaf2,0.01693312450131479,0.0022902568042788563,0.0,1.2402337951548794,32
bbbp,11,1,4,complementary_strong_added,logreg_l2_c0.1,0.0,0.0,0.0,1.2189422408760087,4
bbbp,11,2,4,complementary_strong_added,logreg_l2_c0.1,0.0,0.0,0.0,1.2189422408760087,4
bbbp,11,3,4,complementary_strong_added,logreg_l2_c0.1,0.0,0.0,0.0,1.2189422408760087,4
bbbp,11,1,8,complementary_strong_added,et_120_d20_leaf2,0.01558118202070502,0.008810553444284386,0.0,1.3888477494988583,8
bbbp,11,2,8,complementary_strong_added,et_120_d20_leaf2,0.04727820146847872,0.0,0.0,1.3888477494988583,8
bbbp,11,3,8,complementary_strong_added,et_120_d20_leaf2,0.014642867697035933,0.0,0.0,1.3888477494988583,8
bbbp,11,1,16,complementary_strong_added,et_120_d20_leaf2,0.01558118202070502,0.008810553444284386,0.0,1.3150599999758543,16
bbbp,11,2,16,complementary_strong_added,et_120_d20_leaf2,0.04727820146847872,0.0,0.0,1.3150599999758543,16
bbbp,11,3,16,complementary_strong_added,et_120_d20_leaf2,0.01693312450131479,0.0022902568042788563,0.0,1.3150599999758543,16
bbbp,11,1,32,complementary_strong_added,et_120_d20_leaf2,0.01558118202070502,0.008810553444284386,0.0,1.240233795154879,32
bbbp,11,2,32,complementary_strong_added,et_120_d20_leaf2,0.04727820146847872,0.0,0.0,1.240233795154879,32
bbbp,11,3,32,complementary_strong_added,et_120_d20_leaf2,0.01693312450131479,0.0022902568042788563,0.0,1.240233795154879,32
bbbp,11,1,4,exact_duplicate,base_1,0.0,0.0,0.0,1.2189422408760076,4
bbbp,11,2,4,exact_duplicate,base_1,0.0,0.0,0.0,1.2189422408760076,4
bbbp,11,3,4,exact_duplicate,base_1,0.0,0.0,0.0,1.2189422408760076,4
bbbp,11,1,8,exact_duplicate,base_1,0.0,0.0,0.0,1.2189422408760082,4
bbbp,11,2,8,exact_duplicate,base_1,0.0,0.0,0.0,1.2189422408760082,4
bbbp,11,3,8,exact_duplicate,base_1,0.0,0.0,0.0,1.2189422408760082,4
bbbp,11,1,16,exact_duplicate,base_1,0.0,0.0,0.0,1.218942240876008,4
bbbp,11,2,16,exact_duplicate,base_1,0.0,0.0,0.0,1.218942240876008,4
bbbp,11,3,16,exact_duplicate,base_1,0.0,0.0,0.0,1.218942240876008,4
bbbp,11,1,32,exact_duplicate,base_1,0.0,0.0,0.0,1.2189422408760087,4
bbbp,11,2,32,exact_duplicate,base_1,0.0,0.0,0.0,1.2189422408760087,4
bbbp,11,3,32,exact_duplicate,base_1,0.0,0.0,0.0,1.2189422408760087,4
bbbp,11,1,4,near_duplicate_95pct_anchor,base_1,0.0,0.0,0.0,1.2189422408760076,4
bbbp,11,2,4,near_duplicate_95pct_anchor,base_1,0.0,0.0,0.0,1.2189422408760076,4
bbbp,11,3,4,near_duplicate_95pct_anchor,base_1,0.0,0.0,0.0,1.2189422408760076,4
bbbp,11,1,8,near_duplicate_95pct_anchor,near_duplicate_95pct_anchor_1,0.0,0.000599746647446886,0.0,1.2057558283050442,4
bbbp,11,2,8,near_duplicate_95pct_anchor,near_duplicate_95pct_anchor_1,0.0017486117620325592,0.0,0.0,1.2057558283050442,4
bbbp,11,3,8,near_duplicate_95pct_anchor,near_duplicate_95pct_anchor_1,0.0006024852980288653,0.0,0.0,1.2057558283050442,4
bbbp,11,1,16,near_duplicate_95pct_anchor,near_duplicate_95pct_anchor_5,0.0,0.0003833049403748623,0.0,1.2011799568244923,4
bbbp,11,2,16,near_duplicate_95pct_anchor,near_duplicate_95pct_anchor_1,0.001970161759902278,0.00022154999786971885,0.00022154999786971885,1.2011799568244923,4
bbbp,11,3,16,near_duplicate_95pct_anchor,near_duplicate_95pct_anchor_1,0.0007099796093263944,0.00010749431129752907,0.00010749431129752907,1.2011799568244923,4
bbbp,11,1,32,near_duplicate_95pct_anchor,near_duplicate_95pct_anchor_5,0.0001271130913378382,0.0005104180317127005,0.0,1.1976965098033947,4
bbbp,11,2,32,near_duplicate_95pct_anchor,near_duplicate_95pct_anchor_1,0.001970161759902278,0.00022154999786971885,0.00022154999786971885,1.1976965098033947,4
bbbp,11,3,32,near_duplicate_95pct_anchor,near_duplicate_95pct_anchor_1,0.0007099796093263944,0.00010749431129752907,0.00010749431129752907,1.1976965098033947,4
bbbp,23,1,4,registered,logreg_l2_c0.1,0.0,0.0,0.0,1.1531367688281253,4
bbbp,23,2,4,registered,logreg_l2_c0.1,0.0,0.0,0.0,1.1531367688281253,4
bbbp,23,3,4,registered,logreg_l2_c0.1,0.0,0.0,0.0,1.1531367688281253,4
bbbp,23,1,8,registered,rf_120_d20_leaf2,0.016909447142005152,0.004163472186727968,0.0,1.3342775795613273,8
bbbp,23,2,8,registered,rf_90_leaf2,0.05580540858318661,0.017092886537330987,0.017092886537330987,1.3342775795613273,8
bbbp,23,3,8,registered,rf_120_d20_leaf2,0.014403012157503281,0.006679822173834227,0.0,1.3342775795613273,8
bbbp,23,1,16,registered,et_90_leaf2,0.025662322173949814,0.0015227021040972177,0.0015227021040972177,1.3132909808049376,16
bbbp,23,2,16,registered,et_120_d20_leaf2,0.05580540858318661,0.00855379188712535,0.0,1.3132909808049376,16
bbbp,23,3,16,registered,et_90_leaf2,0.022647886046089694,2.2681908909527593e-05,-0.00836962438758826,1.3132909808049376,16
bbbp,23,1,32,registered,et_90_leaf2,0.025662322173949814,0.0015227021040972177,0.0015227021040972177,1.2296182473079726,32
bbbp,23,2,32,registered,et_120_d20_leaf2,0.05580540858318661,0.00855379188712535,0.0,1.2296182473079726,32
bbbp,23,3,32,registered,et_90_leaf2,0.022647886046089694,2.2681908909527593e-05,-0.00836962438758826,1.2296182473079726,32
bbbp,23,1,4,weak_added,logreg_l2_c0.1,0.0,0.0,0.0,1.1531367688281253,4
bbbp,23,2,4,weak_added,logreg_l2_c0.1,0.0,0.0,0.0,1.1531367688281253,4
bbbp,23,3,4,weak_added,logreg_l2_c0.1,0.0,0.0,0.0,1.1531367688281253,4
bbbp,23,1,8,weak_added,cat_100_d4,0.0,0.02195140131186646,0.02195140131186646,1.3033545963717539,8
bbbp,23,2,8,weak_added,logreg_l2_c0.1,0.01486625514403328,0.01486625514403328,0.0,1.3033545963717539,8
bbbp,23,3,8,weak_added,logreg_l2_c0.1,0.0,0.0,0.0,1.3033545963717539,8
bbbp,23,1,16,weak_added,cat_60_d8,0.01229874776386397,0.023916006474145934,0.01840552857994704,1.2392457494654043,16
bbbp,23,2,16,weak_added,cat_60_d8,0.024470899470899754,0.003468547912992448,-0.002145796590241167,1.2392457494654043,16
bbbp,23,3,16,weak_added,lgbm_120_l15,0.006725185991653171,2.2681908909527593e-05,2.2681908909527593e-05,1.2392457494654043,16
bbbp,23,1,32,weak_added,et_90_leaf2,0.025662322173949814,0.0015227021040972177,0.0015227021040972177,1.229618247307972,32
bbbp,23,2,32,weak_added,et_120_d20_leaf2,0.05580540858318661,0.00855379188712535,0.0,1.229618247307972,32
bbbp,23,3,32,weak_added,et_90_leaf2,0.022647886046089694,2.2681908909527593e-05,-0.00836962438758826,1.229618247307972,32
bbbp,23,1,4,complementary_strong_added,logreg_l2_c0.1,0.0,0.0,0.0,1.1531367688281253,4
bbbp,23,2,4,complementary_strong_added,logreg_l2_c0.1,0.0,0.0,0.0,1.1531367688281253,4
bbbp,23,3,4,complementary_strong_added,logreg_l2_c0.1,0.0,0.0,0.0,1.1531367688281253,4
bbbp,23,1,8,complementary_strong_added,et_120_d20_leaf2,0.025662322173949814,0.0,0.0,1.3730336746712695,8
bbbp,23,2,8,complementary_strong_added,et_120_d20_leaf2,0.04725161669606126,0.0,0.0,1.3730336746712695,8
bbbp,23,3,8,complementary_strong_added,et_120_d20_leaf2,0.022647886046089694,0.008392306296497787,0.0,1.3730336746712695,8
bbbp,23,1,16,complementary_strong_added,et_90_leaf2,0.025662322173949814,0.0015227021040972177,0.0015227021040972177,1.2864965194627873,16
bbbp,23,2,16,complementary_strong_added,et_120_d20_leaf2,0.05580540858318661,0.00855379188712535,0.0,1.2864965194627873,16
bbbp,23,3,16,complementary_strong_added,et_90_leaf2,0.022647886046089694,2.2681908909527593e-05,-0.00836962438758826,1.2864965194627873,16
bbbp,23,1,32,complementary_strong_added,et_90_leaf2,0.025662322173949814,0.0015227021040972177,0.0015227021040972177,1.2296182473079722,32
bbbp,23,2,32,complementary_strong_added,et_120_d20_leaf2,0.05580540858318661,0.00855379188712535,0.0,1.2296182473079722,32
bbbp,23,3,32,complementary_strong_added,et_90_leaf2,0.022647886046089694,2.2681908909527593e-05,-0.00836962438758826,1.2296182473079722,32
bbbp,23,1,4,exact_duplicate,base_1,0.0,0.0,0.0,1.1531367688281244,4
bbbp,23,2,4,exact_duplicate,base_1,0.0,0.0,0.0,1.1531367688281244,4
bbbp,23,3,4,exact_duplicate,base_1,0.0,0.0,0.0,1.1531367688281244,4
bbbp,23,1,8,exact_duplicate,base_1,0.0,0.0,0.0,1.153136768828125,4
bbbp,23,2,8,exact_duplicate,base_1,0.0,0.0,0.0,1.153136768828125,4
bbbp,23,3,8,exact_duplicate,base_1,0.0,0.0,0.0,1.153136768828125,4
bbbp,23,1,16,exact_duplicate,base_1,0.0,0.0,0.0,1.1531367688281249,4
bbbp,23,2,16,exact_duplicate,base_1,0.0,0.0,0.0,1.1531367688281249,4
bbbp,23,3,16,exact_duplicate,base_1,0.0,0.0,0.0,1.1531367688281249,4
bbbp,23,1,32,exact_duplicate,base_1,0.0,0.0,0.0,1.1531367688281253,4
bbbp,23,2,32,exact_duplicate,base_1,0.0,0.0,0.0,1.1531367688281253,4
bbbp,23,3,32,exact_duplicate,base_1,0.0,0.0,0.0,1.1531367688281253,4
bbbp,23,1,4,near_duplicate_95pct_anchor,base_1,0.0,0.0,0.0,1.1531367688281244,4
bbbp,23,2,4,near_duplicate_95pct_anchor,base_1,0.0,0.0,0.0,1.1531367688281244,4
bbbp,23,3,4,near_duplicate_95pct_anchor,base_1,0.0,0.0,0.0,1.1531367688281244,4
bbbp,23,1,8,near_duplicate_95pct_anchor,near_duplicate_95pct_anchor_1,0.0008454723571003075,0.0,0.0,1.1445286625464417,4
bbbp,23,2,8,near_duplicate_95pct_anchor,near_duplicate_95pct_anchor_1,0.0021413874191652527,0.0,0.0,1.1445286625464417,4
bbbp,23,3,8,near_duplicate_95pct_anchor,near_duplicate_95pct_anchor_1,3.288876791862627e-05,0.0,0.0,1.1445286625464417,4
bbbp,23,1,16,near_duplicate_95pct_anchor,near_duplicate_95pct_anchor_5,0.0008454723571003075,8.651716500562845e-05,0.0,1.140945979562429,4
bbbp,23,2,16,near_duplicate_95pct_anchor,near_duplicate_95pct_anchor_5,0.0021413874191652527,9.479717813054567e-05,0.0,1.140945979562429,4
bbbp,23,3,16,near_duplicate_95pct_anchor,near_duplicate_95pct_anchor_5,0.0003362592995825864,0.00017862003266200244,0.0,1.140945979562429,4
bbbp,23,1,32,near_duplicate_95pct_anchor,near_duplicate_95pct_anchor_5,0.0008454723571003075,8.651716500562845e-05,0.0,1.1385907745045918,4
bbbp,23,2,32,near_duplicate_95pct_anchor,near_duplicate_95pct_anchor_5,0.0021413874191652527,9.479717813054567e-05,0.0,1.1385907745045918,4
bbbp,23,3,32,near_duplicate_95pct_anchor,near_duplicate_95pct_anchor_5,0.00038332426056975066,0.00022568499364916672,0.0,1.1385907745045918,4
bbbp,37,1,4,registered,logreg_l2_c0.1,0.0,0.0,0.0,1.1838714655872553,4
bbbp,37,2,4,registered,logreg_l2_c0.1,0.0,0.0,0.0,1.1838714655872553,4
bbbp,37,3,4,registered,logreg_l2_c0.1,0.0,0.0,0.0,1.1838714655872553,4
bbbp,37,1,8,registered,rf_120_d20_leaf2,0.04539572393098268,0.013118904726181269,0.0,1.3637721451051643,8
bbbp,37,2,8,registered,rf_120_d20_leaf2,0.03704749356923254,0.007450279189409437,0.0,1.3637721451051643,8
bbbp,37,3,8,registered,rf_90_d12,0.01961840283120475,0.0,-0.010665102323434317,1.3637721451051643,8
bbbp,37,1,16,registered,et_120_d20_leaf2,0.04539572393098268,0.004623030757689217,0.0,1.3270648061981478,16
bbbp,37,2,16,registered,et_120_d20_leaf2,0.041428780559215284,0.0,0.0,1.3270648061981478,16
bbbp,37,3,16,registered,et_120_d20_leaf2,0.02165717802738898,0.005020003077396695,0.0,1.3270648061981478,16
bbbp,37,1,32,registered,et_120_d20_leaf2,0.04539572393098268,0.004623030757689217,0.0,1.235890757670838,32
bbbp,37,2,32,registered,et_120_d20_leaf2,0.041428780559215284,0.0,0.0,1.235890757670838,32
bbbp,37,3,32,registered,et_120_d20_leaf2,0.02165717802738898,0.005020003077396695,0.0,1.235890757670838,32
bbbp,37,1,4,weak_added,logreg_l2_c0.1,0.0,0.0,0.0,1.1838714655872553,4
bbbp,37,2,4,weak_added,logreg_l2_c0.1,0.0,0.0,0.0,1.1838714655872553,4
bbbp,37,3,4,weak_added,logreg_l2_c0.1,0.0,0.0,0.0,1.1838714655872553,4
bbbp,37,1,8,weak_added,xgb_60_d3,0.0,0.020902100525131306,0.020902100525131306,1.3358744126802242,8
bbbp,37,2,8,weak_added,logreg_l2_c0.1,0.010629064976890978,0.010629064976890978,0.0,1.3358744126802242,8
bbbp,37,3,8,weak_added,logreg_l2_c0.1,0.0,0.0,0.0,1.3358744126802242,8
bbbp,37,1,16,weak_added,cat_80_d6,0.015210052513128236,0.013953488372093092,0.011477869467366841,1.2588882467829208,16
bbbp,37,2,16,weak_added,logreg_l2_c0.1,0.030020703933747228,0.030020703933747228,0.01185247924378352,1.2588882467829208,16
bbbp,37,3,16,weak_added,histgb_lr0.05,0.0,0.008472457301123337,0.0,1.2588882467829208,16
bbbp,37,1,32,weak_added,et_120_d20_leaf2,0.04539572393098268,0.004623030757689217,0.0,1.2358907576708373,32
bbbp,37,2,32,weak_added,et_120_d20_leaf2,0.041428780559215284,0.0,0.0,1.2358907576708373,32
bbbp,37,3,32,weak_added,et_120_d20_leaf2,0.02165717802738898,0.005020003077396695,0.0,1.2358907576708373,32
bbbp,37,1,4,complementary_strong_added,logreg_l2_c0.1,0.0,0.0,0.0,1.1838714655872553,4
bbbp,37,2,4,complementary_strong_added,logreg_l2_c0.1,0.0,0.0,0.0,1.1838714655872553,4
bbbp,37,3,4,complementary_strong_added,logreg_l2_c0.1,0.0,0.0,0.0,1.1838714655872553,4
bbbp,37,1,8,complementary_strong_added,et_120_d20_leaf2,0.04077269317329346,0.0,0.0,1.3897210971841802,8
bbbp,37,2,8,complementary_strong_added,et_120_d20_leaf2,0.041428780559215284,0.0,0.0,1.3897210971841802,8
bbbp,37,3,8,complementary_strong_added,et_120_d20_leaf2,0.02165717802738898,0.005020003077396695,0.0,1.3897210971841802,8
bbbp,37,1,16,complementary_strong_added,et_120_d20_leaf2,0.04539572393098268,0.004623030757689217,0.0,1.307746325374094,16
bbbp,37,2,16,complementary_strong_added,et_120_d20_leaf2,0.041428780559215284,0.0,0.0,1.307746325374094,16
bbbp,37,3,16,complementary_strong_added,et_120_d20_leaf2,0.02165717802738898,0.005020003077396695,0.0,1.307746325374094,16
bbbp,37,1,32,complementary_strong_added,et_120_d20_leaf2,0.04539572393098268,0.004623030757689217,0.0,1.2358907576708382,32
bbbp,37,2,32,complementary_strong_added,et_120_d20_leaf2,0.041428780559215284,0.0,0.0,1.2358907576708382,32
bbbp,37,3,32,complementary_strong_added,et_120_d20_leaf2,0.02165717802738898,0.005020003077396695,0.0,1.2358907576708382,32
bbbp,37,1,4,exact_duplicate,base_1,0.0,0.0,0.0,1.1838714655872549,4
bbbp,37,2,4,exact_duplicate,base_1,0.0,0.0,0.0,1.1838714655872549,4
bbbp,37,3,4,exact_duplicate,base_1,0.0,0.0,0.0,1.1838714655872549,4
bbbp,37,1,8,exact_duplicate,base_1,0.0,0.0,0.0,1.1838714655872549,4
bbbp,37,2,8,exact_duplicate,base_1,0.0,0.0,0.0,1.1838714655872549,4
bbbp,37,3,8,exact_duplicate,base_1,0.0,0.0,0.0,1.1838714655872549,4
bbbp,37,1,16,exact_duplicate,base_1,0.0,0.0,0.0,1.1838714655872553,4
bbbp,37,2,16,exact_duplicate,base_1,0.0,0.0,0.0,1.1838714655872553,4
bbbp,37,3,16,exact_duplicate,base_1,0.0,0.0,0.0,1.1838714655872553,4
bbbp,37,1,32,exact_duplicate,base_1,0.0,0.0,0.0,1.1838714655872553,4
bbbp,37,2,32,exact_duplicate,base_1,0.0,0.0,0.0,1.1838714655872553,4
bbbp,37,3,32,exact_duplicate,base_1,0.0,0.0,0.0,1.1838714655872553,4
bbbp,37,1,4,near_duplicate_95pct_anchor,base_1,0.0,0.0,0.0,1.1838714655872549,4
bbbp,37,2,4,near_duplicate_95pct_anchor,base_1,0.0,0.0,0.0,1.1838714655872549,4
bbbp,37,3,4,near_duplicate_95pct_anchor,base_1,0.0,0.0,0.0,1.1838714655872549,4
bbbp,37,1,8,near_duplicate_95pct_anchor,near_duplicate_95pct_anchor_1,0.0022697861965490507,0.0,0.0,1.1739991155452496,4
bbbp,37,2,8,near_duplicate_95pct_anchor,near_duplicate_95pct_anchor_1,0.001483781918564464,0.0,0.0,1.1739991155452496,4
bbbp,37,3,8,near_duplicate_95pct_anchor,near_duplicate_95pct_anchor_1,0.0006498595937836082,0.0,0.0,1.1739991155452496,4
bbbp,37,1,16,near_duplicate_95pct_anchor,near_duplicate_95pct_anchor_5,0.0022697861965490507,0.0007905101275318405,0.0,1.1703004814206648,4
