dataset,seed,outer_fold,pool_size,selector,selected_candidate,fixed_k32_reference_candidate,outer_roc_auc,outer_pr_auc,outer_minority_recall,outer_majority_recall,outer_balanced_recall,outer_minority_miss_rate,target_metric,target_value,fixed_reference_target_value,fixed_reference_gap,constraint_target,inner_constraint_met
bace,11,1,32,pr_auc,et_120_d20_leaf2,et_120_d20_leaf2,0.877252024291498,0.8771280814627366,0.8987854251012146,0.7166666666666667,0.8077260458839406,0.10121457489878538,pr_auc,0.8771280814627366,0.8771280814627366,0.0,,
bace,11,1,32,minority_constrained,lgbm_100_leaf30,et_120_d20_leaf2,0.8746035762483131,0.8620286741552067,0.8866396761133604,0.7041666666666667,0.7954031713900136,0.11336032388663964,outer_majority_recall,0.7041666666666667,0.7166666666666667,0.012499999999999956,0.8,1.0
bace,11,2,4,roc_auc,logreg_l2_c0.1,et_120_d20_leaf2,0.8768985855211651,0.8145610146254842,0.7983193277310925,0.8012422360248447,0.7997807818779685,0.2016806722689075,roc_auc,0.8768985855211651,0.8816874575917324,0.004788872070567329,,
bace,11,2,4,pr_auc,logreg_l2_c0.1,et_120_d20_leaf2,0.8768985855211651,0.8145610146254842,0.7983193277310925,0.8012422360248447,0.7997807818779685,0.2016806722689075,pr_auc,0.8145610146254842,0.8261853808476008,0.0116243662221166,,
bace,11,2,4,minority_constrained,logreg_l2_c0.1,et_120_d20_leaf2,0.8768985855211651,0.8145610146254842,0.7983193277310925,0.8012422360248447,0.7997807818779685,0.2016806722689075,outer_majority_recall,0.8012422360248447,0.7763975155279503,-0.024844720496894346,0.8,1.0
bace,11,2,8,roc_auc,rf_90_d12,et_120_d20_leaf2,0.8820267237329714,0.8190284330980035,0.8361344537815126,0.7857142857142857,0.8109243697478992,0.16386554621848737,roc_auc,0.8820267237329714,0.8816874575917324,-0.0003392661412390252,,
bace,11,2,8,pr_auc,rf_90_d12,et_120_d20_leaf2,0.8820267237329714,0.8190284330980035,0.8361344537815126,0.7857142857142857,0.8109243697478992,0.16386554621848737,pr_auc,0.8190284330980035,0.8261853808476008,0.007156947749597298,,
bace,11,2,8,minority_constrained,rf_90_d12,et_120_d20_leaf2,0.8820267237329714,0.8190284330980035,0.8361344537815126,0.7857142857142857,0.8109243697478992,0.16386554621848737,outer_majority_recall,0.7857142857142857,0.7763975155279503,-0.009316770186335366,0.8,1.0
bace,11,2,16,roc_auc,et_90_leaf2,et_120_d20_leaf2,0.8808523409363745,0.8231485228808946,0.865546218487395,0.7732919254658385,0.8194190719766168,0.134453781512605,roc_auc,0.8808523409363745,0.8816874575917324,0.0008351166553578482,,
bace,11,2,16,pr_auc,et_120_d20_leaf2,et_120_d20_leaf2,0.8816874575917324,0.8261853808476008,0.8487394957983193,0.7763975155279503,0.8125685056631349,0.1512605042016807,pr_auc,0.8261853808476008,0.8261853808476008,0.0,,
bace,11,2,16,minority_constrained,et_90_d12,et_120_d20_leaf2,0.8748760373714703,0.8234207175617672,0.819327731092437,0.7763975155279503,0.7978626233101936,0.18067226890756305,outer_majority_recall,0.7763975155279503,0.7763975155279503,0.0,0.8,1.0
bace,11,2,32,roc_auc,et_90_leaf2,et_120_d20_leaf2,0.8808523409363745,0.8231485228808946,0.865546218487395,0.7732919254658385,0.8194190719766168,0.134453781512605,roc_auc,0.8808523409363745,0.8816874575917324,0.0008351166553578482,,
bace,11,2,32,pr_auc,et_120_d20_leaf2,et_120_d20_leaf2,0.8816874575917324,0.8261853808476008,0.8487394957983193,0.7763975155279503,0.8125685056631349,0.1512605042016807,pr_auc,0.8261853808476008,0.8261853808476008,0.0,,
bace,11,2,32,minority_constrained,et_90_d12,et_120_d20_leaf2,0.8748760373714703,0.8234207175617672,0.819327731092437,0.7763975155279503,0.7978626233101936,0.18067226890756305,outer_majority_recall,0.7763975155279503,0.7763975155279503,0.0,0.8,1.0
bace,11,3,4,roc_auc,logreg_l2_c0.1,et_120_d20_leaf2,0.8605955937266617,0.8257422275306716,0.6747572815533981,0.8769230769230769,0.7758401792382374,0.3252427184466019,roc_auc,0.8605955937266617,0.886398431665422,0.02580283793876026,,
bace,11,3,4,pr_auc,logreg_l2_c0.1,et_120_d20_leaf2,0.8605955937266617,0.8257422275306716,0.6747572815533981,0.8769230769230769,0.7758401792382374,0.3252427184466019,pr_auc,0.8257422275306716,0.8503657821217241,0.024623554591052477,,
bace,11,3,4,minority_constrained,logreg_l2_c0.1,et_120_d20_leaf2,0.8605955937266617,0.8257422275306716,0.6747572815533981,0.8769230769230769,0.7758401792382374,0.3252427184466019,outer_majority_recall,0.8769230769230769,0.8846153846153846,0.007692307692307665,0.8,1.0
bace,11,3,8,roc_auc,rf_90_d12,et_120_d20_leaf2,0.8658793876026885,0.8321325532170939,0.7330097087378641,0.8730769230769231,0.8030433159073935,0.2669902912621359,roc_auc,0.8658793876026885,0.886398431665422,0.020519044062733527,,
bace,11,3,8,pr_auc,rf_90_d12,et_120_d20_leaf2,0.8658793876026885,0.8321325532170939,0.7330097087378641,0.8730769230769231,0.8030433159073935,0.2669902912621359,pr_auc,0.8321325532170939,0.8503657821217241,0.018233228904630194,,
bace,11,3,8,minority_constrained,rf_60_sqrt,et_120_d20_leaf2,0.8702389843166544,0.8352597981245895,0.7087378640776699,0.8961538461538462,0.802445855115758,0.2912621359223301,outer_majority_recall,0.8961538461538462,0.8846153846153846,-0.011538461538461608,0.8,1.0
bace,11,3,16,roc_auc,rf_90_d12,et_120_d20_leaf2,0.8658793876026885,0.8321325532170939,0.7330097087378641,0.8730769230769231,0.8030433159073935,0.2669902912621359,roc_auc,0.8658793876026885,0.886398431665422,0.020519044062733527,,
bace,11,3,16,pr_auc,rf_90_d12,et_120_d20_leaf2,0.8658793876026885,0.8321325532170939,0.7330097087378641,0.8730769230769231,0.8030433159073935,0.2669902912621359,pr_auc,0.8321325532170939,0.8503657821217241,0.018233228904630194,,
bace,11,3,16,minority_constrained,rf_60_sqrt,et_120_d20_leaf2,0.8702389843166544,0.8352597981245895,0.7087378640776699,0.8961538461538462,0.802445855115758,0.2912621359223301,outer_majority_recall,0.8961538461538462,0.8846153846153846,-0.011538461538461608,0.8,1.0
bace,11,3,32,roc_auc,rf_90_d12,et_120_d20_leaf2,0.8658793876026885,0.8321325532170939,0.7330097087378641,0.8730769230769231,0.8030433159073935,0.2669902912621359,roc_auc,0.8658793876026885,0.886398431665422,0.020519044062733527,,
bace,11,3,32,pr_auc,rf_90_d12,et_120_d20_leaf2,0.8658793876026885,0.8321325532170939,0.7330097087378641,0.8730769230769231,0.8030433159073935,0.2669902912621359,pr_auc,0.8321325532170939,0.8503657821217241,0.018233228904630194,,
bace,11,3,32,minority_constrained,rf_60_sqrt,et_120_d20_leaf2,0.8702389843166544,0.8352597981245895,0.7087378640776699,0.8961538461538462,0.802445855115758,0.2912621359223301,outer_majority_recall,0.8961538461538462,0.8846153846153846,-0.011538461538461608,0.8,1.0
bace,23,1,4,roc_auc,logreg_l2_c0.1,et_90_leaf2,0.8722461892436008,0.8357746705399703,0.9016393442622951,0.7263157894736842,0.8139775668679896,0.09836065573770492,roc_auc,0.8722461892436008,0.8831751509922348,0.010928961748634003,,
bace,23,1,4,pr_auc,logreg_l2_c0.1,et_120_d20_leaf2,0.8722461892436008,0.8357746705399703,0.9016393442622951,0.7263157894736842,0.8139775668679896,0.09836065573770492,pr_auc,0.8357746705399703,0.8570407422631936,0.021266071723223257,,
bace,23,1,4,minority_constrained,logreg_l2_c0.1,et_120_d20_leaf2,0.8722461892436008,0.8357746705399703,0.9016393442622951,0.7263157894736842,0.8139775668679896,0.09836065573770492,outer_majority_recall,0.7263157894736842,0.7842105263157895,0.05789473684210522,0.8,1.0
bace,23,1,8,roc_auc,rf_90_leaf2,et_90_leaf2,0.8819672131147541,0.8546992844214133,0.8688524590163934,0.7631578947368421,0.8160051768766178,0.1311475409836066,roc_auc,0.8819672131147541,0.8831751509922348,0.001207937877480636,,
bace,23,1,8,pr_auc,rf_90_leaf2,et_120_d20_leaf2,0.8819672131147541,0.8546992844214133,0.8688524590163934,0.7631578947368421,0.8160051768766178,0.1311475409836066,pr_auc,0.8546992844214133,0.8570407422631936,0.0023414578417803034,,
bace,23,1,8,minority_constrained,rf_90_leaf2,et_120_d20_leaf2,0.8819672131147541,0.8546992844214133,0.8688524590163934,0.7631578947368421,0.8160051768766178,0.1311475409836066,outer_majority_recall,0.7631578947368421,0.7842105263157895,0.021052631578947323,0.8,1.0
bace,23,1,16,roc_auc,et_120_d20_leaf2,et_90_leaf2,0.8830601092896175,0.8570407422631936,0.8907103825136612,0.7842105263157895,0.8374604544147253,0.10928961748633881,roc_auc,0.8830601092896175,0.8831751509922348,0.00011504170261722457,,
bace,23,1,16,pr_auc,et_120_d20_leaf2,et_120_d20_leaf2,0.8830601092896175,0.8570407422631936,0.8907103825136612,0.7842105263157895,0.8374604544147253,0.10928961748633881,pr_auc,0.8570407422631936,0.8570407422631936,0.0,,
bace,23,1,16,minority_constrained,et_120_d20_leaf2,et_120_d20_leaf2,0.8830601092896175,0.8570407422631936,0.8907103825136612,0.7842105263157895,0.8374604544147253,0.10928961748633881,outer_majority_recall,0.7842105263157895,0.7842105263157895,0.0,0.8,1.0
bace,23,1,32,roc_auc,et_120_d20_leaf2,et_90_leaf2,0.8830601092896175,0.8570407422631936,0.8907103825136612,0.7842105263157895,0.8374604544147253,0.10928961748633881,roc_auc,0.8830601092896175,0.8831751509922348,0.00011504170261722457,,
bace,23,1,32,pr_auc,et_120_d20_leaf2,et_120_d20_leaf2,0.8830601092896175,0.8570407422631936,0.8907103825136612,0.7842105263157895,0.8374604544147253,0.10928961748633881,pr_auc,0.8570407422631936,0.8570407422631936,0.0,,
bace,23,1,32,minority_constrained,lgbm_100_leaf30,et_120_d20_leaf2,0.8724762726488352,0.8439437511105294,0.8524590163934426,0.7684210526315789,0.8104400345125107,0.14754098360655743,outer_majority_recall,0.7684210526315789,0.7842105263157895,0.015789473684210575,0.8,1.0
bace,23,2,4,roc_auc,logreg_l2_c0.1,et_90_leaf2,0.8169519874065329,0.77637422203315,0.6590909090909091,0.8376623376623377,0.7483766233766234,0.34090909090909094,roc_auc,0.8169519874065329,0.8350059031877215,0.018053915781188645,,
bace,23,2,4,pr_auc,logreg_l2_c1,et_120_d20_leaf2,0.7982831562377016,0.7632176299971112,0.6136363636363636,0.7954545454545454,0.7045454545454546,0.38636363636363635,pr_auc,0.7632176299971112,0.7930910611588886,0.02987343116177743,,
bace,23,2,4,minority_constrained,logreg_l2_c0.1,et_120_d20_leaf2,0.8169519874065329,0.77637422203315,0.6590909090909091,0.8376623376623377,0.7483766233766234,0.34090909090909094,outer_majority_recall,0.8376623376623377,0.8246753246753247,-0.012987012987012991,0.8,1.0
bace,23,2,8,roc_auc,rf_120_d20_leaf2,et_90_leaf2,0.8389290633608816,0.793042075629325,0.678030303030303,0.8344155844155844,0.7562229437229437,0.321969696969697,roc_auc,0.8389290633608816,0.8350059031877215,-0.0039231601731600785,,
bace,23,2,8,pr_auc,rf_120_d20_leaf2,et_120_d20_leaf2,0.8389290633608816,0.793042075629325,0.678030303030303,0.8344155844155844,0.7562229437229437,0.321969696969697,pr_auc,0.793042075629325,0.7930910611588886,4.898552956356106e-05,,
