dataset,seed,outer_fold,pool_size,alternative_selector,candidate_changed_vs_roc,delta_outer_roc_auc_vs_roc_selector,delta_outer_pr_auc_vs_roc_selector,delta_outer_minority_recall_vs_roc_selector,delta_outer_balanced_recall_vs_roc_selector
tdc_pgp_broccatelli,127,3,4,pr_auc,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,127,3,8,pr_auc,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,127,3,16,pr_auc,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,127,3,32,pr_auc,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,149,1,4,pr_auc,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,149,1,8,pr_auc,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,149,1,16,pr_auc,1,0.001443939065771449,-9.640656884324361e-05,0.03703703703703698,0.012670565302144277
tdc_pgp_broccatelli,149,1,32,pr_auc,1,0.001443939065771449,-9.640656884324361e-05,0.03703703703703698,0.012670565302144277
tdc_pgp_broccatelli,149,2,4,pr_auc,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,149,2,8,pr_auc,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,149,2,16,pr_auc,1,0.0038719285182426955,0.0015733896572416306,0.00421940928270037,0.019756763464879534
tdc_pgp_broccatelli,149,2,32,pr_auc,1,0.0038719285182426955,0.0015733896572416306,0.00421940928270037,0.019756763464879534
tdc_pgp_broccatelli,149,3,4,pr_auc,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,149,3,8,pr_auc,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,149,3,16,pr_auc,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,149,3,32,pr_auc,0,0.0,0.0,0.0,0.0
bace,11,1,4,minority_constrained,0,0.0,0.0,0.0,0.0
bace,11,1,8,minority_constrained,1,-0.011167341430499245,-0.013854551084462097,-0.00809716599190291,-0.004048582995951566
bace,11,1,16,minority_constrained,1,-0.001939946018893468,-0.003346349750275479,0.0,0.002083333333333215
bace,11,1,32,minority_constrained,1,-0.004588394062078338,-0.01844575705780538,-0.012145748987854255,-0.01023954116059378
bace,11,2,4,minority_constrained,0,0.0,0.0,0.0,0.0
bace,11,2,8,minority_constrained,0,0.0,0.0,0.0,0.0
bace,11,2,16,minority_constrained,1,-0.005976303564904195,0.0002721946808725839,-0.04621848739495804,-0.021556448666423145
bace,11,2,32,minority_constrained,1,-0.005976303564904195,0.0002721946808725839,-0.04621848739495804,-0.021556448666423145
bace,11,3,4,minority_constrained,0,0.0,0.0,0.0,0.0
bace,11,3,8,minority_constrained,1,0.0043595967139659075,0.0031272449074956077,-0.024271844660194164,-0.0005974607916354735
bace,11,3,16,minority_constrained,1,0.0043595967139659075,0.0031272449074956077,-0.024271844660194164,-0.0005974607916354735
bace,11,3,32,minority_constrained,1,0.0043595967139659075,0.0031272449074956077,-0.024271844660194164,-0.0005974607916354735
bace,23,1,4,minority_constrained,0,0.0,0.0,0.0,0.0
bace,23,1,8,minority_constrained,0,0.0,0.0,0.0,0.0
bace,23,1,16,minority_constrained,0,0.0,0.0,0.0,0.0
bace,23,1,32,minority_constrained,1,-0.01058383664078233,-0.013096991152664161,-0.03825136612021862,-0.0270204199022146
bace,23,2,4,minority_constrained,0,0.0,0.0,0.0,0.0
bace,23,2,8,minority_constrained,1,0.00044273907910263866,0.0016422488160323656,-0.045454545454545414,-0.008116883116883189
bace,23,2,16,minority_constrained,1,-0.0007624950806769393,0.005496390552980901,-0.0037878787878787845,-0.0035173160173160856
bace,23,2,32,minority_constrained,1,0.012470484061393283,0.006625377617138994,-0.05681818181818188,0.0024350649350648457
bace,23,3,4,minority_constrained,0,0.0,0.0,0.0,0.0
bace,23,3,8,minority_constrained,1,-0.008468680429062903,-0.012404858691644871,-0.016393442622950727,0.0010625379477838814
bace,23,3,16,minority_constrained,1,-0.008468680429062903,-0.012404858691644871,-0.016393442622950727,0.0010625379477838814
bace,23,3,32,minority_constrained,1,-0.00043639951426843737,-0.013804454869786542,-0.020491803278688492,0.006729407002631027
bace,37,1,4,minority_constrained,0,0.0,0.0,0.0,0.0
bace,37,1,8,minority_constrained,1,0.0008897569444444864,0.010897202092423175,-0.01041666666666663,-0.0031250000000000444
bace,37,1,16,minority_constrained,1,0.0002929687500000666,0.0012749344642114524,-0.015625,-0.009895833333333326
bace,37,1,32,minority_constrained,1,0.0002929687500000666,0.0012749344642114524,-0.015625,-0.009895833333333326
bace,37,2,4,minority_constrained,1,-0.01544080305142237,-0.008807421952353067,-0.04395604395604391,0.013420208110473508
bace,37,2,8,minority_constrained,0,0.0,0.0,0.0,0.0
bace,37,2,16,minority_constrained,0,0.0,0.0,0.0,0.0
bace,37,2,32,minority_constrained,0,0.0,0.0,0.0,0.0
bace,37,3,4,minority_constrained,1,-0.02643941876980238,-0.039686522969711424,-0.013274336283185861,-0.010752394479041527
bace,37,3,8,minority_constrained,1,-0.008321497505371589,-0.01788861893387994,-0.008849557522123908,0.0017480607451109131
bace,37,3,16,minority_constrained,1,-0.0045522415237262415,-0.003011338756309434,-0.04424778761061943,-0.02212389380530977
bace,37,3,32,minority_constrained,1,-0.0045522415237262415,-0.003011338756309434,-0.04424778761061943,-0.02212389380530977
bace,53,1,4,minority_constrained,0,0.0,0.0,0.0,0.0
bace,53,1,8,minority_constrained,0,0.0,0.0,0.0,0.0
bace,53,1,16,minority_constrained,0,0.0,0.0,0.0,0.0
bace,53,1,32,minority_constrained,0,0.0,0.0,0.0,0.0
bace,53,2,4,minority_constrained,0,0.0,0.0,0.0,0.0
bace,53,2,8,minority_constrained,0,0.0,0.0,0.0,0.0
bace,53,2,16,minority_constrained,0,0.0,0.0,0.0,0.0
bace,53,2,32,minority_constrained,0,0.0,0.0,0.0,0.0
bace,53,3,4,minority_constrained,0,0.0,0.0,0.0,0.0
bace,53,3,8,minority_constrained,0,0.0,0.0,0.0,0.0
bace,53,3,16,minority_constrained,1,-0.0012757973733583672,-0.00028942183523184006,0.0,0.004878048780487809
bace,53,3,32,minority_constrained,1,-0.0012757973733583672,-0.00028942183523184006,0.0,0.004878048780487809
bace,71,1,4,minority_constrained,1,0.02498892164229427,0.016392382196249056,0.0639269406392694,0.031963470319634646
bace,71,1,8,minority_constrained,1,-0.0017821705874419003,0.00029556720739387643,0.0182648401826484,-0.0014161031154268366
bace,71,1,16,minority_constrained,1,-0.002918906421594092,-0.005281510056905914,0.0091324200913242,-0.008092017802439178
bace,71,1,32,minority_constrained,1,-0.002918906421594092,-0.005281510056905914,0.0091324200913242,-0.008092017802439178
bace,71,2,4,minority_constrained,0,0.0,0.0,0.0,0.0
bace,71,2,8,minority_constrained,1,-0.012020202020201931,-0.026650337545046865,-0.03703703703703709,-0.016851851851851785
bace,71,2,16,minority_constrained,1,-0.020370370370370372,-0.03569024292072176,-0.01683501683501687,-0.023417508417508337
bace,71,2,32,minority_constrained,1,-0.003496071829405367,-0.007517953598211169,-0.0033670033670033517,0.004983164983165089
bace,71,3,4,minority_constrained,1,-0.01786466165413536,-0.011935594925386872,0.040000000000000036,-0.0256140350877192
bace,71,3,8,minority_constrained,1,0.0009824561403509735,-0.00571602465414256,0.0,-0.00877192982456143
bace,71,3,16,minority_constrained,1,-0.007458646616541276,0.011722708529656956,0.005714285714285672,-0.011177944862155398
bace,71,3,32,minority_constrained,1,-0.007458646616541276,0.011722708529656956,0.005714285714285672,-0.011177944862155398
bace,83,1,4,minority_constrained,0,0.0,0.0,0.0,0.0
bace,83,1,8,minority_constrained,0,0.0,0.0,0.0,0.0
bace,83,1,16,minority_constrained,1,-0.005780677655677913,-0.006342466821062875,-0.02564102564102555,-0.014556623931623824
bace,83,1,32,minority_constrained,1,-0.006912647537647643,-0.0056140871427630135,0.01831501831501836,-0.006467490842490764
bace,83,2,4,minority_constrained,0,0.0,0.0,0.0,0.0
bace,83,2,8,minority_constrained,1,-0.009745193150604847,-0.0053456809853766885,-0.008298755186721962,0.00289287592776577
bace,83,2,16,minority_constrained,1,-0.0011980597276605165,0.001926203043695618,-0.016597510373444035,-0.010059318567003706
bace,83,2,32,minority_constrained,1,-0.0011980597276605165,0.001926203043695618,-0.016597510373444035,-0.010059318567003706
bace,83,3,4,minority_constrained,0,0.0,0.0,0.0,0.0
bace,83,3,8,minority_constrained,0,0.0,0.0,0.0,0.0
bace,83,3,16,minority_constrained,1,0.008067796610169653,0.013291892418845763,0.03389830508474578,0.0049491525423729366
bace,83,3,32,minority_constrained,1,0.006011299435028206,0.006277347082991658,0.02824858757062143,0.002124293785310649
bace,97,1,4,minority_constrained,0,0.0,0.0,0.0,0.0
bace,97,1,8,minority_constrained,0,0.0,0.0,0.0,0.0
bace,97,1,16,minority_constrained,0,0.0,0.0,0.0,0.0
bace,97,1,32,minority_constrained,0,0.0,0.0,0.0,0.0
bace,97,2,4,minority_constrained,0,0.0,0.0,0.0,0.0
bace,97,2,8,minority_constrained,1,0.00295963878641059,0.002088428099487616,0.05594405594405594,0.02009801222399643
bace,97,2,16,minority_constrained,1,0.005079566103188271,-0.0023618885075959994,0.06293706293706292,0.029500027531523476
bace,97,2,32,minority_constrained,1,0.005079566103188271,-0.0023618885075959994,0.06293706293706292,0.029500027531523476
bace,97,3,4,minority_constrained,0,0.0,0.0,0.0,0.0
bace,97,3,8,minority_constrained,1,-0.006190790923110923,-0.002094082574391365,-0.02352941176470591,-0.009892046706323043
bace,97,3,16,minority_constrained,1,-0.006190790923110923,-0.002094082574391365,-0.02352941176470591,-0.009892046706323043
bace,97,3,32,minority_constrained,1,-0.006190790923110923,-0.002094082574391365,-0.02352941176470591,-0.009892046706323043
bace,113,1,4,minority_constrained,0,0.0,0.0,0.0,0.0
bace,113,1,8,minority_constrained,1,-0.0022800578356133583,0.0014245372716654714,0.008230452674897082,0.00749360471582694
bace,113,1,16,minority_constrained,1,-0.00788983427872314,-0.011313246240450048,0.012345679012345734,0.0027944611277945786
bace,113,1,32,minority_constrained,1,-0.00788983427872314,-0.011313246240450048,0.012345679012345734,0.0027944611277945786
bace,113,2,4,minority_constrained,0,0.0,0.0,0.0,0.0
bace,113,2,8,minority_constrained,1,-0.0030615030615029903,0.0020936407350947706,0.0,0.01158301158301156
bace,113,2,16,minority_constrained,0,0.0,0.0,0.0,0.0
bace,113,2,32,minority_constrained,1,0.0028470028470027886,0.004082923585016607,-0.015151515151515138,-0.011436761436761533
bace,113,3,4,minority_constrained,0,0.0,0.0,0.0,0.0
bace,113,3,8,minority_constrained,0,0.0,0.0,0.0,0.0
bace,113,3,16,minority_constrained,0,0.0,0.0,0.0,0.0
bace,113,3,32,minority_constrained,1,-0.019625468164793936,-0.026081079163436827,-0.02400000000000002,-0.015745318352059945
bace,127,1,4,minority_constrained,0,0.0,0.0,0.0,0.0
bace,127,1,8,minority_constrained,0,0.0,0.0,0.0,0.0
bace,127,1,16,minority_constrained,0,0.0,0.0,0.0,0.0
bace,127,1,32,minority_constrained,1,0.0035947712418300526,0.005311251681345053,-0.007017543859649145,-0.01004471964224285
bace,127,2,4,minority_constrained,0,0.0,0.0,0.0,0.0
bace,127,2,8,minority_constrained,0,0.0,0.0,0.0,0.0
bace,127,2,16,minority_constrained,0,0.0,0.0,0.0,0.0
bace,127,2,32,minority_constrained,0,0.0,0.0,0.0,0.0
bace,127,3,4,minority_constrained,0,0.0,0.0,0.0,0.0
bace,127,3,8,minority_constrained,1,0.0036099711202310925,0.0072370712663450965,-0.015503875968992276,-0.02000683994528052
bace,127,3,16,minority_constrained,1,0.0036099711202310925,0.0072370712663450965,-0.015503875968992276,-0.02000683994528052
bace,127,3,32,minority_constrained,1,-0.0030019759841920512,0.00036982744705627013,0.023255813953488302,-0.005528955768353994
bace,149,1,4,minority_constrained,0,0.0,0.0,0.0,0.0
bace,149,1,8,minority_constrained,0,0.0,0.0,0.0,0.0
bace,149,1,16,minority_constrained,1,0.009198302977104778,0.004494457499948923,0.07834101382488479,0.03520225294418833
bace,149,1,32,minority_constrained,1,0.00596152439470421,0.018447181988509698,0.004608294930875667,0.014208909370199585
bace,149,2,4,minority_constrained,0,0.0,0.0,0.0,0.0
bace,149,2,8,minority_constrained,0,0.0,0.0,0.0,0.0
bace,149,2,16,minority_constrained,0,0.0,0.0,0.0,0.0
bace,149,2,32,minority_constrained,1,-0.010798519301956522,-0.0018010143357763964,0.0,-0.011290322580645107
bace,149,3,4,minority_constrained,1,-0.010628129267182485,0.002320007546722347,-0.011834319526627168,-0.00591715976331364
bace,149,3,8,minority_constrained,0,0.0,0.0,0.0,0.0
bace,149,3,16,minority_constrained,1,-0.014360491579426315,-0.020813149520874985,-0.041420118343195256,-0.013017751479289963
bace,149,3,32,minority_constrained,1,-0.010309512972234813,-0.0042153457297690045,-0.005917159763313529,-0.0010355029585797926
bbbp,11,1,4,minority_constrained,0,0.0,0.0,0.0,0.0
bbbp,11,1,8,minority_constrained,0,0.0,0.0,0.0,0.0
bbbp,11,1,16,minority_constrained,1,0.004647708906652781,-0.0003857613955039474,-0.02051282051282055,0.005927576114969635
bbbp,11,1,32,minority_constrained,1,0.004647708906652781,-0.0003857613955039474,-0.02051282051282055,0.005927576114969635
bbbp,11,2,4,minority_constrained,0,0.0,0.0,0.0,0.0
bbbp,11,2,8,minority_constrained,1,0.012021927769020002,0.004492828968773233,-0.013605442176870763,-0.0005396730717339704
bbbp,11,2,16,minority_constrained,0,0.0,0.0,0.0,0.0
bbbp,11,2,32,minority_constrained,0,0.0,0.0,0.0,0.0
bbbp,11,3,4,minority_constrained,0,0.0,0.0,0.0,0.0
bbbp,11,3,8,minority_constrained,0,0.0,0.0,0.0,0.0
bbbp,11,3,16,minority_constrained,0,0.0,0.0,0.0,0.0
bbbp,11,3,32,minority_constrained,0,0.0,0.0,0.0,0.0
bbbp,23,1,4,minority_constrained,1,-0.028122071726723097,-0.015950632949355836,-0.04069767441860472,-0.014854331714796887
bbbp,23,1,8,minority_constrained,1,-0.004546809779368055,-0.0033997047508673717,-0.011627906976744207,0.017995570321151844
bbbp,23,1,16,minority_constrained,1,-0.015940454893943468,-0.00800091797618796,-0.01744186046511631,0.00043657892495108097
bbbp,23,1,32,minority_constrained,1,-0.015940454893943468,-0.00800091797618796,-0.01744186046511631,0.00043657892495108097
bbbp,23,2,4,minority_constrained,0,0.0,0.0,0.0,0.0
bbbp,23,2,8,minority_constrained,0,0.0,0.0,0.0,0.0
bbbp,23,2,16,minority_constrained,0,0.0,0.0,0.0,0.0
bbbp,23,2,32,minority_constrained,0,0.0,0.0,0.0,0.0
bbbp,23,3,4,minority_constrained,0,0.0,0.0,0.0,0.0
bbbp,23,3,8,minority_constrained,1,0.0012248230811106042,0.0011825993819681857,-0.017964071856287456,0.01374523679912898
bbbp,23,3,16,minority_constrained,1,-0.013677191072400507,-0.006900827673246401,-0.0479041916167664,-0.004065732172019554
bbbp,23,3,32,minority_constrained,1,-0.013677191072400507,-0.006900827673246401,-0.0479041916167664,-0.004065732172019554
bbbp,37,1,4,minority_constrained,0,0.0,0.0,0.0,0.0
bbbp,37,1,8,minority_constrained,1,-0.003563390847711956,-0.0018080529115713784,-0.032258064516129004,-0.0033383345836459632
bbbp,37,1,16,minority_constrained,0,0.0,0.0,0.0,0.0
bbbp,37,1,32,minority_constrained,0,0.0,0.0,0.0,0.0
bbbp,37,2,4,minority_constrained,0,0.0,0.0,0.0,0.0
bbbp,37,2,8,minority_constrained,1,7.842399146729129e-05,-0.003897584570422996,0.0,0.00925925925925919
bbbp,37,2,16,minority_constrained,0,0.0,0.0,0.0,0.0
bbbp,37,2,32,minority_constrained,1,-0.023234414538762294,-0.012885348101971617,-0.03105590062111807,-0.02310370788631655
bbbp,37,3,4,minority_constrained,0,0.0,0.0,0.0,0.0
bbbp,37,3,8,minority_constrained,1,-0.014540698569010635,-0.012011537214984824,-0.08247422680412364,-0.024446068625942452
bbbp,37,3,16,minority_constrained,0,0.0,0.0,0.0,0.0
bbbp,37,3,32,minority_constrained,0,0.0,0.0,0.0,0.0
bbbp,53,1,4,minority_constrained,0,0.0,0.0,0.0,0.0
bbbp,53,1,8,minority_constrained,0,0.0,0.0,0.0,0.0
bbbp,53,1,16,minority_constrained,1,0.001119898834019084,0.0002190191991934265,-0.012345679012345623,-0.012249228395061706
bbbp,53,1,32,minority_constrained,1,0.001119898834019084,0.0002190191991934265,-0.012345679012345623,-0.012249228395061706
bbbp,53,2,4,minority_constrained,0,0.0,0.0,0.0,0.0
bbbp,53,2,8,minority_constrained,1,0.009998577727208136,0.005586884190728392,-0.03164556962025311,0.013390698335940865
bbbp,53,2,16,minority_constrained,1,0.0014791637035983518,0.0013103638395668415,0.0,-0.006741573033707815
bbbp,53,2,32,minority_constrained,1,0.0014791637035983518,0.0013103638395668415,0.0,-0.006741573033707815
bbbp,53,3,4,minority_constrained,0,0.0,0.0,0.0,0.0
bbbp,53,3,8,minority_constrained,0,0.0,0.0,0.0,0.0
bbbp,53,3,16,minority_constrained,1,0.0004200651100920716,-0.0027063237712494637,0.012578616352201255,0.004434020606527311
bbbp,53,3,32,minority_constrained,1,0.0004200651100920716,-0.0027063237712494637,0.012578616352201255,0.004434020606527311
bbbp,71,1,4,minority_constrained,0,0.0,0.0,0.0,0.0
bbbp,71,1,8,minority_constrained,1,-0.04923509759099698,-0.023647970471419977,-0.04958677685950408,-0.026921048004220127
bbbp,71,1,16,minority_constrained,0,0.0,0.0,0.0,0.0
bbbp,71,1,32,minority_constrained,0,0.0,0.0,0.0,0.0
bbbp,71,2,4,minority_constrained,0,0.0,0.0,0.0,0.0
bbbp,71,2,8,minority_constrained,0,0.0,0.0,0.0,0.0
bbbp,71,2,16,minority_constrained,0,0.0,0.0,0.0,0.0
bbbp,71,2,32,minority_constrained,0,0.0,0.0,0.0,0.0
bbbp,71,3,4,minority_constrained,0,0.0,0.0,0.0,0.0
bbbp,71,3,8,minority_constrained,0,0.0,0.0,0.0,0.0
bbbp,71,3,16,minority_constrained,1,-0.0012900143334928504,0.0013320078554164283,0.00512820512820511,0.013433667781493797
bbbp,71,3,32,minority_constrained,1,-0.0012900143334928504,0.0013320078554164283,0.00512820512820511,0.013433667781493797
bbbp,83,1,4,minority_constrained,0,0.0,0.0,0.0,0.0
bbbp,83,1,8,minority_constrained,1,0.004332084893882371,0.002203934315531786,0.02777777777777779,-0.010830212234706704
bbbp,83,1,16,minority_constrained,1,0.010099875156054816,0.008416085051808797,0.005555555555555536,0.020755305867665497
bbbp,83,1,32,minority_constrained,1,0.010099875156054816,0.008416085051808797,0.005555555555555536,0.020755305867665497
bbbp,83,2,4,minority_constrained,0,0.0,0.0,0.0,0.0
bbbp,83,2,8,minority_constrained,1,-0.015070149017121115,-0.0051984227883663525,0.07894736842105265,-0.0365805326569435
bbbp,83,2,16,minority_constrained,1,-0.0008818167406466904,-0.001247735643315817,-0.05921052631578949,-0.016051046290424864
bbbp,83,2,32,minority_constrained,1,-0.0008818167406466904,-0.001247735643315817,-0.05921052631578949,-0.016051046290424864
bbbp,83,3,4,minority_constrained,0,0.0,0.0,0.0,0.0
bbbp,83,3,8,minority_constrained,0,0.0,0.0,0.0,0.0
bbbp,83,3,16,minority_constrained,1,-0.006621717423111129,-0.0019722362804521776,-0.027210884353741527,0.0052415644750140045
bbbp,83,3,32,minority_constrained,1,0.009698779733622986,0.008057522725806177,-0.020408163265306145,0.0008823928684554838
bbbp,97,1,4,minority_constrained,0,0.0,0.0,0.0,0.0
bbbp,97,1,8,minority_constrained,1,0.018617721963642753,0.01398999842769566,-0.06735751295336778,-0.0023228242732939997
bbbp,97,1,16,minority_constrained,1,-0.008843417932730469,-0.004883671549629209,0.051813471502590636,0.022516905242820795
bbbp,97,1,32,minority_constrained,1,-0.008843417932730469,-0.004883671549629209,0.051813471502590636,0.022516905242820795
bbbp,97,2,4,minority_constrained,0,0.0,0.0,0.0,0.0
bbbp,97,2,8,minority_constrained,1,-0.0006311920741450816,-0.007846375672349026,0.0071428571428571175,0.018112815596037057
bbbp,97,2,16,minority_constrained,1,-0.004969638862256209,-0.005167804208201621,-0.021428571428571463,0.006064237775647241
bbbp,97,2,32,minority_constrained,1,-0.004969638862256209,-0.005167804208201621,-0.021428571428571463,0.006064237775647241
bbbp,97,3,4,minority_constrained,1,-0.013122397129312069,-0.003984829363979925,0.020547945205479423,0.0026257890463343703
bbbp,97,3,8,minority_constrained,1,-0.0010869849917491958,0.0008711344341220117,0.013698630136986245,0.004937269179391746
bbbp,97,3,16,minority_constrained,1,0.009926923177663194,0.00629699268601458,0.0273972602739726,-0.025498310589591067
bbbp,97,3,32,minority_constrained,1,0.009926923177663194,0.00629699268601458,0.0273972602739726,-0.025498310589591067
bbbp,113,1,4,minority_constrained,0,0.0,0.0,0.0,0.0
bbbp,113,1,8,minority_constrained,1,-0.05494505494505508,-0.03249459209410921,-0.09230769230769231,-0.0643136524492457
bbbp,113,1,16,minority_constrained,0,0.0,0.0,0.0,0.0
bbbp,113,1,32,minority_constrained,0,0.0,0.0,0.0,0.0
bbbp,113,2,4,minority_constrained,0,0.0,0.0,0.0,0.0
bbbp,113,2,8,minority_constrained,0,0.0,0.0,0.0,0.0
bbbp,113,2,16,minority_constrained,1,-0.0024216984178238032,-0.0013192549858499492,-0.030674846625766805,-0.005688300505865773
bbbp,113,2,32,minority_constrained,1,-0.0024216984178238032,-0.0013192549858499492,-0.030674846625766805,-0.005688300505865773
bbbp,113,3,4,minority_constrained,0,0.0,0.0,0.0,0.0
bbbp,113,3,8,minority_constrained,0,0.0,0.0,0.0,0.0
bbbp,113,3,16,minority_constrained,0,0.0,0.0,0.0,0.0
bbbp,113,3,32,minority_constrained,0,0.0,0.0,0.0,0.0
bbbp,127,1,4,minority_constrained,0,0.0,0.0,0.0,0.0
bbbp,127,1,8,minority_constrained,1,0.012430672775500362,0.0007355905990131806,-0.0461538461538461,0.013756932722450044
bbbp,127,1,16,minority_constrained,1,-0.016775178844144367,-0.013370249753067998,-0.02051282051282044,-0.005554215899043369
bbbp,127,1,32,minority_constrained,1,-0.016775178844144367,-0.013370249753067998,-0.02051282051282044,-0.005554215899043369
bbbp,127,2,4,minority_constrained,0,0.0,0.0,0.0,0.0
bbbp,127,2,8,minority_constrained,0,0.0,0.0,0.0,0.0
bbbp,127,2,16,minority_constrained,0,0.0,0.0,0.0,0.0
bbbp,127,2,32,minority_constrained,0,0.0,0.0,0.0,0.0
bbbp,127,3,4,minority_constrained,0,0.0,0.0,0.0,0.0
bbbp,127,3,8,minority_constrained,1,0.021183247651422765,0.015490939807441206,0.06766917293233077,0.011562871544116393
bbbp,127,3,16,minority_constrained,0,0.0,0.0,0.0,0.0
bbbp,127,3,32,minority_constrained,0,0.0,0.0,0.0,0.0
bbbp,149,1,4,minority_constrained,0,0.0,0.0,0.0,0.0
bbbp,149,1,8,minority_constrained,1,-0.009426503679377363,-0.004391026987254465,-0.12169312169312174,-0.018153621601897485
bbbp,149,1,16,minority_constrained,0,0.0,0.0,0.0,0.0
bbbp,149,1,32,minority_constrained,0,0.0,0.0,0.0,0.0
bbbp,149,2,4,minority_constrained,0,0.0,0.0,0.0,0.0
bbbp,149,2,8,minority_constrained,0,0.0,0.0,0.0,0.0
bbbp,149,2,16,minority_constrained,0,0.0,0.0,0.0,0.0
bbbp,149,2,32,minority_constrained,0,0.0,0.0,0.0,0.0
bbbp,149,3,4,minority_constrained,0,0.0,0.0,0.0,0.0
bbbp,149,3,8,minority_constrained,0,0.0,0.0,0.0,0.0
bbbp,149,3,16,minority_constrained,1,-0.0003847569339890944,-0.00014585300230418596,-0.09756097560975607,-0.007628224430392461
bbbp,149,3,32,minority_constrained,1,-0.0003847569339890944,-0.00014585300230418596,-0.09756097560975607,-0.007628224430392461
clintox,11,1,4,minority_constrained,0,0.0,0.0,0.0,0.0
clintox,11,1,8,minority_constrained,1,-0.04612159329140464,-0.027412210772809698,-0.03703703703703698,0.00034940600978339287
clintox,11,1,16,minority_constrained,0,0.0,0.0,0.0,0.0
clintox,11,1,32,minority_constrained,1,-0.011081162024558444,0.04554068801326078,-0.11111111111111116,-0.056903264450434254
clintox,11,2,4,minority_constrained,0,0.0,0.0,0.0,0.0
clintox,11,2,8,minority_constrained,0,0.0,0.0,0.0,0.0
clintox,11,2,16,minority_constrained,0,0.0,0.0,0.0,0.0
clintox,11,2,32,minority_constrained,1,0.04509976924121084,0.04728922375788208,0.1132075471698114,0.0700929822179992
clintox,11,3,4,minority_constrained,0,0.0,0.0,0.0,0.0
clintox,11,3,8,minority_constrained,1,-0.0643778344671202,-0.03095292438327038,-0.03125,0.005916950113378672
clintox,11,3,16,minority_constrained,1,-0.03121456916099763,-0.005275913580745473,-0.09375,0.014349489795918435
clintox,11,3,32,minority_constrained,1,-0.02526218820861681,-0.017415494975330625,-0.09375,-0.02533304988662133
clintox,23,1,4,minority_constrained,0,0.0,0.0,0.0,0.0
clintox,23,1,8,minority_constrained,0,0.0,0.0,0.0,0.0
clintox,23,1,16,minority_constrained,0,0.0,0.0,0.0,0.0
clintox,23,1,32,minority_constrained,1,-0.021865007345951093,-0.030415021589471902,-0.03448275862068961,0.006568144499179085
clintox,23,2,4,minority_constrained,0,0.0,0.0,0.0,0.0
clintox,23,2,8,minority_constrained,0,0.0,0.0,0.0,0.0
clintox,23,2,16,minority_constrained,0,0.0,0.0,0.0,0.0
clintox,23,2,32,minority_constrained,1,0.007775821596244237,0.0713765633903713,0.050000000000000044,0.016784037558685405
clintox,23,3,4,minority_constrained,0,0.0,0.0,0.0,0.0
clintox,23,3,8,minority_constrained,0,0.0,0.0,0.0,0.0
clintox,23,3,16,minority_constrained,1,0.020129341727697092,0.024530092041003815,-0.06976744186046513,-0.0008137393464388021
clintox,23,3,32,minority_constrained,1,0.022998843633560306,0.029515723032150498,0.023255813953488413,-0.004025868345539418
clintox,37,1,4,minority_constrained,0,0.0,0.0,0.0,0.0
clintox,37,1,8,minority_constrained,1,0.013866082831600068,0.0066667391881543026,-0.03448275862068961,0.006568144499178974
clintox,37,1,16,minority_constrained,0,0.0,0.0,0.0,0.0
clintox,37,1,32,minority_constrained,0,0.0,0.0,0.0,0.0
clintox,37,2,4,minority_constrained,0,0.0,0.0,0.0,0.0
clintox,37,2,8,minority_constrained,0,0.0,0.0,0.0,0.0
clintox,37,2,16,minority_constrained,1,0.03018396686159852,-0.013002644332757385,0.21052631578947367,0.041605750487329285
clintox,37,2,32,minority_constrained,1,-0.02911793372319682,-0.13123320391204046,-0.05263157894736836,-0.06451023391812871
clintox,37,3,4,minority_constrained,1,0.011369972122660221,-0.010427676755671411,0.06666666666666665,0.047670250896057365
clintox,37,3,8,minority_constrained,0,0.0,0.0,0.0,0.0
clintox,37,3,16,minority_constrained,0,0.0,0.0,0.0,0.0
clintox,37,3,32,minority_constrained,1,-0.016049382716049276,0.014782215373669583,-0.13333333333333341,-0.03709677419354851
clintox,53,1,4,minority_constrained,0,0.0,0.0,0.0,0.0
clintox,53,1,8,minority_constrained,0,0.0,0.0,0.0,0.0
clintox,53,1,16,minority_constrained,0,0.0,0.0,0.0,0.0
clintox,53,1,32,minority_constrained,0,0.0,0.0,0.0,0.0
clintox,53,2,4,minority_constrained,1,-0.004931206623645323,-0.004220828326979509,-0.046511627906976716,0.02473720524371925
clintox,53,2,8,minority_constrained,0,0.0,0.0,0.0,0.0
clintox,53,2,16,minority_constrained,0,0.0,0.0,0.0,0.0
clintox,53,2,32,minority_constrained,0,0.0,0.0,0.0,0.0
clintox,53,3,4,minority_constrained,0,0.0,0.0,0.0,0.0
clintox,53,3,8,minority_constrained,1,0.013201754385964826,-0.07634890577496262,-0.033333333333333326,0.014912280701754432
