dataset,seed,outer_fold,pool_size,alternative_selector,candidate_changed_vs_roc,delta_outer_roc_auc_vs_roc_selector,delta_outer_pr_auc_vs_roc_selector,delta_outer_minority_recall_vs_roc_selector,delta_outer_balanced_recall_vs_roc_selector
clintox,83,1,8,pr_auc,1,-0.014645535587944014,0.015139470944444788,0.0,0.01832460732984298
clintox,83,1,16,pr_auc,1,0.008101032970142863,-0.016818181693694423,0.027027027027026973,0.06848733550304231
clintox,83,1,32,pr_auc,1,0.014468657138814178,-0.04626628600609023,0.0,0.06544502617801051
clintox,83,2,4,pr_auc,0,0.0,0.0,0.0,0.0
clintox,83,2,8,pr_auc,0,0.0,0.0,0.0,0.0
clintox,83,2,16,pr_auc,1,0.04732301446333431,0.1656170895664439,0.1428571428571429,0.017254503933011978
clintox,83,2,32,pr_auc,1,0.044966832203574114,0.08341445685557047,0.12244897959183676,0.04346250045311195
clintox,83,3,4,pr_auc,0,0.0,0.0,0.0,0.0
clintox,83,3,8,pr_auc,1,0.04191671212947812,0.01641765781323301,0.07692307692307687,0.09638116021094745
clintox,83,3,16,pr_auc,1,0.04191671212947812,0.01641765781323301,0.07692307692307687,0.09638116021094745
clintox,83,3,32,pr_auc,1,0.046008365157301334,0.05823005431006101,0.038461538461538436,0.006228405164575346
clintox,97,1,4,pr_auc,0,0.0,0.0,0.0,0.0
clintox,97,1,8,pr_auc,1,-0.0132091904445919,0.023259377407059967,0.0,-0.04470802919708028
clintox,97,1,16,pr_auc,1,-0.01385202388852036,-0.025343017683900015,-0.022727272727272707,-0.015925680159256883
clintox,97,1,32,pr_auc,1,-0.0006635700066357497,0.005824847639800679,0.045454545454545414,-0.01924353019243541
clintox,97,2,4,pr_auc,1,-0.01090404440919901,-0.03261966056112098,0.05128205128205121,-0.014307427967221953
clintox,97,2,8,pr_auc,1,-0.015001321702352577,0.13558637993738132,-0.07692307692307698,-0.013977002379064407
clintox,97,2,16,pr_auc,0,0.0,0.0,0.0,0.0
clintox,97,2,32,pr_auc,1,0.002246893999471311,-0.08903364182943901,0.1282051282051282,0.039618028020089846
clintox,97,3,4,pr_auc,1,0.021072796934865967,0.0411224927688405,0.034482758620689724,0.03807471264367823
clintox,97,3,8,pr_auc,1,-0.036518199233716464,-0.06232313956001129,0.034482758620689724,0.012611749680715212
clintox,97,3,16,pr_auc,1,0.003831417624520994,-0.033580758781490916,0.10344827586206906,-0.004988825031928545
clintox,97,3,32,pr_auc,0,0.0,0.0,0.0,0.0
clintox,113,1,4,pr_auc,0,0.0,0.0,0.0,0.0
clintox,113,1,8,pr_auc,0,0.0,0.0,0.0,0.0
clintox,113,1,16,pr_auc,0,0.0,0.0,0.0,0.0
clintox,113,1,32,pr_auc,0,0.0,0.0,0.0,0.0
clintox,113,2,4,pr_auc,0,0.0,0.0,0.0,0.0
clintox,113,2,8,pr_auc,1,0.0013786764705882026,0.0743034995031715,-0.03125,-0.0021446078431371918
clintox,113,2,16,pr_auc,1,0.0013786764705882026,0.0743034995031715,-0.03125,-0.0021446078431371918
clintox,113,2,32,pr_auc,1,0.008731617647058765,0.03480951486211259,0.0,0.004901960784313819
clintox,113,3,4,pr_auc,0,0.0,0.0,0.0,0.0
clintox,113,3,8,pr_auc,1,-0.038277116402116396,0.0049942288931832945,-0.11904761904761907,0.017733134920634885
clintox,113,3,16,pr_auc,1,-0.06163194444444453,-0.009762338072581811,-0.04761904761904767,-0.048115079365079416
clintox,113,3,32,pr_auc,0,0.0,0.0,0.0,0.0
clintox,127,1,4,pr_auc,1,-0.050708165763245217,-0.0650253054655866,-0.09302325581395354,-0.0039051116162499566
clintox,127,1,8,pr_auc,1,-0.047327621379028906,0.023454380299592514,-0.13953488372093026,-0.05723611353966318
clintox,127,1,16,pr_auc,1,-0.047327621379028906,0.023454380299592514,-0.13953488372093026,-0.05723611353966318
clintox,127,1,32,pr_auc,1,0.025936935361659863,0.0951187214958013,-0.023255813953488413,-0.06676575158827314
clintox,127,2,4,pr_auc,1,-0.019521410579344867,0.023250938439180413,-0.1785714285714285,-0.016237855343648744
clintox,127,2,8,pr_auc,1,0.040212306585102664,0.1418127712616315,0.0,0.04030226700251882
clintox,127,2,16,pr_auc,1,0.040212306585102664,0.1418127712616315,0.0,0.04030226700251882
clintox,127,2,32,pr_auc,1,0.004183159409859694,0.0892671573322954,0.0357142857142857,0.0254138179201151
clintox,127,3,4,pr_auc,0,0.0,0.0,0.0,0.0
clintox,127,3,8,pr_auc,0,0.0,0.0,0.0,0.0
clintox,127,3,16,pr_auc,0,0.0,0.0,0.0,0.0
clintox,127,3,32,pr_auc,0,0.0,0.0,0.0,0.0
clintox,149,1,4,pr_auc,1,0.047343164794007575,0.10369632419255859,0.0625,-0.003394194756554225
clintox,149,1,8,pr_auc,1,0.025983146067415808,0.04166948943711429,0.125,-0.031132958801498134
clintox,149,1,16,pr_auc,1,-0.01814138576779034,-0.07966000522027578,-0.09375,-0.019721441947565532
clintox,149,1,32,pr_auc,1,-0.054248595505618,-0.09539271699885526,-0.125,-0.08778089887640439
clintox,149,2,4,pr_auc,1,0.003831417624521216,-0.04214008803120012,0.04444444444444451,0.01559092248747418
clintox,149,2,8,pr_auc,1,-0.03902151488358396,-0.1387609284675036,0.0,0.01458885941644561
clintox,149,2,16,pr_auc,1,-0.03902151488358396,-0.1387609284675036,0.0,0.01458885941644561
clintox,149,2,32,pr_auc,1,-0.03902151488358396,-0.1387609284675036,0.0,0.01458885941644561
clintox,149,3,4,pr_auc,0,0.0,0.0,0.0,0.0
clintox,149,3,8,pr_auc,0,0.0,0.0,0.0,0.0
clintox,149,3,16,pr_auc,0,0.0,0.0,0.0,0.0
clintox,149,3,32,pr_auc,1,0.0014066895904971677,0.08409113444788874,-0.11428571428571421,-0.01775554860894024
tdc_hia_hou,11,1,4,pr_auc,0,0.0,0.0,0.0,0.0
tdc_hia_hou,11,1,8,pr_auc,0,0.0,0.0,0.0,0.0
tdc_hia_hou,11,1,16,pr_auc,0,0.0,0.0,0.0,0.0
tdc_hia_hou,11,1,32,pr_auc,0,0.0,0.0,0.0,0.0
tdc_hia_hou,11,2,4,pr_auc,0,0.0,0.0,0.0,0.0
tdc_hia_hou,11,2,8,pr_auc,1,-0.020124223602484337,-0.004700725445352827,0.0,-0.05590062111801242
tdc_hia_hou,11,2,16,pr_auc,1,-0.050434782608695716,-0.010697905676454011,-0.039999999999999925,-0.13801242236024835
tdc_hia_hou,11,2,32,pr_auc,1,-0.050434782608695716,-0.010697905676454011,-0.039999999999999925,-0.13801242236024835
tdc_hia_hou,11,3,4,pr_auc,0,0.0,0.0,0.0,0.0
tdc_hia_hou,11,3,8,pr_auc,1,0.008386075949367022,0.002595817848166204,0.0,0.009493670886075889
tdc_hia_hou,11,3,16,pr_auc,1,0.008386075949367022,0.002595817848166204,0.0,0.009493670886075889
tdc_hia_hou,11,3,32,pr_auc,1,0.008386075949367022,0.002595817848166204,0.0,0.009493670886075889
tdc_hia_hou,23,1,4,pr_auc,0,0.0,0.0,0.0,0.0
tdc_hia_hou,23,1,8,pr_auc,0,0.0,0.0,0.0,0.0
tdc_hia_hou,23,1,16,pr_auc,0,0.0,0.0,0.0,0.0
tdc_hia_hou,23,1,32,pr_auc,0,0.0,0.0,0.0,0.0
tdc_hia_hou,23,2,4,pr_auc,0,0.0,0.0,0.0,0.0
tdc_hia_hou,23,2,8,pr_auc,0,0.0,0.0,0.0,0.0
tdc_hia_hou,23,2,16,pr_auc,1,-0.017998027613412404,-0.007234900596149729,-0.038461538461538436,0.04166666666666663
tdc_hia_hou,23,2,32,pr_auc,1,-0.017998027613412404,-0.007234900596149729,-0.038461538461538436,0.04166666666666663
tdc_hia_hou,23,3,4,pr_auc,0,0.0,0.0,0.0,0.0
tdc_hia_hou,23,3,8,pr_auc,0,0.0,0.0,0.0,0.0
tdc_hia_hou,23,3,16,pr_auc,1,-0.032727272727272605,-0.007410267634759826,0.040000000000000036,-0.06766233766233776
tdc_hia_hou,23,3,32,pr_auc,1,-0.032727272727272605,-0.007410267634759826,0.040000000000000036,-0.06766233766233776
tdc_hia_hou,37,1,4,pr_auc,0,0.0,0.0,0.0,0.0
tdc_hia_hou,37,1,8,pr_auc,0,0.0,0.0,0.0,0.0
tdc_hia_hou,37,1,16,pr_auc,0,0.0,0.0,0.0,0.0
tdc_hia_hou,37,1,32,pr_auc,0,0.0,0.0,0.0,0.0
tdc_hia_hou,37,2,4,pr_auc,1,-0.03248049355833804,-0.007718610424314543,-0.06060606060606055,-0.030303030303030276
tdc_hia_hou,37,2,8,pr_auc,1,-0.03248049355833804,-0.007718610424314543,-0.06060606060606055,-0.030303030303030276
tdc_hia_hou,37,2,16,pr_auc,1,-0.03248049355833804,-0.007718610424314543,-0.06060606060606055,-0.030303030303030276
tdc_hia_hou,37,2,32,pr_auc,1,-0.03248049355833804,-0.007718610424314543,-0.06060606060606055,-0.030303030303030276
tdc_hia_hou,37,3,4,pr_auc,0,0.0,0.0,0.0,0.0
tdc_hia_hou,37,3,8,pr_auc,0,0.0,0.0,0.0,0.0
tdc_hia_hou,37,3,16,pr_auc,1,-0.010855263157894535,-0.001743797989512963,0.050000000000000044,-0.044078947368420995
tdc_hia_hou,37,3,32,pr_auc,1,-0.06019736842105239,-0.009383176546227001,-0.29999999999999993,-0.13026315789473686
tdc_hia_hou,53,1,4,pr_auc,0,0.0,0.0,0.0,0.0
tdc_hia_hou,53,1,8,pr_auc,1,-0.03069053708439895,-0.01801353038175324,-0.08695652173913038,0.006941907197661745
tdc_hia_hou,53,1,16,pr_auc,1,-0.03069053708439895,-0.01801353038175324,-0.08695652173913038,0.006941907197661745
tdc_hia_hou,53,1,32,pr_auc,1,-0.03069053708439895,-0.01801353038175324,-0.08695652173913038,0.006941907197661745
tdc_hia_hou,53,2,4,pr_auc,1,-0.010017889087656662,-0.001064835331455738,-0.15384615384615385,-0.0490161001788908
tdc_hia_hou,53,2,8,pr_auc,0,0.0,0.0,0.0,0.0
tdc_hia_hou,53,2,16,pr_auc,0,0.0,0.0,0.0,0.0
tdc_hia_hou,53,2,32,pr_auc,0,0.0,0.0,0.0,0.0
tdc_hia_hou,53,3,4,pr_auc,1,-0.05484004985459101,-0.011270316119861623,-0.06896551724137934,-0.04050685500623186
tdc_hia_hou,53,3,8,pr_auc,1,-0.037390943082675765,-0.008311717406479624,-0.06896551724137934,0.043830494391358554
tdc_hia_hou,53,3,16,pr_auc,1,-0.037390943082675765,-0.008311717406479624,-0.06896551724137934,0.043830494391358554
tdc_hia_hou,53,3,32,pr_auc,1,0.030328209389281047,0.0062735089532768296,0.06896551724137934,0.04954299958454511
tdc_hia_hou,71,1,4,pr_auc,0,0.0,0.0,0.0,0.0
tdc_hia_hou,71,1,8,pr_auc,1,-0.02502120441051736,-0.005127346205403005,-0.11111111111111116,-0.013570822731128196
tdc_hia_hou,71,1,16,pr_auc,1,-0.0025445292620865922,0.0008161168549047915,0.0,-0.057251908396946716
tdc_hia_hou,71,1,32,pr_auc,1,-0.0025445292620865922,0.0008161168549047915,0.0,-0.057251908396946716
tdc_hia_hou,71,2,4,pr_auc,0,0.0,0.0,0.0,0.0
tdc_hia_hou,71,2,8,pr_auc,0,0.0,0.0,0.0,0.0
tdc_hia_hou,71,2,16,pr_auc,0,0.0,0.0,0.0,0.0
tdc_hia_hou,71,2,32,pr_auc,0,0.0,0.0,0.0,0.0
tdc_hia_hou,71,3,4,pr_auc,0,0.0,0.0,0.0,0.0
tdc_hia_hou,71,3,8,pr_auc,0,0.0,0.0,0.0,0.0
tdc_hia_hou,71,3,16,pr_auc,0,0.0,0.0,0.0,0.0
tdc_hia_hou,71,3,32,pr_auc,0,0.0,0.0,0.0,0.0
tdc_hia_hou,83,1,4,pr_auc,1,-0.0044624746450304675,-0.0007099199664259981,0.05882352941176472,0.019066937119675553
tdc_hia_hou,83,1,8,pr_auc,1,-0.0028397565922921864,-0.0003976258245389497,0.05882352941176472,0.01561866125760647
tdc_hia_hou,83,1,16,pr_auc,0,0.0,0.0,0.0,0.0
tdc_hia_hou,83,1,32,pr_auc,0,0.0,0.0,0.0,0.0
tdc_hia_hou,83,2,4,pr_auc,0,0.0,0.0,0.0,0.0
tdc_hia_hou,83,2,8,pr_auc,0,0.0,0.0,0.0,0.0
tdc_hia_hou,83,2,16,pr_auc,0,0.0,0.0,0.0,0.0
tdc_hia_hou,83,2,32,pr_auc,0,0.0,0.0,0.0,0.0
tdc_hia_hou,83,3,4,pr_auc,0,0.0,0.0,0.0,0.0
tdc_hia_hou,83,3,8,pr_auc,0,0.0,0.0,0.0,0.0
tdc_hia_hou,83,3,16,pr_auc,0,0.0,0.0,0.0,0.0
tdc_hia_hou,83,3,32,pr_auc,1,-0.025669642857142794,-0.006366324465968964,-0.03125,-0.05848214285714293
tdc_hia_hou,97,1,4,pr_auc,0,0.0,0.0,0.0,0.0
tdc_hia_hou,97,1,8,pr_auc,1,-0.02898550724637672,-0.01142200555721562,-0.06666666666666665,-0.018840579710144967
tdc_hia_hou,97,1,16,pr_auc,1,0.0414251207729468,0.020422496754221475,0.09999999999999998,0.04999999999999993
tdc_hia_hou,97,1,32,pr_auc,1,0.0414251207729468,0.020422496754221475,0.09999999999999998,0.04999999999999993
tdc_hia_hou,97,2,4,pr_auc,0,0.0,0.0,0.0,0.0
tdc_hia_hou,97,2,8,pr_auc,1,0.00586419753086409,0.0006827851269528562,0.09999999999999998,0.03765432098765431
tdc_hia_hou,97,2,16,pr_auc,1,0.0015432098765432167,9.436096639836578e-05,0.0,-0.043209876543209846
tdc_hia_hou,97,2,32,pr_auc,1,0.0015432098765432167,9.436096639836578e-05,0.0,-0.043209876543209846
tdc_hia_hou,97,3,4,pr_auc,0,0.0,0.0,0.0,0.0
tdc_hia_hou,97,3,8,pr_auc,0,0.0,0.0,0.0,0.0
tdc_hia_hou,97,3,16,pr_auc,0,0.0,0.0,0.0,0.0
tdc_hia_hou,97,3,32,pr_auc,0,0.0,0.0,0.0,0.0
tdc_hia_hou,113,1,4,pr_auc,0,0.0,0.0,0.0,0.0
tdc_hia_hou,113,1,8,pr_auc,0,0.0,0.0,0.0,0.0
tdc_hia_hou,113,1,16,pr_auc,0,0.0,0.0,0.0,0.0
tdc_hia_hou,113,1,32,pr_auc,0,0.0,0.0,0.0,0.0
tdc_hia_hou,113,2,4,pr_auc,0,0.0,0.0,0.0,0.0
tdc_hia_hou,113,2,8,pr_auc,0,0.0,0.0,0.0,0.0
tdc_hia_hou,113,2,16,pr_auc,0,0.0,0.0,0.0,0.0
tdc_hia_hou,113,2,32,pr_auc,0,0.0,0.0,0.0,0.0
tdc_hia_hou,113,3,4,pr_auc,0,0.0,0.0,0.0,0.0
tdc_hia_hou,113,3,8,pr_auc,0,0.0,0.0,0.0,0.0
tdc_hia_hou,113,3,16,pr_auc,1,-0.011278195488721776,-0.0037560851388291905,0.1428571428571429,0.05498120300751885
tdc_hia_hou,113,3,32,pr_auc,1,-0.011278195488721776,-0.0037560851388291905,0.1428571428571429,0.05498120300751885
tdc_hia_hou,127,1,4,pr_auc,0,0.0,0.0,0.0,0.0
tdc_hia_hou,127,1,8,pr_auc,0,0.0,0.0,0.0,0.0
tdc_hia_hou,127,1,16,pr_auc,0,0.0,0.0,0.0,0.0
tdc_hia_hou,127,1,32,pr_auc,0,0.0,0.0,0.0,0.0
tdc_hia_hou,127,2,4,pr_auc,0,0.0,0.0,0.0,0.0
tdc_hia_hou,127,2,8,pr_auc,0,0.0,0.0,0.0,0.0
tdc_hia_hou,127,2,16,pr_auc,0,0.0,0.0,0.0,0.0
tdc_hia_hou,127,2,32,pr_auc,0,0.0,0.0,0.0,0.0
tdc_hia_hou,127,3,4,pr_auc,0,0.0,0.0,0.0,0.0
tdc_hia_hou,127,3,8,pr_auc,0,0.0,0.0,0.0,0.0
tdc_hia_hou,127,3,16,pr_auc,1,-0.040175666883539574,-0.007320698593616171,-0.1724137931034483,-0.10743331164606384
tdc_hia_hou,127,3,32,pr_auc,1,-0.040175666883539574,-0.007320698593616171,-0.1724137931034483,-0.10743331164606384
tdc_hia_hou,149,1,4,pr_auc,1,-0.011574074074074181,-0.0018778459177594131,-0.05555555555555547,-0.03819444444444442
tdc_hia_hou,149,1,8,pr_auc,1,-0.011574074074074181,-0.0018778459177594131,-0.05555555555555547,-0.03819444444444442
tdc_hia_hou,149,1,16,pr_auc,1,-0.011574074074074181,-0.0018778459177594131,-0.05555555555555547,-0.03819444444444442
tdc_hia_hou,149,1,32,pr_auc,1,-0.011574074074074181,-0.0018778459177594131,-0.05555555555555547,-0.03819444444444442
tdc_hia_hou,149,2,4,pr_auc,0,0.0,0.0,0.0,0.0
tdc_hia_hou,149,2,8,pr_auc,0,0.0,0.0,0.0,0.0
tdc_hia_hou,149,2,16,pr_auc,0,0.0,0.0,0.0,0.0
tdc_hia_hou,149,2,32,pr_auc,0,0.0,0.0,0.0,0.0
tdc_hia_hou,149,3,4,pr_auc,0,0.0,0.0,0.0,0.0
tdc_hia_hou,149,3,8,pr_auc,1,0.018778742973939777,0.006451095721357825,0.07894736842105265,0.022483392948390413
tdc_hia_hou,149,3,16,pr_auc,0,0.0,0.0,0.0,0.0
tdc_hia_hou,149,3,32,pr_auc,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,11,1,4,pr_auc,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,11,1,8,pr_auc,1,-0.003937472929873453,-0.0010742357134296832,0.0429184549356223,0.012284915541205699
tdc_pgp_broccatelli,11,1,16,pr_auc,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,11,1,32,pr_auc,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,11,2,4,pr_auc,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,11,2,8,pr_auc,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,11,2,16,pr_auc,1,0.0016743911913627008,0.0023285302625517534,-0.006134969325153339,-0.0030674846625766694
tdc_pgp_broccatelli,11,2,32,pr_auc,1,0.0016743911913627008,0.0023285302625517534,-0.006134969325153339,-0.0030674846625766694
tdc_pgp_broccatelli,11,3,4,pr_auc,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,11,3,8,pr_auc,1,0.0031360946745562224,-0.0006099598621684965,0.023668639053254448,0.009334319526627222
tdc_pgp_broccatelli,11,3,16,pr_auc,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,11,3,32,pr_auc,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,23,1,4,pr_auc,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,23,1,8,pr_auc,1,0.010608465608465623,0.007093061004401546,-0.005714285714285783,0.008716931216931068
tdc_pgp_broccatelli,23,1,16,pr_auc,1,0.006296296296296244,0.003923456898405897,0.011428571428571455,0.003399470899470902
tdc_pgp_broccatelli,23,1,32,pr_auc,1,0.006296296296296244,0.003923456898405897,0.011428571428571455,0.003399470899470902
tdc_pgp_broccatelli,23,2,4,pr_auc,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,23,2,8,pr_auc,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,23,2,16,pr_auc,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,23,2,32,pr_auc,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,23,3,4,pr_auc,1,0.011761561079924987,0.019276217239455606,-0.05747126436781613,-0.02001470195134991
tdc_pgp_broccatelli,23,3,8,pr_auc,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,23,3,16,pr_auc,1,0.0049786153434909775,6.107209103878297e-05,0.01724137931034475,0.008620689655172376
tdc_pgp_broccatelli,23,3,32,pr_auc,1,0.0049786153434909775,6.107209103878297e-05,0.01724137931034475,0.008620689655172376
tdc_pgp_broccatelli,37,1,4,pr_auc,1,0.006851119894598079,0.015380280964539361,-0.006060606060605989,-0.0006148440931048604
tdc_pgp_broccatelli,37,1,8,pr_auc,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,37,1,16,pr_auc,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,37,1,32,pr_auc,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,37,2,4,pr_auc,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,37,2,8,pr_auc,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,37,2,16,pr_auc,1,0.002843472317156759,0.00382221581880815,0.022857142857142798,-0.0005331510594669409
tdc_pgp_broccatelli,37,2,32,pr_auc,1,0.002843472317156759,0.00382221581880815,0.022857142857142798,-0.0005331510594669409
tdc_pgp_broccatelli,37,3,4,pr_auc,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,37,3,8,pr_auc,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,37,3,16,pr_auc,1,-0.008552188552188533,-0.005085731841589669,-0.06666666666666665,-0.013852813852813783
tdc_pgp_broccatelli,37,3,32,pr_auc,1,-0.008552188552188533,-0.005085731841589669,-0.06666666666666665,-0.013852813852813783
tdc_pgp_broccatelli,53,1,4,pr_auc,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,53,1,8,pr_auc,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,53,1,16,pr_auc,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,53,1,32,pr_auc,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,53,2,4,pr_auc,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,53,2,8,pr_auc,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,53,2,16,pr_auc,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,53,2,32,pr_auc,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,53,3,4,pr_auc,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,53,3,8,pr_auc,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,53,3,16,pr_auc,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,53,3,32,pr_auc,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,71,1,4,pr_auc,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,71,1,8,pr_auc,1,0.0043179327066794615,-0.0010526481325220383,0.06211180124223603,0.023034510246786488
tdc_pgp_broccatelli,71,1,16,pr_auc,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,71,1,32,pr_auc,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,71,2,4,pr_auc,1,-0.0008185635988327,-0.0008879053087089694,0.0358744394618834,0.010000711794433625
tdc_pgp_broccatelli,71,2,8,pr_auc,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,71,2,16,pr_auc,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,71,2,32,pr_auc,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,71,3,4,pr_auc,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,71,3,8,pr_auc,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,71,3,16,pr_auc,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,71,3,32,pr_auc,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,83,1,4,pr_auc,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,83,1,8,pr_auc,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,83,1,16,pr_auc,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,83,1,32,pr_auc,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,83,2,4,pr_auc,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,83,2,8,pr_auc,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,83,2,16,pr_auc,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,83,2,32,pr_auc,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,83,3,4,pr_auc,1,0.013250333481547472,0.012917355190061097,0.046242774566473965,0.015429079590929207
tdc_pgp_broccatelli,83,3,8,pr_auc,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,83,3,16,pr_auc,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,83,3,32,pr_auc,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,97,1,4,pr_auc,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,97,1,8,pr_auc,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,97,1,16,pr_auc,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,97,1,32,pr_auc,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,97,2,4,pr_auc,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,97,2,8,pr_auc,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,97,2,16,pr_auc,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,97,2,32,pr_auc,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,97,3,4,pr_auc,1,-0.0025744680851061963,-0.0008608121884992048,0.004255319148936176,-0.007872340425531865
tdc_pgp_broccatelli,97,3,8,pr_auc,1,-0.005212765957446908,-0.00534270595644204,0.03829787234042559,0.021648936170212796
tdc_pgp_broccatelli,97,3,16,pr_auc,1,-0.0014787234042553665,0.004591457933185272,-0.008510638297872353,0.003244680851063886
tdc_pgp_broccatelli,97,3,32,pr_auc,1,-0.0014787234042553665,0.004591457933185272,-0.008510638297872353,0.003244680851063886
tdc_pgp_broccatelli,113,1,4,pr_auc,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,113,1,8,pr_auc,1,-0.0023007590132826383,-0.003141318051494202,0.0,-0.006048387096774133
tdc_pgp_broccatelli,113,1,16,pr_auc,1,0.005621442125237186,-0.0010823820700651687,-0.08235294117647052,-0.018999051233396513
tdc_pgp_broccatelli,113,1,32,pr_auc,1,0.005621442125237186,-0.0010823820700651687,-0.08235294117647052,-0.018999051233396513
tdc_pgp_broccatelli,113,2,4,pr_auc,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,113,2,8,pr_auc,1,0.002800107457998413,0.005550559109980369,-0.027649769585253448,0.013080944803785854
tdc_pgp_broccatelli,113,2,16,pr_auc,1,0.0023144799652830006,0.0016082957742538095,0.004608294930875667,-0.004422309933665325
tdc_pgp_broccatelli,113,2,32,pr_auc,1,0.0023144799652830006,0.0016082957742538095,0.004608294930875667,-0.004422309933665325
tdc_pgp_broccatelli,113,3,4,pr_auc,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,113,3,8,pr_auc,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,113,3,16,pr_auc,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,113,3,32,pr_auc,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,127,1,4,pr_auc,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,127,1,8,pr_auc,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,127,1,16,pr_auc,1,-0.005683048278848357,-0.005120447769528025,0.024193548387096753,0.002029660099588604
tdc_pgp_broccatelli,127,1,32,pr_auc,1,-0.005683048278848357,-0.005120447769528025,0.024193548387096753,0.002029660099588604
tdc_pgp_broccatelli,127,2,4,pr_auc,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,127,2,8,pr_auc,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,127,2,16,pr_auc,0,0.0,0.0,0.0,0.0
tdc_pgp_broccatelli,127,2,32,pr_auc,0,0.0,0.0,0.0,0.0
