task,task_type,seed,outer_fold,variant,candidate_count,oracle_validation_rank,top3_hit,chance_adjusted_hit,mrr,spearman
tdc_caco2_wang,regression,53,1,full_multiview,12,1,1.0,1.0,1.0,0.9440559440559443
tdc_caco2_wang,regression,53,1,morgan_only,3,1,1.0,0.0,1.0,1.0
tdc_caco2_wang,regression,53,1,fingerprints_only,6,1,1.0,1.0,1.0,1.0
tdc_caco2_wang,regression,53,1,no_multiview_concat,9,1,1.0,1.0,1.0,0.9
tdc_caco2_wang,regression,53,2,full_multiview,12,1,1.0,1.0,1.0,0.6783216783216784
tdc_caco2_wang,regression,53,2,morgan_only,3,2,1.0,0.0,0.5,0.5
tdc_caco2_wang,regression,53,2,fingerprints_only,6,2,1.0,1.0,0.5,0.48571428571428577
tdc_caco2_wang,regression,53,2,no_multiview_concat,9,2,1.0,1.0,0.5,0.4666666666666666
tdc_caco2_wang,regression,53,3,full_multiview,12,5,0.0,-0.3333333333333333,0.2,0.6573426573426573
tdc_caco2_wang,regression,53,3,morgan_only,3,1,1.0,0.0,1.0,1.0
tdc_caco2_wang,regression,53,3,fingerprints_only,6,2,1.0,1.0,0.5,0.8285714285714287
tdc_caco2_wang,regression,53,3,no_multiview_concat,9,3,1.0,1.0,0.3333333333333333,0.6
