task,task_type,seed,outer_fold,variant,candidate_count,oracle_validation_rank,top3_hit,chance_adjusted_hit,mrr,spearman
clintox,classification,23,1,full_multiview,12,1,1.0,1.0,1.0,0.8321678321678322
clintox,classification,23,1,morgan_only,3,2,1.0,0.0,0.5,0.5
clintox,classification,23,1,fingerprints_only,6,1,1.0,1.0,1.0,0.8857142857142858
clintox,classification,23,1,no_multiview_concat,9,3,1.0,1.0,0.3333333333333333,0.7999999999999999
clintox,classification,23,2,full_multiview,12,1,1.0,1.0,1.0,0.8111888111888113
clintox,classification,23,2,morgan_only,3,1,1.0,0.0,1.0,1.0
clintox,classification,23,2,fingerprints_only,6,1,1.0,1.0,1.0,0.6571428571428573
clintox,classification,23,2,no_multiview_concat,9,1,1.0,1.0,1.0,0.7666666666666667
clintox,classification,23,3,full_multiview,12,1,1.0,1.0,1.0,0.9300699300699302
clintox,classification,23,3,morgan_only,3,1,1.0,0.0,1.0,1.0
clintox,classification,23,3,fingerprints_only,6,1,1.0,1.0,1.0,0.942857142857143
clintox,classification,23,3,no_multiview_concat,9,1,1.0,1.0,1.0,0.9
