task,task_type,seed,outer_fold,outer_split_type,candidate_order,candidate,representation,family,n_train,n_test,outer_utility,fit_seconds,roc_auc,pr_auc,rmse
clintox,classification,23,1,stratified_scaffold_group,1,morgan512__linear,morgan512,linear,1052,428,0.7234033359260219,0.14812779997009784,0.7234033359260219,0.339607915105271,
clintox,classification,23,1,stratified_scaffold_group,2,morgan512__random_forest,morgan512,random_forest,1052,428,0.8352346383199377,0.17354580003302544,0.8352346383199377,0.2994330505905466,
clintox,classification,23,1,stratified_scaffold_group,3,morgan512__lightgbm,morgan512,lightgbm,1052,428,0.8449140091608331,0.11591299995779991,0.8449140091608331,0.4794034809782498,
clintox,classification,23,1,stratified_scaffold_group,4,maccs__linear,maccs,linear,1052,428,0.8823351482153661,0.0622463000472635,0.8823351482153661,0.44881731495518423,
clintox,classification,23,1,stratified_scaffold_group,5,maccs__random_forest,maccs,random_forest,1052,428,0.8647912885662432,0.162091999896802,0.8647912885662432,0.3793720285053519,
clintox,classification,23,1,stratified_scaffold_group,6,maccs__lightgbm,maccs,lightgbm,1052,428,0.8930083830265318,0.054226099979132414,0.8930083830265318,0.47616538078078463,
clintox,classification,23,1,stratified_scaffold_group,7,rdkit2d__linear,rdkit2d,linear,1052,428,0.8471610059631838,0.08362109994050115,0.8471610059631838,0.2885453918749053,
clintox,classification,23,1,stratified_scaffold_group,8,rdkit2d__random_forest,rdkit2d,random_forest,1052,428,0.875594157808314,0.1763844999950379,0.875594157808314,0.4304123902490452,
clintox,classification,23,1,stratified_scaffold_group,9,rdkit2d__lightgbm,rdkit2d,lightgbm,1052,428,0.9067064212254774,0.1645739000523463,0.9067064212254774,0.4977863850164093,
clintox,classification,23,1,stratified_scaffold_group,10,multiview__linear,multiview,linear,1052,428,0.7440152104398929,0.31925739999860525,0.7440152104398929,0.4033557704982307,
clintox,classification,23,1,stratified_scaffold_group,11,multiview__random_forest,multiview,random_forest,1052,428,0.8583959899749373,0.2160626999102533,0.8583959899749373,0.4280935466029555,
clintox,classification,23,1,stratified_scaffold_group,12,multiview__lightgbm,multiview,lightgbm,1052,428,0.9083484573502721,0.3344701000023633,0.9083484573502721,0.5609117808247696,
clintox,classification,23,2,stratified_scaffold_group,1,morgan512__linear,morgan512,linear,1014,466,0.7976819248826291,0.14431050000712276,0.7976819248826291,0.31950103072094627,
clintox,classification,23,2,stratified_scaffold_group,2,morgan512__random_forest,morgan512,random_forest,1014,466,0.8364730046948358,0.17830240004695952,0.8364730046948358,0.38372882841393946,
clintox,classification,23,2,stratified_scaffold_group,3,morgan512__lightgbm,morgan512,lightgbm,1014,466,0.8203638497652582,0.1039949000114575,0.8203638497652582,0.3707163600944133,
clintox,classification,23,2,stratified_scaffold_group,4,maccs__linear,maccs,linear,1014,466,0.7972124413145539,0.057116399984806776,0.7972124413145539,0.4083316427591335,
clintox,classification,23,2,stratified_scaffold_group,5,maccs__random_forest,maccs,random_forest,1014,466,0.8946889671361502,0.16177630005404353,0.8946889671361502,0.4649894272406112,
clintox,classification,23,2,stratified_scaffold_group,6,maccs__lightgbm,maccs,lightgbm,1014,466,0.9056338028169013,0.051824700087308884,0.9056338028169013,0.5716512046120165,
clintox,classification,23,2,stratified_scaffold_group,7,rdkit2d__linear,rdkit2d,linear,1014,466,0.8131161971830986,0.07716340001206845,0.8131161971830986,0.413798252777534,
clintox,classification,23,2,stratified_scaffold_group,8,rdkit2d__random_forest,rdkit2d,random_forest,1014,466,0.8529636150234742,0.17266030004248023,0.8529636150234742,0.46264984964727573,
clintox,classification,23,2,stratified_scaffold_group,9,rdkit2d__lightgbm,rdkit2d,lightgbm,1014,466,0.8918133802816901,0.15860879991669208,0.8918133802816901,0.5715179831940399,
clintox,classification,23,2,stratified_scaffold_group,10,multiview__linear,multiview,linear,1014,466,0.7933978873239437,0.2977887000888586,0.7933978873239437,0.4254159924451897,
clintox,classification,23,2,stratified_scaffold_group,11,multiview__random_forest,multiview,random_forest,1014,466,0.8824237089201877,0.20812249998562038,0.8824237089201877,0.5226700441129202,
clintox,classification,23,2,stratified_scaffold_group,12,multiview__lightgbm,multiview,lightgbm,1014,466,0.9229460093896714,0.2952640000730753,0.9229460093896714,0.6529573656515928,
clintox,classification,23,3,stratified_scaffold_group,1,morgan512__linear,morgan512,linear,894,586,0.6748254743243822,0.13077379995957017,0.6748254743243822,0.21057927560443046,
clintox,classification,23,3,stratified_scaffold_group,2,morgan512__random_forest,morgan512,random_forest,894,586,0.8220694676431538,0.16127159993629903,0.8220694676431538,0.2882558960802661,
clintox,classification,23,3,stratified_scaffold_group,3,morgan512__lightgbm,morgan512,lightgbm,894,586,0.8237826031093408,0.09605339996051043,0.8237826031093408,0.32617251550868964,
clintox,classification,23,3,stratified_scaffold_group,4,maccs__linear,maccs,linear,894,586,0.7994132511028309,0.05316320003475994,0.7994132511028309,0.31799293885883945,
clintox,classification,23,3,stratified_scaffold_group,5,maccs__random_forest,maccs,random_forest,894,586,0.8897383185575399,0.1733373999595642,0.8897383185575399,0.42253754028516777,
clintox,classification,23,3,stratified_scaffold_group,6,maccs__lightgbm,maccs,lightgbm,894,586,0.9054135080731508,0.05015339993406087,0.9054135080731508,0.4633981615019739,
clintox,classification,23,3,stratified_scaffold_group,7,rdkit2d__linear,rdkit2d,linear,894,586,0.8251745256756178,0.07107069995254278,0.8251745256756178,0.3213962765833423,
clintox,classification,23,3,stratified_scaffold_group,8,rdkit2d__random_forest,rdkit2d,random_forest,894,586,0.8350892971861749,0.169195199967362,0.8350892971861749,0.3688029663165816,
clintox,classification,23,3,stratified_scaffold_group,9,rdkit2d__lightgbm,rdkit2d,lightgbm,894,586,0.896847830742216,0.13565869990270585,0.896847830742216,0.4635795467941041,
clintox,classification,23,3,stratified_scaffold_group,10,multiview__linear,multiview,linear,894,586,0.7904835324853311,0.28424539999105036,0.7904835324853311,0.3154981580957134,
clintox,classification,23,3,stratified_scaffold_group,11,multiview__random_forest,multiview,random_forest,894,586,0.8692877639299327,0.19308270001783967,0.8692877639299327,0.41046498213461363,
clintox,classification,23,3,stratified_scaffold_group,12,multiview__lightgbm,multiview,lightgbm,894,586,0.9207888988821791,0.2914716999512166,0.9207888988821791,0.5133766741621008,
