pool,task,task_type,candidate_count,common_prefix_candidate_count,transformation,n_outer_units,entropy_rank,participation_rank,median_correlation,ledoit_wolf_shrinkage_alpha,eigenvalue_probability_json,relative_entropy_rank,definition_note
Homogeneous Morgan,bbbp,classification,16,13,within_unit_rank,15,11.949430787312025,10.935477112800234,-0.031116472890549748,0.6635157229107858,"[0.051039670993137345, 0.051039670993137366, 0.05103967099313738, 0.052207356803913856, 0.053323593249796256, 0.0572391713015808, 0.06074308535139271, 0.06314412516366344, 0.07524927690835631, 0.08052782709783143, 0.12093479393137249, 0.13320504329583824, 0.15030671391684233]",0.9191869836393866,effective rank of the candidate prefix common to all budget-matched outer units
Homogeneous Morgan,bbbp,classification,32,25,raw,15,3.189390812842735,1.6655402594357667,0.7902796560451469,0.1069016664150702,"[0.00427606665660276, 0.004276066656602786, 0.004276066656602794, 0.004276066656602797, 0.004276066656602803, 0.0042760666566028045, 0.004276066656602808, 0.0042760666566028106, 0.004276066656602817, 0.004276066656602824, 0.004276066656602833, 0.0046815633405171775, 0.00490534550649589, 0.005057577753078401, 0.005318365078783632, 0.005914924537206939, 0.006469346443988763, 0.007963170763169214, 0.008861771874874939, 0.011616083560557773, 0.014142853743674182, 0.018349070941298833, 0.0261214151003511, 0.062436823359704983, 0.7711249547736673]",0.1275756325137094,effective rank of the candidate prefix common to all budget-matched outer units
Homogeneous Morgan,bbbp,classification,32,25,row_centred,15,18.24217948161112,13.183337198869877,-0.032923540473917365,0.4816318861198251,"[0.019265275444792982, 0.01926527544479299, 0.019265275444792996, 0.019265275444793, 0.019265275444793, 0.019265275444793003, 0.01926527544479301, 0.019265275444793017, 0.019265275444793017, 0.019265275444793027, 0.019265275444793045, 0.021474516185210207, 0.02290518956181058, 0.02389668493771069, 0.025341246402579287, 0.027411675299566684, 0.029142415793919976, 0.03249600529926211, 0.03570611589437202, 0.04693037275541788, 0.05641132370877891, 0.0731919059474321, 0.09514175692410981, 0.12223421617418842, 0.1757985452229183]",0.7296871792644448,effective rank of the candidate prefix common to all budget-matched outer units
Homogeneous Morgan,bbbp,classification,32,25,within_unit_rank,15,23.504582067162684,21.900103378734286,-0.007676233945860929,0.7498237733440347,"[0.029992950933761354, 0.029992950933761354, 0.029992950933761368, 0.02999295093376137, 0.029992950933761378, 0.029992950933761378, 0.029992950933761385, 0.029992950933761392, 0.029992950933761402, 0.029992950933761402, 0.02999295093376141, 0.03147140617713126, 0.03223783960927982, 0.0336568746906717, 0.034142864910832696, 0.03503143578983347, 0.037455980307643355, 0.03812537125289321, 0.04405909236254178, 0.04747289943193076, 0.05108656580295658, 0.06334736303519749, 0.06552368426161685, 0.07704898582267329, 0.07941717627342255]",0.9401832826865073,effective rank of the candidate prefix common to all budget-matched outer units
Homogeneous Morgan,clintox,classification,16,13,raw,15,7.6267018722473585,5.055315059885283,0.2936525641491565,0.29362965943235186,"[0.022687495633424933, 0.02410788484233038, 0.024359037165434454, 0.027200683546086134, 0.028418327348825725, 0.030344447293936, 0.03442746533261021, 0.03990250571379055, 0.04455041301846094, 0.05679058621319557, 0.08856650434058261, 0.21718406404090468, 0.36146058551041776]",0.5866693747882583,effective rank of the candidate prefix common to all budget-matched outer units
Homogeneous Morgan,clintox,classification,16,13,row_centred,15,7.758840430974109,5.009400169960842,-0.125884889604774,0.26182371735468934,"[0.02014028595036073, 0.020369193195277087, 0.02365573390745347, 0.02614276012194637, 0.029517629445904504, 0.033916275978910386, 0.03398766396192085, 0.04687730437318029, 0.05852546991094752, 0.0702088311916046, 0.09422870463964492, 0.15323607756409405, 0.38919406975875526]",0.5968338793057006,effective rank of the candidate prefix common to all budget-matched outer units
Homogeneous Morgan,clintox,classification,16,13,within_unit_rank,15,9.509377241483527,7.463589085823697,-0.12878728366388034,0.43954466992054314,"[0.036628722493378583, 0.03666830400318783, 0.03876402612310222, 0.041981649746421316, 0.04791469727094135, 0.055166301176873926, 0.05765910174809145, 0.07963129751827001, 0.08876835888320356, 0.10558122142725918, 0.1369059550328921, 0.2743303645763784]",0.7314905570371943,effective rank of the candidate prefix common to all budget-matched outer units
Homogeneous Morgan,clintox,classification,32,32,raw,15,10.883149163368556,4.784737349242321,0.40482532999983734,0.23698084077276527,"[0.007405651274148866, 0.007405651274148891, 0.0074056512741488955, 0.0074056512741489, 0.007405651274148902, 0.0074056512741489024, 0.007405651274148905, 0.007405651274148908, 0.007405651274148909, 0.007405651274148913, 0.007405651274148915, 0.007405651274148918, 0.00740565127414892, 0.0074056512741489215, 0.007405651274148923, 0.007405651274148926, 0.007405651274148933, 0.007405651274148951, 0.010677332871584132, 0.010993618847071436, 0.013377434799021263, 0.01570639265821669, 0.01770062583316978, 0.021590414967279932, 0.023363624410866708, 0.0271848887133724, 0.03357367371300527, 0.03952563667757385, 0.046013945362305526, 0.0671328196654435, 0.11142178996165042, 0.42843607858475863]",0.34009841135526736,effective rank of the candidate prefix common to all budget-matched outer units
Homogeneous Morgan,clintox,classification,32,32,row_centred,15,26.8752582976591,21.77255038646874,-0.020762942443881223,0.6232294700381378,"[0.019475920938691767, 0.019475920938691778, 0.01947592093869178, 0.019475920938691785, 0.019475920938691788, 0.019475920938691788, 0.0194759209386918, 0.019475920938691802, 0.019475920938691802, 0.019475920938691802, 0.01947592093869181, 0.01947592093869181, 0.01947592093869181, 0.01947592093869181, 0.019475920938691816, 0.01947592093869182, 0.019475920938691823, 0.019475920938691823, 0.023322497494783538, 0.024390739168702394, 0.026251442123633614, 0.027357311215687827, 0.028936857564124445, 0.032583519660667234, 0.03525125817477986, 0.039833662310517604, 0.04151324729567464, 0.045834102954072954, 0.06111818635326829, 0.06601828102520306, 0.0831794882917156, 0.11384282947071647]",0.8398518218018469,effective rank of the candidate prefix common to all budget-matched outer units
Homogeneous Morgan,clintox,classification,32,32,within_unit_rank,15,29.578333139198257,26.878021373770913,-0.004409320397198645,0.742461812202106,"[0.023201931631315786, 0.0232019316313158, 0.0232019316313158, 0.023201931631315804, 0.023201931631315804, 0.02320193163131581, 0.02320193163131581, 0.02320193163131581, 0.023201931631315814, 0.02320193163131582, 0.02320193163131582, 0.02320193163131582, 0.023201931631315825, 0.023201931631315825, 0.02320193163131583, 0.02320193163131583, 0.02320193163131583, 0.023201931631315845, 0.025743354031606207, 0.026976705296443294, 0.028541008676964214, 0.029166087233912313, 0.03166306786473292, 0.033212009909143386, 0.03441202192251669, 0.03582553697096746, 0.04004229156788129, 0.04337233575913016, 0.05085938453145937, 0.06135372404259318, 0.06418273967498993, 0.0770149631539748]",0.9243229105999455,effective rank of the candidate prefix common to all budget-matched outer units
Homogeneous Morgan,esol,regression,16,13,raw,15,2.119099936775496,1.558508509512615,0.7321531791269906,0.053097930146161286,"[0.004084456165089288, 0.004084456165089333, 0.004084456165089383, 0.00409910517342395, 0.004119717669460946, 0.004152724798029929, 0.004199284253916285, 0.004261800350039403, 0.004628821930199795, 0.004729415784970354, 0.004932183856460458, 0.1699718825695329, 0.782651695118698]",0.16300768744426894,effective rank of the candidate prefix common to all budget-matched outer units
Homogeneous Morgan,esol,regression,16,13,row_centred,15,1.6893434524264908,1.2629332694671647,0.6205692613911324,0.04300243136846502,"[0.003307879336035724, 0.0033078793360357545, 0.0033078793360358264, 0.003316008926750727, 0.0033595473841284158, 0.003430223102943524, 0.00346926480353073, 0.0036389182725571016, 0.0038920121452733028, 0.004601019084837449, 0.005102574668121083, 0.07247459744396421, 0.8867921961597862]",0.1299494963404993,effective rank of the candidate prefix common to all budget-matched outer units
Homogeneous Morgan,esol,regression,16,13,within_unit_rank,15,6.074370065557855,4.159534675838388,-0.07344744512433984,0.23723545711830824,"[0.02156685973802799, 0.021901632970535132, 0.022552010622709298, 0.023229395933167706, 0.024428200139632362, 0.027539948491059972, 0.04018216195192562, 0.08679025825882067, 0.11533235978774888, 0.19735001093422266, 0.41912716117214965]",0.4672592358121427,effective rank of the candidate prefix common to all budget-matched outer units
Homogeneous Morgan,esol,regression,32,23,raw,15,1.909658739389424,1.3702843565002907,0.9008909827824642,0.044433197471761755,"[0.001931878150946125, 0.0019318781509461323, 0.0019318781509461377, 0.001931878150946144, 0.0019318781509461657, 0.0019318781509461696, 0.0019318781509461765, 0.0019318781509461785, 0.0019318781509461834, 0.0019318781509463153, 0.001931957438666366, 0.001933464881755454, 0.0019339378289699913, 0.0019436594297599565, 0.0019703338879116738, 0.001989858624052665, 0.0020141973674053203, 0.0021305442483656547, 0.002264606913677429, 0.002355457293757236, 0.0025763994437041503, 0.11060966126586648, 0.8470271398666459]",0.08302864084301843,effective rank of the candidate prefix common to all budget-matched outer units
Homogeneous Morgan,esol,regression,32,23,row_centred,15,2.3876882926485514,1.6642618200695138,0.6064818206227225,0.0542379522123525,"[0.002358171835319589, 0.002358171835319643, 0.002358171835319656, 0.0023581718353196677, 0.002358171835319672, 0.0023581718353196785, 0.0023581718353196785, 0.002358171835319685, 0.0023581718353196993, 0.002358171835319741, 0.002358555185063135, 0.0023654239632916064, 0.0023741624297321418, 0.0024192036668913655, 0.0025596376141307923, 0.0026541333225272904, 0.0027021643224448997, 0.003343472463949781, 0.003617267130175185, 0.004271451327264581, 0.005688829078533141, 0.19089747183688938, 0.7511665093059099]",0.1038125344629805,effective rank of the candidate prefix common to all budget-matched outer units
Homogeneous Morgan,esol,regression,32,23,within_unit_rank,15,4.375145344910564,2.7498853767922986,-0.12808162265452414,0.10466743462955853,"[0.004984163553788464, 0.004984163553788494, 0.0049841635537885036, 0.004984163553788513, 0.004984163553788519, 0.0049841635537885304, 0.004984163553788533, 0.005011284761150953, 0.005143514650287452, 0.0052745202397489754, 0.005517700440019947, 0.005779085095230789, 0.006504521562507833, 0.007065663840389097, 0.008179387775540756, 0.011110057202131235, 0.016778026651339085, 0.02710298011455318, 0.037337913713795, 0.30992472985200786, 0.5143814692247782]",0.1902237106482854,effective rank of the candidate prefix common to all budget-matched outer units
Homogeneous Morgan,lipo,regression,16,14,raw,15,1.4167251001056034,1.1266013200539273,0.9486024116961396,0.03799214844739752,"[0.0027137248890996783, 0.002713724889099811, 0.002713724889099816, 0.0027137248890998474, 0.0027343354963402433, 0.0027564373768517456, 0.0027701812564980472, 0.0028419961885265614, 0.0029428357175766127, 0.0029895886701790933, 0.0033969939919649642, 0.003963107721056394, 0.022946144048524506, 0.9418034799760826]",0.1011946500075431,effective rank of the candidate prefix common to all budget-matched outer units
Homogeneous Morgan,lipo,regression,16,14,row_centred,15,1.9408624715518075,1.341638546493079,0.14310721883513344,0.04705146816519994,"[0.0033608191546570846, 0.0033608191546571175, 0.0033608191546571392, 0.0033608191546571626, 0.003546764896838419, 0.0036647094611323688, 0.003900847220347853, 0.0048219982273767755, 0.005997598509293217, 0.006953925033867119, 0.012364420438463863, 0.01508299352793463, 0.07006425085007603, 0.8601592152160412]",0.13863303368227195,effective rank of the candidate prefix common to all budget-matched outer units
Homogeneous Morgan,lipo,regression,16,14,within_unit_rank,15,5.401054826121263,3.817152763081629,-0.08030804634067419,0.19572575871557532,"[0.0195725758715575, 0.019572575871557533, 0.022587995889487088, 0.025966451927600765, 0.030586051671894304, 0.04073843664633388, 0.05247200014010099, 0.11695503781795072, 0.24771519915522938, 0.4238336750082877]",0.3857896304372331,effective rank of the candidate prefix common to all budget-matched outer units
Homogeneous Morgan,lipo,regression,32,30,raw,15,1.4466035885933326,1.1176693000800604,0.9512122594920805,0.03621526977068579,"[0.001207175659022825, 0.0012071756590228346, 0.0012071756590228352, 0.0012071756590228437, 0.0012071756590228456, 0.0012071756590228528, 0.0012071756590228582, 0.0012071756590228584, 0.0012071756590228604, 0.0012071756590228647, 0.0012071756590228669, 0.0012071756590228738, 0.0012071756590228795, 0.0012071756590228827, 0.0012071756590228866, 0.001207175659022973, 0.0012127716832255437, 0.0012235772664233144, 0.001251201248954299, 0.001260529408858552, 0.0013198475247603427, 0.0013399535184360166, 0.0013855011270622053, 0.00155583832541094, 0.001714349918418408, 0.0018059798833609875, 0.0018449064117532228, 0.002470910262164449, 0.016577238728299006, 0.945722584148507]",0.048220119619777756,effective rank of the candidate prefix common to all budget-matched outer units
Homogeneous Morgan,lipo,regression,32,30,row_centred,15,4.367159876165869,2.4851423525994067,-0.09411909810279649,0.08738065917545706,"[0.0029126886391818256, 0.0029126886391818716, 0.0029126886391818863, 0.0029126886391818894, 0.002912688639181894, 0.0029126886391818976, 0.0029126886391818993, 0.0029126886391819006, 0.0029126886391819015, 0.002912688639181905, 0.002912688639181907, 0.0029126886391819093, 0.002912688639181913, 0.0029126886391819193, 0.0029126886391819197, 0.0029126886391819345, 0.003013361730708341, 0.0033614283322092376, 0.0037702302028746974, 0.003986837161110316, 0.005094995650327219, 0.006279578293786437, 0.00873786810759162, 0.010902903906652599, 0.012668523182640213, 0.016247985848741556, 0.024290280261028065, 0.029463510141820005, 0.24063973446423953, 0.5849397444893598]",0.14557199587219563,effective rank of the candidate prefix common to all budget-matched outer units
Homogeneous Morgan,lipo,regression,32,30,within_unit_rank,15,5.797525795489026,2.8062344579156933,-0.07701967325566873,0.10917240710514271,"[0.0036390802368380013, 0.003639080236838071, 0.0036390802368380724, 0.00363908023683808, 0.003639080236838084, 0.0036390802368380846, 0.0036390802368380885, 0.0036390802368380924, 0.0036390802368380954, 0.003639080236838096, 0.0036390802368380993, 0.003639080236838101, 0.0036390802368381063, 0.0036390802368381076, 0.0036390802368381123, 0.0036390802368381245, 0.003965998022464906, 0.004622453805674652, 0.005569071878579144, 0.00648322284243486, 0.008038329207221272, 0.009207482875293532, 0.01395610762654339, 0.017746458303298168, 0.02973323461504091, 0.03695737224905092, 0.03872362301916544, 0.0653242462775392, 0.12562628536611486, 0.5758208301221692]",0.1932508598496342,effective rank of the candidate prefix common to all budget-matched outer units
Homogeneous Morgan,tdc_caco2_wang,regression,16,13,raw,15,2.097412548151587,1.488277855393753,0.5946191646914614,0.05309634644733096,"[0.004084334342102266, 0.004084334342102386, 0.004084334342102403, 0.004239856259725913, 0.004330106274828665, 0.0044730849286493376, 0.00478886201810471, 0.0057017850878519375, 0.006032175643566064, 0.007104585142620081, 0.008293179228721902, 0.13436093617970613, 0.8084224262099182]",0.1613394267808913,effective rank of the candidate prefix common to all budget-matched outer units
Homogeneous Morgan,tdc_caco2_wang,regression,16,13,row_centred,15,2.167296367075308,1.4697453889689764,-0.29054179680842285,0.05562694356877792,"[0.004278995659136652, 0.004278995659136735, 0.004278995659136778, 0.004555547008678252, 0.0047466113271389665, 0.005025356031209379, 0.0058129096846949915, 0.00812774368796735, 0.008761380278137604, 0.01006583616968612, 0.016420637376085404, 0.10604474708812466, 0.8176022443708671]",0.16671510515963905,effective rank of the candidate prefix common to all budget-matched outer units
Homogeneous Morgan,tdc_caco2_wang,regression,16,13,within_unit_rank,15,6.279944013871642,4.280867819381911,-0.08609894686819994,0.22224480844680275,"[0.020204073495163857, 0.02020407349516392, 0.02177233951652428, 0.02392458784965743, 0.03352468441452639, 0.03531502232729777, 0.057349648882854404, 0.08399491181029263, 0.08776081312400691, 0.20400277115486978, 0.4119470739296427]",0.48307261645166477,effective rank of the candidate prefix common to all budget-matched outer units
Homogeneous Morgan,tdc_caco2_wang,regression,32,23,raw,15,1.9834416051927497,1.378314155588991,0.8619769411056933,0.046086238093409684,"[0.0020037494823219944, 0.0020037494823221392, 0.00200374948232214, 0.0020037494823221553, 0.002003749482322158, 0.002003749482322166, 0.002003749482322172, 0.002003749482322175, 0.002003749482322189, 0.0020037494823222095, 0.0020051674467724437, 0.0020630032929321762, 0.002077455089560467, 0.0021551387674573442, 0.002240183357766018, 0.002313998840905998, 0.002617775193097647, 0.002975035935530869, 0.0036916402994397004, 0.00441378761565967, 0.005506200724045786, 0.10238935222218021, 0.8455137663914302]",0.08623659153011955,effective rank of the candidate prefix common to all budget-matched outer units
Homogeneous Morgan,tdc_caco2_wang,regression,32,23,row_centred,15,3.398421993657425,2.0643895471376212,0.348130272530778,0.07816756526805305,"[0.0033985897942631193, 0.0033985897942631566, 0.0033985897942631635, 0.00339858979426317, 0.003398589794263178, 0.0033985897942631813, 0.0033985897942631843, 0.003398589794263193, 0.003398589794263211, 0.0033985897942632485, 0.0034071990553974827, 0.003720742123608058, 0.0038540093507664587, 0.0044928153584030475, 0.005066489813835042, 0.00538493708147903, 0.0071067277451452825, 0.00980686320731789, 0.01068145682113133, 0.0176524767795984, 0.024536990828356302, 0.20680372626530658, 0.6634996676270233]",0.14775747798510544,effective rank of the candidate prefix common to all budget-matched outer units
Homogeneous Morgan,tdc_caco2_wang,regression,32,23,within_unit_rank,15,5.873840390805356,3.363403703611882,-0.0707499897204608,0.14224768804839533,"[0.006773699430875939, 0.0067736994308759515, 0.006773699430875962, 0.006773699430875964, 0.006773699430875969, 0.006773699430875999, 0.006773699430876017, 0.006875737364403575, 0.006888373327901678, 0.0069300670126813445, 0.007207714187031088, 0.008400295295525488, 0.01078298711131543, 0.012308835182163146, 0.015798524672441083, 0.019419785011724075, 0.02730312461546482, 0.04718260406805703, 0.062182395729379523, 0.24052873059405874, 0.4807749298117212]",0.25538436481762417,effective rank of the candidate prefix common to all budget-matched outer units
Modern-augmented,bace,classification,16,1,raw,15,1.0,1.0,1.0,,[1.0],1.0,effective rank of the candidate prefix common to all budget-matched outer units
Modern-augmented,bace,classification,16,1,row_centred,15,1.0,1.0,1.0,,[1.0],1.0,effective rank of the candidate prefix common to all budget-matched outer units
Modern-augmented,bace,classification,16,1,within_unit_rank,15,1.0,1.0,1.0,,[1.0],1.0,effective rank of the candidate prefix common to all budget-matched outer units
Modern-augmented,bace,classification,32,1,raw,15,1.0,1.0,1.0,,[1.0],1.0,effective rank of the candidate prefix common to all budget-matched outer units
Modern-augmented,bace,classification,32,1,row_centred,15,1.0,1.0,1.0,,[1.0],1.0,effective rank of the candidate prefix common to all budget-matched outer units
Modern-augmented,bace,classification,32,1,within_unit_rank,15,1.0,1.0,1.0,,[1.0],1.0,effective rank of the candidate prefix common to all budget-matched outer units
Modern-augmented,bbbp,classification,16,1,raw,15,1.0,1.0,1.0,,[1.0],1.0,effective rank of the candidate prefix common to all budget-matched outer units
Modern-augmented,bbbp,classification,16,1,row_centred,15,1.0,1.0,1.0,,[1.0],1.0,effective rank of the candidate prefix common to all budget-matched outer units
Modern-augmented,bbbp,classification,16,1,within_unit_rank,15,1.0,1.0,1.0,,[1.0],1.0,effective rank of the candidate prefix common to all budget-matched outer units
Modern-augmented,bbbp,classification,32,1,raw,15,1.0,1.0,1.0,,[1.0],1.0,effective rank of the candidate prefix common to all budget-matched outer units
Modern-augmented,bbbp,classification,32,1,row_centred,15,1.0,1.0,1.0,,[1.0],1.0,effective rank of the candidate prefix common to all budget-matched outer units
Modern-augmented,bbbp,classification,32,1,within_unit_rank,15,1.0,1.0,1.0,,[1.0],1.0,effective rank of the candidate prefix common to all budget-matched outer units
Modern-augmented,clintox,classification,16,1,raw,15,1.0,1.0,1.0,,[1.0],1.0,effective rank of the candidate prefix common to all budget-matched outer units
Modern-augmented,clintox,classification,16,1,row_centred,15,1.0,1.0,1.0,,[1.0],1.0,effective rank of the candidate prefix common to all budget-matched outer units
Modern-augmented,clintox,classification,16,1,within_unit_rank,15,1.0,1.0,1.0,,[1.0],1.0,effective rank of the candidate prefix common to all budget-matched outer units
Modern-augmented,clintox,classification,32,1,raw,15,1.0,1.0,1.0,,[1.0],1.0,effective rank of the candidate prefix common to all budget-matched outer units
Modern-augmented,clintox,classification,32,1,row_centred,15,1.0,1.0,1.0,,[1.0],1.0,effective rank of the candidate prefix common to all budget-matched outer units
Modern-augmented,clintox,classification,32,1,within_unit_rank,15,1.0,1.0,1.0,,[1.0],1.0,effective rank of the candidate prefix common to all budget-matched outer units
Modern-augmented,esol,regression,16,1,raw,15,1.0,1.0,1.0,,[1.0],1.0,effective rank of the candidate prefix common to all budget-matched outer units
Modern-augmented,esol,regression,16,1,row_centred,15,1.0,1.0,1.0,,[1.0],1.0,effective rank of the candidate prefix common to all budget-matched outer units
Modern-augmented,esol,regression,16,1,within_unit_rank,15,1.0,1.0,1.0,,[1.0],1.0,effective rank of the candidate prefix common to all budget-matched outer units
Modern-augmented,esol,regression,32,1,raw,15,1.0,1.0,1.0,,[1.0],1.0,effective rank of the candidate prefix common to all budget-matched outer units
Modern-augmented,esol,regression,32,1,row_centred,15,1.0,1.0,1.0,,[1.0],1.0,effective rank of the candidate prefix common to all budget-matched outer units
Modern-augmented,esol,regression,32,1,within_unit_rank,15,1.0,1.0,1.0,,[1.0],1.0,effective rank of the candidate prefix common to all budget-matched outer units
Modern-augmented,lipo,regression,16,1,raw,15,1.0,1.0,1.0,,[1.0],1.0,effective rank of the candidate prefix common to all budget-matched outer units
Modern-augmented,lipo,regression,16,1,row_centred,15,1.0,1.0,1.0,,[1.0],1.0,effective rank of the candidate prefix common to all budget-matched outer units
Modern-augmented,lipo,regression,16,1,within_unit_rank,15,1.0,1.0,1.0,,[1.0],1.0,effective rank of the candidate prefix common to all budget-matched outer units
Modern-augmented,lipo,regression,32,1,raw,15,1.0,1.0,1.0,,[1.0],1.0,effective rank of the candidate prefix common to all budget-matched outer units
Modern-augmented,lipo,regression,32,1,row_centred,15,1.0,1.0,1.0,,[1.0],1.0,effective rank of the candidate prefix common to all budget-matched outer units
Modern-augmented,lipo,regression,32,1,within_unit_rank,15,1.0,1.0,1.0,,[1.0],1.0,effective rank of the candidate prefix common to all budget-matched outer units
Modern-augmented,tdc_caco2_wang,regression,16,1,raw,15,1.0,1.0,1.0,,[1.0],1.0,effective rank of the candidate prefix common to all budget-matched outer units
Modern-augmented,tdc_caco2_wang,regression,16,1,row_centred,15,1.0,1.0,1.0,,[1.0],1.0,effective rank of the candidate prefix common to all budget-matched outer units
Modern-augmented,tdc_caco2_wang,regression,16,1,within_unit_rank,15,1.0,1.0,1.0,,[1.0],1.0,effective rank of the candidate prefix common to all budget-matched outer units
Modern-augmented,tdc_caco2_wang,regression,32,1,raw,15,1.0,1.0,1.0,,[1.0],1.0,effective rank of the candidate prefix common to all budget-matched outer units
Modern-augmented,tdc_caco2_wang,regression,32,1,row_centred,15,1.0,1.0,1.0,,[1.0],1.0,effective rank of the candidate prefix common to all budget-matched outer units
Modern-augmented,tdc_caco2_wang,regression,32,1,within_unit_rank,15,1.0,1.0,1.0,,[1.0],1.0,effective rank of the candidate prefix common to all budget-matched outer units
