design,pool,task,task_type,seed,outer_fold,candidate_count,eligible_candidate_count,anchor_scheme,selected_candidate,selected_representation,selected_family,oracle_candidate,anchor_utility,selected_utility,oracle_utility,oracle_opportunity_gain,selected_model_gain,same_unit_selection_gap,outer_utility_range,range_normalized_selection_loss,top3_hit,chance_adjusted_hit3,inner_rank_of_outer_oracle,reciprocal_rank,random_order_mrr_expectation,chance_adjusted_mrr,audit_fit_seconds,downstream_efficiency_per_second,selected_gain_per_audit_hour,opportunity_capture_fraction,cross_reference_candidate,cross_reference_utility,cross_fitted_selection_gap
component_ablation,+D-MPNN,clintox,classification,23,1,16,16,shared_morgan_linear,multiview__lightgbm,multiview,lightgbm,multiview__lightgbm,0.7234033359260219,0.908348457350272,0.908348457350272,0.18494512142425013,0.18494512142425013,0.0,0.3671247083225303,0.0,1,1.0,1,1.0,0.21129556207681208,1.0,119.61400219978532,0.0015461828717623334,5.5662583383444,1.0,multiview__lightgbm,0.908348457350272,0.0
component_ablation,+D-MPNN,clintox,classification,23,1,32,32,shared_morgan_linear,multiview__lightgbm,multiview,lightgbm,rdkit2d__lightgbm_alt,0.7234033359260219,0.908348457350272,0.9118053755077348,0.18840203958171287,0.18494512142425013,0.0034569181574627406,0.37058162647999304,0.009328358208930373,0,-0.10344827586206896,13,0.07692307692307693,0.12682797485739125,-0.05715356939677921,141.65413449989865,0.0013056104721347365,4.700197699685051,0.9816513761467883,multiview__lightgbm,0.908348457350272,0.0
component_ablation,+D-MPNN,clintox,classification,23,2,16,16,shared_morgan_linear,multiview__lightgbm,multiview,lightgbm,multiview__lightgbm,0.7976819248826291,0.9229460093896714,0.9229460093896714,0.1252640845070423,0.1252640845070423,0.0,0.26792840375586857,0.0,1,1.0,1,1.0,0.21129556207681208,1.0,119.1176165000652,0.0010515999915677774,3.785759969643998,1.0,multiview__lightgbm,0.9229460093896714,0.0
component_ablation,+D-MPNN,clintox,classification,23,2,32,32,shared_morgan_linear,multiview__lightgbm,multiview,lightgbm,multiview__lightgbm,0.7976819248826291,0.9229460093896714,0.9229460093896714,0.1252640845070423,0.1252640845070423,0.0,0.26792840375586857,0.0,1,1.0,1,1.0,0.12682797485739125,1.0,147.72260819969233,0.00084796826994626,3.0526857718065354,1.0,multiview__lightgbm,0.9229460093896714,0.0
component_ablation,+D-MPNN,clintox,classification,23,3,16,16,shared_morgan_linear,multiview__lightgbm,multiview,lightgbm,multiview__lightgbm,0.6748254743243822,0.9207888988821792,0.9207888988821792,0.24596342455779696,0.24596342455779696,0.0,0.26682084885862356,0.0,1,1.0,1,1.0,0.21129556207681208,1.0,118.86211959947832,0.002069317166702086,7.44954180012751,1.0,multiview__lightgbm,0.9207888988821792,0.0
component_ablation,+D-MPNN,clintox,classification,23,3,32,32,shared_morgan_linear,multiview__lightgbm_alt,multiview,lightgbm_alt,maccs__xgboost,0.6748254743243822,0.9181335389095892,0.9245577969077904,0.24973232258340816,0.24330806458520693,0.006424257998201233,0.27058974688423476,0.02374169040826944,0,-0.10344827586206896,4,0.25,0.12682797485739125,0.1410627248651169,143.8877050995943,0.001690957989890777,6.0874487636067975,0.9742754244554964,multiview__lightgbm,0.9207888988821792,0.0026553599725900323
component_ablation,+D-MPNN,clintox,classification,37,1,16,16,shared_morgan_linear,multiview__lightgbm,multiview,lightgbm,multiview__lightgbm,0.7705254515599343,0.91776135741653,0.91776135741653,0.14723590585659563,0.14723590585659563,0.0,0.22035212552453942,0.0,1,1.0,1,1.0,0.21129556207681208,1.0,118.73766820010496,0.0012400100834763191,4.464036300514748,1.0,multiview__lightgbm,0.91776135741653,0.0
component_ablation,+D-MPNN,clintox,classification,37,1,32,32,shared_morgan_linear,multiview__lightgbm,multiview,lightgbm,multiview__lightgbm_alt,0.7705254515599343,0.91776135741653,0.9347290640394088,0.16420361247947446,0.14723590585659563,0.01696770662287883,0.23731983214741825,0.07149721314595966,1,1.0,2,0.5,0.12682797485739125,0.4273751499100779,135.16113079997012,0.0010893361500096902,3.921610140034885,0.8966666666666678,multiview__lightgbm,0.91776135741653,0.0
component_ablation,+D-MPNN,clintox,classification,37,2,16,16,shared_morgan_linear,multiview__lightgbm,multiview,lightgbm,multiview__lightgbm,0.7673611111111112,0.9318347953216374,0.9318347953216374,0.16447368421052622,0.16447368421052622,0.0,0.475724902534113,0.0,1,1.0,1,1.0,0.21129556207681208,1.0,119.95209069934208,0.0013711614633110211,4.936181267919676,1.0,multiview__lightgbm,0.9318347953216374,0.0
component_ablation,+D-MPNN,clintox,classification,37,2,32,32,shared_morgan_linear,multiview__lightgbm,multiview,lightgbm,multiview__lightgbm,0.7673611111111112,0.9318347953216374,0.9318347953216374,0.16447368421052622,0.16447368421052622,0.0,0.475724902534113,0.0,1,1.0,1,1.0,0.12682797485739125,1.0,145.2269017995568,0.0011325290436721839,4.077104557219862,1.0,multiview__lightgbm,0.9318347953216374,0.0
component_ablation,+D-MPNN,clintox,classification,37,3,16,16,shared_morgan_linear,multiview__lightgbm,multiview,lightgbm,maccs__lightgbm,0.7428514536041418,0.893110314615691,0.9166865790521704,0.1738351254480286,0.15025886101154917,0.02357626443647942,0.24960175228992443,0.09445552453093359,0,-0.23076923076923078,5,0.2,0.21129556207681208,-0.014321666689939613,119.38623359979829,0.001258594533731928,4.530940321434941,0.864375715922108,multiview__lightgbm,0.893110314615691,0.0
component_ablation,+D-MPNN,clintox,classification,37,3,32,32,shared_morgan_linear,multiview__lightgbm,multiview,lightgbm,maccs__lightgbm,0.7428514536041418,0.893110314615691,0.9166865790521704,0.1738351254480286,0.15025886101154917,0.02357626443647942,0.24960175228992443,0.09445552453093359,0,-0.10344827586206896,13,0.07692307692307693,0.12682797485739125,-0.05715356939677921,150.27969760011183,0.000999861347947225,3.59950085261001,0.864375715922108,multiview__lightgbm,0.893110314615691,0.0
component_ablation,+D-MPNN,clintox,classification,53,1,16,16,shared_morgan_linear,multiview__lightgbm,multiview,lightgbm,multiview__lightgbm,0.7511275872721657,0.921254247760272,0.921254247760272,0.17012666048810632,0.17012666048810632,0.0,0.2980228606734633,0.0,1,1.0,1,1.0,0.21129556207681208,1.0,120.5756805005949,0.0014109533513042619,5.079432064695343,1.0,multiview__lightgbm,0.921254247760272,0.0
component_ablation,+D-MPNN,clintox,classification,53,1,32,32,shared_morgan_linear,maccs__xgboost,maccs,xgboost,maccs__xgboost,0.7511275872721657,0.932159406858202,0.932159406858202,0.1810318195860363,0.1810318195860363,0.0,0.3089280197713933,0.0,1,1.0,1,1.0,0.12682797485739125,1.0,152.1801217009197,0.001189589136627312,4.282520891858323,1.0,multiview__lightgbm,0.921254247760272,-0.010905159097929995
component_ablation,+D-MPNN,clintox,classification,53,2,16,16,shared_morgan_linear,multiview__lightgbm,multiview,lightgbm,multiview__lightgbm,0.7175615893502171,0.9452088152928284,0.9452088152928284,0.22764722594261133,0.22764722594261133,0.0,0.31756564795649167,0.0,1,1.0,1,1.0,0.21129556207681208,1.0,119.396322599845,0.0019066519050638404,6.863946858229825,1.0,multiview__lightgbm,0.9452088152928284,0.0
component_ablation,+D-MPNN,clintox,classification,53,2,32,32,shared_morgan_linear,maccs__xgboost,maccs,xgboost,multiview__lightgbm,0.7175615893502171,0.9274727058728032,0.9452088152928284,0.22764722594261133,0.2099111165225861,0.017736109420025237,0.31756564795649167,0.05585021407101103,1,1.0,2,0.5,0.12682797485739125,0.4273751499100779,145.58041999983834,0.0014418911315327925,5.1908080735180535,0.9220894990194327,multiview__lightgbm,0.9452088152928284,0.017736109420025237
component_ablation,+D-MPNN,clintox,classification,53,3,16,16,shared_morgan_linear,maccs__lightgbm,maccs,lightgbm,multiview__lightgbm,0.6865350877192982,0.8395614035087718,0.8999999999999999,0.21346491228070175,0.15302631578947368,0.06043859649122807,0.3190350877192982,0.1894418476760628,1,1.0,2,0.5,0.21129556207681208,0.3660489583187877,120.41501980024623,0.0012708241550209067,4.574966958075264,0.7168687076227656,multiview__lightgbm,0.8999999999999999,0.06043859649122807
component_ablation,+D-MPNN,clintox,classification,53,3,32,32,shared_morgan_linear,maccs__lightgbm,maccs,lightgbm,multiview__lightgbm,0.6865350877192982,0.8395614035087718,0.8999999999999999,0.21346491228070175,0.15302631578947368,0.06043859649122807,0.3190350877192982,0.1894418476760628,0,-0.10344827586206896,5,0.2,0.12682797485739125,0.0838002398561247,145.06898950017057,0.0010548520143189785,3.7974672515483228,0.7168687076227656,multiview__lightgbm,0.8999999999999999,0.06043859649122807
component_ablation,+D-MPNN,clintox,classification,71,1,16,16,shared_morgan_linear,multiview__lightgbm,multiview,lightgbm,maccs__extra_trees,0.7467287866772404,0.8803033306899287,0.8994845360824743,0.15275574940523384,0.1335745440126883,0.01918120539254553,0.25257731958762886,0.07594191522732859,0,-0.23076923076923078,7,0.14285714285714285,0.21129556207681208,-0.08677321431064962,120.52208619995508,0.0011082993020140577,3.9898774872506073,0.8744321868916292,multiview__lightgbm,0.8803033306899287,0.0
component_ablation,+D-MPNN,clintox,classification,71,1,32,32,shared_morgan_linear,multiview__lightgbm,multiview,lightgbm,maccs__lightgbm_alt,0.7467287866772404,0.8803033306899287,0.924563838223632,0.17783505154639156,0.1335745440126883,0.04426050753370325,0.2776566217287866,0.1594073545156696,0,-0.10344827586206896,8,0.125,0.12682797485739125,-0.002093487657363624,150.40536659985082,0.0008880969278713276,3.1971489403367794,0.7511148272017844,multiview__lightgbm,0.8803033306899287,0.0
component_ablation,+D-MPNN,clintox,classification,71,2,16,16,shared_morgan_linear,maccs__lightgbm,maccs,lightgbm,multiview__lightgbm,0.7267085751128304,0.9000644745325597,0.9111460348162476,0.18443745970341718,0.1733558994197293,0.011081560283687897,0.5731382978723404,0.01933488012370942,1,1.0,2,0.5,0.21129556207681208,0.3660489583187877,119.28244649939006,0.0014533228023673687,5.231962088522527,0.9399169761852745,multiview__lightgbm,0.9111460348162476,0.011081560283687897
component_ablation,+D-MPNN,clintox,classification,71,2,32,32,shared_morgan_linear,maccs__lightgbm,maccs,lightgbm,maccs__xgboost,0.7267085751128304,0.9000644745325597,0.9126773049645388,0.18596872985170843,0.1733558994197293,0.012612830431979138,0.5746695680206316,0.021947969988040796,1,1.0,3,0.3333333333333333,0.12682797485739125,0.2365001998801039,147.39627189934254,0.001176121330518554,4.234036789866794,0.9321776814734573,multiview__lightgbm,0.9111460348162476,0.011081560283687897
component_ablation,+D-MPNN,clintox,classification,71,3,16,16,shared_morgan_linear,multiview__lightgbm,multiview,lightgbm,multiview__lightgbm,0.7510494667574313,0.9330894032221466,0.9330894032221466,0.18203993646471528,0.18203993646471528,0.0,0.2766054004992058,0.0,1,1.0,1,1.0,0.21129556207681208,1.0,119.5803721001721,0.0015223228801480983,5.480362368533154,1.0,multiview__lightgbm,0.9330894032221466,0.0
component_ablation,+D-MPNN,clintox,classification,71,3,32,32,shared_morgan_linear,maccs__xgboost,maccs,xgboost,multiview__lightgbm_alt,0.7510494667574313,0.9158441116405718,0.9341105060131608,0.18306103925572947,0.16479464488314044,0.018266394372589034,0.27762650329022,0.06579485083752347,0,-0.10344827586206896,5,0.2,0.12682797485739125,0.0838002398561247,148.08751090045553,0.001112819331495925,4.006149593385331,0.9002169197396964,multiview__lightgbm,0.9330894032221466,0.01724529158157484
component_ablation,+D-MPNN,esol,regression,11,1,16,16,shared_morgan_linear,rdkit2d__lightgbm,rdkit2d,lightgbm,rdkit2d__linear,-2.565254914196176,-0.695818331022376,-0.6715642518967673,1.8936906622994087,1.8694365831738,0.02425407912560873,1.8936906622994087,0.01280783583531297,0,-0.23076923076923078,6,0.16666666666666666,0.21129556207681208,-0.056585069468687126,127.34854599955725,0.014679685335239709,52.84686720686295,0.9871921641646803,rdkit2d__linear,-0.6715642518967673,0.02425407912560873
component_ablation,+D-MPNN,esol,regression,11,1,32,32,shared_morgan_linear,multiview__lightgbm_alt,multiview,lightgbm_alt,rdkit2d__linear,-2.565254914196176,-0.8019739623444349,-0.6715642518967673,1.8936906622994087,1.7632809518517412,0.13040971044766758,1.8936906622994087,0.06886537122660207,0,-0.10344827586206896,12,0.08333333333333333,0.12682797485739125,-0.049812225164857137,136.7045419999049,0.012898481104255979,46.434531975321526,0.9311346287733616,multiview__lightgbm_alt,-0.8019739623444349,0.0
component_ablation,+D-MPNN,esol,regression,11,2,16,16,shared_morgan_linear,multiview__lightgbm,multiview,lightgbm,rdkit2d__extra_trees,-2.7056892486308697,-0.8743298920117457,-0.7678402658934997,1.93784898273737,1.831359356619124,0.10648962611824597,1.93784898273737,0.05495248962474141,0,-0.23076923076923078,5,0.2,0.21129556207681208,-0.014321666689939613,113.95289730135119,0.016071196081799043,57.856305894476556,0.9450475103752303,rdkit2d__linear,-0.8583628907748124,0.015967001236933287
component_ablation,+D-MPNN,esol,regression,11,2,32,32,shared_morgan_linear,multiview__lightgbm,multiview,lightgbm,rdkit2d__xgboost,-2.7056892486308697,-0.8743298920117457,-0.715226538613897,1.9904627100169727,1.831359356619124,0.15910335339784876,1.9904627100169727,0.07993284807451236,0,-0.10344827586206896,7,0.14285714285714285,0.12682797485739125,0.01835739984584787,122.83855420118198,0.014908669094393348,53.67120873981605,0.9200671519254475,multiview__lightgbm_alt,-0.7299770366082091,0.1443528554035366
component_ablation,+D-MPNN,esol,regression,11,3,16,16,shared_morgan_linear,rdkit2d__lightgbm,rdkit2d,lightgbm,rdkit2d__extra_trees,-3.6631839360178273,-0.7917219743566842,-0.6789740526612786,2.9842098833565487,2.871461961661143,0.1127479216954056,2.9842098833565487,0.03778149865536682,0,-0.23076923076923078,4,0.25,0.21129556207681208,0.0490734374781816,111.70761899993522,0.025705157690835825,92.53856768700898,0.9622185013446206,rdkit2d__linear,-0.8003434231430485,-0.008621448786364283
component_ablation,+D-MPNN,esol,regression,11,3,32,32,shared_morgan_linear,rdkit2d__linear_alt,rdkit2d,linear_alt,rdkit2d__extra_trees,-3.6631839360178273,-0.7665769140198692,-0.6789740526612786,2.9842098833565487,2.896607021997958,0.08760286135859052,2.9842098833565487,0.029355462511915592,0,-0.10344827586206896,9,0.1111111111111111,0.12682797485739125,-0.0179997334931948,121.97890920005739,0.023746785743486508,85.48842867655144,0.9706445374880746,multiview__lightgbm_alt,-0.7418762279727552,0.02470068604711395
component_ablation,+D-MPNN,esol,regression,23,1,16,16,shared_morgan_linear,rdkit2d__lightgbm,rdkit2d,lightgbm,rdkit2d__linear,-2.565254914196176,-0.695818331022376,-0.6715642518967673,1.8936906622994087,1.8694365831738,0.02425407912560873,1.8936906622994087,0.01280783583531297,0,-0.23076923076923078,6,0.16666666666666666,0.21129556207681208,-0.056585069468687126,115.56874420010718,0.016175970381203348,58.233493372332056,0.9871921641646803,rdkit2d__linear,-0.6715642518967673,0.02425407912560873
component_ablation,+D-MPNN,esol,regression,23,1,32,32,shared_morgan_linear,rdkit2d__xgboost,rdkit2d,xgboost,rdkit2d__linear,-2.565254914196176,-0.8307669162982241,-0.6715642518967673,1.8936906622994087,1.734487997897952,0.1592026644014568,1.8936906622994087,0.08407004774901373,0,-0.10344827586206896,14,0.07142857142857142,0.12682797485739125,-0.06344615016699814,125.64542110008188,0.013804625610004197,49.696652196015116,0.9159299522509419,multiview__lightgbm_alt,-0.8483567422870243,-0.017589825988800212
component_ablation,+D-MPNN,esol,regression,23,2,16,16,shared_morgan_linear,multiview__lightgbm,multiview,lightgbm,rdkit2d__extra_trees,-2.7056892486308697,-0.8743298920117457,-0.7232585151890986,1.9824307334417712,1.831359356619124,0.15107137682264715,1.9824307334417712,0.07620512246614052,0,-0.23076923076923078,5,0.2,0.21129556207681208,-0.014321666689939613,111.96776910033077,0.01635612972674396,58.88206701627826,0.923794877533821,rdkit2d__linear,-0.8583628907748124,0.015967001236933287
component_ablation,+D-MPNN,esol,regression,23,2,32,32,shared_morgan_linear,multiview__lightgbm,multiview,lightgbm,multiview__lightgbm_alt,-2.7056892486308697,-0.8743298920117457,-0.6933676479296208,2.0123216007012488,1.831359356619124,0.1809622440821249,2.0123216007012488,0.08992709913712287,0,-0.10344827586206896,5,0.2,0.12682797485739125,0.0838002398561247,123.57580200018128,0.014819724630364425,53.35100866931193,0.9100729008628325,multiview__lightgbm_alt,-0.6933676479296208,0.1809622440821249
component_ablation,+D-MPNN,esol,regression,23,3,16,16,shared_morgan_linear,rdkit2d__lightgbm,rdkit2d,lightgbm,rdkit2d__extra_trees,-3.6631839360178273,-0.7917219743566842,-0.7376570909209036,2.9255268450969236,2.871461961661143,0.05406488343578064,2.9255268450969236,0.01848039218179554,0,-0.23076923076923078,5,0.2,0.21129556207681208,-0.014321666689939613,112.56943969958229,0.025508361499571346,91.83010139845685,0.9815196078181982,rdkit2d__linear,-0.8003434231430485,-0.008621448786364283
component_ablation,+D-MPNN,esol,regression,23,3,32,32,shared_morgan_linear,rdkit2d__lightgbm,rdkit2d,lightgbm,rdkit2d__random_forest_alt,-3.6631839360178273,-0.7917219743566842,-0.7239679262688526,2.9392160097489746,2.871461961661143,0.06775404808783159,2.9392160097489746,0.023051741642355544,0,-0.10344827586206896,8,0.125,0.12682797485739125,-0.002093487657363624,124.59196329960832,0.02304692763172928,82.9689394742254,0.9769482583576367,multiview__lightgbm_alt,-0.763074606035975,0.028647368320709243
component_ablation,+D-MPNN,esol,regression,37,1,16,16,shared_morgan_linear,rdkit2d__lightgbm,rdkit2d,lightgbm,rdkit2d__linear,-2.565254914196176,-0.695818331022376,-0.6715642518967673,1.8936906622994087,1.8694365831738,0.02425407912560873,1.8936906622994087,0.01280783583531297,0,-0.23076923076923078,6,0.16666666666666666,0.21129556207681208,-0.056585069468687126,113.25490570056718,0.016506451280056452,59.42322460820323,0.9871921641646803,rdkit2d__linear,-0.6715642518967673,0.02425407912560873
component_ablation,+D-MPNN,esol,regression,37,1,32,32,shared_morgan_linear,rdkit2d__lightgbm,rdkit2d,lightgbm,rdkit2d__linear,-2.565254914196176,-0.695818331022376,-0.6715642518967673,1.8936906622994087,1.8694365831738,0.02425407912560873,1.8936906622994087,0.01280783583531297,0,-0.10344827586206896,14,0.07142857142857142,0.12682797485739125,-0.06344615016699814,126.66830910055432,0.014758518499601721,53.1306665985662,0.9871921641646803,rdkit2d__linear_alt,-0.7390557949347331,-0.043237463912357055
component_ablation,+D-MPNN,esol,regression,37,2,16,16,shared_morgan_linear,multiview__lightgbm,multiview,lightgbm,rdkit2d__linear,-2.7056892486308697,-0.8743298920117457,-0.8583628907748124,1.8473263578560573,1.831359356619124,0.015967001236933287,1.8473263578560573,0.00864330288420471,0,-0.23076923076923078,6,0.16666666666666666,0.21129556207681208,-0.056585069468687126,112.43254649988376,0.01628851621377283,58.63865836958218,0.9913566971157907,rdkit2d__linear,-0.8583628907748124,0.015967001236933287
component_ablation,+D-MPNN,esol,regression,37,2,32,32,shared_morgan_linear,multiview__lightgbm,multiview,lightgbm,rdkit2d__lightgbm_alt,-2.7056892486308697,-0.8743298920117457,-0.8448031969678501,1.8608860516630195,1.831359356619124,0.0295266950438956,1.8608860516630195,0.01586700863144876,1,1.0,3,0.3333333333333333,0.12682797485739125,0.2365001998801039,124.63885239948286,0.014693326529912133,52.89597550768368,0.9841329913685428,rdkit2d__linear_alt,-0.9719675167256968,-0.0976376247139511
component_ablation,+D-MPNN,esol,regression,37,3,16,16,shared_morgan_linear,rdkit2d__lightgbm,rdkit2d,lightgbm,rdkit2d__extra_trees,-3.6631839360178273,-0.7917219743566842,-0.7504451101253241,2.9127388258925033,2.871461961661143,0.04127686423136012,2.9127388258925033,0.01417115186037943,0,-0.23076923076923078,4,0.25,0.21129556207681208,0.0490734374781816,112.0530696993228,0.02562591073467483,92.25327864482938,0.9858288481396157,rdkit2d__linear,-0.8003434231430485,-0.008621448786364283
component_ablation,+D-MPNN,esol,regression,37,3,32,32,shared_morgan_linear,rdkit2d__lightgbm,rdkit2d,lightgbm,rdkit2d__lightgbm_alt,-3.6631839360178273,-0.7917219743566842,-0.7158568137311658,2.9473271222866613,2.871461961661143,0.0758651606255184,2.9473271222866613,0.025740325887760044,0,-0.10344827586206896,5,0.2,0.12682797485739125,0.0838002398561247,125.68408159952378,0.022846663834571262,82.24798980445654,0.9742596741122314,rdkit2d__linear_alt,-0.7691016213057787,0.022620353050905484
component_ablation,+D-MPNN,esol,regression,53,1,16,16,shared_morgan_linear,rdkit2d__lightgbm,rdkit2d,lightgbm,rdkit2d__linear,-2.565254914196176,-0.695818331022376,-0.6715642518967673,1.8936906622994087,1.8694365831738,0.02425407912560873,1.8936906622994087,0.01280783583531297,0,-0.23076923076923078,6,0.16666666666666666,0.21129556207681208,-0.056585069468687126,112.23169739963487,0.01665693940738601,59.96498186658964,0.9871921641646803,rdkit2d__linear,-0.6715642518967673,0.02425407912560873
component_ablation,+D-MPNN,esol,regression,53,1,32,32,shared_morgan_linear,rdkit2d__xgboost,rdkit2d,xgboost,rdkit2d__lightgbm_alt,-2.565254914196176,-0.6894490187962774,-0.6705522743759287,1.8947026398202473,1.8758058953998986,0.01889674442034872,1.8947026398202473,0.009973461810414485,0,-0.10344827586206896,6,0.16666666666666666,0.12682797485739125,0.045625249850129876,123.97766889969353,0.015130191687323585,54.4686900743649,0.9900265381895802,multiview__lightgbm_alt,-0.6817149841724406,0.007734034623836816
component_ablation,+D-MPNN,esol,regression,53,2,16,16,shared_morgan_linear,multiview__lightgbm,multiview,lightgbm,rdkit2d__linear,-2.7056892486308697,-0.8743298920117457,-0.8583628907748124,1.8473263578560573,1.831359356619124,0.015967001236933287,1.8473263578560573,0.00864330288420471,0,-0.23076923076923078,6,0.16666666666666666,0.21129556207681208,-0.056585069468687126,112.09268530010013,0.016337902439540256,58.81644878234492,0.9913566971157907,rdkit2d__linear,-0.8583628907748124,0.015967001236933287
component_ablation,+D-MPNN,esol,regression,53,2,32,32,shared_morgan_linear,multiview__lightgbm,multiview,lightgbm,multiview__lightgbm_alt,-2.7056892486308697,-0.8743298920117457,-0.8367506996416121,1.8689385489892576,1.831359356619124,0.03757919237013363,1.8689385489892576,0.020107238084653322,0,-0.10344827586206896,7,0.14285714285714285,0.12682797485739125,0.01835739984584787,122.32456410001032,0.01497131316259454,53.89672738534035,0.9798927619153359,multiview__lightgbm_alt,-0.8367506996416121,0.03757919237013363
component_ablation,+D-MPNN,esol,regression,53,3,16,16,shared_morgan_linear,rdkit2d__lightgbm,rdkit2d,lightgbm,rdkit2d__extra_trees,-3.6631839360178273,-0.7917219743566842,-0.7191494359609457,2.9440345000568815,2.871461961661143,0.07257253839573852,2.9440345000568815,0.02465070922039524,0,-0.23076923076923078,4,0.25,0.21129556207681208,0.0490734374781816,112.25686759955715,0.02557938790795612,92.08579646864202,0.9753492907795964,rdkit2d__linear,-0.8003434231430485,-0.008621448786364283
component_ablation,+D-MPNN,esol,regression,53,3,32,32,shared_morgan_linear,rdkit2d__lightgbm,rdkit2d,lightgbm,multiview__extra_trees,-3.6631839360178273,-0.7917219743566842,-0.7132287018112099,2.9499552342066173,2.871461961661143,0.07849327254547434,2.9499552342066173,0.02660829277518114,0,-0.10344827586206896,12,0.08333333333333333,0.12682797485739125,-0.049812225164857137,125.72243760002311,0.022839693665473563,82.22289719570483,0.9733917072248099,multiview__lightgbm_alt,-0.7443327215142992,0.04738925284238504
component_ablation,+D-MPNN,esol,regression,71,1,16,16,shared_morgan_linear,rdkit2d__lightgbm,rdkit2d,lightgbm,rdkit2d__linear,-2.565254914196176,-0.695818331022376,-0.6715642518967673,1.8936906622994087,1.8694365831738,0.02425407912560873,1.8936906622994087,0.01280783583531297,0,-0.23076923076923078,6,0.16666666666666666,0.21129556207681208,-0.056585069468687126,112.22544349951204,0.01665786763571069,59.968323488558475,0.9871921641646803,rdkit2d__linear,-0.6715642518967673,0.02425407912560873
component_ablation,+D-MPNN,esol,regression,71,1,32,32,shared_morgan_linear,rdkit2d__lightgbm_alt,rdkit2d,lightgbm_alt,rdkit2d__linear,-2.565254914196176,-0.7608678817676998,-0.6715642518967673,1.8936906622994087,1.804387032428476,0.08930362987093254,1.9084562485580554,0.0467936479750896,0,-0.10344827586206896,14,0.07142857142857142,0.12682797485739125,-0.06344615016699814,124.35938149970025,0.01450945646937642,52.23404328975511,0.9528414900866142,multiview__lightgbm_alt,-0.7495638023185992,0.011304079449100612
component_ablation,+D-MPNN,esol,regression,71,2,16,16,shared_morgan_linear,multiview__lightgbm,multiview,lightgbm,rdkit2d__linear,-2.7056892486308697,-0.8743298920117457,-0.8583628907748124,1.8473263578560573,1.831359356619124,0.015967001236933287,1.8473263578560573,0.00864330288420471,0,-0.23076923076923078,6,0.16666666666666666,0.21129556207681208,-0.056585069468687126,111.57854930002941,0.01641318486490343,59.087465513652354,0.9913566971157907,rdkit2d__linear,-0.8583628907748124,0.015967001236933287
component_ablation,+D-MPNN,esol,regression,71,2,32,32,shared_morgan_linear,multiview__lightgbm,multiview,lightgbm,multiview__lightgbm_alt,-2.7056892486308697,-0.8743298920117457,-0.8228197150772919,1.8828695335535777,1.831359356619124,0.05151017693445381,2.284375969986743,0.022548905088828345,1,1.0,3,0.3333333333333333,0.12682797485739125,0.2365001998801039,121.90421989996685,0.015022936516241321,54.08257145846876,0.9726427264255333,multiview__lightgbm_alt,-0.8228197150772919,0.05151017693445381
component_ablation,+D-MPNN,esol,regression,71,3,16,16,shared_morgan_linear,rdkit2d__lightgbm,rdkit2d,lightgbm,rdkit2d__extra_trees,-3.6631839360178273,-0.7917219743566842,-0.7067064941157272,2.9564774419021003,2.871461961661143,0.08501548024095706,2.9564774419021003,0.02875566680672258,1,1.0,3,0.3333333333333333,0.21129556207681208,0.15473194442505028,111.77533219999168,0.02568958557442209,92.48250806791953,0.9712443331932676,rdkit2d__linear,-0.8003434231430485,-0.008621448786364283
component_ablation,+D-MPNN,esol,regression,71,3,32,32,shared_morgan_linear,rdkit2d__lightgbm_alt,rdkit2d,lightgbm_alt,rdkit2d__linear_alt,-3.6631839360178273,-0.6977588680436969,-0.6764870332556967,2.9866969027621306,2.9654250679741305,0.02127183478800021,2.9866969027621306,0.007122194009147918,0,-0.10344827586206896,7,0.14285714285714285,0.12682797485739125,0.01835739984584787,121.7655849000439,0.024353556634318447,87.67280388354642,0.9928778059908497,multiview__lightgbm_alt,-0.6826759934057708,0.015082874637926125
component_ablation,+D-MPNN,lipo,regression,11,1,16,16,shared_morgan_linear,multiview__lightgbm,multiview,lightgbm,multiview__lightgbm,-1.1006515404902455,-0.7531590689681468,-0.7531590689681468,0.3474924715220987,0.3474924715220987,0.0,0.3952170644500569,0.0,1,1.0,1,1.0,0.21129556207681208,1.0,204.56429439992644,0.0016986956230139823,6.1153042428503355,1.0,multiview__lightgbm,-0.7531590689681468,0.0
component_ablation,+D-MPNN,lipo,regression,11,1,32,32,shared_morgan_linear,multiview__lightgbm,multiview,lightgbm,multiview__lightgbm_alt,-1.1006515404902455,-0.7531590689681468,-0.7156903216002903,0.38496121888995516,0.3474924715220987,0.037468747367856436,0.4326858118179133,0.08659573839582652,1,1.0,3,0.3333333333333333,0.12682797485739125,0.2365001998801039,236.83347540005343,0.0014672438975745416,5.282078031268351,0.9026687740757408,multiview__lightgbm,-0.7531590689681468,0.0
component_ablation,+D-MPNN,lipo,regression,11,2,16,16,shared_morgan_linear,multiview__lightgbm,multiview,lightgbm,multiview__lightgbm,-1.1074840243976385,-0.7341546186961053,-0.7341546186961053,0.37332940570153317,0.37332940570153317,0.0,0.562415021247359,0.0,1,1.0,1,1.0,0.21129556207681208,1.0,201.55622989992844,0.001852234514839304,6.6680442534214945,1.0,multiview__lightgbm,-0.7341546186961053,0.0
