task,task_type,seed,outer_fold,outer_split_type,candidate_order,candidate,representation,family,n_train,n_test,outer_utility,fit_seconds,roc_auc,pr_auc,rmse
lipo,regression,71,1,scaffold_group,1,morgan512__linear,morgan512,linear,2800,1400,-1.1006515404902455,0.1056349000427872,,,1.1006515404902455
lipo,regression,71,1,scaffold_group,2,morgan512__random_forest,morgan512,random_forest,2800,1400,-1.045410345352073,0.18666500004474074,,,1.045410345352073
lipo,regression,71,1,scaffold_group,3,morgan512__lightgbm,morgan512,lightgbm,2800,1400,-0.9966039761485099,0.17674479994457215,,,0.9966039761485099
lipo,regression,71,1,scaffold_group,4,maccs__linear,maccs,linear,2800,1400,-0.9681807185466476,0.028306799940764904,,,0.9681807185466476
lipo,regression,71,1,scaffold_group,5,maccs__random_forest,maccs,random_forest,2800,1400,-0.9814661916716694,0.12542900000698864,,,0.9814661916716694
lipo,regression,71,1,scaffold_group,6,maccs__lightgbm,maccs,lightgbm,2800,1400,-0.9231612223782253,0.07500920002348721,,,0.9231612223782253
lipo,regression,71,1,scaffold_group,7,rdkit2d__linear,rdkit2d,linear,2800,1400,-0.804983011603706,0.052971199969761074,,,0.804983011603706
lipo,regression,71,1,scaffold_group,8,rdkit2d__random_forest,rdkit2d,random_forest,2800,1400,-0.8408879256823315,0.19599330006167293,,,0.8408879256823315
lipo,regression,71,1,scaffold_group,9,rdkit2d__lightgbm,rdkit2d,lightgbm,2800,1400,-0.7782624957383262,0.2595562000060454,,,0.7782624957383262
lipo,regression,71,1,scaffold_group,10,multiview__linear,multiview,linear,2800,1400,-0.8268184013031437,0.24979450006503612,,,0.8268184013031437
lipo,regression,71,1,scaffold_group,11,multiview__random_forest,multiview,random_forest,2800,1400,-0.8386102702816731,0.311722100013867,,,0.8386102702816731
lipo,regression,71,1,scaffold_group,12,multiview__lightgbm,multiview,lightgbm,2800,1400,-0.7531590689681468,0.6415016000391915,,,0.7531590689681468
lipo,regression,71,2,scaffold_group,1,morgan512__linear,morgan512,linear,2800,1400,-1.1074840243976385,0.10864519991446286,,,1.1074840243976385
lipo,regression,71,2,scaffold_group,2,morgan512__random_forest,morgan512,random_forest,2800,1400,-1.0447346241303066,0.17872570001054555,,,1.0447346241303066
lipo,regression,71,2,scaffold_group,3,morgan512__lightgbm,morgan512,lightgbm,2800,1400,-0.9975050764157232,0.22334939998108894,,,0.9975050764157232
lipo,regression,71,2,scaffold_group,4,maccs__linear,maccs,linear,2800,1400,-1.0470719870808118,0.031833100016228855,,,1.0470719870808118
lipo,regression,71,2,scaffold_group,5,maccs__random_forest,maccs,random_forest,2800,1400,-0.9762907995362974,0.13111730001401156,,,0.9762907995362974
lipo,regression,71,2,scaffold_group,6,maccs__lightgbm,maccs,lightgbm,2800,1400,-0.9367791538648913,0.08975519996602088,,,0.9367791538648913
lipo,regression,71,2,scaffold_group,7,rdkit2d__linear,rdkit2d,linear,2800,1400,-0.8462949450462188,0.05205080006271601,,,0.8462949450462188
lipo,regression,71,2,scaffold_group,8,rdkit2d__random_forest,rdkit2d,random_forest,2800,1400,-0.8336477577581202,0.20338329998776317,,,0.8336477577581202
lipo,regression,71,2,scaffold_group,9,rdkit2d__lightgbm,rdkit2d,lightgbm,2800,1400,-0.740121270374736,0.23616700002457947,,,0.740121270374736
lipo,regression,71,2,scaffold_group,10,multiview__linear,multiview,linear,2800,1400,-0.8579392698574517,0.241959200007841,,,0.8579392698574517
lipo,regression,71,2,scaffold_group,11,multiview__random_forest,multiview,random_forest,2800,1400,-0.8549946522144842,0.32641550002153963,,,0.8549946522144842
lipo,regression,71,2,scaffold_group,12,multiview__lightgbm,multiview,lightgbm,2800,1400,-0.7341546186961053,0.6111487000016496,,,0.7341546186961053
lipo,regression,71,3,scaffold_group,1,morgan512__linear,morgan512,linear,2800,1400,-1.0811223483189367,0.11904719995800406,,,1.0811223483189367
lipo,regression,71,3,scaffold_group,2,morgan512__random_forest,morgan512,random_forest,2800,1400,-0.943106715041937,0.19633470010012388,,,0.943106715041937
lipo,regression,71,3,scaffold_group,3,morgan512__lightgbm,morgan512,lightgbm,2800,1400,-0.9165373829785123,0.2234263001009822,,,0.9165373829785123
lipo,regression,71,3,scaffold_group,4,maccs__linear,maccs,linear,2800,1400,-0.9948758321929386,0.040236799977719784,,,0.9948758321929386
lipo,regression,71,3,scaffold_group,5,maccs__random_forest,maccs,random_forest,2800,1400,-0.9070754268959605,0.14643819991033524,,,0.9070754268959605
lipo,regression,71,3,scaffold_group,6,maccs__lightgbm,maccs,lightgbm,2800,1400,-0.8814617960646095,0.11944979999680072,,,0.8814617960646095
lipo,regression,71,3,scaffold_group,7,rdkit2d__linear,rdkit2d,linear,2800,1400,-0.8986557051775557,0.05129070009570569,,,0.8986557051775557
lipo,regression,71,3,scaffold_group,8,rdkit2d__random_forest,rdkit2d,random_forest,2800,1400,-0.772028058889875,0.22216590004973114,,,0.772028058889875
lipo,regression,71,3,scaffold_group,9,rdkit2d__lightgbm,rdkit2d,lightgbm,2800,1400,-0.7100306849932568,0.2628805000567809,,,0.7100306849932568
lipo,regression,71,3,scaffold_group,10,multiview__linear,multiview,linear,2800,1400,-0.9360827044417248,0.2517267999937758,,,0.9360827044417248
lipo,regression,71,3,scaffold_group,11,multiview__random_forest,multiview,random_forest,2800,1400,-0.793956667349448,0.3173119999701157,,,0.793956667349448
lipo,regression,71,3,scaffold_group,12,multiview__lightgbm,multiview,lightgbm,2800,1400,-0.7029213398945534,0.6976448999485001,,,0.7029213398945534
