dataset,task_type,seed,outer_fold,pool_size,tau,tau_status,fixed_tau_regret,crossfit_tau_success,same_fold_tau_success,validation_near_equivalent_n,crossfit_near_equivalent_n,same_fold_near_equivalent_n,validation_crossfit_set_jaccard,selected_in_crossfit_set
lipo,regression,23,1,32,0.05,retrospective working threshold with sensitivity grid,0.0,1,1,16,9,10,0.5625,1
lipo,regression,23,1,32,0.1,retrospective working threshold with sensitivity grid,0.0,1,1,26,20,19,0.7692307692307693,1
lipo,regression,23,2,4,0.025,retrospective working threshold with sensitivity grid,0.08357237696067601,0,1,1,2,2,0.5,1
lipo,regression,23,2,4,0.05,retrospective working threshold with sensitivity grid,0.058572376960676006,0,1,2,4,4,0.5,1
lipo,regression,23,2,4,0.1,retrospective working threshold with sensitivity grid,0.008572376960676004,0,1,4,4,4,1.0,1
lipo,regression,23,2,8,0.025,retrospective working threshold with sensitivity grid,0.035772392182578126,0,1,4,3,3,0.75,1
lipo,regression,23,2,8,0.05,retrospective working threshold with sensitivity grid,0.010772392182578125,0,1,5,4,5,0.8,1
lipo,regression,23,2,8,0.1,retrospective working threshold with sensitivity grid,0.0,1,1,7,8,8,0.875,1
lipo,regression,23,2,16,0.025,retrospective working threshold with sensitivity grid,0.0,1,1,2,4,3,0.5,1
lipo,regression,23,2,16,0.05,retrospective working threshold with sensitivity grid,0.0,1,1,6,7,7,0.8571428571428571,1
lipo,regression,23,2,16,0.1,retrospective working threshold with sensitivity grid,0.0,1,1,12,13,12,0.9230769230769231,1
lipo,regression,23,2,32,0.025,retrospective working threshold with sensitivity grid,0.0,1,1,7,6,7,0.8571428571428571,1
lipo,regression,23,2,32,0.05,retrospective working threshold with sensitivity grid,0.0,1,1,12,9,11,0.75,1
lipo,regression,23,2,32,0.1,retrospective working threshold with sensitivity grid,0.0,1,1,22,20,21,0.9090909090909091,1
lipo,regression,23,3,4,0.025,retrospective working threshold with sensitivity grid,0.06809856210850043,0,1,1,2,2,0.5,1
lipo,regression,23,3,4,0.05,retrospective working threshold with sensitivity grid,0.043098562108500424,0,1,2,4,4,0.5,1
lipo,regression,23,3,4,0.1,retrospective working threshold with sensitivity grid,0.0,1,1,4,4,4,1.0,1
lipo,regression,23,3,8,0.025,retrospective working threshold with sensitivity grid,0.041514428579865224,0,1,3,3,2,1.0,1
lipo,regression,23,3,8,0.05,retrospective working threshold with sensitivity grid,0.016514428579865223,0,1,4,4,5,0.6,1
lipo,regression,23,3,8,0.1,retrospective working threshold with sensitivity grid,0.0,1,1,5,8,8,0.625,1
lipo,regression,23,3,16,0.025,retrospective working threshold with sensitivity grid,0.0035040547745724057,0,1,4,4,3,1.0,1
lipo,regression,23,3,16,0.05,retrospective working threshold with sensitivity grid,0.0,1,1,8,7,7,0.875,1
lipo,regression,23,3,16,0.1,retrospective working threshold with sensitivity grid,0.0,1,1,12,13,13,0.9230769230769231,1
lipo,regression,23,3,32,0.025,retrospective working threshold with sensitivity grid,0.0,1,1,7,6,6,0.8571428571428571,1
lipo,regression,23,3,32,0.05,retrospective working threshold with sensitivity grid,0.0,1,1,16,9,10,0.5625,1
lipo,regression,23,3,32,0.1,retrospective working threshold with sensitivity grid,0.0,1,1,25,20,20,0.8,1
lipo,regression,37,1,4,0.025,retrospective working threshold with sensitivity grid,0.06475912166092082,0,1,1,2,2,0.5,1
lipo,regression,37,1,4,0.05,retrospective working threshold with sensitivity grid,0.03975912166092081,0,1,2,4,4,0.5,1
lipo,regression,37,1,4,0.1,retrospective working threshold with sensitivity grid,0.0,1,1,4,4,4,1.0,1
lipo,regression,37,1,8,0.025,retrospective working threshold with sensitivity grid,0.056885627648697,0,1,2,3,5,0.6666666666666666,1
lipo,regression,37,1,8,0.05,retrospective working threshold with sensitivity grid,0.031885627648697,0,1,3,4,8,0.75,1
lipo,regression,37,1,8,0.1,retrospective working threshold with sensitivity grid,0.0,1,1,5,8,8,0.625,1
lipo,regression,37,1,16,0.025,retrospective working threshold with sensitivity grid,0.011961289567200793,0,1,4,4,4,1.0,1
lipo,regression,37,1,16,0.05,retrospective working threshold with sensitivity grid,0.0,1,1,7,7,6,1.0,1
lipo,regression,37,1,16,0.1,retrospective working threshold with sensitivity grid,0.0,1,1,12,13,15,0.9230769230769231,1
lipo,regression,37,1,32,0.025,retrospective working threshold with sensitivity grid,0.0,1,1,7,6,5,0.8571428571428571,1
lipo,regression,37,1,32,0.05,retrospective working threshold with sensitivity grid,0.0,1,1,12,9,7,0.75,1
lipo,regression,37,1,32,0.1,retrospective working threshold with sensitivity grid,0.0,1,1,20,20,21,0.9047619047619048,1
lipo,regression,37,2,4,0.025,retrospective working threshold with sensitivity grid,0.11796152463203693,0,1,1,2,2,0.5,1
lipo,regression,37,2,4,0.05,retrospective working threshold with sensitivity grid,0.09296152463203693,0,1,2,4,4,0.5,1
lipo,regression,37,2,4,0.1,retrospective working threshold with sensitivity grid,0.042961524632036924,0,1,4,4,4,1.0,1
lipo,regression,37,2,8,0.025,retrospective working threshold with sensitivity grid,0.029683075758188092,0,1,4,3,3,0.75,1
lipo,regression,37,2,8,0.05,retrospective working threshold with sensitivity grid,0.0046830757581880905,0,1,5,4,3,0.8,1
lipo,regression,37,2,8,0.1,retrospective working threshold with sensitivity grid,0.0,1,1,8,8,5,1.0,1
lipo,regression,37,2,16,0.025,retrospective working threshold with sensitivity grid,0.0022967138115416383,0,1,1,4,3,0.25,1
lipo,regression,37,2,16,0.05,retrospective working threshold with sensitivity grid,0.0,1,1,5,7,8,0.7142857142857143,1
lipo,regression,37,2,16,0.1,retrospective working threshold with sensitivity grid,0.0,1,1,12,13,11,0.9230769230769231,1
lipo,regression,37,2,32,0.025,retrospective working threshold with sensitivity grid,0.0,1,1,7,6,6,0.8571428571428571,1
lipo,regression,37,2,32,0.05,retrospective working threshold with sensitivity grid,0.0,1,1,10,9,12,0.5833333333333334,1
lipo,regression,37,2,32,0.1,retrospective working threshold with sensitivity grid,0.0,1,1,20,20,21,0.9047619047619048,1
lipo,regression,37,3,4,0.025,retrospective working threshold with sensitivity grid,0.04681628214793245,0,1,1,2,2,0.5,1
lipo,regression,37,3,4,0.05,retrospective working threshold with sensitivity grid,0.02181628214793245,0,1,2,4,4,0.5,1
lipo,regression,37,3,4,0.1,retrospective working threshold with sensitivity grid,0.0,1,1,4,4,4,1.0,1
lipo,regression,37,3,8,0.025,retrospective working threshold with sensitivity grid,0.012598431721794999,0,1,3,3,3,1.0,1
lipo,regression,37,3,8,0.05,retrospective working threshold with sensitivity grid,0.0,1,1,5,4,5,0.8,1
lipo,regression,37,3,8,0.1,retrospective working threshold with sensitivity grid,0.0,1,1,6,8,8,0.75,1
lipo,regression,37,3,16,0.025,retrospective working threshold with sensitivity grid,0.0009589028931146423,0,1,4,4,6,1.0,1
lipo,regression,37,3,16,0.05,retrospective working threshold with sensitivity grid,0.0,1,1,7,7,10,1.0,1
lipo,regression,37,3,16,0.1,retrospective working threshold with sensitivity grid,0.0,1,1,12,13,15,0.9230769230769231,1
lipo,regression,37,3,32,0.025,retrospective working threshold with sensitivity grid,0.0,1,1,7,6,4,0.8571428571428571,1
lipo,regression,37,3,32,0.05,retrospective working threshold with sensitivity grid,0.0,1,1,12,9,15,0.75,1
lipo,regression,37,3,32,0.1,retrospective working threshold with sensitivity grid,0.0,1,1,24,20,25,0.8333333333333334,1
lipo,regression,53,1,4,0.025,retrospective working threshold with sensitivity grid,0.09290721576264274,0,1,1,2,2,0.5,1
lipo,regression,53,1,4,0.05,retrospective working threshold with sensitivity grid,0.06790721576264273,0,1,1,4,4,0.25,1
lipo,regression,53,1,4,0.1,retrospective working threshold with sensitivity grid,0.01790721576264273,0,1,4,4,4,1.0,1
lipo,regression,53,1,8,0.025,retrospective working threshold with sensitivity grid,0.04504777534347706,0,1,4,3,3,0.75,1
lipo,regression,53,1,8,0.05,retrospective working threshold with sensitivity grid,0.020047775343477056,0,1,5,4,5,0.8,1
lipo,regression,53,1,8,0.1,retrospective working threshold with sensitivity grid,0.0,1,1,6,8,8,0.75,1
lipo,regression,53,1,16,0.025,retrospective working threshold with sensitivity grid,0.0,1,1,4,4,3,1.0,1
lipo,regression,53,1,16,0.05,retrospective working threshold with sensitivity grid,0.0,1,1,8,7,7,0.875,1
lipo,regression,53,1,16,0.1,retrospective working threshold with sensitivity grid,0.0,1,1,12,13,12,0.9230769230769231,1
lipo,regression,53,1,32,0.025,retrospective working threshold with sensitivity grid,0.0,1,1,7,6,7,0.8571428571428571,1
lipo,regression,53,1,32,0.05,retrospective working threshold with sensitivity grid,0.0,1,1,12,9,10,0.75,1
lipo,regression,53,1,32,0.1,retrospective working threshold with sensitivity grid,0.0,1,1,25,20,21,0.8,1
lipo,regression,53,2,4,0.025,retrospective working threshold with sensitivity grid,0.07328070597017902,0,1,1,2,2,0.5,1
lipo,regression,53,2,4,0.05,retrospective working threshold with sensitivity grid,0.048280705970179014,0,1,2,4,4,0.5,1
lipo,regression,53,2,4,0.1,retrospective working threshold with sensitivity grid,0.0,1,1,4,4,4,1.0,1
lipo,regression,53,2,8,0.025,retrospective working threshold with sensitivity grid,0.031083733086143005,0,1,4,3,2,0.75,1
lipo,regression,53,2,8,0.05,retrospective working threshold with sensitivity grid,0.006083733086143003,0,1,5,4,3,0.8,1
lipo,regression,53,2,8,0.1,retrospective working threshold with sensitivity grid,0.0,1,1,8,8,8,1.0,1
lipo,regression,53,2,16,0.025,retrospective working threshold with sensitivity grid,0.0,1,1,2,4,4,0.5,1
lipo,regression,53,2,16,0.05,retrospective working threshold with sensitivity grid,0.0,1,1,5,7,8,0.7142857142857143,1
lipo,regression,53,2,16,0.1,retrospective working threshold with sensitivity grid,0.0,1,1,12,13,13,0.9230769230769231,1
lipo,regression,53,2,32,0.025,retrospective working threshold with sensitivity grid,0.0,1,1,7,6,7,0.8571428571428571,1
lipo,regression,53,2,32,0.05,retrospective working threshold with sensitivity grid,0.0,1,1,13,9,11,0.6923076923076923,1
lipo,regression,53,2,32,0.1,retrospective working threshold with sensitivity grid,0.0,1,1,24,20,20,0.8333333333333334,1
lipo,regression,53,3,4,0.025,retrospective working threshold with sensitivity grid,0.07772395124860712,0,1,1,2,2,0.5,1
lipo,regression,53,3,4,0.05,retrospective working threshold with sensitivity grid,0.05272395124860711,0,1,2,4,4,0.5,1
lipo,regression,53,3,4,0.1,retrospective working threshold with sensitivity grid,0.0027239512486071094,0,1,4,4,4,1.0,1
lipo,regression,53,3,8,0.025,retrospective working threshold with sensitivity grid,0.03449186062835565,0,1,3,3,3,1.0,1
lipo,regression,53,3,8,0.05,retrospective working threshold with sensitivity grid,0.00949186062835565,0,1,4,4,4,1.0,1
lipo,regression,53,3,8,0.1,retrospective working threshold with sensitivity grid,0.0,1,1,7,8,8,0.875,1
lipo,regression,53,3,16,0.025,retrospective working threshold with sensitivity grid,0.011998397259635606,0,1,3,4,5,0.75,1
lipo,regression,53,3,16,0.05,retrospective working threshold with sensitivity grid,0.0,1,1,7,7,9,1.0,1
lipo,regression,53,3,16,0.1,retrospective working threshold with sensitivity grid,0.0,1,1,12,13,13,0.9230769230769231,1
lipo,regression,53,3,32,0.025,retrospective working threshold with sensitivity grid,0.0,1,1,7,6,6,0.8571428571428571,1
lipo,regression,53,3,32,0.05,retrospective working threshold with sensitivity grid,0.0,1,1,13,9,9,0.6923076923076923,1
lipo,regression,53,3,32,0.1,retrospective working threshold with sensitivity grid,0.0,1,1,23,20,20,0.8695652173913043,1
lipo,regression,71,1,4,0.025,retrospective working threshold with sensitivity grid,0.046575329578650314,0,1,1,2,2,0.5,1
lipo,regression,71,1,4,0.05,retrospective working threshold with sensitivity grid,0.021575329578650312,0,1,2,4,4,0.5,1
lipo,regression,71,1,4,0.1,retrospective working threshold with sensitivity grid,0.0,1,1,4,4,4,1.0,1
lipo,regression,71,1,8,0.025,retrospective working threshold with sensitivity grid,0.03366441576186654,0,1,3,3,4,1.0,1
lipo,regression,71,1,8,0.05,retrospective working threshold with sensitivity grid,0.008664415761866537,0,1,4,4,6,0.6,1
lipo,regression,71,1,8,0.1,retrospective working threshold with sensitivity grid,0.0,1,1,6,8,8,0.75,1
lipo,regression,71,1,16,0.025,retrospective working threshold with sensitivity grid,0.0046380777596567654,0,1,4,4,3,1.0,1
lipo,regression,71,1,16,0.05,retrospective working threshold with sensitivity grid,0.0,1,1,8,7,8,0.875,1
lipo,regression,71,1,16,0.1,retrospective working threshold with sensitivity grid,0.0,1,1,12,13,15,0.9230769230769231,1
lipo,regression,71,1,32,0.025,retrospective working threshold with sensitivity grid,0.0,1,1,7,6,6,0.8571428571428571,1
lipo,regression,71,1,32,0.05,retrospective working threshold with sensitivity grid,0.0,1,1,14,9,9,0.6428571428571429,1
lipo,regression,71,1,32,0.1,retrospective working threshold with sensitivity grid,0.0,1,1,25,20,21,0.8,1
lipo,regression,71,2,4,0.025,retrospective working threshold with sensitivity grid,0.08099365825670049,0,1,1,2,2,0.5,1
lipo,regression,71,2,4,0.05,retrospective working threshold with sensitivity grid,0.05599365825670048,0,1,2,4,4,0.5,1
lipo,regression,71,2,4,0.1,retrospective working threshold with sensitivity grid,0.005993658256700479,0,1,4,4,4,1.0,1
lipo,regression,71,2,8,0.025,retrospective working threshold with sensitivity grid,0.021698846928299396,0,1,3,3,3,1.0,1
lipo,regression,71,2,8,0.05,retrospective working threshold with sensitivity grid,0.0,1,1,5,4,4,0.8,1
lipo,regression,71,2,8,0.1,retrospective working threshold with sensitivity grid,0.0,1,1,7,8,7,0.875,1
lipo,regression,71,2,16,0.025,retrospective working threshold with sensitivity grid,0.00034861805347643354,0,1,1,4,7,0.25,1
lipo,regression,71,2,16,0.05,retrospective working threshold with sensitivity grid,0.0,1,1,5,7,9,0.7142857142857143,1
lipo,regression,71,2,16,0.1,retrospective working threshold with sensitivity grid,0.0,1,1,12,13,12,0.9230769230769231,1
lipo,regression,71,2,32,0.025,retrospective working threshold with sensitivity grid,0.0,1,1,7,6,7,0.8571428571428571,1
lipo,regression,71,2,32,0.05,retrospective working threshold with sensitivity grid,0.0,1,1,12,9,15,0.75,1
lipo,regression,71,2,32,0.1,retrospective working threshold with sensitivity grid,0.0,1,1,24,20,24,0.8333333333333334,1
lipo,regression,71,3,4,0.025,retrospective working threshold with sensitivity grid,0.07975208299666417,0,1,1,2,2,0.5,1
lipo,regression,71,3,4,0.05,retrospective working threshold with sensitivity grid,0.05475208299666416,0,1,2,4,4,0.5,1
lipo,regression,71,3,4,0.1,retrospective working threshold with sensitivity grid,0.004752082996664159,0,1,4,4,4,1.0,1
lipo,regression,71,3,8,0.025,retrospective working threshold with sensitivity grid,0.04593107087616013,0,1,4,3,3,0.75,1
lipo,regression,71,3,8,0.05,retrospective working threshold with sensitivity grid,0.020931070876160127,0,1,5,4,4,0.8,1
lipo,regression,71,3,8,0.1,retrospective working threshold with sensitivity grid,0.0,1,1,7,8,8,0.875,1
lipo,regression,71,3,16,0.025,retrospective working threshold with sensitivity grid,0.0,1,1,3,4,4,0.75,1
lipo,regression,71,3,16,0.05,retrospective working threshold with sensitivity grid,0.0,1,1,8,7,6,0.875,1
lipo,regression,71,3,16,0.1,retrospective working threshold with sensitivity grid,0.0,1,1,12,13,11,0.9230769230769231,1
lipo,regression,71,3,32,0.025,retrospective working threshold with sensitivity grid,0.0,1,1,7,6,6,0.8571428571428571,1
lipo,regression,71,3,32,0.05,retrospective working threshold with sensitivity grid,0.0,1,1,14,9,12,0.6428571428571429,1
lipo,regression,71,3,32,0.1,retrospective working threshold with sensitivity grid,0.0,1,1,26,20,23,0.7692307692307693,1
lipo,regression,83,1,4,0.025,retrospective working threshold with sensitivity grid,0.06320992990404198,0,1,1,2,2,0.5,1
lipo,regression,83,1,4,0.05,retrospective working threshold with sensitivity grid,0.03820992990404197,0,1,2,4,4,0.5,1
lipo,regression,83,1,4,0.1,retrospective working threshold with sensitivity grid,0.0,1,1,4,4,4,1.0,1
lipo,regression,83,1,8,0.025,retrospective working threshold with sensitivity grid,0.005085576697696735,0,1,3,3,3,1.0,1
lipo,regression,83,1,8,0.05,retrospective working threshold with sensitivity grid,0.0,1,1,5,4,3,0.8,1
lipo,regression,83,1,8,0.1,retrospective working threshold with sensitivity grid,0.0,1,1,6,8,8,0.75,1
lipo,regression,83,1,16,0.025,retrospective working threshold with sensitivity grid,0.0,1,1,1,4,5,0.25,1
lipo,regression,83,1,16,0.05,retrospective working threshold with sensitivity grid,0.0,1,1,5,7,8,0.7142857142857143,1
lipo,regression,83,1,16,0.1,retrospective working threshold with sensitivity grid,0.0,1,1,12,13,13,0.9230769230769231,1
lipo,regression,83,1,32,0.025,retrospective working threshold with sensitivity grid,0.0,1,1,7,6,10,0.8571428571428571,1
lipo,regression,83,1,32,0.05,retrospective working threshold with sensitivity grid,0.0,1,1,13,9,17,0.6923076923076923,1
lipo,regression,83,1,32,0.1,retrospective working threshold with sensitivity grid,0.0,1,1,24,20,25,0.8333333333333334,1
lipo,regression,83,2,4,0.025,retrospective working threshold with sensitivity grid,0.08092606650607873,0,1,1,2,2,0.5,1
lipo,regression,83,2,4,0.05,retrospective working threshold with sensitivity grid,0.05592606650607872,0,1,1,4,4,0.25,1
lipo,regression,83,2,4,0.1,retrospective working threshold with sensitivity grid,0.005926066506078714,0,1,4,4,4,1.0,1
lipo,regression,83,2,8,0.025,retrospective working threshold with sensitivity grid,0.033434896762720955,0,1,3,3,1,1.0,1
lipo,regression,83,2,8,0.05,retrospective working threshold with sensitivity grid,0.008434896762720953,0,1,4,4,4,0.6,1
lipo,regression,83,2,8,0.1,retrospective working threshold with sensitivity grid,0.0,1,1,5,8,8,0.625,1
lipo,regression,83,2,16,0.025,retrospective working threshold with sensitivity grid,0.012414970655559653,0,1,6,4,5,0.6666666666666666,1
lipo,regression,83,2,16,0.05,retrospective working threshold with sensitivity grid,0.0,1,1,8,7,7,0.875,1
lipo,regression,83,2,16,0.1,retrospective working threshold with sensitivity grid,0.0,1,1,12,13,14,0.9230769230769231,1
lipo,regression,83,2,32,0.025,retrospective working threshold with sensitivity grid,0.0,1,1,7,6,6,0.8571428571428571,1
lipo,regression,83,2,32,0.05,retrospective working threshold with sensitivity grid,0.0,1,1,15,9,8,0.6,1
lipo,regression,83,2,32,0.1,retrospective working threshold with sensitivity grid,0.0,1,1,26,20,19,0.7692307692307693,1
lipo,regression,83,3,4,0.025,retrospective working threshold with sensitivity grid,0.06254606211758942,0,1,1,2,2,0.5,1
lipo,regression,83,3,4,0.05,retrospective working threshold with sensitivity grid,0.037546062117589415,0,1,2,4,4,0.5,1
lipo,regression,83,3,4,0.1,retrospective working threshold with sensitivity grid,0.0,1,1,4,4,4,1.0,1
lipo,regression,83,3,8,0.025,retrospective working threshold with sensitivity grid,0.053807427390420014,0,1,3,3,5,1.0,1
lipo,regression,83,3,8,0.05,retrospective working threshold with sensitivity grid,0.028807427390420012,0,1,5,4,7,0.8,1
lipo,regression,83,3,8,0.1,retrospective working threshold with sensitivity grid,0.0,1,1,6,8,8,0.75,1
lipo,regression,83,3,16,0.025,retrospective working threshold with sensitivity grid,0.01224799117889954,0,1,3,4,2,0.75,1
lipo,regression,83,3,16,0.05,retrospective working threshold with sensitivity grid,0.0,1,1,7,7,6,1.0,1
lipo,regression,83,3,16,0.1,retrospective working threshold with sensitivity grid,0.0,1,1,12,13,14,0.9230769230769231,1
lipo,regression,83,3,32,0.025,retrospective working threshold with sensitivity grid,0.0,1,1,7,6,4,0.8571428571428571,1
lipo,regression,83,3,32,0.05,retrospective working threshold with sensitivity grid,0.0,1,1,11,9,7,0.8181818181818182,1
lipo,regression,83,3,32,0.1,retrospective working threshold with sensitivity grid,0.0,1,1,21,20,17,0.9523809523809523,1
lipo,regression,97,1,4,0.025,retrospective working threshold with sensitivity grid,0.07626959825378479,0,1,1,2,2,0.5,1
lipo,regression,97,1,4,0.05,retrospective working threshold with sensitivity grid,0.051269598253784784,0,1,2,4,4,0.5,1
lipo,regression,97,1,4,0.1,retrospective working threshold with sensitivity grid,0.0012695982537847816,0,1,4,4,4,1.0,1
lipo,regression,97,1,8,0.025,retrospective working threshold with sensitivity grid,0.05647476052091562,0,1,3,3,3,1.0,1
lipo,regression,97,1,8,0.05,retrospective working threshold with sensitivity grid,0.03147476052091562,0,1,4,4,6,0.6,1
lipo,regression,97,1,8,0.1,retrospective working threshold with sensitivity grid,0.0,1,1,5,8,8,0.625,1
lipo,regression,97,1,16,0.025,retrospective working threshold with sensitivity grid,0.01984867351670174,0,1,5,4,3,0.8,1
lipo,regression,97,1,16,0.05,retrospective working threshold with sensitivity grid,0.0,1,1,8,7,7,0.875,1
lipo,regression,97,1,16,0.1,retrospective working threshold with sensitivity grid,0.0,1,1,12,13,14,0.9230769230769231,1
lipo,regression,97,1,32,0.025,retrospective working threshold with sensitivity grid,0.0,1,1,7,6,5,0.8571428571428571,1
lipo,regression,97,1,32,0.05,retrospective working threshold with sensitivity grid,0.0,1,1,16,10,7,0.625,1
lipo,regression,97,1,32,0.1,retrospective working threshold with sensitivity grid,0.0,1,1,25,20,16,0.8,1
lipo,regression,97,2,4,0.025,retrospective working threshold with sensitivity grid,0.07516501196172823,0,1,1,2,2,0.5,1
lipo,regression,97,2,4,0.05,retrospective working threshold with sensitivity grid,0.05016501196172822,0,1,2,4,4,0.5,1
lipo,regression,97,2,4,0.1,retrospective working threshold with sensitivity grid,0.00016501196172821753,0,1,4,4,4,1.0,1
lipo,regression,97,2,8,0.025,retrospective working threshold with sensitivity grid,0.02512789185537625,0,1,3,3,3,1.0,1
lipo,regression,97,2,8,0.05,retrospective working threshold with sensitivity grid,0.00012789185537624703,0,1,4,4,3,0.6,1
lipo,regression,97,2,8,0.1,retrospective working threshold with sensitivity grid,0.0,1,1,6,8,8,0.75,1
lipo,regression,97,2,16,0.025,retrospective working threshold with sensitivity grid,0.0022778810493988763,0,1,1,4,5,0.25,1
lipo,regression,97,2,16,0.05,retrospective working threshold with sensitivity grid,0.0,1,1,7,7,8,1.0,1
lipo,regression,97,2,16,0.1,retrospective working threshold with sensitivity grid,0.0,1,1,12,13,13,0.9230769230769231,1
lipo,regression,97,2,32,0.025,retrospective working threshold with sensitivity grid,0.0,1,1,7,6,5,0.8571428571428571,1
lipo,regression,97,2,32,0.05,retrospective working threshold with sensitivity grid,0.0,1,1,13,10,10,0.7692307692307693,1
lipo,regression,97,2,32,0.1,retrospective working threshold with sensitivity grid,0.0,1,1,23,20,21,0.8695652173913043,1
lipo,regression,97,3,4,0.025,retrospective working threshold with sensitivity grid,0.08319852928625418,0,1,1,2,2,0.5,1
lipo,regression,97,3,4,0.05,retrospective working threshold with sensitivity grid,0.05819852928625417,0,1,2,4,4,0.5,1
lipo,regression,97,3,4,0.1,retrospective working threshold with sensitivity grid,0.00819852928625417,0,1,4,4,4,1.0,1
lipo,regression,97,3,8,0.025,retrospective working threshold with sensitivity grid,0.04251982486981545,0,1,3,3,3,1.0,1
lipo,regression,97,3,8,0.05,retrospective working threshold with sensitivity grid,0.017519824869815445,0,1,4,4,4,0.6,1
lipo,regression,97,3,8,0.1,retrospective working threshold with sensitivity grid,0.0,1,1,5,8,8,0.625,1
lipo,regression,97,3,16,0.025,retrospective working threshold with sensitivity grid,0.0,1,1,4,4,1,1.0,1
lipo,regression,97,3,16,0.05,retrospective working threshold with sensitivity grid,0.0,1,1,9,7,6,0.7777777777777778,1
lipo,regression,97,3,16,0.1,retrospective working threshold with sensitivity grid,0.0,1,1,12,13,12,0.9230769230769231,1
lipo,regression,97,3,32,0.025,retrospective working threshold with sensitivity grid,0.0,1,1,7,6,7,0.8571428571428571,1
lipo,regression,97,3,32,0.05,retrospective working threshold with sensitivity grid,0.0,1,1,13,10,10,0.7692307692307693,1
lipo,regression,97,3,32,0.1,retrospective working threshold with sensitivity grid,0.0,1,1,24,20,19,0.8333333333333334,1
lipo,regression,113,1,4,0.025,retrospective working threshold with sensitivity grid,0.06822466031948052,0,1,1,2,2,0.5,1
lipo,regression,113,1,4,0.05,retrospective working threshold with sensitivity grid,0.04322466031948051,0,1,1,4,4,0.25,1
lipo,regression,113,1,4,0.1,retrospective working threshold with sensitivity grid,0.0,1,1,4,4,4,1.0,1
lipo,regression,113,1,8,0.025,retrospective working threshold with sensitivity grid,0.0572777932106421,0,1,3,3,3,1.0,1
lipo,regression,113,1,8,0.05,retrospective working threshold with sensitivity grid,0.0322777932106421,0,1,4,4,5,0.6,1
lipo,regression,113,1,8,0.1,retrospective working threshold with sensitivity grid,0.0,1,1,5,8,8,0.625,1
lipo,regression,113,1,16,0.025,retrospective working threshold with sensitivity grid,0.0,1,1,3,4,1,0.75,1
lipo,regression,113,1,16,0.05,retrospective working threshold with sensitivity grid,0.0,1,1,7,7,4,1.0,1
lipo,regression,113,1,16,0.1,retrospective working threshold with sensitivity grid,0.0,1,1,11,13,11,0.8461538461538461,1
lipo,regression,113,1,32,0.025,retrospective working threshold with sensitivity grid,0.0,1,1,7,6,6,0.8571428571428571,1
lipo,regression,113,1,32,0.05,retrospective working threshold with sensitivity grid,0.0,1,1,12,9,7,0.75,1
lipo,regression,113,1,32,0.1,retrospective working threshold with sensitivity grid,0.0,1,1,23,20,20,0.8695652173913043,1
lipo,regression,113,2,4,0.025,retrospective working threshold with sensitivity grid,0.10669504092804286,0,1,1,2,2,0.5,1
lipo,regression,113,2,4,0.05,retrospective working threshold with sensitivity grid,0.08169504092804285,0,1,2,4,4,0.5,1
lipo,regression,113,2,4,0.1,retrospective working threshold with sensitivity grid,0.031695040928042845,0,1,4,4,4,1.0,1
lipo,regression,113,2,8,0.025,retrospective working threshold with sensitivity grid,0.011511446123321244,0,1,4,3,2,0.75,1
lipo,regression,113,2,8,0.05,retrospective working threshold with sensitivity grid,0.0,1,1,5,4,3,0.8,1
lipo,regression,113,2,8,0.1,retrospective working threshold with sensitivity grid,0.0,1,1,8,8,5,1.0,1
lipo,regression,113,2,16,0.025,retrospective working threshold with sensitivity grid,0.005051877503227685,0,1,2,4,7,0.5,1
lipo,regression,113,2,16,0.05,retrospective working threshold with sensitivity grid,0.0,1,1,8,7,8,0.875,1
lipo,regression,113,2,16,0.1,retrospective working threshold with sensitivity grid,0.0,1,1,12,13,11,0.9230769230769231,1
lipo,regression,113,2,32,0.025,retrospective working threshold with sensitivity grid,0.0,1,1,7,6,6,0.8571428571428571,1
lipo,regression,113,2,32,0.05,retrospective working threshold with sensitivity grid,0.0,1,1,11,9,14,0.6666666666666666,1
lipo,regression,113,2,32,0.1,retrospective working threshold with sensitivity grid,0.0,1,1,25,20,22,0.8,1
lipo,regression,113,3,4,0.025,retrospective working threshold with sensitivity grid,0.10455250431122434,0,1,1,2,2,0.5,1
lipo,regression,113,3,4,0.05,retrospective working threshold with sensitivity grid,0.07955250431122433,0,1,2,4,4,0.5,1
lipo,regression,113,3,4,0.1,retrospective working threshold with sensitivity grid,0.02955250431122433,0,1,4,4,4,1.0,1
lipo,regression,113,3,8,0.025,retrospective working threshold with sensitivity grid,0.05611119698825908,0,1,4,3,3,0.75,1
lipo,regression,113,3,8,0.05,retrospective working threshold with sensitivity grid,0.03111119698825908,0,1,6,4,4,0.6666666666666666,1
lipo,regression,113,3,8,0.1,retrospective working threshold with sensitivity grid,0.0,1,1,8,8,8,1.0,1
lipo,regression,113,3,16,0.025,retrospective working threshold with sensitivity grid,0.0231413183967484,0,1,2,4,3,0.5,1
lipo,regression,113,3,16,0.05,retrospective working threshold with sensitivity grid,0.0,1,1,7,7,6,0.75,1
lipo,regression,113,3,16,0.1,retrospective working threshold with sensitivity grid,0.0,1,1,13,13,13,1.0,1
lipo,regression,113,3,32,0.025,retrospective working threshold with sensitivity grid,0.0,1,1,7,6,2,0.8571428571428571,1
