dataset,task_type,seed,outer_fold,pool_size,tau,tau_status,fixed_tau_regret,crossfit_tau_success,same_fold_tau_success,validation_near_equivalent_n,crossfit_near_equivalent_n,same_fold_near_equivalent_n,validation_crossfit_set_jaccard,selected_in_crossfit_set
bace,classification,11,1,4,0.005,retrospective working threshold with sensitivity grid,0.0033670715249662963,0,1,1,1,1,1.0,1
bace,classification,11,1,4,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,2,1,1,0.5,1
bace,classification,11,1,4,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,4,3,3,0.75,1
bace,classification,11,1,8,0.005,retrospective working threshold with sensitivity grid,0.0,1,1,4,4,2,1.0,1
bace,classification,11,1,8,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,4,4,3,1.0,1
bace,classification,11,1,8,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,5,5,5,1.0,1
bace,classification,11,1,16,0.005,retrospective working threshold with sensitivity grid,0.0,1,0,2,6,2,0.3333333333333333,1
bace,classification,11,1,16,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,7,10,7,0.7,1
bace,classification,11,1,16,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,10,10,12,1.0,1
bace,classification,11,1,32,0.005,retrospective working threshold with sensitivity grid,0.0,1,0,2,7,6,0.2857142857142857,1
bace,classification,11,1,32,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,9,19,15,0.47368421052631576,1
bace,classification,11,1,32,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,19,22,26,0.8636363636363636,1
bace,classification,11,2,4,0.005,retrospective working threshold with sensitivity grid,0.0,1,1,1,1,2,1.0,1
bace,classification,11,2,4,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,2,1,3,0.5,1
bace,classification,11,2,4,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,3,3,3,1.0,1
bace,classification,11,2,8,0.005,retrospective working threshold with sensitivity grid,0.0,1,1,2,4,4,0.5,1
bace,classification,11,2,8,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,4,4,6,1.0,1
bace,classification,11,2,8,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,4,5,7,0.8,1
bace,classification,11,2,16,0.005,retrospective working threshold with sensitivity grid,0.0,1,1,4,6,7,0.42857142857142855,1
bace,classification,11,2,16,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,7,10,11,0.7,1
bace,classification,11,2,16,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,10,10,14,1.0,1
bace,classification,11,2,32,0.005,retrospective working threshold with sensitivity grid,0.0,1,1,4,7,12,0.375,1
bace,classification,11,2,32,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,8,19,18,0.42105263157894735,1
bace,classification,11,2,32,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,20,22,26,0.9090909090909091,1
bace,classification,11,3,4,0.005,retrospective working threshold with sensitivity grid,0.020802837938760258,0,1,1,1,1,1.0,1
bace,classification,11,3,4,0.01,retrospective working threshold with sensitivity grid,0.015802837938760257,0,1,1,1,3,1.0,1
bace,classification,11,3,4,0.02,retrospective working threshold with sensitivity grid,0.005802837938760259,0,1,1,3,3,0.3333333333333333,1
bace,classification,11,3,8,0.005,retrospective working threshold with sensitivity grid,0.015519044062733526,0,0,3,4,2,0.75,1
bace,classification,11,3,8,0.01,retrospective working threshold with sensitivity grid,0.010519044062733527,0,0,4,4,3,1.0,1
bace,classification,11,3,8,0.02,retrospective working threshold with sensitivity grid,0.0005190440627335265,0,1,4,5,5,0.8,1
bace,classification,11,3,16,0.005,retrospective working threshold with sensitivity grid,0.015519044062733526,0,0,3,6,2,0.2857142857142857,0
bace,classification,11,3,16,0.01,retrospective working threshold with sensitivity grid,0.010519044062733527,0,0,7,10,4,0.7,1
bace,classification,11,3,16,0.02,retrospective working threshold with sensitivity grid,0.0005190440627335265,0,0,8,10,9,0.8,1
bace,classification,11,3,32,0.005,retrospective working threshold with sensitivity grid,0.015519044062733526,0,0,3,7,4,0.25,0
bace,classification,11,3,32,0.01,retrospective working threshold with sensitivity grid,0.010519044062733527,0,0,7,19,6,0.3684210526315789,1
bace,classification,11,3,32,0.02,retrospective working threshold with sensitivity grid,0.0005190440627335265,0,0,12,22,16,0.4782608695652174,1
bace,classification,23,1,4,0.005,retrospective working threshold with sensitivity grid,0.005928961748634003,0,1,1,1,1,1.0,1
bace,classification,23,1,4,0.01,retrospective working threshold with sensitivity grid,0.0009289617486340027,0,1,1,2,2,0.5,1
bace,classification,23,1,4,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,1,3,3,0.3333333333333333,1
bace,classification,23,1,8,0.005,retrospective working threshold with sensitivity grid,0.0,1,0,3,4,1,0.75,1
bace,classification,23,1,8,0.01,retrospective working threshold with sensitivity grid,0.0,1,0,4,4,3,1.0,1
bace,classification,23,1,8,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,4,5,4,0.8,1
bace,classification,23,1,16,0.005,retrospective working threshold with sensitivity grid,0.0,1,0,2,6,1,0.3333333333333333,1
bace,classification,23,1,16,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,7,10,6,0.7,1
bace,classification,23,1,16,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,8,10,10,0.8,1
bace,classification,23,1,32,0.005,retrospective working threshold with sensitivity grid,0.0,1,0,2,8,1,0.25,1
bace,classification,23,1,32,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,10,18,6,0.5555555555555556,1
bace,classification,23,1,32,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,19,22,21,0.8636363636363636,1
bace,classification,23,2,4,0.005,retrospective working threshold with sensitivity grid,0.013053915781188644,0,1,2,1,1,0.5,1
bace,classification,23,2,4,0.01,retrospective working threshold with sensitivity grid,0.008053915781188645,0,1,2,2,1,1.0,1
bace,classification,23,2,4,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,3,3,3,1.0,1
bace,classification,23,2,8,0.005,retrospective working threshold with sensitivity grid,0.0,1,0,3,4,1,0.75,1
bace,classification,23,2,8,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,4,4,4,1.0,1
bace,classification,23,2,8,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,4,5,4,0.8,1
bace,classification,23,2,16,0.005,retrospective working threshold with sensitivity grid,0.0,1,0,3,6,1,0.2857142857142857,1
bace,classification,23,2,16,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,7,10,5,0.7,1
bace,classification,23,2,16,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,10,10,10,1.0,1
bace,classification,23,2,32,0.005,retrospective working threshold with sensitivity grid,0.004309818968910144,0,0,4,8,1,0.5,1
bace,classification,23,2,32,0.01,retrospective working threshold with sensitivity grid,0.0,1,0,10,18,5,0.5555555555555556,1
bace,classification,23,2,32,0.02,retrospective working threshold with sensitivity grid,0.0,1,0,22,22,15,1.0,1
bace,classification,23,3,4,0.005,retrospective working threshold with sensitivity grid,0.007105343047966066,0,1,1,1,1,1.0,1
bace,classification,23,3,4,0.01,retrospective working threshold with sensitivity grid,0.002105343047966066,0,1,1,2,3,0.5,1
bace,classification,23,3,4,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,3,3,3,1.0,1
bace,classification,23,3,8,0.005,retrospective working threshold with sensitivity grid,0.0,1,1,2,4,3,0.5,1
bace,classification,23,3,8,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,3,4,3,0.75,1
bace,classification,23,3,8,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,5,5,5,1.0,1
bace,classification,23,3,16,0.005,retrospective working threshold with sensitivity grid,0.0,1,1,2,6,8,0.3333333333333333,1
bace,classification,23,3,16,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,7,10,10,0.7,1
bace,classification,23,3,16,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,11,10,12,0.9090909090909091,1
bace,classification,23,3,32,0.005,retrospective working threshold with sensitivity grid,0.0,1,1,6,8,5,0.4,1
bace,classification,23,3,32,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,14,18,20,0.7777777777777778,1
bace,classification,23,3,32,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,20,22,28,0.8260869565217391,1
bace,classification,37,1,4,0.005,retrospective working threshold with sensitivity grid,0.014726562500000043,0,0,2,1,2,0.5,1
bace,classification,37,1,4,0.01,retrospective working threshold with sensitivity grid,0.009726562500000044,0,1,3,1,3,0.3333333333333333,1
bace,classification,37,1,4,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,3,3,3,1.0,1
bace,classification,37,1,8,0.005,retrospective working threshold with sensitivity grid,0.001987847222222343,0,1,4,4,4,1.0,1
bace,classification,37,1,8,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,4,4,6,1.0,1
bace,classification,37,1,8,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,5,5,7,1.0,1
bace,classification,37,1,16,0.005,retrospective working threshold with sensitivity grid,0.0013910590277779232,0,0,6,6,3,0.5,0
bace,classification,37,1,16,0.01,retrospective working threshold with sensitivity grid,0.0,1,0,8,10,5,0.8,1
bace,classification,37,1,16,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,12,10,13,0.8333333333333334,1
bace,classification,37,1,32,0.005,retrospective working threshold with sensitivity grid,0.0013910590277779232,0,0,8,8,8,0.6,0
bace,classification,37,1,32,0.01,retrospective working threshold with sensitivity grid,0.0,1,0,17,18,14,0.75,1
bace,classification,37,1,32,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,23,22,27,0.875,1
bace,classification,37,2,4,0.005,retrospective working threshold with sensitivity grid,0.028712600084281784,0,1,1,1,1,1.0,1
bace,classification,37,2,4,0.01,retrospective working threshold with sensitivity grid,0.023712600084281783,0,1,2,1,1,0.5,1
bace,classification,37,2,4,0.02,retrospective working threshold with sensitivity grid,0.013712600084281785,0,1,3,3,3,1.0,1
bace,classification,37,2,8,0.005,retrospective working threshold with sensitivity grid,0.0,1,1,2,4,2,0.5,1
bace,classification,37,2,8,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,2,4,3,0.5,1
bace,classification,37,2,8,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,4,5,4,0.8,1
bace,classification,37,2,16,0.005,retrospective working threshold with sensitivity grid,0.0,1,1,4,6,5,0.6666666666666666,1
bace,classification,37,2,16,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,4,10,7,0.4,1
bace,classification,37,2,16,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,9,10,11,0.9,1
bace,classification,37,2,32,0.005,retrospective working threshold with sensitivity grid,0.0,1,1,4,8,6,0.5,1
bace,classification,37,2,32,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,4,18,9,0.2222222222222222,1
bace,classification,37,2,32,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,14,22,22,0.6363636363636364,1
bace,classification,37,3,4,0.005,retrospective working threshold with sensitivity grid,0.00033522706580702433,0,1,2,1,1,0.5,1
bace,classification,37,3,4,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,2,1,2,0.5,1
bace,classification,37,3,4,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,3,3,2,1.0,1
bace,classification,37,3,8,0.005,retrospective working threshold with sensitivity grid,0.0,1,1,2,4,2,0.5,1
bace,classification,37,3,8,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,3,4,5,0.75,1
bace,classification,37,3,8,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,4,5,6,0.8,1
bace,classification,37,3,16,0.005,retrospective working threshold with sensitivity grid,0.0,1,1,4,6,5,0.6666666666666666,1
bace,classification,37,3,16,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,6,10,10,0.6,1
bace,classification,37,3,16,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,7,10,12,0.7,1
bace,classification,37,3,32,0.005,retrospective working threshold with sensitivity grid,0.0,1,1,4,8,9,0.5,1
bace,classification,37,3,32,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,6,18,17,0.3333333333333333,1
bace,classification,37,3,32,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,9,22,25,0.4090909090909091,1
bace,classification,53,1,4,0.005,retrospective working threshold with sensitivity grid,0.00884615384615373,0,1,1,1,1,1.0,1
bace,classification,53,1,4,0.01,retrospective working threshold with sensitivity grid,0.00384615384615373,0,1,1,1,1,1.0,1
bace,classification,53,1,4,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,2,3,3,0.6666666666666666,1
bace,classification,53,1,8,0.005,retrospective working threshold with sensitivity grid,0.0,1,1,4,4,4,1.0,1
bace,classification,53,1,8,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,4,4,4,1.0,1
bace,classification,53,1,8,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,4,5,5,0.8,1
bace,classification,53,1,16,0.005,retrospective working threshold with sensitivity grid,0.0,1,1,2,6,6,0.3333333333333333,1
bace,classification,53,1,16,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,7,10,9,0.7,1
bace,classification,53,1,16,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,8,10,11,0.8,1
bace,classification,53,1,32,0.005,retrospective working threshold with sensitivity grid,0.0,1,0,2,8,10,0.25,1
bace,classification,53,1,32,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,7,18,18,0.3888888888888889,1
bace,classification,53,1,32,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,8,22,25,0.36363636363636365,1
bace,classification,53,2,4,0.005,retrospective working threshold with sensitivity grid,0.033819875776397564,0,1,1,1,2,1.0,1
bace,classification,53,2,4,0.01,retrospective working threshold with sensitivity grid,0.02881987577639756,0,1,3,1,2,0.3333333333333333,1
bace,classification,53,2,4,0.02,retrospective working threshold with sensitivity grid,0.01881987577639756,0,1,3,3,3,1.0,1
bace,classification,53,2,8,0.005,retrospective working threshold with sensitivity grid,0.0012720740470101343,0,0,1,4,2,0.25,1
bace,classification,53,2,8,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,4,4,4,1.0,1
bace,classification,53,2,8,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,5,5,4,1.0,1
bace,classification,53,2,16,0.005,retrospective working threshold with sensitivity grid,0.0012720740470101343,0,0,1,6,4,0.0,0
bace,classification,53,2,16,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,7,10,7,0.7,1
bace,classification,53,2,16,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,11,10,9,0.9090909090909091,1
bace,classification,53,2,32,0.005,retrospective working threshold with sensitivity grid,0.0012720740470101343,0,0,1,8,4,0.0,0
bace,classification,53,2,32,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,10,18,7,0.5555555555555556,1
bace,classification,53,2,32,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,23,22,18,0.875,1
bace,classification,53,3,4,0.005,retrospective working threshold with sensitivity grid,0.013761726078799112,0,1,1,1,1,1.0,1
bace,classification,53,3,4,0.01,retrospective working threshold with sensitivity grid,0.008761726078799112,0,1,1,1,1,1.0,1
bace,classification,53,3,4,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,3,3,2,1.0,1
bace,classification,53,3,8,0.005,retrospective working threshold with sensitivity grid,0.0,1,0,2,4,3,0.5,1
bace,classification,53,3,8,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,4,4,4,1.0,1
bace,classification,53,3,8,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,5,5,4,1.0,1
bace,classification,53,3,16,0.005,retrospective working threshold with sensitivity grid,0.0,1,1,4,6,8,0.6666666666666666,1
bace,classification,53,3,16,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,7,10,10,0.7,1
bace,classification,53,3,16,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,11,10,11,0.9090909090909091,1
bace,classification,53,3,32,0.005,retrospective working threshold with sensitivity grid,0.0,1,0,6,8,2,0.75,1
bace,classification,53,3,32,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,12,18,12,0.6666666666666666,1
bace,classification,53,3,32,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,23,22,21,0.9565217391304348,1
bace,classification,71,1,4,0.005,retrospective working threshold with sensitivity grid,0.04027676627555244,0,0,2,1,1,0.5,0
bace,classification,71,1,4,0.01,retrospective working threshold with sensitivity grid,0.035276766275552436,0,0,2,2,1,1.0,1
bace,classification,71,1,4,0.02,retrospective working threshold with sensitivity grid,0.025276766275552438,0,0,3,3,1,0.5,1
bace,classification,71,1,8,0.005,retrospective working threshold with sensitivity grid,0.0,1,0,2,4,2,0.5,1
bace,classification,71,1,8,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,6,4,4,0.6666666666666666,1
bace,classification,71,1,8,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,6,5,4,0.8333333333333334,1
bace,classification,71,1,16,0.005,retrospective working threshold with sensitivity grid,0.0,1,1,6,6,3,0.5,1
bace,classification,71,1,16,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,9,10,7,0.5833333333333334,1
bace,classification,71,1,16,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,11,10,10,0.75,1
bace,classification,71,1,32,0.005,retrospective working threshold with sensitivity grid,0.0,1,1,6,8,3,0.4,1
bace,classification,71,1,32,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,11,19,9,0.42857142857142855,1
bace,classification,71,1,32,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,20,22,23,0.75,1
bace,classification,71,2,4,0.005,retrospective working threshold with sensitivity grid,0.015370370370370371,0,1,1,1,1,1.0,1
bace,classification,71,2,4,0.01,retrospective working threshold with sensitivity grid,0.010370370370370372,0,1,2,2,2,1.0,1
bace,classification,71,2,4,0.02,retrospective working threshold with sensitivity grid,0.0003703703703703716,0,1,3,3,3,1.0,1
bace,classification,71,2,8,0.005,retrospective working threshold with sensitivity grid,0.003350168350168441,0,0,3,4,3,0.4,1
bace,classification,71,2,8,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,4,4,4,0.6,1
bace,classification,71,2,8,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,7,5,4,0.7142857142857143,1
bace,classification,71,2,16,0.005,retrospective working threshold with sensitivity grid,0.0,1,1,4,6,6,0.6666666666666666,1
bace,classification,71,2,16,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,7,10,10,0.5454545454545454,1
bace,classification,71,2,16,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,13,10,10,0.7692307692307693,1
bace,classification,71,2,32,0.005,retrospective working threshold with sensitivity grid,0.0,1,1,6,8,10,0.75,1
bace,classification,71,2,32,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,13,19,16,0.6,1
bace,classification,71,2,32,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,26,22,24,0.7777777777777778,1
bace,classification,71,3,4,0.005,retrospective working threshold with sensitivity grid,0.02776190476190477,0,1,2,1,1,0.5,1
bace,classification,71,3,4,0.01,retrospective working threshold with sensitivity grid,0.022761904761904768,0,1,2,2,1,1.0,1
bace,classification,71,3,4,0.02,retrospective working threshold with sensitivity grid,0.01276190476190477,0,1,4,3,2,0.75,1
bace,classification,71,3,8,0.005,retrospective working threshold with sensitivity grid,0.000553884711779422,0,1,3,4,4,0.75,1
bace,classification,71,3,8,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,4,4,4,1.0,1
bace,classification,71,3,8,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,5,5,4,1.0,1
bace,classification,71,3,16,0.005,retrospective working threshold with sensitivity grid,0.0,1,1,4,6,2,0.6666666666666666,1
bace,classification,71,3,16,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,7,10,7,0.7,1
bace,classification,71,3,16,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,11,10,8,0.9090909090909091,1
bace,classification,71,3,32,0.005,retrospective working threshold with sensitivity grid,0.0,1,1,6,8,2,0.5555555555555556,1
bace,classification,71,3,32,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,12,19,7,0.55,1
bace,classification,71,3,32,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,22,22,8,0.9130434782608695,1
bace,classification,83,1,4,0.005,retrospective working threshold with sensitivity grid,0.027642704517704567,0,1,1,1,1,1.0,1
bace,classification,83,1,4,0.01,retrospective working threshold with sensitivity grid,0.022642704517704566,0,1,2,1,1,0.5,1
bace,classification,83,1,4,0.02,retrospective working threshold with sensitivity grid,0.012642704517704568,0,1,3,3,3,1.0,1
bace,classification,83,1,8,0.005,retrospective working threshold with sensitivity grid,0.0,1,1,4,4,2,1.0,1
bace,classification,83,1,8,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,4,4,3,1.0,1
bace,classification,83,1,8,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,4,5,4,0.8,1
bace,classification,83,1,16,0.005,retrospective working threshold with sensitivity grid,0.0,1,1,8,7,3,0.875,1
bace,classification,83,1,16,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,8,10,7,0.8,1
bace,classification,83,1,16,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,10,10,10,1.0,1
bace,classification,83,1,32,0.005,retrospective working threshold with sensitivity grid,0.0,1,1,2,9,3,0.1,0
bace,classification,83,1,32,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,11,19,10,0.5789473684210527,1
bace,classification,83,1,32,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,20,22,18,0.9090909090909091,1
bace,classification,83,2,4,0.005,retrospective working threshold with sensitivity grid,0.006586114195546782,0,1,1,1,2,1.0,1
bace,classification,83,2,4,0.01,retrospective working threshold with sensitivity grid,0.0015861141955467815,0,1,1,1,3,1.0,1
bace,classification,83,2,4,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,3,3,3,1.0,1
bace,classification,83,2,8,0.005,retrospective working threshold with sensitivity grid,0.0,1,1,3,4,3,0.75,1
bace,classification,83,2,8,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,4,4,6,1.0,1
bace,classification,83,2,8,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,4,5,7,0.8,1
bace,classification,83,2,16,0.005,retrospective working threshold with sensitivity grid,0.0,1,1,4,7,5,0.5714285714285714,1
bace,classification,83,2,16,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,6,10,8,0.6,1
bace,classification,83,2,16,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,8,10,13,0.8,1
bace,classification,83,2,32,0.005,retrospective working threshold with sensitivity grid,0.0,1,1,4,9,5,0.4444444444444444,1
bace,classification,83,2,32,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,7,19,11,0.3,1
bace,classification,83,2,32,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,20,22,27,0.9090909090909091,1
bace,classification,83,3,4,0.005,retrospective working threshold with sensitivity grid,0.02031073446327703,0,1,1,1,1,1.0,1
bace,classification,83,3,4,0.01,retrospective working threshold with sensitivity grid,0.015310734463277029,0,1,1,1,1,1.0,1
bace,classification,83,3,4,0.02,retrospective working threshold with sensitivity grid,0.005310734463277029,0,1,3,3,2,1.0,1
bace,classification,83,3,8,0.005,retrospective working threshold with sensitivity grid,0.003067796610169653,0,0,4,4,2,1.0,1
bace,classification,83,3,8,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,4,4,4,1.0,1
bace,classification,83,3,8,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,4,5,4,0.8,1
bace,classification,83,3,16,0.005,retrospective working threshold with sensitivity grid,0.003067796610169653,0,0,6,7,4,0.8571428571428571,1
bace,classification,83,3,16,0.01,retrospective working threshold with sensitivity grid,0.0,1,0,9,10,5,0.9,1
bace,classification,83,3,16,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,10,10,10,1.0,1
bace,classification,83,3,32,0.005,retrospective working threshold with sensitivity grid,0.003067796610169653,0,0,11,9,8,0.6666666666666666,1
bace,classification,83,3,32,0.01,retrospective working threshold with sensitivity grid,0.0,1,0,17,19,13,0.8,1
bace,classification,83,3,32,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,24,22,22,0.9166666666666666,1
bace,classification,97,1,4,0.005,retrospective working threshold with sensitivity grid,0.000796281897222033,0,1,1,1,1,1.0,1
bace,classification,97,1,4,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,2,1,1,0.5,1
bace,classification,97,1,4,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,3,3,3,1.0,1
bace,classification,97,1,8,0.005,retrospective working threshold with sensitivity grid,0.0,1,1,3,4,3,0.75,1
bace,classification,97,1,8,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,4,4,3,1.0,1
bace,classification,97,1,8,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,4,5,7,0.8,1
bace,classification,97,1,16,0.005,retrospective working threshold with sensitivity grid,0.0,1,1,7,6,4,0.8571428571428571,1
bace,classification,97,1,16,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,8,10,7,0.8,1
bace,classification,97,1,16,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,9,10,14,0.9,1
bace,classification,97,1,32,0.005,retrospective working threshold with sensitivity grid,0.0,1,0,7,8,8,0.6666666666666666,1
bace,classification,97,1,32,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,12,19,16,0.55,1
bace,classification,97,1,32,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,20,22,22,0.9090909090909091,1
bace,classification,97,2,4,0.005,retrospective working threshold with sensitivity grid,0.024197180771983965,0,1,1,1,2,1.0,1
bace,classification,97,2,4,0.01,retrospective working threshold with sensitivity grid,0.019197180771983964,0,1,1,1,3,1.0,1
bace,classification,97,2,4,0.02,retrospective working threshold with sensitivity grid,0.009197180771983966,0,1,1,3,3,0.3333333333333333,1
bace,classification,97,2,8,0.005,retrospective working threshold with sensitivity grid,0.0,1,0,2,4,3,0.5,1
bace,classification,97,2,8,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,2,4,4,0.5,1
bace,classification,97,2,8,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,4,5,4,0.8,1
bace,classification,97,2,16,0.005,retrospective working threshold with sensitivity grid,0.0,1,0,4,6,7,0.6666666666666666,1
bace,classification,97,2,16,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,4,10,10,0.4,1
bace,classification,97,2,16,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,7,10,11,0.7,1
bace,classification,97,2,32,0.005,retrospective working threshold with sensitivity grid,0.0,1,0,4,8,2,0.5,1
bace,classification,97,2,32,0.01,retrospective working threshold with sensitivity grid,0.0,1,0,5,19,7,0.2631578947368421,1
bace,classification,97,2,32,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,12,22,19,0.5454545454545454,1
bace,classification,97,3,4,0.005,retrospective working threshold with sensitivity grid,0.024676140118968907,0,1,1,1,1,1.0,1
bace,classification,97,3,4,0.01,retrospective working threshold with sensitivity grid,0.019676140118968906,0,1,3,1,2,0.3333333333333333,1
bace,classification,97,3,4,0.02,retrospective working threshold with sensitivity grid,0.009676140118968907,0,1,3,3,3,1.0,1
bace,classification,97,3,8,0.005,retrospective working threshold with sensitivity grid,0.0,1,1,2,4,1,0.5,1
bace,classification,97,3,8,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,4,4,4,1.0,1
bace,classification,97,3,8,0.02,retrospective working threshold with sensitivity grid,0.0,1,1,5,5,4,1.0,1
bace,classification,97,3,16,0.005,retrospective working threshold with sensitivity grid,0.0,1,1,4,6,5,0.6666666666666666,1
bace,classification,97,3,16,0.01,retrospective working threshold with sensitivity grid,0.0,1,1,8,10,7,0.8,1
