task,task_type,seed,outer_fold,variant,candidate_count,oracle_validation_rank,top3_hit,chance_adjusted_hit,mrr,spearman
tdc_hia_hou,classification,53,1,full_multiview,12,3,1.0,1.0,0.3333333333333333,0.8811188811188813
tdc_hia_hou,classification,53,1,morgan_only,3,2,1.0,0.0,0.5,0.5
tdc_hia_hou,classification,53,1,fingerprints_only,6,2,1.0,1.0,0.5,0.7714285714285715
tdc_hia_hou,classification,53,1,no_multiview_concat,9,1,1.0,1.0,1.0,0.9333333333333332
tdc_hia_hou,classification,53,2,full_multiview,12,6,0.0,-0.3333333333333333,0.16666666666666666,0.3636363636363637
tdc_hia_hou,classification,53,2,morgan_only,3,1,1.0,0.0,1.0,1.0
tdc_hia_hou,classification,53,2,fingerprints_only,6,2,1.0,1.0,0.5,0.942857142857143
tdc_hia_hou,classification,53,2,no_multiview_concat,9,3,1.0,1.0,0.3333333333333333,0.6333333333333333
tdc_hia_hou,classification,53,3,full_multiview,12,8,0.0,-0.3333333333333333,0.125,0.5639238070123688
tdc_hia_hou,classification,53,3,morgan_only,3,1,1.0,0.0,1.0,1.0
tdc_hia_hou,classification,53,3,fingerprints_only,6,2,1.0,1.0,0.5,0.8285714285714287
tdc_hia_hou,classification,53,3,no_multiview_concat,9,5,0.0,-0.49999999999999994,0.2,0.5833333333333334
