task,task_type,seed,outer_fold,variant,candidate_count,oracle_validation_rank,top3_hit,chance_adjusted_hit,mrr,spearman
tdc_hia_hou,classification,11,1,full_multiview,12,9,0.0,-0.3333333333333333,0.1111111111111111,0.5314685314685316
tdc_hia_hou,classification,11,1,morgan_only,3,1,1.0,0.0,1.0,0.5
tdc_hia_hou,classification,11,1,fingerprints_only,6,3,1.0,1.0,0.3333333333333333,0.7714285714285715
tdc_hia_hou,classification,11,1,no_multiview_concat,9,6,0.0,-0.49999999999999994,0.16666666666666666,0.6166666666666666
tdc_hia_hou,classification,11,2,full_multiview,12,6,0.0,-0.3333333333333333,0.16666666666666666,0.4125874125874127
tdc_hia_hou,classification,11,2,morgan_only,3,2,1.0,0.0,0.5,0.5
tdc_hia_hou,classification,11,2,fingerprints_only,6,3,1.0,1.0,0.3333333333333333,0.7714285714285715
tdc_hia_hou,classification,11,2,no_multiview_concat,9,6,0.0,-0.49999999999999994,0.16666666666666666,0.6
tdc_hia_hou,classification,11,3,full_multiview,12,7,0.0,-0.3333333333333333,0.14285714285714285,0.4545454545454546
tdc_hia_hou,classification,11,3,morgan_only,3,2,1.0,0.0,0.5,0.5
tdc_hia_hou,classification,11,3,fingerprints_only,6,1,1.0,1.0,1.0,0.7142857142857143
tdc_hia_hou,classification,11,3,no_multiview_concat,9,4,0.0,-0.49999999999999994,0.25,0.6166666666666666
